"Date","UPL.NS.Open","UPL.NS.High","UPL.NS.Low","UPL.NS.Close","UPL.NS.Volume","UPL.NS.Adjusted"
2016-10-18,690,694.35,687.1,692.6,1109500,692.6
2016-10-19,693,712.75,683.25,710.25,2494900,710.25
2016-10-20,712,720.9,705.8,714.95,2416200,714.95
2016-10-21,712,722.2,711,718.35,1191700,718.35
2016-10-24,717.1,730.7,713.25,721.45,879900,721.45
2016-10-25,716.6,722.1,701.45,712.9,859900,712.9
2016-10-26,710.55,718.4,693.5,699.15,1076400,699.15
2016-10-27,699,714.15,695.05,706.5,1677100,706.5
2016-10-28,704.1,713.65,664.4,697.8,6093800,697.8
2016-10-31,697.8,697.8,697.8,697.8,0,697.8
2016-11-01,698.9,709.45,698.3,706.25,1575900,706.25
2016-11-02,696,701.4,676.85,680.15,1541700,680.15
2016-11-03,683.95,687,661.6,669.35,2615500,669.35
2016-11-04,675,676,658.8,672.45,1262200,672.45
2016-11-07,675,684.9,665.2,668.35,1065400,668.35
2016-11-08,671,687.35,656.4,684.4,1642600,684.4
2016-11-09,641.5,670,624.05,661.2,2249000,661.2
2016-11-10,671.7,703.3,668.6,694.25,1545700,694.25
2016-11-11,692,692.05,643.05,647.1,1525600,647.1
2016-11-14,647.1,647.1,647.1,647.1,0,647.1
2016-11-15,647,647,596,600.35,2089800,600.35
2016-11-16,601.05,636.3,594,620.7,2233000,620.7
2016-11-17,620.7,626.6,609.5,617.1,945200,617.1
2016-11-18,624.9,629.2,617.5,623.6,828500,623.6
2016-11-21,623.5,628.5,599.6,608.85,1088900,608.85
2016-11-22,610.15,623,584.2,606.2,2288400,606.2
2016-11-23,613.9,620.5,608.05,611.05,1615100,611.05
2016-11-24,610.9,614.8,597.5,609.25,1313700,609.25
2016-11-25,609.35,631,601.4,628.7,1092200,628.7
2016-11-28,625.1,634.5,620.05,628.65,721600,628.65
2016-11-29,620.2,638.7,620.2,625.45,1696300,625.45
2016-11-30,628,636,624.15,633.95,1605000,633.95
2016-12-01,631,654.1,630,650.5,2180100,650.5
2016-12-02,647.8,660.45,643,652.2,1784600,652.2
2016-12-05,649,666.85,648.95,663.65,735000,663.65
2016-12-06,667.3,680,660.95,672.55,1113900,672.55
2016-12-07,677.2,678.1,666.05,672.2,466800,672.2
2016-12-08,679.45,703.5,677.05,700.15,1340800,700.15
2016-12-09,702.5,712,690.5,695.5,1127600,695.5
2016-12-12,695,703,687,695.55,641500,695.55
2016-12-13,695,702.45,674.35,678.05,1053400,678.05
2016-12-14,680,680.05,648,651.1,1721400,651.1
2016-12-15,638,660,638,644.85,2182200,644.85
2016-12-16,649.7,666.95,639.85,663.4,1667400,663.4
2016-12-19,662.85,662.85,636.1,641,1047900,641
2016-12-20,641,649.1,630.75,634.3,785800,634.3
2016-12-21,635,638.4,625.35,631.1,685100,631.1
2016-12-22,628.1,630.9,616.3,618.95,648900,618.95
2016-12-23,623,636.35,610.35,627,1103100,627
2016-12-26,628.9,628.9,606.5,612.3,879900,612.3
2016-12-27,610,640,606.05,636.45,995600,636.45
2016-12-28,642.05,646,628.75,631.3,1775500,631.3
2016-12-29,632.1,640,630.1,638,838100,638
2016-12-30,644.8,653.5,642,647,793600,647
2017-01-02,649.3,660.45,645,658.65,630500,658.65
2017-01-03,660.5,664.4,652.65,655,646400,655
2017-01-04,653.5,671.45,651.85,667.55,1753000,667.55
2017-01-05,668,677,665.1,674.6,1248800,674.6
2017-01-06,676,677.7,657.8,659.9,1102300,659.9
2017-01-09,662,676.45,660.05,672.9,587500,672.9
2017-01-10,672.9,680,660.6,663.5,927700,663.5
2017-01-11,666,672.5,658,669.2,2114000,669.2
2017-01-12,676.3,687,666.1,685.55,1477800,685.55
2017-01-13,689,696.95,683.6,688.05,1483500,688.05
2017-01-16,687.8,704.9,681.15,702.7,1712200,702.7
2017-01-17,706.25,737,706,734.55,4665800,734.55
2017-01-18,737.35,737.35,723.9,730.5,1545600,730.5
2017-01-19,729.95,747.5,725.05,739.6,1853700,739.6
2017-01-20,735.35,744.9,729,733.75,1427600,733.75
2017-01-23,730.9,734.75,717,726.05,1101300,726.05
2017-01-24,730.8,734.85,721,729.55,1468900,729.55
2017-01-25,730.25,754.5,724.4,740.2,3886100,740.2
2017-01-26,740.2,740.2,740.2,740.2,0,740.2
2017-01-27,740.5,751.65,726.25,728.45,2002300,728.45
2017-01-30,728.8,741.2,728.8,738.05,1123200,738.05
2017-01-31,741.55,741.55,722.35,724.75,861000,724.75
2017-02-01,725.65,744.9,714.2,741.3,2270000,741.3
2017-02-02,739.3,751.65,734,740.1,1576500,740.1
2017-02-03,740.95,744.9,732.6,738.2,1338600,738.2
2017-02-06,740,740.3,717.2,726.35,1726000,726.35
2017-02-07,729,739,722.05,729.05,1604700,729.05
2017-02-08,729,731.75,723.05,727.7,803700,727.7
2017-02-09,729,741.15,725.15,738.45,2152200,738.45
2017-02-10,740,740.6,723.4,726.95,1301800,726.95
2017-02-13,730,732.75,721.3,730.1,511400,730.1
2017-02-14,729.9,730,710.2,715.85,801500,715.85
2017-02-15,718.4,720.6,700.25,709.1,928900,709.1
2017-02-16,704.6,708.95,692.2,699.9,2170000,699.9
2017-02-17,699.8,713.65,695,710.3,851400,710.3
2017-02-20,710.5,721.15,709.8,714.75,725000,714.75
2017-02-21,713.85,715,706.15,711.35,638500,711.35
2017-02-22,711.3,715.55,704,708.9,1524100,708.9
2017-02-23,711.95,722.75,705.05,718.1,1770100,718.1
2017-02-24,718.1,718.1,718.1,718.1,0,718.1
2017-02-27,719.5,720.05,708,715.55,1407500,715.55
2017-02-28,715,726.5,713.95,718.3,922200,718.3
2017-03-01,716.8,724.5,713,717.35,700900,717.35
2017-03-02,721.9,725,688.35,701.55,1218800,701.55
2017-03-03,696.3,700.55,684.25,690.6,1597200,690.6
2017-03-06,691.6,693.75,680.4,684.15,1145100,684.15
2017-03-07,685,705,684.95,702.9,1841100,702.9
2017-03-08,707.4,714.35,703.25,707.8,1829200,707.8
2017-03-09,709.35,720.55,707.85,713.45,1126200,713.45
2017-03-10,708.1,716.75,701.25,704.55,732900,704.55
2017-03-13,704.55,704.55,704.55,704.55,0,704.55
2017-03-14,716,718.5,698.5,702.1,2052700,702.1
2017-03-15,697.25,713,693.3,710.8,1047000,710.8
2017-03-16,715,719.85,706,708.7,2030000,708.7
2017-03-17,713.4,730.6,709.35,716.35,3459800,716.35
2017-03-20,717,721.4,710.1,716.85,577600,716.85
2017-03-21,717,728.9,716.85,727.45,2352800,727.45
2017-03-22,722.5,727.5,715.15,718.25,888500,718.25
2017-03-23,722.9,732.5,715.1,729.25,1058500,729.25
2017-03-24,730.7,735.6,719.6,722.1,984800,722.1
2017-03-27,721.7,729.7,720,725.75,901800,725.75
2017-03-28,729.8,734.85,719.7,722.15,2007400,722.15
2017-03-29,722,728.6,715.85,719.4,1379000,719.4
2017-03-30,720,725.4,709.8,714.5,1526200,714.5
2017-03-31,718.8,733.7,717.55,726.9,1229700,726.9
2017-04-03,727.15,745.6,726.35,735.45,1821400,735.45
2017-04-04,735.45,735.45,735.45,735.45,0,735.45
2017-04-05,737.5,739.85,725,732.1,1450200,732.1
2017-04-06,736.4,739.3,726.45,729.1,1148500,729.1
2017-04-07,729.9,734.65,723,726.85,667800,726.85
2017-04-10,728.65,735.8,725.4,732.15,753100,732.15
2017-04-11,735,745.8,731.15,734.75,1340200,734.75
2017-04-12,735.4,743.4,727,736,1303900,736
2017-04-13,735.7,739.35,724,727.25,1790200,727.25
2017-04-14,727.25,727.25,727.25,727.25,0,727.25
2017-04-17,723,737.8,720.6,735.75,458600,735.75
2017-04-18,734,778.9,734,761.4,3811800,761.4
2017-04-19,766.3,790,765,772.4,2289200,772.4
2017-04-20,773.5,796.5,773.5,782.1,2973200,782.1
2017-04-21,789.9,789.9,773.35,779.5,1072500,779.5
