"Date","BATAINDIA.NS.Open","BATAINDIA.NS.High","BATAINDIA.NS.Low","BATAINDIA.NS.Close","BATAINDIA.NS.Volume","BATAINDIA.NS.Adjusted"
2015-05-06,1061.2,1066.45,1011.65,1040.75,730300,511.569
2015-05-07,1041,1045,1017,1036,492400,509.235
2015-05-08,1043,1055,1036.3,1045.5,338800,513.904
2015-05-11,1051.3,1059.8,1037.05,1051.45,267200,516.829
2015-05-12,1048.1,1074.9,1034,1048.4,605200,515.33
2015-05-13,1049.95,1064.8,1038,1059.65,277500,520.86
2015-05-14,1068,1078.65,1045,1068.4,217400,525.161
2015-05-15,1065.1,1080,1055.1,1058.2,222700,520.147
2015-05-18,1058,1071.9,1052,1064.1,301400,523.047
2015-05-19,1072,1119.9,1058,1110.35,619600,545.781
2015-05-20,1123.7,1131.5,1093.35,1099.45,475300,540.423
2015-05-21,1103,1128,1095,1120.65,378100,550.843
2015-05-22,1126,1134.4,1113,1120.15,471500,550.598
2015-05-25,1119.95,1125.55,1103.7,1113.05,303600,547.108
2015-05-26,1113.15,1116.9,1061,1073.7,458700,527.766
2015-05-27,1069.9,1069.9,1028.55,1038.85,808200,510.635
