"Date","IRB.NS.Open","IRB.NS.High","IRB.NS.Low","IRB.NS.Close","IRB.NS.Volume","IRB.NS.Adjusted"
2016-10-24,250,253.4,248.75,251,1467500,248.89
2016-10-25,251,251.8,245.5,246.55,544300,244.47
2016-10-26,245,250.3,241.7,242.55,934000,240.51
2016-10-27,242.55,242.55,233.35,234.3,2262900,232.33
2016-10-28,234.2,238,232.55,234.75,974100,232.77
2016-10-31,234.75,234.75,234.75,234.75,0,232.77
2016-11-01,235.05,235.6,231.7,233.1,792300,231.14
2016-11-02,230.2,230.2,225.25,226,724500,224.1
2016-11-03,225,228.9,223,223.45,568600,221.57
2016-11-04,223.45,224,216.65,218.6,641100,216.76
2016-11-07,221.05,226.9,219.2,223.4,1535600,221.52
2016-11-08,226.1,226.65,222.85,225.55,1176100,223.65
2016-11-09,205.1,214.45,194.1,212.4,2722300,210.61
2016-11-10,216,222.8,216,217.9,1016100,216.07
2016-11-11,215,215.05,204.2,204.85,1250400,203.13
2016-11-14,204.85,204.85,204.85,204.85,0,203.13
2016-11-15,205,206,178.25,184.75,3062000,183.19
2016-11-16,187.1,190.8,184.65,187.05,2120200,185.48
2016-11-17,187.05,192,186.05,188.3,1286000,186.71
2016-11-18,189.3,197.45,186.45,191.75,2472400,190.14
2016-11-21,192.4,193.95,185,189.5,2293000,187.9
2016-11-22,190.95,194.4,178,182.25,4485100,180.72
2016-11-23,184,185.85,177.45,183.3,4157900,181.76
2016-11-24,184.25,192,181.25,186.2,2807500,184.63
2016-11-25,186.95,187.6,182.95,186.5,2054100,184.93
2016-11-28,187.45,191.8,185.55,187.8,1515800,186.22
2016-11-29,188.4,191.2,186.45,187.2,1586100,185.62
2016-11-30,188,188.4,185.15,186.5,1794700,184.93
2016-12-01,189.8,195.3,184.25,189.9,8355400,188.3
2016-12-02,187.3,191.65,186.4,189.1,1340000,187.51
2016-12-05,190,191.6,184.7,187.75,1133300,186.17
2016-12-06,188.65,189.8,186.2,187.15,967400,185.57
2016-12-07,186.7,188.9,185,185.55,1140800,183.99
2016-12-08,187,193.75,186.75,191.75,2980000,190.14
2016-12-09,192.15,194.1,190.3,191.5,1040400,189.89
2016-12-12,194.2,196.7,191.5,193.4,1804300,191.77
2016-12-13,196.95,196.95,191.1,194.75,1531800,193.11
2016-12-14,195.7,199.05,193.75,194.75,1416400,193.11
2016-12-15,194,196.8,192,194.95,729400,193.31
2016-12-16,194.25,197.15,191.55,192.9,693200,191.28
2016-12-19,197,198.8,194.1,197.85,1813200,196.18
2016-12-20,197.65,201.85,195.75,197.9,1996700,196.23
2016-12-21,199.75,201.4,198.25,199.1,1240000,197.42
2016-12-22,197.6,200.35,194.5,196.9,1122000,195.24
2016-12-23,197.75,200,197.1,198.55,875400,196.88
2016-12-26,198,198.4,188,188.95,1170500,187.36
2016-12-27,188.1,190.35,183.1,189.1,1950900,187.51
2016-12-28,190,192,188.7,189.75,1176200,188.15
2016-12-29,194.05,195.45,192.25,193.75,3184500,192.12
2016-12-30,194.15,197.8,194.05,196,1095600,194.35
2017-01-02,198.5,205,196,204.15,1637400,202.43
2017-01-03,205.75,207,203.75,206,1444900,204.27
2017-01-04,206.4,208.35,205.35,206.8,695000,205.06
2017-01-05,208.2,217.65,208.2,214.05,3804500,212.25
2017-01-06,214.5,215.05,211.2,214.1,1595000,212.3
2017-01-09,215.4,215.85,213.75,214.6,747100,212.79
2017-01-10,215,218,214.35,214.9,1555600,213.09
2017-01-11,215.4,218,215.4,216.3,1182900,214.48
2017-01-12,216.4,216.85,211.45,212.9,538800,211.11
2017-01-13,213.25,214.55,210.2,213.6,720800,211.8
2017-01-16,213.5,217,211,216.65,941500,214.83
2017-01-17,216.8,222.6,215.45,220.4,1961800,218.54
2017-01-18,221.85,222.5,217.6,219.8,855900,217.95
2017-01-19,221,222.7,219.1,219.9,728900,218.05
2017-01-20,219.3,220.9,212.9,214.2,941800,212.4
2017-01-23,213.1,215.15,210.1,212.4,1238000,210.61
2017-01-24,212.9,218.4,211.35,217.35,1126900,215.52
2017-01-25,218.5,232.5,216,228.3,6031000,226.38
2017-01-26,228.3,228.3,228.3,228.3,0,226.38
2017-01-27,228.5,233.4,227.55,231.4,2103500,229.45
2017-01-30,231.4,235.1,230.85,232.45,1103300,230.49
2017-01-31,233.45,238.3,230.55,231.4,1287600,229.45
2017-02-01,232.2,239,230.6,237.55,2492500,235.55
2017-02-02,238,240.15,235,237.05,2339700,237.05
2017-02-03,236.85,237.05,233,234,843400,234
2017-02-06,235.5,239.5,233.85,236.05,1347300,236.05
2017-02-07,236.9,237.9,231.5,233.2,866300,233.2
2017-02-08,235,236.85,230.7,233.6,835800,233.6
2017-02-09,235.05,239.6,234.25,236.65,1189900,236.65
2017-02-10,237.25,238.25,230.3,233.2,906500,233.2
2017-02-13,234,235.75,229.1,232.7,814800,232.7
2017-02-14,232,233.65,228.3,230.55,472600,230.55
2017-02-15,230.85,232.85,224.1,225.3,815000,225.3
2017-02-16,225.55,229.45,222.65,228.4,964500,228.4
2017-02-17,229,231.3,226.15,227.85,1134000,227.85
2017-02-20,228.4,238.8,228.25,232.55,4531700,232.55
2017-02-21,232.7,235.15,228.85,233.35,1688300,233.35
2017-02-22,232.8,234.85,230.6,231.65,1104000,231.65
2017-02-23,233,234.8,229.7,231.05,1760900,231.05
2017-02-24,231.05,231.05,231.05,231.05,0,231.05
2017-02-27,231.1,232.8,227.55,228.85,866300,228.85
2017-02-28,228.25,233.9,228,231.75,1395800,231.75
2017-03-01,232.1,239,232.1,237.35,1744400,237.35
2017-03-02,240,244.25,227.1,229.3,3070500,229.3
2017-03-03,229.3,232.6,226.65,227.95,2213500,227.95
2017-03-06,228.5,231.25,227.85,229.5,668300,229.5
2017-03-07,230.2,235.2,229.8,231.65,1623400,231.65
2017-03-08,231.95,232.85,227.2,228.3,1077100,228.3
2017-03-09,227.5,228.5,224.75,226.35,929000,226.35
2017-03-10,226.4,229.5,224.75,226.05,1205100,226.05
2017-03-13,226.05,226.05,226.05,226.05,0,226.05
2017-03-14,231.95,234.5,228.5,230.55,3368800,230.55
2017-03-15,231,246,230.8,244.45,5038600,244.45
2017-03-16,248.8,249.4,244.25,246.8,2412800,246.8
2017-03-17,246.05,248.3,241,244.55,2657100,244.55
2017-03-20,244.9,245.2,240.35,241.95,1500900,241.95
2017-03-21,241.5,241.95,237.7,239.95,794700,239.95
2017-03-22,237.5,237.8,230,230.75,2437100,230.75
2017-03-23,232.55,237.75,232.15,234.45,2273300,234.45
2017-03-24,235.3,236.9,233.9,235,1072300,235
2017-03-27,235,236.55,229.8,233,1483600,233
2017-03-28,233.5,236.4,232.15,233,1785600,233
2017-03-29,233.7,234.95,231.8,232.9,1150600,232.9
2017-03-30,232,240.45,232,236.4,3835000,236.4
2017-03-31,237.2,239.85,235.55,236.4,1519400,236.4
2017-04-03,237.9,243.05,236.5,241.1,2197300,241.1
2017-04-04,241.1,241.1,241.1,241.1,0,241.1
2017-04-05,242.85,243.1,240,241.15,1221700,241.15
2017-04-06,240.15,250,235.4,244.9,3060600,244.9
2017-04-07,244.7,248.3,236.7,238.25,2343200,238.25
2017-04-10,239.5,239.9,234.15,237,1119600,237
2017-04-11,237.7,240.65,236,239.75,1658200,239.75
2017-04-12,241,241.05,233.3,235.1,1727000,235.1
2017-04-13,235.1,238.65,234,234.65,1520500,234.65
2017-04-14,234.65,234.65,234.65,234.65,0,234.65
2017-04-17,234.9,240.6,232.55,239.15,2620300,239.15
2017-04-18,239.45,271.65,239.45,248.35,17979800,248.35
2017-04-19,249.95,257.2,246.35,253,6606500,253
2017-04-20,253.55,254.45,239,240.3,5415800,240.3
2017-04-21,243,249.6,238.9,246.75,6351200,246.75
