"Date","AXISBANK.NS.Open","AXISBANK.NS.High","AXISBANK.NS.Low","AXISBANK.NS.Close","AXISBANK.NS.Volume","AXISBANK.NS.Adjusted"
2016-09-30,535,547.15,530.6,541.35,5781600,541.35
2016-10-03,542.95,552.3,542.9,550.9,5276300,550.9
2016-10-04,553,553.35,541,546.6,5690300,546.6
2016-10-05,550,550.65,533.25,535.7,8222900,535.7
2016-10-06,531.7,535,524.05,530.8,10646700,530.8
2016-10-07,530,539.4,530,533.85,7702700,533.85
2016-10-10,538,538.75,530.3,531.55,3261500,531.55
2016-10-11,531.55,531.55,531.55,531.55,0,531.55
2016-10-12,531.55,531.55,531.55,531.55,0,531.55
2016-10-13,529,529.9,513.2,518.8,10008000,518.8
2016-10-14,521,525,516.8,520.65,4314700,520.65
2016-10-17,524.15,533.8,517.1,519,7930100,519
2016-10-18,523.9,534.05,518.4,532.45,13532900,532.45
2016-10-19,535.65,542,529.1,535.55,10754600,535.55
2016-10-20,537.1,544.85,536,540.05,6969600,540.05
2016-10-21,538.7,539.2,524.2,526.1,6526300,526.1
2016-10-24,529.45,530,517.55,521.55,10660500,521.55
2016-10-25,520.9,531.5,520.1,529.1,7356900,529.1
2016-10-26,499,502,484.5,487.55,38780200,487.55
2016-10-27,485,489.6,477.3,485.65,17198400,485.65
2016-10-28,486.9,494,484.55,486.9,12688400,486.9
2016-10-31,486.9,486.9,486.9,486.9,0,486.9
2016-11-01,488.05,488.05,474.45,475.8,10425500,475.8
2016-11-02,469.8,480.5,468.1,476.8,9885800,476.8
2016-11-03,475.5,479.8,473.65,475.85,6631500,475.85
2016-11-04,474.4,485.7,474.2,478.7,10868000,478.7
2016-11-07,484.75,489.45,482.05,485.4,6990300,485.4
2016-11-08,487.05,492.45,483.25,490.85,7460500,490.85
2016-11-09,459,493.95,458.95,487.55,12824900,487.55
2016-11-10,494,513.6,494,506.95,11433400,506.95
2016-11-11,505,512.7,495,498.75,7085700,498.75
2016-11-14,498.75,498.75,498.75,498.75,0,498.75
2016-11-15,498,503,476.75,479.3,11822800,479.3
2016-11-16,486.85,487.35,470.1,472.7,10704500,472.7
2016-11-17,474.35,484.4,471.35,474.1,10250000,474.1
2016-11-18,478,478.9,472,473.45,4572500,473.45
2016-11-21,475.9,476.5,463.05,465.7,6217100,465.7
2016-11-22,468.05,475.5,458.05,470.75,7313900,470.75
2016-11-23,475,482.55,469.15,480.5,6477600,480.5
2016-11-24,479.7,479.7,466.05,468.2,8199500,468.2
2016-11-25,472.25,473,465.3,471.2,4674400,471.2
2016-11-28,464,477.6,461.15,472.9,8268800,472.9
2016-11-29,473,475.6,463,464.65,7612600,464.65
2016-11-30,465,471,462.05,469.85,13575300,469.85
2016-12-01,474,474.45,464.3,466.05,7451700,466.05
2016-12-02,466.9,466.9,458,459.95,6381900,459.95
2016-12-05,457.7,464.7,455.8,460.75,4995400,460.75
2016-12-06,461.8,463.2,454.35,455.95,5465600,455.95
2016-12-07,457.85,457.85,441.25,447.1,7558300,447.1
2016-12-08,449.9,452.85,447.4,449.35,7629200,449.35
2016-12-09,451.7,458,445.55,456.4,7780400,456.4
2016-12-12,445,452,444.1,445.1,6849000,445.1
2016-12-13,445.8,454.45,442.3,452.95,8404800,452.95
2016-12-14,454.65,469.8,454,467.2,12775100,467.2
2016-12-15,459.1,479.4,459.1,478.1,18021600,478.1
2016-12-16,479.5,480.7,468.7,472.8,20477300,472.8
2016-12-19,469.5,472.75,466.45,467.6,3735200,467.6
2016-12-20,469,469.7,460.45,461.65,4836000,461.65
2016-12-21,463.55,465.8,455.1,457.7,4454400,457.7
2016-12-22,455.8,455.8,445.05,447.55,6540100,447.55
2016-12-23,448,449.35,436,438.1,9018200,438.1
2016-12-26,435.1,435.85,427,432,4494200,432
2016-12-27,431.1,438.9,431.1,437.65,4694600,437.65
2016-12-28,439.7,448.25,438,440.05,5072500,440.05
2016-12-29,442,445.9,437.7,444.25,6082500,444.25
2016-12-30,445.5,452.2,445.05,449.95,4616800,449.95
2017-01-02,451.4,452,441.25,447.75,3054300,447.75
2017-01-03,449.6,457.8,443.5,455.25,4621700,455.25
2017-01-04,455,460,451.95,453.1,3703800,453.1
2017-01-05,454.6,463.9,453.25,458.05,5829300,458.05
2017-01-06,459.7,461.8,454.05,455.2,4431200,455.2
2017-01-09,456.9,459.35,451.55,452.75,2690400,452.75
2017-01-10,455.5,456.05,424.4,447.35,9436100,447.35
2017-01-11,451.85,457.55,448.2,453.6,5678000,453.6
2017-01-12,454.2,461.4,452.6,455.2,5106300,455.2
2017-01-13,457,475.2,455.2,472.8,12693500,472.8
2017-01-16,472.5,480.5,468.3,477.25,7430300,477.25
2017-01-17,477.3,488.2,476.95,487.2,11331100,487.2
2017-01-18,487.15,491.7,483.25,488.5,8789300,488.5
2017-01-19,486.7,487.9,479.3,483.8,7688300,483.8
2017-01-20,458,461.4,448,450.75,30189700,450.75
2017-01-23,445.25,448.95,441.1,445,16502800,445
2017-01-24,447.8,452.55,445.3,451.25,7103900,451.25
2017-01-25,452,465.1,452,463.55,14328000,463.55
2017-01-26,463.55,463.55,463.55,463.55,0,463.55
2017-01-27,465.25,478.85,465.25,472.85,8821100,472.85
2017-01-30,472,476.6,470.85,471.9,4525700,471.9
2017-01-31,472,472,464.3,466,10629000,466
2017-02-01,467.75,479.9,460,475.65,8340300,475.65
2017-02-02,476.25,486,473.35,482.55,7557500,482.55
2017-02-03,483.7,492.5,480.15,490.7,7134500,490.7
2017-02-06,494.75,500.2,492,498.3,8575100,498.3
2017-02-07,498.4,499.7,490.6,493.4,5242300,493.4
2017-02-08,492.4,492.7,481.85,487.6,9694100,487.6
2017-02-09,491,494.55,482.95,485.25,7938500,485.25
2017-02-10,489.75,492.5,486.2,488.9,10345800,488.9
2017-02-13,492.7,493.85,486.75,490.3,6626400,490.3
2017-02-14,490.3,491.45,482.1,486.9,4089000,486.9
2017-02-15,488,493.45,483.8,488.2,6242500,488.2
2017-02-16,487.7,494.35,486.55,493.15,5218900,493.15
2017-02-17,501,504,487.4,489.1,12983300,489.1
2017-02-20,489.4,490.65,479.65,481.05,5840600,481.05
2017-02-21,481.9,509.05,481.2,504.35,16440000,504.35
2017-02-22,508.5,528.05,507.8,525.3,20167300,525.3
2017-02-23,525,530,518.05,528.15,10360400,528.15
2017-02-24,528.15,528.15,528.15,528.15,0,528.15
2017-02-27,527.9,527.9,507.3,508.95,7372100,508.95
2017-02-28,509.4,512.5,504.6,506.65,5799400,506.65
2017-03-01,511,522,510.15,513.4,7624000,513.4
2017-03-02,515.1,519.8,503.7,506.3,7112600,506.3
2017-03-03,507.25,515,506.25,512.9,3965200,512.9
2017-03-06,514.7,520.8,512.3,518.65,6994400,518.65
2017-03-07,519,519.9,509.25,511.8,6043500,511.8
2017-03-08,504.6,512.8,500.25,510.15,8850800,510.15
2017-03-09,509.6,519.55,506.5,516.4,8560000,516.4
2017-03-10,519.2,520,513,515.9,5494100,515.9
2017-03-13,515.9,515.9,515.9,515.9,0,515.9
2017-03-14,524.9,525.65,509.55,510.9,7975700,510.9
2017-03-15,514.7,515.8,509.05,511.7,6248500,511.7
2017-03-16,513,516.8,511.3,513.65,5362100,513.65
2017-03-17,515.3,519,511.7,517.15,20296800,517.15
2017-03-20,518,518.25,501.3,502.85,4932900,502.85
2017-03-21,498.75,500,486.05,488.3,11017700,488.3
2017-03-22,485,502.4,484,485.45,12685200,485.45
2017-03-23,487.55,492,483,488.25,6942200,488.25
2017-03-24,491,495.7,484.85,489.35,5501200,489.35
2017-03-27,488.4,493.25,483.55,487.15,5384500,487.15
2017-03-28,492.3,505,490.05,502.8,11194700,502.8
2017-03-29,506,513,500.1,504.2,12677400,504.2
2017-03-30,498.95,504,495,499.25,8454700,499.25
2017-03-31,499.7,503.7,488.8,490.8,6985200,490.8
2017-04-03,495.7,503.7,491.35,500.6,5755300,500.6
2017-04-04,500.6,500.6,500.6,500.6,0,500.6
2017-04-05,503.85,510.55,498.85,508.3,6595100,508.3
2017-04-06,507.7,517.65,505.15,508.7,9928000,508.7
2017-04-07,507,514.9,502.5,504.2,5019200,504.2
2017-04-10,504.65,513,503.35,510.75,5986900,510.75
2017-04-11,509.6,516.6,508.1,515.05,7406600,515.05
2017-04-12,515.3,520.4,503.25,506,6161400,506
2017-04-13,506.6,511.35,502.9,507.55,6216300,507.55
2017-04-14,507.55,507.55,507.55,507.55,0,507.55
2017-04-17,505.55,509.05,501.25,502.35,4070900,502.35
2017-04-18,505,508.95,498,499.65,5450400,499.65
2017-04-19,498.25,501.45,488.25,499.5,7447000,499.5
2017-04-20,496.15,504.4,487,488,8153800,488
2017-04-21,492,497,483.3,486.25,10301200,486.25
