"Date","SRF.NS.Open","SRF.NS.High","SRF.NS.Low","SRF.NS.Close","SRF.NS.Volume","SRF.NS.Adjusted"
2016-09-05,1705,1705,1705,1705,0,1698.37
2016-09-06,1722.55,1729.55,1704,1717.5,83900,1710.82
2016-09-07,1725,1749,1717.55,1734,154800,1727.26
2016-09-08,1735,1754.85,1720,1730.4,117600,1723.67
2016-09-09,1731.05,1739,1712.5,1718.25,72500,1711.57
2016-09-12,1633,1681.15,1617.55,1625.25,134300,1618.93
2016-09-13,1625.25,1625.25,1625.25,1625.25,0,1618.93
2016-09-14,1629.55,1668,1626.7,1653,61900,1646.57
2016-09-15,1655,1677.9,1635.5,1640.3,118300,1633.92
2016-09-16,1650,1685,1612.85,1624.9,317400,1618.58
2016-09-19,1630,1649,1625,1636.2,85200,1629.84
2016-09-20,1635,1644.7,1623,1626.45,59200,1620.12
2016-09-21,1626,1630.05,1597,1609.4,92200,1603.14
2016-09-22,1630,1650,1616.05,1624.2,88900,1617.88
2016-09-23,1644.8,1800,1628.8,1787.85,1428200,1780.9
2016-09-26,1779,1811,1762.9,1787.6,574700,1780.65
2016-09-27,1791.2,1824.8,1758.25,1766.5,568100,1759.63
2016-09-28,1773.1,1809,1772.1,1795.55,203200,1788.57
2016-09-29,1807,1823.15,1670,1752.8,406600,1745.98
2016-09-30,1752.05,1785,1745.35,1777.7,197800,1770.79
2016-10-03,1790,1925,1775.1,1908.4,572800,1900.98
2016-10-04,1919,1927.95,1855.4,1866.9,276200,1859.64
2016-10-05,1876.7,1970,1873.1,1924.45,853100,1916.96
2016-10-06,1937.5,1946.3,1872,1890.45,355000,1883.1
2016-10-07,1898.8,1945.6,1880,1893.9,394700,1886.53
2016-10-10,1910,1927.75,1890,1896.3,185900,1888.92
2016-10-11,1896.3,1896.3,1896.3,1896.3,0,1888.92
2016-10-12,1896.3,1896.3,1896.3,1896.3,0,1888.92
2016-10-13,1894.8,1899,1850.6,1876.2,193400,1868.9
2016-10-14,1889,1894,1863.05,1870.1,119300,1862.83
2016-10-17,1877,1889.95,1815.7,1839.75,157400,1832.59
2016-10-18,1838.9,1878.3,1824.65,1870.5,182700,1863.22
2016-10-19,1871.2,1884.9,1845,1870.05,134600,1862.78
2016-10-20,1870.5,1937.7,1861.1,1924.85,361700,1917.36
2016-10-21,1929,1958.4,1903.2,1913.6,358300,1906.16
2016-10-24,1930.35,1930.35,1878.05,1882.9,130600,1875.58
2016-10-25,1881,1893.35,1865.6,1875.2,92300,1867.91
2016-10-26,1878,1880,1837.85,1847.75,62000,1840.56
2016-10-27,1844,1854,1790.55,1809.75,139300,1802.71
2016-10-28,1810,1846.4,1805.15,1820.95,116300,1813.87
2016-10-31,1820.95,1820.95,1820.95,1820.95,0,1813.87
2016-11-01,1835.7,1850,1807.6,1813.6,65400,1806.55
2016-11-02,1795.05,1800,1722.45,1735.25,131500,1728.5
2016-11-03,1712.25,1777,1712.25,1738.15,120200,1731.39
2016-11-04,1751,1751,1651.5,1703.4,212400,1696.77
2016-11-07,1729,1739.15,1705,1719,294100,1712.31
2016-11-08,1735,1765,1720,1743.9,167100,1737.12
2016-11-09,1572.6,1730.25,1572.6,1706.5,252500,1699.86
2016-11-10,1750,1784,1732,1751.2,139400,1744.39
2016-11-11,1740,1749.05,1680,1690.55,141300,1683.97
2016-11-14,1690.55,1690.55,1690.55,1690.55,0,1683.97
2016-11-15,1666,1666.2,1599.85,1616,411800,1609.71
2016-11-16,1640,1678.05,1516.05,1524.8,310500,1518.87
2016-11-17,1506.1,1519,1415,1463.05,723800,1457.36
2016-11-18,1472,1472,1351,1426.15,682800,1420.6
2016-11-21,1426.25,1499,1404.6,1435.05,705000,1429.47
2016-11-22,1454.95,1468.8,1415.45,1437.6,214400,1432.01
2016-11-23,1454,1476.8,1442,1464.5,218800,1458.8
2016-11-24,1457,1481,1437.15,1452,228500,1446.35
2016-11-25,1465,1548.9,1456.15,1529.95,298400,1524
2016-11-28,1540,1555.2,1521.1,1528.45,295600,1522.5
2016-11-29,1539.8,1564.8,1525.65,1543.15,159000,1537.15
2016-11-30,1556,1616.8,1548.55,1574.95,338700,1568.82
2016-12-01,1581.4,1591.6,1546,1582.75,188900,1576.59
2016-12-02,1575,1576,1515,1528.5,177300,1522.55
2016-12-05,1517.85,1542.05,1501,1535.05,451800,1529.08
2016-12-06,1542,1558.65,1519,1525.1,83700,1519.17
2016-12-07,1533.55,1549,1501.05,1513.9,130500,1508.01
2016-12-08,1528,1574.3,1516.95,1540.2,311400,1534.21
2016-12-09,1554.5,1554.5,1521.1,1534.7,121900,1528.73
2016-12-12,1533.9,1546,1499.55,1518.35,139000,1512.44
2016-12-13,1533,1546,1517,1524.5,160800,1518.57
2016-12-14,1525.55,1552.6,1520.1,1526.1,295200,1520.16
2016-12-15,1505.2,1537.75,1505.2,1509.25,108000,1503.38
2016-12-16,1522.6,1522.6,1491.1,1507.45,126100,1501.59
2016-12-19,1514,1522,1505,1508.4,60000,1502.53
2016-12-20,1510.55,1514.9,1475.55,1480.9,125900,1475.14
2016-12-21,1492,1504.7,1450.4,1484.6,190700,1478.83
2016-12-22,1472,1498.7,1472,1484.9,165000,1479.12
2016-12-23,1487,1511.75,1483.2,1493.95,187200,1488.14
2016-12-26,1490,1490,1451,1459.35,118000,1453.67
2016-12-27,1460,1521,1444,1511,184100,1505.12
2016-12-28,1516,1534.4,1496.45,1502.75,180200,1496.9
2016-12-29,1502,1535,1485.5,1528.45,249600,1522.5
2016-12-30,1529,1554.65,1527.9,1546.45,97200,1540.43
2017-01-02,1550,1564,1531.15,1558.4,96600,1552.34
2017-01-03,1559.85,1573,1545.6,1550.2,112100,1544.17
2017-01-04,1553.2,1572,1540,1549.45,97900,1543.42
2017-01-05,1549.45,1595,1548.05,1584.5,158800,1578.34
2017-01-06,1588,1613.5,1560,1565.25,163500,1559.16
2017-01-09,1565.3,1582.95,1552.95,1570.55,77100,1564.44
2017-01-10,1572.25,1588,1566.4,1576,59000,1569.87
2017-01-11,1581,1659,1578.55,1652.05,448500,1645.62
2017-01-12,1660,1665,1615.5,1634.7,260200,1628.34
2017-01-13,1637.85,1648.25,1608,1620.25,109900,1613.95
2017-01-16,1620.3,1642,1612,1624.3,125100,1617.98
2017-01-17,1639.85,1705.75,1637.65,1655.95,776500,1649.51
2017-01-18,1656.9,1679.9,1646.6,1656.15,207100,1649.71
2017-01-19,1656.15,1675,1647.05,1668.85,145200,1662.36
2017-01-20,1670,1692.95,1638.7,1644.3,281900,1637.9
2017-01-23,1643.75,1663,1635.1,1653.15,117300,1646.72
2017-01-24,1654.95,1676,1628.35,1665,168000,1658.52
2017-01-25,1668.2,1715,1655.1,1709.7,315200,1703.05
2017-01-26,1709.7,1709.7,1709.7,1709.7,0,1703.05
2017-01-27,1710,1760,1696.1,1706.9,204000,1700.26
2017-01-30,1706,1715,1683.75,1691,110800,1684.42
2017-01-31,1691,1745,1688,1715.3,266500,1708.63
2017-02-01,1728.95,1728.95,1678.3,1700.35,190600,1693.74
2017-02-02,1700.35,1729,1687,1703.45,145700,1696.82
2017-02-03,1702.4,1719.9,1687.7,1698,123100,1691.4
2017-02-06,1706,1738,1705.45,1730.9,167700,1724.17
2017-02-07,1738.5,1783.6,1738.5,1751.6,331300,1744.79
2017-02-08,1766,1772.95,1746.25,1758.75,122500,1751.91
2017-02-09,1760.65,1772,1732.7,1743.4,113000,1736.62
2017-02-10,1744,1768.9,1734.7,1752.05,135400,1745.24
2017-02-13,1715,1737.6,1552,1600.7,1217000,1594.47
2017-02-14,1603,1633.95,1567.8,1583.85,514400,1577.69
2017-02-15,1583.85,1600,1520.1,1529.25,309500,1523.3
2017-02-16,1535,1553.55,1506.15,1542.6,371400,1536.6
2017-02-17,1550,1601.6,1530,1591,376000,1591
2017-02-20,1592,1617.85,1576,1600.35,296000,1600.35
2017-02-21,1600,1618.55,1595.45,1605.3,96800,1605.3
2017-02-22,1606.9,1614.4,1568,1573,98100,1573
2017-02-23,1575,1585.9,1547,1552.2,205100,1552.2
2017-02-24,1552.2,1552.2,1552.2,1552.2,0,1552.2
2017-02-27,1548.5,1574,1548.5,1552.2,227300,1552.2
2017-02-28,1559,1565,1551,1556.15,55400,1556.15
2017-03-01,1556.95,1571.4,1542.1,1550,123400,1550
2017-03-02,1555.05,1617,1552,1573.3,352800,1573.3
2017-03-03,1567.7,1582.4,1558.05,1573.55,111500,1573.55
2017-03-06,1574.7,1594.6,1555.65,1581.2,116400,1581.2
2017-03-07,1580,1603.9,1578.55,1588.85,120200,1588.85
2017-03-08,1588.85,1592.95,1561.4,1567.35,129600,1567.35
2017-03-09,1565.1,1583.95,1562.05,1576.2,107400,1576.2
2017-03-10,1576,1590,1556.3,1565,131700,1565
2017-03-13,1565,1565,1565,1565,0,1565
2017-03-14,1589.9,1591.95,1570,1571.55,114300,1571.55
2017-03-15,1568,1581.85,1563.05,1566.85,154000,1566.85
2017-03-16,1574.1,1629.9,1570.3,1621.4,319500,1621.4
2017-03-17,1630,1640.55,1602.8,1615.1,569500,1615.1
2017-03-20,1620.1,1646.4,1610.25,1616.25,181100,1616.25
2017-03-21,1627.7,1634.15,1590,1602.15,149100,1602.15
2017-03-22,1597,1624.05,1560,1582.95,264100,1582.95
2017-03-23,1584.95,1600.7,1577.05,1590.75,123900,1590.75
2017-03-24,1590.75,1603.9,1588.35,1591.15,135200,1591.15
2017-03-27,1602.7,1640.45,1589.95,1601.9,372200,1601.9
2017-03-28,1601.9,1619.9,1591.8,1598.55,184300,1598.55
2017-03-29,1600,1619.95,1593.35,1600.7,88900,1600.7
2017-03-30,1602.45,1622.8,1580,1604.1,226300,1604.1
2017-03-31,1605.85,1638.9,1602.55,1627.15,203700,1627.15
2017-04-03,1631.9,1674.45,1630,1662.05,282400,1662.05
2017-04-04,1662.05,1662.05,1662.05,1662.05,0,1662.05
2017-04-05,1670,1682.95,1647.15,1652.95,280300,1652.95
2017-04-06,1655,1667.85,1636,1647.75,190800,1647.75
2017-04-07,1650,1658.9,1631.6,1637.1,179500,1637.1
2017-04-10,1642,1655,1624.7,1632.7,198900,1632.7
2017-04-11,1635,1644.7,1628,1638.2,145700,1638.2
2017-04-12,1642,1668.05,1625,1646.95,224200,1646.95
2017-04-13,1650,1700,1642,1693.35,404700,1693.35
2017-04-14,1693.35,1693.35,1693.35,1693.35,0,1693.35
2017-04-17,1706.35,1717.65,1693.95,1704.5,180900,1704.5
2017-04-18,1714,1724.4,1634,1649.3,181100,1649.3
2017-04-19,1662.45,1683.45,1636.55,1676.15,158700,1676.15
2017-04-20,1680,1722.05,1675.85,1711.1,193200,1711.1
2017-04-21,1712,1723,1688.55,1699.65,119900,1699.65
