"Date","LICHSGFIN.NS.Open","LICHSGFIN.NS.High","LICHSGFIN.NS.Low","LICHSGFIN.NS.Close","LICHSGFIN.NS.Volume","LICHSGFIN.NS.Adjusted"
2016-10-05,604.45,607.9,589,591.85,1893500,591.85
2016-10-06,596.8,602,582.1,587.9,1411700,587.9
2016-10-07,594.3,603.65,586.7,601.9,1493700,601.9
2016-10-10,605,605,591.55,592.85,983300,592.85
2016-10-11,592.85,592.85,592.85,592.85,0,592.85
2016-10-12,592.85,592.85,592.85,592.85,0,592.85
2016-10-13,592,593.5,578.15,584.25,1484000,584.25
2016-10-14,586.7,588.1,577,585.65,1346900,585.65
2016-10-17,589,593.65,576.05,577.6,1500900,577.6
2016-10-18,582.8,614.55,580.1,612.95,3810200,612.95
2016-10-19,615,619.8,605.6,615.65,3267000,615.65
2016-10-20,617.25,624.25,606.15,608.95,4823500,608.95
2016-10-21,610.5,612,595.25,599.5,2830800,599.5
2016-10-24,604.1,612.85,601.1,602.8,2053800,602.8
2016-10-25,603,605,595.5,597.85,1460600,597.85
2016-10-26,595.9,595.9,584,586,1790300,586
2016-10-27,584,589.5,581.65,585.75,2115800,585.75
2016-10-28,582.5,588.35,581.25,582.75,2111100,582.75
2016-10-31,582.75,582.75,582.75,582.75,0,582.75
2016-11-01,586,592.9,584,589.05,1617400,589.05
2016-11-02,581,581,568.4,573.2,1953400,573.2
2016-11-03,573,573,548.35,550.25,2662700,550.25
2016-11-04,550.5,551.65,527.45,532.6,5565300,532.6
2016-11-07,544.9,551,539.05,542.55,3133700,542.55
2016-11-08,544,550.65,539.45,549,2286800,549
2016-11-09,500,534.7,467.85,525.7,8405700,525.7
2016-11-10,535,563.5,535,552.1,4203800,552.1
2016-11-11,536.1,544.5,517.35,520.3,4897900,520.3
2016-11-14,520.3,520.3,520.3,520.3,0,520.3
2016-11-15,520.45,520.9,475.5,479.75,6308500,479.75
2016-11-16,488,524.75,483.75,512.5,5836900,512.5
2016-11-17,516.3,523.75,503.4,506.45,3522900,506.45
2016-11-18,506,522.8,506,518.4,2063200,518.4
2016-11-21,521,522.65,495.6,500.9,2839600,500.9
2016-11-22,502.5,520.85,502.5,518.3,3209400,518.3
2016-11-23,525,528.4,520,525.85,2620200,525.85
2016-11-24,526,529.2,515.55,520.05,3847500,520.05
2016-11-25,523.95,537.6,520.35,535.3,1666400,535.3
2016-11-28,531.1,546.65,530.55,540.25,1781600,540.25
2016-11-29,542,550.75,540.35,544.55,1784000,544.55
2016-11-30,547.3,568.6,546.1,564.4,3685200,564.4
2016-12-01,567.1,575.9,566.1,571.05,3645400,571.05
2016-12-02,566.3,567.05,547.7,555.8,2979300,555.8
2016-12-05,558,569.4,552.1,564.95,1755600,564.95
2016-12-06,566.6,567.75,559,561.4,1328100,561.4
2016-12-07,566.5,566.95,549.6,553.3,1969200,553.3
2016-12-08,559.4,572.65,558.1,568.3,1471200,568.3
2016-12-09,568.55,572.75,566.25,570.2,1015300,570.2
2016-12-12,571.2,572,560.8,565.95,875300,565.95
2016-12-13,566.65,569.95,550.3,552,1711500,552
2016-12-14,554,556,546,548.25,1288400,548.25
2016-12-15,540.2,558.4,540.2,556.45,1577000,556.45
2016-12-16,558,558,547.5,551.6,1679400,551.6
2016-12-19,549.9,554.3,545.35,548.25,758500,548.25
2016-12-20,549,551.15,540.4,546,991900,546
2016-12-21,548.05,548.7,542.25,543.25,1048300,543.25
2016-12-22,542,543,534.75,539.7,882400,539.7
2016-12-23,537.7,546.45,533,541.8,1065000,541.8
2016-12-26,542,542.3,530.45,536.35,1191300,536.35
2016-12-27,537.45,541.8,533.75,538.85,1231800,538.85
2016-12-28,544,554.4,541,548.1,1327500,548.1
2016-12-29,549,559.8,545.4,556.6,1302900,556.6
2016-12-30,559.75,565.95,556.8,559.7,892500,559.7
2017-01-02,560.2,562.05,526.1,530.1,5617300,530.1
2017-01-03,525,533.9,518.5,531.3,5211100,531.3
2017-01-04,535,535,515.85,516.95,4106900,516.95
2017-01-05,519.05,525.8,516.8,523.1,2396000,523.1
2017-01-06,524.5,530.7,522.05,524.6,1736500,524.6
2017-01-09,526,530.75,522.95,524.4,1934700,524.4
2017-01-10,525.9,527.1,518.6,521.55,2355700,521.55
2017-01-11,524.2,533.85,523.05,532.85,4172500,532.85
2017-01-12,535.35,537,523.3,525.6,4378200,525.6
2017-01-13,528.95,534.2,522,530.55,3315400,530.55
2017-01-16,531.15,543.8,530.65,541.05,6422500,541.05
2017-01-17,545.35,548.6,529.05,531.9,6961000,531.9
2017-01-18,531.9,538,527.3,529.55,2775100,529.55
2017-01-19,531.7,532.5,525,525.95,2728000,525.95
2017-01-20,526,530.55,515,517.1,2526400,517.1
2017-01-23,516,526.55,513.05,525.7,2079400,525.7
2017-01-24,528.5,528.85,523.3,526.35,1297700,526.35
2017-01-25,529.5,548,528,546.1,4476800,546.1
2017-01-26,546.1,546.1,546.1,546.1,0,546.1
2017-01-27,548,563,546.1,557.75,4817400,557.75
2017-01-30,557.45,563,549.1,559.5,1459600,559.5
2017-01-31,561.75,568.5,551.1,553.55,2512900,553.55
2017-02-01,557,572.7,556.15,570.8,4237500,570.8
2017-02-02,572.9,573.55,557.55,559.95,2658500,559.95
2017-02-03,560.1,564.95,555.85,558.95,2225900,558.95
2017-02-06,561.7,563.95,553.4,561,1668800,561
2017-02-07,561,561.05,551.25,555,1721900,555
2017-02-08,557,560.7,550,554.95,2388100,554.95
2017-02-09,555,561,551.1,557.9,1082500,557.9
2017-02-10,561,563.75,552,554.1,1421000,554.1
2017-02-13,556.1,559.85,550,555.15,1240800,555.15
2017-02-14,556,556.05,543.15,546.05,1700700,546.05
2017-02-15,546.05,552,538.1,548.45,2578900,548.45
2017-02-16,550.3,553.65,544.5,549.15,2131300,549.15
2017-02-17,550.5,561.85,549.2,556.5,2476300,556.5
2017-02-20,556.5,562.4,553.5,559.25,1055700,559.25
2017-02-21,559,562.4,552.55,557.05,1952600,557.05
2017-02-22,558.5,563,554.6,559.5,1788000,559.5
2017-02-23,562.3,568.95,562.2,565.7,5321400,565.7
2017-02-24,565.7,565.7,565.7,565.7,0,565.7
2017-02-27,568,569.2,564.15,565.55,1373000,565.55
2017-02-28,568,568.45,559.55,560.8,1346500,560.8
2017-03-01,563,567,560,561.1,904100,561.1
2017-03-02,564,567.3,550.7,552.7,1384300,552.7
2017-03-03,552.5,556,550.3,554.9,1265800,554.9
2017-03-06,557,568.45,555.15,566.5,1608700,566.5
2017-03-07,568.5,573,564.45,568.9,1934700,568.9
2017-03-08,570.3,579,565.1,569.45,3174600,569.45
2017-03-09,567.2,570.5,565.45,567.5,896700,567.5
2017-03-10,569.3,570.5,560.45,565.5,1348300,565.5
2017-03-13,565.5,565.5,565.5,565.5,0,565.5
2017-03-14,574.9,581.9,567.3,580.2,2442200,580.2
2017-03-15,582.05,590,582.05,587,2598800,587
2017-03-16,590,594,589.5,592.9,1954600,592.9
2017-03-17,594.65,594.65,584.6,585.4,1832800,585.4
2017-03-20,588.4,592.5,581.45,590.7,893900,590.7
2017-03-21,591.6,593.1,582.2,589.25,1103000,589.25
2017-03-22,584,588.4,578.9,585.35,1356300,585.35
2017-03-23,587,601,586,599.45,1729400,599.45
2017-03-24,600.5,606,599.3,601.7,1599400,601.7
2017-03-27,601.2,609.75,595.4,607.9,1584900,607.9
2017-03-28,609.5,615.6,605.4,614.55,1558300,614.55
2017-03-29,615,617.9,611.2,615.6,1191200,615.6
2017-03-30,615.5,629,615,622.4,2173400,622.4
2017-03-31,623,625.7,616.4,618.45,1120700,618.45
2017-04-03,619,626.5,617.5,624.95,1054000,624.95
2017-04-04,624.95,624.95,624.95,624.95,0,624.95
2017-04-05,625.7,628.8,620.4,625.5,1661900,625.5
2017-04-06,622.9,626.95,620.85,624.8,1063400,624.8
2017-04-07,621,631.55,619.25,625.25,1022000,625.25
2017-04-10,626,633.55,624.15,627.95,947500,627.95
2017-04-11,628,629.45,621.75,623.95,981800,623.95
2017-04-12,621,631,620,629.6,1566400,629.6
2017-04-13,630,635.25,624.2,632.25,1107300,632.25
2017-04-14,632.25,632.25,632.25,632.25,0,632.25
2017-04-17,632,640.8,628.25,637.45,651700,637.45
2017-04-18,640.45,650.45,639.4,642.95,1841200,642.95
2017-04-19,642.95,645.5,632.95,643.45,696900,643.45
2017-04-20,645,646.95,638.5,642.4,726700,642.4
2017-04-21,644,646.8,637.85,643.7,818800,643.7
