"Date","JISLJALEQS.NS.Open","JISLJALEQS.NS.High","JISLJALEQS.NS.Low","JISLJALEQS.NS.Close","JISLJALEQS.NS.Volume","JISLJALEQS.NS.Adjusted"
2015-06-03,62.7,63.6,59.2,61.55,3224300,60.6874
2015-06-04,61.95,62.55,59.9,61.85,2284100,60.9832
2015-06-05,61.5,63.2,60.85,62.45,2012600,61.5747
2015-06-08,62.45,63.05,60.65,61.4,1615800,60.5395
2015-06-09,61.5,61.55,60,60.65,1622800,59.8
2015-06-10,60.7,63.5,60.6,63.1,2734800,62.2156
2015-06-11,63.8,64.6,61.05,61.7,3124300,60.8353
2015-06-12,61.5,62.75,61.25,62.35,1887500,61.4761
2015-06-15,62.45,64.95,61.9,63.9,2392600,63.0044
2015-06-16,63.8,65.15,62.5,64.75,2686400,63.8425
2015-06-17,65.35,65.6,64.2,64.8,2644400,63.8918
2015-06-18,64.5,67.25,64.5,66.55,3310600,65.6173
2015-06-19,67.1,68.1,66.35,67.2,2812100,66.2582
2015-06-22,67.7,69.2,67.3,68.85,3136900,67.885
2015-06-23,68.8,70.4,68.35,69.35,3260000,68.378
2015-06-24,70,70.55,67.85,68.35,6747200,67.3921
2015-06-25,68.3,69.45,67.9,68.45,4583800,67.4907
2015-06-26,67.15,68.7,66,67.45,3598100,66.5047
2015-06-29,65.35,65.5,63.3,64.15,3113900,63.2509
2015-06-30,64.1,67.15,64.1,66.85,4383500,65.9131
2015-07-01,68.3,72.4,67.9,69.55,16030000,68.5752
2015-07-02,70.1,72.9,69.1,71.2,12765400,70.2021
2015-07-03,71.5,72.7,70.65,71,5870000,70.0049
2015-07-06,69.15,72.3,68.4,72,3270600,70.9909
2015-07-07,72,72.95,70.5,71,3909400,70.0049
2015-07-08,70,74.65,68.55,73.55,9977600,72.5192
2015-07-09,74.3,74.4,72,72.35,6686300,71.336
2015-07-10,72.85,73.6,71.85,72.4,4200800,71.3853
