"Date","SUNTV.NS.Open","SUNTV.NS.High","SUNTV.NS.Low","SUNTV.NS.Close","SUNTV.NS.Volume","SUNTV.NS.Adjusted"
2016-10-24,533,540,529.15,534.1,1273400,526.907
2016-10-25,536.65,538,527.75,532.35,894100,525.181
2016-10-26,531.95,550.5,527.25,539.75,2035000,532.481
2016-10-27,538,544.5,529.7,534.8,1536100,527.598
2016-10-28,540,555.35,532.7,547,1611800,539.634
2016-10-31,547,547,547,547,0,539.634
2016-11-01,550,552.05,541.05,543,1276300,535.688
2016-11-02,537,538.8,523.35,534.4,1167300,527.203
2016-11-03,534.2,541.8,526.3,528.9,929800,521.777
2016-11-04,526.1,534.1,507.1,521.05,1177400,514.033
2016-11-07,525,533.55,522.2,528.4,923000,521.284
2016-11-08,529.9,536.15,522.75,525.7,744500,518.621
2016-11-09,505.05,516.5,475,504,1668000,497.213
2016-11-10,512.4,537.1,511,532.65,1609700,525.477
2016-11-11,526,532.2,495.2,500.25,1083400,493.513
2016-11-14,500.25,500.25,500.25,500.25,0,493.513
2016-11-15,503.9,505.3,478.55,488.8,1570500,482.217
2016-11-16,486.1,500,482.4,490.9,894700,484.289
2016-11-17,490.1,496.85,476.85,479.45,933300,472.993
2016-11-18,475,479.45,456.35,458.85,1625700,452.671
2016-11-21,458,458,436.35,438.8,2017600,432.891
2016-11-22,446.95,456.4,440.05,451.4,1366600,445.321
2016-11-23,451.4,451.4,440.15,447.6,1569400,441.572
2016-11-24,443,456,436.8,444.4,1986500,438.415
2016-11-25,450.05,462.85,446.65,459.85,1288500,453.657
2016-11-28,459.85,465.6,456,460.7,868000,454.496
2016-11-29,464.7,473.2,460.5,464.75,1207300,458.491
2016-11-30,465.2,476,462.2,470.8,1042600,464.46
2016-12-01,467.1,469.95,459.15,461.8,828400,455.581
2016-12-02,455,457.4,434.15,436.7,1620200,430.819
2016-12-05,456,497.7,450,492.6,11644100,485.966
2016-12-06,504,505,471.65,474.1,9650100,467.715
2016-12-07,479.6,483,465.85,470.05,3013800,463.72
2016-12-08,477,484.8,473.55,481.2,2189600,474.72
2016-12-09,484.7,525.8,478,517.4,9975300,510.432
2016-12-12,510,517.65,496.8,499.1,5155700,492.379
2016-12-13,503.95,511.4,492.8,496.9,2897800,490.208
2016-12-14,500.85,508.4,495.2,499.15,2487400,492.428
2016-12-15,499.15,504.8,492.5,495.95,1886100,489.271
2016-12-16,499.6,502.7,492.9,494.3,1490500,487.643
2016-12-19,494.3,494.5,480.3,485.4,1626300,478.863
2016-12-20,486.4,504,485.85,492.9,3268000,486.262
2016-12-21,496,497.3,485.25,489.25,1352800,482.661
2016-12-22,487,492.2,484,488.1,1925500,481.527
2016-12-23,486.25,494.4,479.25,489.15,1552700,482.563
2016-12-26,487,487,469.35,471.45,1035200,465.101
2016-12-27,473.7,483.9,471.25,482.25,2403600,475.756
2016-12-28,480,489.9,478,479.2,1219600,472.747
2016-12-29,479.15,492.6,474.65,488.9,2266900,482.316
2016-12-30,490,498.4,490,492.4,1129100,485.769
2017-01-02,493,503.7,490,501.6,975500,494.845
2017-01-03,501.5,525.9,499,523.55,2866000,516.499
2017-01-04,527.5,537.5,522.1,523.9,2823500,516.845
2017-01-05,534.95,535.6,523.2,532.25,3285800,525.082
2017-01-06,535.1,537.8,528,532.05,1644200,524.885
2017-01-09,535.5,545.65,529.4,539.15,1740300,531.889
2017-01-10,539.15,542.65,529.9,533.95,1554600,526.759
2017-01-11,534.6,539.5,533.1,536.25,913900,529.028
2017-01-12,539,542.2,524.8,539.25,1291500,531.988
2017-01-13,544,544,528.8,531.1,1191700,523.948
2017-01-16,530.4,534.6,525,527.1,1121700,520.002
2017-01-17,526.25,535,522.35,525.3,965600,518.226
2017-01-18,527,533.2,518.8,526.4,1059800,519.311
2017-01-19,527,535.6,524.15,529.85,959400,522.715
2017-01-20,530.5,537.25,516,517.8,1686100,510.827
2017-01-23,517.9,524.9,515.05,519.4,881700,512.405
2017-01-24,520.25,526.35,520.25,524.8,928200,517.733
2017-01-25,526.05,540.8,524.2,538.35,2088600,531.1
2017-01-26,538.35,538.35,538.35,538.35,0,531.1
2017-01-27,535.05,544,535,537.7,843400,530.459
2017-01-30,539.7,544.45,530.75,533.35,706800,526.167
2017-01-31,534.4,537.6,525,529.6,1183100,522.468
2017-02-01,530,553.7,525.85,550.4,1107100,542.988
2017-02-02,549.6,559.9,544,551.65,1509600,544.221
2017-02-03,606.8,699.9,606.8,683.35,25957800,674.147
2017-02-06,698.8,719,682.25,689.25,7073500,679.968
2017-02-07,691,699.9,677.3,693.05,3006400,683.717
2017-02-08,698,717.55,696.45,704.95,5455300,695.457
2017-02-09,708.55,774,707,737.65,7885700,727.716
2017-02-10,742.9,744.8,717.7,724.35,3516600,714.595
2017-02-13,718.25,727.95,707.1,712.7,2915700,703.102
2017-02-14,718.8,740.8,700.2,733.25,7005900,723.375
2017-02-15,732,733.9,718.2,720.9,1667800,711.192
2017-02-16,716,733.2,708.2,723.5,2598200,713.757
2017-02-17,723.2,724.1,700.1,703,1839000,698.359
2017-02-20,690,713.25,673.05,698.3,5079100,693.69
2017-02-21,694,707.9,690,702.85,2455500,698.21
2017-02-22,704.9,707.7,692.1,697.15,1865800,692.548
2017-02-23,690.5,708,688.8,705.05,1756600,700.396
2017-02-24,705.05,705.05,705.05,705.05,0,700.396
2017-02-27,705.95,715.5,701.5,708.9,1449200,704.22
2017-02-28,712.8,723.5,708.45,713.2,1620500,708.492
2017-03-01,717.7,726,714.15,724,930600,719.221
2017-03-02,724.9,728.05,704.4,707.65,1236800,702.978
2017-03-03,702,728.95,702,726.2,2134100,721.406
2017-03-06,722,739,720.3,735.9,1528300,731.042
2017-03-07,734.05,745,728.95,743.3,1768900,738.393
2017-03-08,742.9,746.3,733.7,738.3,1114600,733.426
2017-03-09,736,745.65,721.5,741.9,998000,737.002
2017-03-10,741.55,755.85,736,745.6,1753900,740.678
2017-03-13,745.6,745.6,745.6,745.6,0,740.678
2017-03-14,755,758.8,738.65,740.55,910800,735.661
2017-03-15,744,755,741,749.4,969900,744.453
2017-03-16,752,768.4,749.3,763.65,1273300,758.609
2017-03-17,764.15,770,749,751.2,901400,746.241
2017-03-20,751.5,765,746.85,760.95,1266900,755.927
2017-03-21,761.45,768,748.5,757.4,1034700,752.4
2017-03-22,754,754,740.1,742.7,778300,742.7
2017-03-23,742.9,753,742.7,750.6,547000,750.6
2017-03-24,755,760,750.2,755.9,594400,755.9
2017-03-27,756.05,763.1,748.45,760.35,777400,760.35
2017-03-28,762.05,785.4,762.05,781.4,2104000,781.4
2017-03-29,782.9,795.9,782.5,789.4,1628000,789.4
2017-03-30,785,792.9,781.45,788.25,1282300,788.25
2017-03-31,791.95,797.85,788,790.65,628600,790.65
2017-04-03,792,798.65,788,795.25,618900,795.25
2017-04-04,795.25,795.25,795.25,795.25,0,795.25
2017-04-05,796.2,802.2,791.6,795.75,1028000,795.75
2017-04-06,794,799.65,781,786.75,1096900,786.75
2017-04-07,782.6,786,771.6,773.6,724500,773.6
2017-04-10,770,789,768.5,786.25,819800,786.25
2017-04-11,781,795.2,781,793.5,605500,793.5
2017-04-12,794.9,798.5,781.5,784.6,721000,784.6
2017-04-13,788.2,793,777.25,781.75,721600,781.75
2017-04-14,781.75,781.75,781.75,781.75,0,781.75
2017-04-17,784.95,792.5,780.25,789.2,377100,789.2
2017-04-18,790.45,811.8,789.75,800.65,1561000,800.65
2017-04-19,807.85,848.8,797.05,843.45,4168900,843.45
2017-04-20,861,901.75,860,897.2,5272900,897.2
2017-04-21,900,939.7,900,936.75,4930600,936.75
