"Date","JSWSTEEL.NS.Open","JSWSTEEL.NS.High","JSWSTEEL.NS.Low","JSWSTEEL.NS.Close","JSWSTEEL.NS.Volume","JSWSTEEL.NS.Adjusted"
2016-08-24,1757.7499,1763.55,1746.55,1759.65,2234400,175.965
2016-08-25,1762,1772,1739.1,1745.3999,7090100,174.54
2016-08-26,1745,1760.5,1732.05,1756.05,3270200,175.605
2016-08-29,1753.9999,1777,1748.9999,1773.15,2468400,177.315
2016-08-30,1775.0999,1792.7499,1773.9999,1781.1501,2542400,178.115
2016-08-31,1778,1788,1746.2,1753.1,5023100,175.31
2016-09-01,1752.15,1778,1738.1,1772.7499,3057000,177.275
2016-09-02,1773,1787.8,1760.2,1777.4001,2213800,177.74
2016-09-05,1777.4001,1777.4001,1777.4001,1777.4001,0,177.74
2016-09-06,1782,1876.0001,1781.0001,1862.55,6706000,186.255
2016-09-07,1874.1,1874.1,1840,1851.55,4570500,185.155
2016-09-08,1863.9999,1885.95,1842.55,1848.8,3791900,184.88
2016-09-09,1859.95,1859.95,1810.15,1823.8,3470300,182.38
2016-09-12,1800,1800,1736.7,1745.05,5935400,174.505
2016-09-13,1745.05,1745.05,1745.05,1745.05,0,174.505
2016-09-14,1750,1764.85,1725,1750.35,5218000,175.035
2016-09-15,1755,1767.95,1731.4999,1753.75,5740900,175.375
2016-09-16,1766.0001,1768.45,1707,1725.5499,15092000,172.555
2016-09-19,1735.7001,1775,1730,1769.9001,6165300,176.99
2016-09-20,1783.15,1783.9999,1756.9501,1761.85,4580700,176.185
2016-09-21,1762,1773.9999,1743.8499,1753.25,4664200,175.325
2016-09-22,1780,1782.3,1753.7,1762.7,3632600,176.27
2016-09-23,1759.1,1774.9001,1746.25,1756.3,4703900,175.63
2016-09-26,1758.1,1770,1751.55,1757.05,3930400,175.705
2016-09-27,1763.9999,1771.3,1742.55,1760.35,4287100,176.035
2016-09-28,1753.2001,1782,1747.2,1775.75,5817400,177.575
2016-09-29,1785,1787.4001,1652.2501,1678.3501,18253200,167.835
2016-09-30,1672,1738.95,1669.25,1729.35,5157700,172.935
2016-10-03,1744.9001,1774.35,1740.05,1767.4001,4199100,176.74
2016-10-04,1788.95,1797,1768,1783.6,6951100,178.36
2016-10-05,1805,1805.3999,1777.5,1787.7,6650100,178.77
2016-10-06,1802.8,1811.0001,1750.95,1762.55,5759600,176.255
2016-10-07,1769.9001,1777.65,1751.0001,1772.1001,4042500,177.21
2016-10-10,1786.0001,1825,1778.15,1814.7501,7789600,181.475
2016-10-11,1814.7501,1814.7501,1814.7501,1814.7501,0,181.475
2016-10-12,1814.7501,1814.7501,1814.7501,1814.7501,0,181.475
2016-10-13,1808.8,1808.9,1732.1001,1772.3,10134800,177.23
2016-10-14,1776.0001,1780,1737.1001,1742.5,5923800,174.25
2016-10-17,1745,1758.9999,1715.5499,1719.7501,5361000,171.975
2016-10-18,1725,1790,1722,1782.5999,6121600,178.26
2016-10-19,1781.0001,1781.0001,1742.8,1748.9,5251200,174.89
2016-10-20,1755.75,1773.8,1732.15,1740.8501,7279200,174.085
2016-10-21,1738.9999,1747.8,1713.9,1735.3,5965600,173.53
2016-10-24,1731.7,1740.3,1695,1711.7,5789100,171.17
2016-10-25,1714.9001,1728.9999,1696.0001,1709.4,6953600,170.94
2016-10-26,1707,1729.1,1660,1668.25,8174300,166.825
2016-10-27,1667.7,1669.5,1616.4999,1636.9501,25975600,163.695
2016-10-28,1660,1682.7499,1643.3,1658.8499,7736100,165.885
2016-10-31,1658.8499,1658.8499,1658.8499,1658.8499,0,165.885
2016-11-01,1661.0001,1685,1642.2501,1662.8999,6206700,166.29
2016-11-02,1654.95,1654.95,1625,1633.9999,5243200,163.4
2016-11-03,1631.9,1650,1590.2499,1599.1499,7368300,159.915
2016-11-04,1594.2,1608.95,1565.0999,1591.3499,6960300,159.135
2016-11-07,1606.05,1620,1595,1600.5,3886300,160.05
2016-11-08,1603.9999,1663.9999,1603.4,1656.9,5874300,165.69
2016-11-09,1550.0999,1703.9999,1545.3999,1680.8501,8629900,168.085
2016-11-10,1697,1778.7,1697,1756.4,7666400,175.64
2016-11-11,1735.2,1749.4501,1691.25,1721.1,7296900,172.11
2016-11-14,1721.1,1721.1,1721.1,1721.1,0,172.11
2016-11-15,1706.0001,1735,1675.5,1693.8499,6140900,169.385
2016-11-16,1718.5001,1735,1681.4,1698.3,3579100,169.83
2016-11-17,1700,1720,1643,1654.55,4809800,165.455
2016-11-18,1657,1698.7,1652,1691.6,5775600,169.16
2016-11-21,1696.1,1700.8501,1614.4501,1621.7999,5107400,162.18
2016-11-22,1630.15,1656.9,1618.8,1639.2,3501800,163.92
2016-11-23,1646.0001,1662.5999,1642,1651.25,2825900,165.125
2016-11-24,1645,1656.1,1606.25,1614.7501,16770500,161.475
2016-11-25,1623.9999,1678.8,1621.0001,1673.8499,4443000,167.385
2016-11-28,1680,1730,1667.05,1722.45,4880300,172.245
2016-11-29,1726.9,1732.2501,1693.9999,1697.45,4467400,169.745
2016-11-30,1685,1735.5499,1685,1728.9999,7408200,172.9
2016-12-01,1728.9999,1730.9,1672.05,1676.3499,5346100,167.635
2016-12-02,1663.9999,1680,1650.7001,1656.6499,5441300,165.665
2016-12-05,1658,1671.7999,1626.25,1648.55,6162800,164.855
2016-12-06,1652,1661.7,1633,1643.9999,3695800,164.4
2016-12-07,1650,1655.95,1631.4999,1646.3499,5034000,164.635
2016-12-08,1660,1678,1652,1656.85,4827800,165.685
2016-12-09,1666.7999,1668.9999,1642,1646.45,3760900,164.645
2016-12-12,1646.0001,1648.4,1617.7,1622.35,4064300,162.235
2016-12-13,1623.9999,1641.25,1609.9001,1631.9,5306200,163.19
2016-12-14,1641.0001,1641.0001,1621.4999,1630.15,4181700,163.015
2016-12-15,1620,1655.5499,1615.15,1630.65,4059000,163.065
2016-12-16,1643.9999,1647.95,1611.3,1618.3,4632300,161.83
2016-12-19,1618,1624.35,1593.75,1598.95,3883300,159.895
2016-12-20,1590,1601.0001,1575,1591.6,4756700,159.16
2016-12-21,1600,1605.9,1581.05,1586.2,3908100,158.62
2016-12-22,1595.7001,1597.8999,1557.35,1566.6,4445300,156.66
2016-12-23,1558,1583.8499,1542.05,1568.0499,4666800,156.805
2016-12-26,155.4,156.17,151.165,153.27,6133600,15.327
2016-12-27,153.87,158.745,153.3,158.02,4294500,15.802
2016-12-28,157.995,159.47,155.74,158.515,6245600,15.8515
2016-12-29,158.12,160.39,157.125,159.975,5243200,15.9975
2016-12-30,159.9,163.245,159.565,162.75,6205300,16.275
2017-01-02,162.8,164.185,161.01,163.43,4621300,16.343
2017-01-03,164.1,165.36,163.1,164.455,4530400,16.4455
2017-01-04,166.75,166.75,160.6,163.05,2378900,163.05
2017-01-05,164.05,176.65,163.5,175.65,6510100,175.65
2017-01-06,177.35,178.8,172.75,175.2,5500600,175.2
2017-01-09,176.5,179.3,174.6,176.05,2997600,176.05
2017-01-10,176.5,179.5,173.6,178.45,3701700,178.45
2017-01-11,179.3,195.4,179,187.55,19588000,187.55
2017-01-12,188.25,190.7,184.2,188.5,6001000,188.5
2017-01-13,189.5,191.1,185.1,188.9,5494400,188.9
2017-01-16,189.65,192.5,186.75,189.35,3993000,189.35
2017-01-17,191.9,192.1,185.45,186.7,4433700,186.7
2017-01-18,187.05,192.5,187.05,191.1,5651500,191.1
2017-01-19,191,193.95,189.8,192.65,5325100,192.65
2017-01-20,191.95,193.5,184.6,185.65,5221300,185.65
2017-01-23,186.4,194.8,186,194.15,5915200,194.15
2017-01-24,194.55,195.7,192.15,193.95,3567500,193.95
2017-01-25,195.2,199.7,193.15,196.15,8514400,196.15
2017-01-26,196.15,196.15,196.15,196.15,0,196.15
2017-01-27,196.35,199,193.15,195.35,3724500,195.35
2017-01-30,195,199,193.15,196.5,3886000,196.5
2017-01-31,197.1,201.4,195,198.15,9791700,198.15
2017-02-01,199.5,199.65,191.1,197.3,7991200,197.3
2017-02-02,197.45,198,192.4,193.9,4882800,193.9
2017-02-03,193,196.4,188.75,191.65,7158500,191.65
2017-02-06,193.65,194.4,190.5,192.35,3509700,192.35
2017-02-07,192.8,195,187.95,189,4271000,189
2017-02-08,190.95,191.7,188.3,189.3,4093000,189.3
2017-02-09,190.2,194,185.85,193.65,4280600,193.65
2017-02-10,194.1,195,191.4,193.25,2393100,193.25
2017-02-13,194.6,195.25,178.3,187.75,5882500,187.75
2017-02-14,187.75,189.45,180.4,181.85,5326700,181.85
2017-02-15,182.9,184.45,178.75,183.3,4927800,183.3
2017-02-16,184.05,188,182.25,187.45,2742000,187.45
2017-02-17,188.1,189.1,184.1,184.9,2679500,184.9
2017-02-20,184.95,189.8,183.6,188.3,3116600,188.3
2017-02-21,189,191.75,185.65,186.95,2738200,186.95
2017-02-22,187.2,187.65,182.2,185,3420900,185
2017-02-23,185.6,187.55,184.1,186.95,3565700,186.95
2017-02-24,186.95,186.95,186.95,186.95,0,186.95
2017-02-27,187,189.9,185,185.3,2479100,185.3
2017-02-28,185.3,188.05,185,186.95,2568300,186.95
2017-03-01,188.05,192.6,186.75,189.8,6984800,189.8
2017-03-02,190.55,190.9,181.9,183.5,5014500,183.5
2017-03-03,183,185.3,181.95,184,3072500,184
2017-03-06,184.05,186.3,183.15,184.85,2405400,184.85
2017-03-07,185.4,185.65,181,181.45,2337700,181.45
2017-03-08,181.65,182.15,177,178.05,5030500,178.05
2017-03-09,176.7,178.85,175.65,176.85,2814000,176.85
2017-03-10,177,178.9,175.15,176.25,1965400,176.25
2017-03-13,176.25,176.25,176.25,176.25,0,176.25
2017-03-14,179.95,183.35,177.5,181.9,3552400,181.9
2017-03-15,181.9,184.9,180.05,183.5,2518600,183.5
2017-03-16,185.6,194.3,185.2,192.45,8053800,192.45
2017-03-17,194.25,195.9,190.15,192,5143500,192
2017-03-20,192.75,194.75,190.2,194.1,2608100,194.1
2017-03-21,194.65,194.65,191,192.4,3832600,192.4
2017-03-22,189.5,189.5,185.1,186.7,3999100,186.7
2017-03-23,186.7,189,185.5,186.85,2749800,186.85
2017-03-24,186.9,190.75,186,186.8,3979800,186.8
2017-03-27,186.8,187.7,177.7,179.45,8610100,179.45
2017-03-28,179.3,183.95,179.3,181.6,8752200,181.6
2017-03-29,183,184.65,180.75,183.35,3043100,183.35
2017-03-30,183.5,187.3,182.65,185.4,20910400,185.4
2017-03-31,185.95,190.25,185,188.2,4542700,188.2
2017-04-03,187.9,192.35,187,188.9,4005600,188.9
2017-04-04,188.9,188.9,188.9,188.9,0,188.9
2017-04-05,192,196.9,191.65,195.8,7046500,195.8
2017-04-06,195,204.8,192.45,203.8,7827300,203.8
2017-04-07,202.6,207,196.8,199.85,9259400,199.85
2017-04-10,199.75,205,198.75,203.7,4077700,203.7
2017-04-11,206.5,206.9,197.95,198.75,6912300,198.75
2017-04-12,199.85,202.2,195.35,196.45,4900100,196.45
2017-04-13,196.95,196.95,189.8,190.75,6831000,190.75
2017-04-14,190.75,190.75,190.75,190.75,0,190.75
2017-04-17,190.5,195.5,190.5,194.15,5298000,194.15
2017-04-18,194.6,198.7,186.5,187.3,7160800,187.3
2017-04-19,187.25,192.2,185.45,189.4,6855000,189.4
2017-04-20,191.5,192.7,188,189.3,4558200,189.3
2017-04-21,191.25,191.75,185.6,187.25,6017900,187.25
