"Date","IBREALEST.NS.Open","IBREALEST.NS.High","IBREALEST.NS.Low","IBREALEST.NS.Close","IBREALEST.NS.Volume","IBREALEST.NS.Adjusted"
2016-09-16,89.15,90.2,85.1,86.65,11496700,86.65
2016-09-19,87.4,93.4,85.1,92.6,20153800,92.6
2016-09-20,91.75,92.3,86.7,87.3,12108400,87.3
2016-09-21,87,89.15,85.1,85.95,7573500,85.95
2016-09-22,87.05,88.8,86.55,87.35,7657400,87.35
2016-09-23,87.6,90.6,86.7,88,10696700,88
2016-09-26,86.95,91.15,86.45,88.4,15421100,88.4
2016-09-27,88.55,89.85,87.15,88.6,6195000,88.6
2016-09-28,88.55,94.9,88.2,93.8,18208200,93.8
2016-09-29,95.8,97.15,84,84.95,37724300,84.95
2016-09-30,85.5,92.8,85.2,92.15,19517400,92.15
2016-10-03,92.8,96,92.2,93.9,14831000,93.9
2016-10-04,94.3,94.7,91,93.35,8856000,93.35
2016-10-05,93.8,96.2,92.4,94.4,10724200,94.4
2016-10-06,94.7,94.85,87.9,88.75,10531500,88.75
2016-10-07,88.7,89.3,86.35,86.85,13165100,86.85
2016-10-10,87.6,88.2,85.05,85.6,6673600,85.6
2016-10-11,85.6,85.6,85.6,85.6,0,85.6
2016-10-12,85.6,85.6,85.6,85.6,0,85.6
2016-10-13,84.85,85.7,80.6,81.85,12535200,81.85
2016-10-14,82.4,83.85,81.55,83.4,6979400,83.4
2016-10-17,83.55,84.45,80.75,81.4,6547100,81.4
2016-10-18,82.1,84.8,82.1,84.5,5890800,84.5
2016-10-19,85,85,82.4,82.95,4152700,82.95
2016-10-20,83.35,84.55,82.95,83.45,5491600,83.45
2016-10-21,83.85,85.75,82.8,84.6,5686000,84.6
2016-10-24,85.05,87.5,84.5,86.5,16473600,86.5
2016-10-25,86.3,86.3,84.7,85.75,3710100,85.75
2016-10-26,85.35,89.45,84.35,85.6,10669800,85.6
2016-10-27,85.6,87.8,84.5,87.2,13327400,87.2
2016-10-28,86.95,89.5,86.7,87.8,7945200,87.8
2016-10-31,87.8,87.8,87.8,87.8,0,87.8
2016-11-01,87.5,88.2,86.1,86.7,4987500,86.7
2016-11-02,85.4,85.4,81.8,82.5,7491300,82.5
2016-11-03,82.3,83.3,78.3,78.8,10802100,78.8
2016-11-04,79,80,76.65,77.75,7635800,77.75
2016-11-07,80,81.4,78.9,80.35,5679600,80.35
2016-11-08,80.75,81.4,78.8,80.6,4098000,80.6
2016-11-09,72.55,72.55,57.4,65.9,24977600,65.9
2016-11-10,67.45,72.45,67.05,67.9,12762200,67.9
2016-11-11,64.1,73.45,62.1,71.9,31904900,71.9
2016-11-14,71.9,71.9,71.9,71.9,0,71.9
2016-11-15,72,72,65.15,66.65,12193400,66.65
2016-11-16,68,69.8,66,66.45,11067200,66.45
2016-11-17,65.8,67.3,64.6,65.35,7778800,65.35
2016-11-18,65.65,66.9,64.85,65.75,5626600,65.75
2016-11-21,66.5,66.5,59.8,60.5,10633800,60.5
2016-11-22,61,63.35,57,62.75,13405600,62.75
2016-11-23,63.85,70.1,63.6,69,21958600,69
2016-11-24,68.65,71.5,65.7,66.35,25553100,66.35
2016-11-25,67.2,71.5,66.45,70.65,16136700,70.65
2016-11-28,70,71.15,68.25,68.45,7493400,68.45
2016-11-29,68.5,71.2,68.05,69.9,9429200,69.9
2016-11-30,70,70.9,68.6,70.05,6913000,70.05
2016-12-01,70.4,70.6,68.4,68.8,5278900,68.8
2016-12-02,67.8,68.9,66.3,68,8448500,68
2016-12-05,68.2,69.65,67.5,69.25,5361900,69.25
2016-12-06,69.6,70.6,68.9,69.3,6098700,69.3
2016-12-07,69.5,70.1,67.05,67.7,6863100,67.7
2016-12-08,68.3,72.9,68.25,71.55,13464800,71.55
2016-12-09,71.6,72.4,70.25,71.4,5011600,71.4
2016-12-12,71,73.5,69.65,72.4,9103400,72.4
2016-12-13,71.75,72.4,69.9,70.2,6538200,70.2
2016-12-14,70.25,71.9,69.6,70.5,5186300,70.5
2016-12-15,70,71.9,69.7,70.7,4501200,70.7
2016-12-16,70.9,71,69.25,70,3432600,70
2016-12-19,70,72.5,68.55,72.15,6952400,72.15
2016-12-20,72.15,72.15,69.35,70.6,4979300,70.6
2016-12-21,70.7,71.9,69.8,71.3,4999700,71.3
2016-12-22,70.75,71.4,70,70.75,3387300,70.75
2016-12-23,70.7,71,70,70.65,2528700,70.65
2016-12-26,70.7,70.7,67.75,69.45,6145100,69.45
2016-12-27,68.7,70.85,65.4,69.9,15139700,69.9
2016-12-28,70.45,72.2,69.3,70.7,7574700,70.7
2016-12-29,70.6,71.4,69.5,69.85,6392700,69.85
2016-12-30,69.85,72.2,69.7,71.25,9825800,71.25
2017-01-02,72.5,76.4,71.7,75.8,14454200,75.8
2017-01-03,76,77.1,75.05,76.05,7241600,76.05
2017-01-04,75.55,80.8,75.1,80.3,12768600,80.3
2017-01-05,81.15,81.15,78.5,79.25,8625600,79.25
2017-01-06,79.65,80.55,78.6,79.7,7595100,79.7
2017-01-09,79.5,81.4,79,80.75,7370000,80.75
2017-01-10,80.55,81.25,79.65,80.2,5124200,80.2
2017-01-11,80.4,82.7,80.1,82.1,9290800,82.1
2017-01-12,82.15,82.15,80.3,80.75,3274100,80.75
2017-01-13,80.65,81.15,78.45,78.9,4686800,78.9
2017-01-16,78.7,82.1,78.25,79.2,7367900,79.2
2017-01-17,79.45,80.05,78.55,79.25,3517300,79.25
2017-01-18,80.1,83.4,79.95,82.95,10542000,82.95
2017-01-19,82.85,84,82.1,83.75,5014400,83.75
2017-01-20,83.3,83.65,80.6,81.3,3031600,81.3
2017-01-23,81,83.15,79.95,80.6,12011700,80.6
2017-01-24,80.6,81,79.8,80.4,3573400,80.4
2017-01-25,80.5,84.8,80.5,81.45,11875500,81.45
2017-01-26,81.45,81.45,81.45,81.45,0,81.45
2017-01-27,79.05,80.9,78,78.6,13753000,78.6
2017-01-30,78.2,81.25,78.15,78.75,6898000,78.75
2017-01-31,79.1,79.4,74.75,75.4,6404800,75.4
2017-02-01,76.15,78,74.4,77.55,19292100,77.55
2017-02-02,78,82.45,76.7,81.35,17284000,81.35
2017-02-03,81.8,82.1,79.55,79.85,6551600,79.85
2017-02-06,80.55,82.25,78.6,79.45,13552300,79.45
2017-02-07,79.25,80.15,77.85,78.25,8326500,78.25
2017-02-08,78.9,80.5,77.4,80,8288500,80
2017-02-09,80.6,81.7,78.6,80.7,12548600,80.7
2017-02-10,80.9,81,78.3,78.9,7130700,78.9
2017-02-13,79.55,81,77.25,78.25,10944800,78.25
2017-02-14,78.5,79.7,77.35,78,5967300,78
2017-02-15,77.5,78.4,75,75.4,5400100,75.4
2017-02-16,75.6,77.3,75.3,76.95,4733200,76.95
2017-02-17,78,79.35,77.45,78.75,4510200,78.75
2017-02-20,78.9,79.35,77.1,77.4,4168400,77.4
2017-02-21,77.75,78,76.75,77.35,3332800,77.35
2017-02-22,77.5,79.25,76.1,76.65,6065400,76.65
2017-02-23,76.85,78.5,76.8,77.55,5718300,77.55
2017-02-24,77.55,77.55,77.55,77.55,0,77.55
2017-02-27,78.05,78.4,76.85,77.65,3965300,77.65
2017-02-28,77.75,81.15,77.3,80.6,11016100,80.6
2017-03-01,81.75,84.95,80.2,84.55,16398000,84.55
2017-03-02,85.2,85.45,78.65,79.2,14060200,79.2
2017-03-03,79,80.8,78.3,80.4,6847800,80.4
2017-03-06,80.55,82.3,79.6,81.9,9138400,81.9
2017-03-07,81.9,82.1,80.35,80.8,3903500,80.8
2017-03-08,80.6,81.25,78.4,79.25,4341800,79.25
2017-03-09,78.4,80.3,78.2,78.7,4179800,78.7
2017-03-10,79.9,79.95,78.15,78.55,4443000,78.55
2017-03-13,78.55,78.55,78.55,78.55,0,78.55
2017-03-14,80.2,83.4,79.5,81.55,12211100,81.55
2017-03-15,81.85,84.75,81.6,82.95,8707400,82.95
2017-03-16,83.4,84.4,83.05,83.8,3524200,83.8
2017-03-17,83.5,84.4,81.5,82.3,3553200,82.3
2017-03-20,82.7,83.65,81.6,82.85,3563200,82.85
2017-03-21,83,83.65,81.35,83,3490600,83
2017-03-22,82,83.3,80.6,80.95,4107000,80.95
2017-03-23,80.9,82.05,80.9,81.7,3474800,81.7
2017-03-24,82,82.55,81.4,81.6,3007000,81.6
2017-03-27,81.6,82.8,80.65,81.7,4038800,81.7
2017-03-28,82,82.5,80.2,80.75,3155600,80.75
2017-03-29,81.65,81.7,79.75,80.3,3791400,80.3
2017-03-30,80.95,87.95,80.8,87.25,22627300,87.25
2017-03-31,87.95,88.6,86.65,87.5,6765900,87.5
2017-04-03,87.5,88.4,86.75,87.25,3342800,87.25
2017-04-04,87.25,87.25,87.25,87.25,0,87.25
2017-04-05,87.5,93.35,87.5,90.6,13903500,90.6
2017-04-06,89.5,92.95,89.15,91.25,10054500,91.25
2017-04-07,90.5,93,87.25,88.45,12185300,88.45
2017-04-10,89.15,90.25,86.65,89.75,9742700,89.75
2017-04-11,89.8,92.25,88.6,91.15,9132300,91.15
2017-04-12,92.25,100.25,88.85,98.65,40065000,98.65
2017-04-13,100,108.25,99.15,105.85,47194400,105.85
2017-04-14,105.85,105.85,105.85,105.85,0,105.85
2017-04-17,108.25,151,103.55,148.2,208307400,148.2
2017-04-18,149,155.2,127.1,134.65,83773300,134.65
2017-04-19,125.2,142.7,122,137.35,65474600,137.35
2017-04-20,138.65,143.5,136,141.3,26727100,141.3
2017-04-21,141.5,146.2,140.1,143,20527100,143
