"Date","AMBUJACEM.NS.Open","AMBUJACEM.NS.High","AMBUJACEM.NS.Low","AMBUJACEM.NS.Close","AMBUJACEM.NS.Volume","AMBUJACEM.NS.Adjusted"
2016-09-19,263.5,268.6,262.75,267.1,1626000,265.7244
2016-09-20,267.35,269.3,264.55,267.2,1718300,265.8239
2016-09-21,267.1,269.3,263,264.4,1487500,263.0383
2016-09-22,266.6,268.6,263.6,265.55,1727100,264.1824
2016-09-23,266,266,258.15,259,2209000,257.6661
2016-09-26,256.4,257.7,253.45,254.85,2197200,253.5375
2016-09-27,254.85,261.4,252.3,258.15,3217100,256.8205
2016-09-28,256.8,262,256.8,260.8,1300500,259.4568
2016-09-29,263,263,253.35,254.5,3691600,253.1893
2016-09-30,255.8,255.8,249.55,251.75,2507900,250.4534
2016-10-03,253.4,259.5,253,258.9,1887000,257.5666
2016-10-04,261,261,254.35,256.15,1959600,254.8308
2016-10-05,257,257.75,253.05,256.15,2378800,254.8308
2016-10-06,258.05,258.8,250.25,252.65,2156600,251.3488
2016-10-07,252,254,249.25,252.8,944700,251.498
2016-10-10,254,258.3,253.55,257,2052000,255.6764
2016-10-11,257,257,257,257,0,255.6764
2016-10-12,257,257,257,257,0,255.6764
2016-10-13,255,255.65,250.3,252.55,1326700,251.2493
2016-10-14,252.5,254.95,251.75,252.95,741700,251.6473
2016-10-17,253.2,253.75,245.1,246.4,1089900,245.131
2016-10-18,246.2,252.3,244.1,251.1,2689000,249.8068
2016-10-19,251.5,253.7,249,251.15,1045000,249.8565
2016-10-20,252.4,255.3,251.1,253.05,2187700,251.7467
2016-10-21,252.05,253.9,245.1,247,1340100,245.7279
2016-10-24,247.95,249.3,245.8,247.4,764000,246.1258
2016-10-25,248.25,249.5,246.25,248.35,868600,247.071
2016-10-26,248,249.55,246.3,248.65,1378800,247.3694
2016-10-27,249.25,249.25,242.55,243.35,9951900,242.0967
2016-10-28,243.2,243.2,240.4,241.4,8345600,240.1567
2016-10-31,241.4,241.4,241.4,241.4,0,240.1567
2016-11-01,239.7,245.7,238.5,244.5,4536700,243.2408
2016-11-02,242.75,244.5,239.9,240.6,2117700,239.3609
2016-11-03,240,245.4,235.55,243.1,8480500,241.848
2016-11-04,242.95,245.9,238.05,240.85,3607900,239.6096
2016-11-07,242.45,247.45,241.15,241.7,1864100,240.4552
2016-11-08,242.45,245.35,241.8,244.65,1154300,243.39
2016-11-09,230,235,221,230.8,3758600,229.6113
2016-11-10,234.5,236,230.05,230.95,2307100,229.7606
2016-11-11,229.4,229.4,218.65,219.55,3015900,218.4193
2016-11-14,219.55,219.55,219.55,219.55,0,218.4193
2016-11-15,222.2,228,207.6,208.55,6762500,207.4759
2016-11-16,212.5,213,201.25,202.25,6974800,201.2084
2016-11-17,200.75,201.65,192.6,194.05,5780400,193.0506
2016-11-18,195.25,199.95,191.85,198.8,3710800,197.7761
2016-11-21,200.95,200.95,193,193.6,2867300,192.6029
2016-11-22,196.65,197.05,191,195.45,1928800,194.4434
2016-11-23,198.05,199.3,193.75,198.05,2378700,197.03
2016-11-24,196,207,195.1,201.25,4846000,200.2135
2016-11-25,200.5,204,198.5,203,3346300,201.9545
2016-11-28,203,205.8,200,204.2,2608100,203.1483
2016-11-29,205.4,207.3,203.95,205.05,3137700,203.994
2016-11-30,208,211.45,205.4,210.8,5187600,209.7143
2016-12-01,211.9,212.65,206.05,206.9,1385500,205.8344
2016-12-02,205,207.8,204,205.05,2361800,203.994
2016-12-05,205.4,211.35,204.3,210.15,1735500,209.0677
2016-12-06,210.9,212,209.3,210.6,1484800,209.5154
2016-12-07,211,214.4,208.4,209.25,1400100,208.1723
2016-12-08,210.25,216.7,210.25,213.9,1977600,212.7984
2016-12-09,214.5,217.2,212,216.05,1771300,214.9373
2016-12-12,212.95,214.8,207.3,208.35,1120300,207.277
2016-12-13,209,209.85,205.9,206.4,1061200,205.337
2016-12-14,206.15,207,204.7,205.25,1515400,204.1929
2016-12-15,203.8,206.45,200.55,201.85,1431200,200.8104
2016-12-16,202.6,203.45,199.9,202.45,1623800,201.4073
2016-12-19,201.1,204,200.3,201.15,1049000,200.114
2016-12-20,201.7,206,201.15,205.35,1657200,204.2924
2016-12-21,205,205.9,201.6,202.15,933100,201.1089
2016-12-22,201.7,203.45,198.15,199.95,855800,198.9202
2016-12-23,199.9,202.15,198.6,200.05,1270700,199.0197
2016-12-26,199.8,200.9,197,198.35,688500,197.3285
2016-12-27,198.4,203.25,198,202.9,811200,201.855
2016-12-28,203.1,204.75,200.8,201.25,1319900,200.2135
2016-12-29,202.25,204.7,200.6,203.9,1088500,202.8499
2016-12-30,202.5,207.65,202.5,206.3,835000,205.2375
2017-01-02,209,215.45,209,214.6,1715000,213.4948
2017-01-03,215,216.85,214,215.2,1544100,214.0917
2017-01-04,215.7,218.2,211.25,212.15,2063200,211.0574
2017-01-05,213.1,214.85,210.9,214.35,1267500,213.2461
2017-01-06,214.7,215.45,212,212.6,836600,211.5051
2017-01-09,214.6,214.6,210.35,210.7,484400,209.6149
2017-01-10,212.65,212.65,208.1,209.4,1300100,208.3215
2017-01-11,211.5,216.5,210.35,215.85,2074000,214.7383
2017-01-12,217.1,217.9,213.3,214.25,1073900,213.1466
2017-01-13,213.95,215,211.7,213.25,498900,212.1517
2017-01-16,216,216,211.6,212.5,851500,211.4056
2017-01-17,213.1,213.6,210.55,212.9,1035700,211.8035
2017-01-18,213.6,219.5,213.3,217.55,2843600,216.4296
2017-01-19,218.3,221.35,216.75,220.35,2242000,219.2152
2017-01-20,218.1,220.65,216,217.7,3285000,216.5788
2017-01-23,217.4,221.8,217.05,220.1,1106900,218.9664
2017-01-24,221.8,224,220.25,223.4,2036500,222.2494
2017-01-25,225.45,230,223.9,229.15,2727700,227.9698
2017-01-26,229.15,229.15,229.15,229.15,0,227.9698
2017-01-27,229.7,233.5,229.6,232.8,2174100,231.601
2017-01-30,231.35,233.15,228.1,229.45,874800,228.2683
2017-01-31,231.15,231.15,226.15,229.05,1633600,227.8703
2017-02-01,229.35,236.5,229,234.4,2228200,233.1928
2017-02-02,235,235.6,230.5,231.6,1488300,230.4072
2017-02-03,231.5,231.95,228.2,229.25,831300,228.0693
2017-02-06,230.3,242.8,228.5,239.6,5393500,238.366
2017-02-07,240.9,242,234.15,234.85,1433200,233.6405
2017-02-08,235.1,242,235,238.65,2588600,237.4209
2017-02-09,239.1,244.9,237,238.4,1958900,237.1722
2017-02-10,238.4,241.3,235.7,237.55,1136500,236.3266
2017-02-13,238,241.7,233.5,239.2,1610600,237.9681
2017-02-14,239.15,239.7,234.65,237.8,1109400,236.5753
2017-02-15,237.6,238.85,232.8,235.05,1068700,233.8394
2017-02-16,232.85,236.85,232.85,235.65,1253400,234.4363
2017-02-17,236.2,239.8,234.4,238.2,994100,236.9732
2017-02-20,239,241.4,237.25,239.4,1414100,238.167
2017-02-21,238,239.6,232.75,238.95,3463300,237.7194
2017-02-22,238.4,239,232.8,233.15,1424600,231.9492
2017-02-23,233.55,234.45,231.05,232,2648600,230.8052
2017-02-24,232,232,232,232,0,230.8052
2017-02-27,231.8,232,226.6,229.9,1944200,228.716
2017-02-28,230.65,230.65,226.25,229.35,3643400,228.1688
2017-03-01,228.8,230.9,228,228.85,1500000,227.6714
2017-03-02,229.25,233.5,227.55,228.6,2028900,227.4227
2017-03-03,228,230.2,224.5,225.4,1834100,224.2391
2017-03-06,225,227.25,224.4,224.95,1354000,223.7915
2017-03-07,224.95,225.9,223.7,224.8,1237400,223.6422
2017-03-08,225,227.7,222.9,225.25,1509900,224.0899
2017-03-09,223.9,227.7,223.1,227.15,1284700,225.9801
2017-03-10,227.5,230,227,229.05,1069100,227.8703
2017-03-13,229.05,229.05,229.05,229.05,0,227.8703
2017-03-14,234,234.9,231,233.7,1695600,232.4964
2017-03-15,233.8,235.35,232,233,1878100,231.8
2017-03-16,233.8,236.2,232.75,235.4,1385500,235.4
2017-03-17,236.25,236.4,231.8,234.1,2156500,234.1
2017-03-20,234.2,235.15,232.3,234.2,938900,234.2
2017-03-21,234.2,238.35,234.2,237.15,1673900,237.15
2017-03-22,236,236,231.55,233,1517400,233
2017-03-23,233.4,234.9,230.9,232.65,1252500,232.65
2017-03-24,233.1,234.45,228.85,229.9,1614600,229.9
2017-03-27,229.8,230,226.95,227.6,1781700,227.6
2017-03-28,227.95,230.25,227.35,228.35,1396500,228.35
2017-03-29,228.6,231.8,228.5,230.65,1942700,230.65
2017-03-30,230.65,236,228.75,234,3539000,234
2017-03-31,234,237.45,232.55,236.65,2172100,236.65
2017-04-03,239.15,242,235,237.55,2178300,237.55
2017-04-04,237.55,237.55,237.55,237.55,0,237.55
2017-04-05,238.95,240.15,236.55,238.75,1693100,238.75
2017-04-06,239.25,245.3,236.25,243.35,2881100,243.35
2017-04-07,242.6,246.5,241.05,242.45,2654500,242.45
2017-04-10,244.25,245.6,242,244.9,1886900,244.9
2017-04-11,243.5,250.5,242.85,248.9,1952600,248.9
2017-04-12,249.4,252.75,246.5,249.1,3115500,249.1
2017-04-13,248,250.7,244.4,245.2,1148200,245.2
2017-04-14,245.2,245.2,245.2,245.2,0,245.2
2017-04-17,244.6,247.75,240.65,246.85,1336000,246.85
2017-04-18,247.2,248.85,239.55,240.75,1923300,240.75
2017-04-19,240.7,241.9,236.8,240.15,3524300,240.15
2017-04-20,241.1,246.2,240.15,241.1,4090600,241.1
2017-04-21,241.5,243,238,239.4,2063100,239.4
