"Date","DCBBANK.NS.Open","DCBBANK.NS.High","DCBBANK.NS.Low","DCBBANK.NS.Close","DCBBANK.NS.Volume","DCBBANK.NS.Adjusted"
2016-10-20,127.8,128.95,127.45,128,1026100,128
2016-10-21,128.25,129.45,127.3,128.05,1019000,128.05
2016-10-24,128.5,129.55,127.5,128.3,693200,128.3
2016-10-25,128,129,127.4,128.2,371600,128.2
2016-10-26,127.55,129,127.5,128.2,514500,128.2
2016-10-27,128,128.95,126.1,127.4,865800,127.4
2016-10-28,127.4,132,126.9,130.85,1773600,130.85
2016-10-31,130.85,130.85,130.85,130.85,0,130.85
2016-11-01,131.75,131.75,129,129.3,448700,129.3
2016-11-02,128.05,132,126.25,126.95,3099000,126.95
2016-11-03,127.2,130.75,126.7,129.6,2588200,129.6
2016-11-04,129.8,129.95,125.55,128.7,1210400,128.7
2016-11-07,129.5,131.9,128,128.7,987000,128.7
2016-11-08,129.4,130.5,129,130,1191800,130
2016-11-09,118,126,112,118.05,7499700,118.05
2016-11-10,123,125.55,121.9,122.45,2413500,122.45
2016-11-11,120.8,123.35,115.5,117.25,2511200,117.25
2016-11-14,117.25,117.25,117.25,117.25,0,117.25
2016-11-15,116.5,117.8,100.2,101.35,5749700,101.35
2016-11-16,105,107.75,102.3,102.85,3116800,102.85
2016-11-17,103.45,107,103,106.2,1583900,106.2
2016-11-18,107.3,110.9,103.9,110.35,2184300,110.35
2016-11-21,112,112.5,105.15,106.3,1231100,106.3
2016-11-22,107.8,108.75,105.3,108,1081900,108
2016-11-23,108.9,109.3,106.9,108.7,670500,108.7
2016-11-24,107.6,109.4,105.7,106.3,1363800,106.3
2016-11-25,107.3,110.2,106.75,109.35,691700,109.35
2016-11-28,107.2,111.5,107.1,109.5,742400,109.5
2016-11-29,110.5,111.7,107.75,109.35,683000,109.35
2016-11-30,110.4,112.25,109.1,111.75,828000,111.75
2016-12-01,112.75,112.75,108.5,108.85,867500,108.85
2016-12-02,107.5,110,107.15,109.3,653100,109.3
2016-12-05,108.3,109.6,107.75,108.7,438800,108.7
2016-12-06,109.5,110,107.8,108.2,461200,108.2
2016-12-07,108.2,109.25,105.6,106.25,743900,106.25
2016-12-08,106,108.55,106,107.1,1196000,107.1
2016-12-09,108.4,108.4,106.1,107.2,624900,107.2
2016-12-12,106.15,107.3,104.3,104.7,868100,104.7
2016-12-13,105.8,107.9,104.1,106.3,1255400,106.3
2016-12-14,106.55,107.3,104.95,106.7,718100,106.7
2016-12-15,106,109.8,104.6,108.25,930400,108.25
2016-12-16,108.1,108.95,107.35,108,465000,108
2016-12-19,108,109.65,107,109,809300,109
2016-12-20,108.65,109.5,106,106.3,565200,106.3
2016-12-21,106.5,107.75,106.15,106.5,382400,106.5
2016-12-22,106.2,107.45,104.1,105.2,545100,105.2
2016-12-23,104,106.4,102.55,105.75,949700,105.75
2016-12-26,105,105.2,102.7,103.1,420800,103.1
2016-12-27,104,107.95,102.85,106.75,1636100,106.75
2016-12-28,107,107.95,105.35,105.7,396300,105.7
2016-12-29,104.5,108.95,104.5,108.05,531100,108.05
2016-12-30,107.4,109.4,107.4,107.95,493900,107.95
2017-01-02,107.2,110,106.5,109.4,552000,109.4
2017-01-03,109,112,108.5,111.5,1226100,111.5
2017-01-04,112.05,117.45,111.55,111.95,2604600,111.95
2017-01-05,112.5,114.3,112.5,113.9,608700,113.9
2017-01-06,114,114.6,112.85,113.95,608400,113.95
2017-01-09,112.65,114.65,112.65,113.1,656300,113.1
2017-01-10,113.15,114.15,113,113.3,476900,113.3
2017-01-11,113.5,117,113.5,116.4,1179100,116.4
2017-01-12,117,120.25,116.75,119.15,1331900,119.15
2017-01-13,120.5,126,119.2,123.9,4206100,123.9
2017-01-16,127,127.5,120.35,121.05,5203100,121.05
2017-01-17,122,122.2,116.85,117.2,2438100,117.2
2017-01-18,117.75,119.7,117.6,118.65,1276100,118.65
2017-01-19,117.85,120,117.4,119.25,817600,119.25
2017-01-20,119.85,121,117.25,117.95,1470000,117.95
2017-01-23,117.95,120,117.2,118.95,875900,118.95
2017-01-24,119.45,119.95,118.5,119.1,695600,119.1
2017-01-25,119.95,119.95,118,118.45,679000,118.45
2017-01-26,118.45,118.45,118.45,118.45,0,118.45
2017-01-27,118.45,121,118.45,119.15,1466000,119.15
2017-01-30,118.95,119.8,117.45,118.7,754700,118.7
2017-01-31,118.6,120.1,117.65,118.4,1092900,118.4
2017-02-01,118.2,123.05,117.5,122.5,2050900,122.5
2017-02-02,123.1,125,121.55,124.3,2165300,124.3
2017-02-03,124.4,130,123.8,129.25,3031000,129.25
2017-02-06,129.3,135,129.3,132.85,3918300,132.85
2017-02-07,132,135.4,130.75,134.9,2396900,134.9
2017-02-08,135.35,135.95,132,134.8,1787600,134.8
2017-02-09,135,138.2,132,137.85,3451400,137.85
2017-02-10,138.1,139.15,135.6,136.35,1377500,136.35
2017-02-13,136.55,137.45,130.25,133.85,1342000,133.85
2017-02-14,134,135.5,132.5,134.75,835100,134.75
2017-02-15,134.5,135.35,131.5,134.2,938200,134.2
2017-02-16,132.4,138.7,132.4,138.2,1434900,138.2
2017-02-17,139.5,140.3,136.6,138.6,1609400,138.6
2017-02-20,136.7,157.8,136.7,152.7,10827500,152.7
2017-02-21,153,153.6,148.1,151.9,4022800,151.9
2017-02-22,152,153.7,149.35,149.95,2388900,149.95
2017-02-23,150,157.55,147.3,153.3,6009300,153.3
2017-02-24,153.3,153.3,153.3,153.3,0,153.3
2017-02-27,152.8,153.85,150.5,151.8,1960700,151.8
2017-02-28,151.95,158.55,150.6,156,4579200,156
2017-03-01,156.8,157.5,153,154.55,1700900,154.55
2017-03-02,154.75,158.8,152,152.8,2573500,152.8
2017-03-03,153,156.25,152.8,155.35,1564100,155.35
2017-03-06,156,157.1,154.1,155.65,1588200,155.65
2017-03-07,156.9,156.9,153.1,154.7,1601000,154.7
2017-03-08,155.1,155.5,151.7,154.35,1580800,154.35
2017-03-09,152.5,160.7,152.5,157.55,3495100,157.55
2017-03-10,158,164.1,157.35,159.95,5888700,159.95
2017-03-13,159.95,159.95,159.95,159.95,0,159.95
2017-03-14,163.85,167.2,158.25,165.5,3663800,165.5
2017-03-15,165,166,162.3,164.05,2432600,164.05
2017-03-16,165.25,167.2,164.5,165.4,1733000,165.4
2017-03-17,166,166.4,162,163.75,1406100,163.75
2017-03-20,163.2,165,159.2,164.05,10662800,164.05
2017-03-21,164.9,165.95,161.35,165.6,2930300,165.6
2017-03-22,164.5,165.45,162,163.5,1630800,163.5
2017-03-23,164,166,163,165.2,2098700,165.2
2017-03-24,165,168.45,163.9,166.25,2620100,166.25
2017-03-27,166.55,170.7,165.25,169.35,2898000,169.35
2017-03-28,170.95,172.85,169.4,171.15,2492800,171.15
2017-03-29,171.3,171.65,167.7,168.55,1890000,168.55
2017-03-30,169,170.3,167.5,168.35,996500,168.35
2017-03-31,168.35,171.75,167,170.25,1862300,170.25
2017-04-03,170.9,172.35,169.4,170.4,2243300,170.4
2017-04-04,170.4,170.4,170.4,170.4,0,170.4
2017-04-05,170.8,172.45,169.85,171.35,1276100,171.35
2017-04-06,171.85,171.85,167.55,170.15,1143400,170.15
2017-04-07,170.2,172.35,166.35,167.5,1358000,167.5
2017-04-10,168,172,167.8,171.1,918700,171.1
2017-04-11,172.05,183.3,171.65,181.05,5978500,181.05
2017-04-12,182,183.25,177.8,181.75,3696000,181.75
2017-04-13,181.8,182,178.8,179.7,1737600,179.7
2017-04-14,179.7,179.7,179.7,179.7,0,179.7
2017-04-17,169,174.5,167,173.3,6001500,173.3
2017-04-18,174,184.65,174,177.4,5626000,177.4
2017-04-19,178.95,181.1,174,176.25,4154500,176.25
2017-04-20,176.05,182,175.75,180.25,2175700,180.25
2017-04-21,181.5,184.25,179,183.4,3067800,183.4
