"Date","BANKBARODA.NS.Open","BANKBARODA.NS.High","BANKBARODA.NS.Low","BANKBARODA.NS.Close","BANKBARODA.NS.Volume","BANKBARODA.NS.Adjusted"
2016-10-04,169.5,171.4,165.65,169.85,16698800,169.85
2016-10-05,172.5,173.2,168.5,169.45,11698100,169.45
2016-10-06,169.95,169.95,163.5,164.5,6697500,164.5
2016-10-07,164.7,165.7,162.6,163.85,7061500,163.85
2016-10-10,164.5,165.2,161.4,161.95,3950500,161.95
2016-10-11,161.95,161.95,161.95,161.95,0,161.95
2016-10-12,161.95,161.95,161.95,161.95,0,161.95
2016-10-13,161.25,161.35,151.2,154.25,12034300,154.25
2016-10-14,155.2,155.95,153.1,153.95,6440000,153.95
2016-10-17,154.1,155.75,150.1,150.95,5802300,150.95
2016-10-18,152.45,156.25,151.5,155.7,5013800,155.7
2016-10-19,156.65,157.3,154.1,155.4,4212000,155.4
2016-10-20,155.1,158.45,155.1,157.45,6095000,157.45
2016-10-21,157.9,157.9,154.6,156.1,3310300,156.1
2016-10-24,156.4,160.4,156.4,158.4,5301500,158.4
2016-10-25,159,159.5,155.55,156.55,2847600,156.55
2016-10-26,156.55,159,153.95,155.15,3620800,155.15
2016-10-27,154.85,155.75,152.4,153.05,6337300,153.05
2016-10-28,153.8,156.65,153.1,156.25,4574400,156.25
2016-10-31,156.25,156.25,156.25,156.25,0,156.25
2016-11-01,156.6,157.35,154.05,155.3,5673400,155.3
2016-11-02,152.8,152.8,149.6,150,5224000,150
2016-11-03,149.3,150.85,146.05,146.55,5759600,146.55
2016-11-04,149.15,149.15,141.3,142.55,9329000,142.55
2016-11-07,147,149.2,144.45,148.05,5240200,148.05
2016-11-08,148.2,149.7,146,148.95,3610800,148.95
2016-11-09,137,153,135.25,151.2,13645300,151.2
2016-11-10,155.3,166.3,155,165,19938400,165
2016-11-11,164,169.9,158.6,160.5,20909600,160.5
2016-11-14,160.5,160.5,160.5,160.5,0,160.5
2016-11-15,167.4,177.25,165.6,174.3,45412100,174.3
2016-11-16,177.3,178.45,168.25,173.4,19230900,173.4
2016-11-17,174.8,179.6,172.65,174.75,22051500,174.75
2016-11-18,175.9,178,172.5,176.95,10883500,176.95
2016-11-21,179.55,179.55,159.5,161.1,24330100,161.1
2016-11-22,163.8,165.3,159,163.2,15079600,163.2
2016-11-23,164.7,164.8,160.6,162.1,7304900,162.1
2016-11-24,160.2,168.65,158.5,167.05,17931300,167.05
2016-11-25,168.5,171.15,165.85,167.9,9693700,167.9
2016-11-28,162,164.85,161,163.05,12450900,163.05
2016-11-29,163,165.5,160.6,161.5,6633000,161.5
2016-11-30,161.8,164.8,161.1,164.15,7519200,164.15
2016-12-01,164.7,165.8,160.85,161.6,5777900,161.6
2016-12-02,160.8,164.5,159.4,161.1,9787700,161.1
2016-12-05,161,163,160.5,162.5,4095500,162.5
2016-12-06,163.3,164.15,161.9,162.3,4266700,162.3
2016-12-07,163,164.6,156.6,157.5,9887400,157.5
2016-12-08,159.2,159.6,157.3,158.5,8724900,158.5
2016-12-09,159.1,162.75,157.2,162.05,10278000,162.05
2016-12-12,162,162,157.65,158.9,5487000,158.9
2016-12-13,158.5,161,156.6,160.4,5492600,160.4
2016-12-14,161,161.05,157.85,158.35,2808000,158.35
2016-12-15,157,161.4,156.4,159.9,4977500,159.9
2016-12-16,160.5,162.7,158.85,159.65,5485700,159.65
2016-12-19,159.5,160.7,158.2,159.35,2403700,159.35
2016-12-20,159,160.2,155,155.75,4724700,155.75
2016-12-21,156.7,158.2,154.55,157.5,4650400,157.5
2016-12-22,157,157,153.3,155.05,4094100,155.05
2016-12-23,155,156.35,152.6,153,3909500,153
2016-12-26,152,152.35,146,147.35,6151900,147.35
2016-12-27,147.7,151,146.1,149.9,4460800,149.9
2016-12-28,150.25,152.65,149.1,150.15,6665700,150.15
2016-12-29,150,152.4,148.35,151.5,19597700,151.5
2016-12-30,151.6,153.9,151.3,153.4,6069600,153.4
2017-01-02,153.95,154.6,147.6,148.9,9644400,148.9
2017-01-03,149.1,150.2,146.7,148.6,10690900,148.6
2017-01-04,148,149.85,147.4,148,4993800,148
2017-01-05,149.55,151.6,149.3,150.95,7807800,150.95
2017-01-06,151,154.6,151,153.25,8101300,153.25
2017-01-09,154,155,152.4,152.8,6078600,152.8
2017-01-10,153.5,154.15,151.25,152.95,5444600,152.95
2017-01-11,153.9,160.2,153.25,159.6,11384200,159.6
2017-01-12,160,160.65,158,158.7,5849300,158.7
2017-01-13,159.15,159.7,156.7,157.75,4635200,157.75
2017-01-16,157.75,160,157,159.6,5216500,159.6
2017-01-17,160.4,162,158.35,159.05,5138400,159.05
2017-01-18,159.4,160.85,157.85,158.85,4034200,158.85
2017-01-19,158.5,160.8,157.85,160.1,4541200,160.1
2017-01-20,159.4,160.7,153.55,154.35,4787700,154.35
2017-01-23,153.5,157,153.15,154.2,4199500,154.2
2017-01-24,155.3,156.5,154.5,156.05,4541700,156.05
2017-01-25,156.5,164,155.25,161.95,12590100,161.95
2017-01-26,161.95,161.95,161.95,161.95,0,161.95
2017-01-27,163,169.2,162.3,167.7,12394600,167.7
2017-01-30,167.1,170.3,165.1,167.75,7176900,167.75
2017-01-31,167.3,168.8,164.35,165.15,4227800,165.15
2017-02-01,166.4,173.7,165.3,173.05,17004000,173.05
2017-02-02,172.9,178.85,170.65,177.65,14260800,177.65
2017-02-03,178,187.25,176.1,186.45,16542400,186.45
2017-02-06,187,191.7,183.7,184.6,14311000,184.6
2017-02-07,184.95,190.4,183.2,187.05,10402800,187.05
2017-02-08,187.35,188.6,182.25,187,8105400,187
2017-02-09,187,187.7,180.8,184.05,9428600,184.05
2017-02-10,185.7,191,184.55,188.05,18572000,188.05
2017-02-13,182.8,183,168,168.8,38352700,168.8
2017-02-14,170,171.25,166.15,168.8,16667600,168.8
2017-02-15,169,170.4,162.75,163.2,13176900,163.2
2017-02-16,165.4,167.75,163.65,166.05,9141300,166.05
2017-02-17,166.15,168.35,164.5,166.15,6994600,166.15
2017-02-20,166,169.45,164.85,168.85,5345100,168.85
2017-02-21,170.1,170.75,168.05,169.3,7720800,169.3
2017-02-22,169.15,170.55,167.2,167.7,7388800,167.7
2017-02-23,168.7,169.85,167.05,168.15,10531400,168.15
2017-02-24,168.15,168.15,168.15,168.15,0,168.15
2017-02-27,168.5,168.5,164.1,164.4,7407500,164.4
2017-02-28,165,166.6,163.9,165.3,7175600,165.3
2017-03-01,165.9,168.5,165,165.35,6979500,165.35
2017-03-02,166.45,167.35,161,161.6,8201600,161.6
2017-03-03,160.1,162.75,159.55,159.95,9478000,159.95
2017-03-06,161.3,162.2,160.05,160.85,6996200,160.85
2017-03-07,160.8,162.4,160,160.35,6389800,160.35
2017-03-08,160.35,161.7,157.35,159.25,8422800,159.25
2017-03-09,159.35,160.7,158,159.45,5475000,159.45
2017-03-10,163,163,158.3,159,5501200,159
2017-03-13,159,159,159,159,0,159
2017-03-14,162.85,164.25,160.5,161,7292500,161
2017-03-15,160.65,167.7,160.6,166.5,11715400,166.5
2017-03-16,167.6,169.65,166.4,168.55,9620000,168.55
2017-03-17,168.7,169.2,164.4,164.9,7160000,164.9
2017-03-20,164.7,167.4,163.1,165.6,5099700,165.6
2017-03-21,166.1,166.8,162.15,162.85,5788700,162.85
2017-03-22,161,164.15,160.65,161.6,5537500,161.6
2017-03-23,162.1,163.45,160.3,162.2,7386800,162.2
2017-03-24,162,171.55,162,169.05,23265500,169.05
2017-03-27,168.3,173.2,167.55,172.3,24032400,172.3
2017-03-28,172.55,174.3,171.5,173.9,20208800,173.9
2017-03-29,174,176.2,172.85,173.5,20952200,173.5
2017-03-30,173.6,175.7,172.75,173.65,19317600,173.65
2017-03-31,173.1,174.9,171.1,172.95,7540800,172.95
2017-04-03,173.9,174.4,170.35,172.4,4203600,172.4
2017-04-04,172.4,172.4,172.4,172.4,0,172.4
2017-04-05,172.75,176.3,172.05,174.55,9180200,174.55
2017-04-06,173.85,177.15,173.35,174.9,9621300,174.9
2017-04-07,174,174.5,167.6,168.65,6958000,168.65
2017-04-10,169.75,172.15,168.2,171.1,6533800,171.1
2017-04-11,171.45,175.35,170.1,174.7,8135800,174.7
2017-04-12,174.15,175.65,171.2,172.35,6323100,172.35
2017-04-13,172.2,177.9,171.5,175.65,12377200,175.65
2017-04-14,175.65,175.65,175.65,175.65,0,175.65
2017-04-17,178,178.1,175.25,175.95,6316800,175.95
2017-04-18,176.5,181.7,175.35,176.05,1.1e+07,176.05
2017-04-19,177,177.2,173.3,174.85,6148600,174.85
2017-04-20,175.9,180.5,174.2,179.65,11566000,179.65
2017-04-21,179.65,180.05,174.5,175.2,6262300,175.2
