"Date","CENTURYTEX.NS.Open","CENTURYTEX.NS.High","CENTURYTEX.NS.Low","CENTURYTEX.NS.Close","CENTURYTEX.NS.Volume","CENTURYTEX.NS.Adjusted"
2016-10-25,920.15,926.95,914,917.05,978600,917.05
2016-10-26,918.95,919.6,901,906.25,702100,906.25
2016-10-27,902,903.9,871.25,889.35,1259600,889.35
2016-10-28,894.7,911.75,890,909.05,1144400,909.05
2016-10-31,909.05,909.05,909.05,909.05,0,909.05
2016-11-01,955,1038.7,948.35,1023.9,4945600,1023.9
2016-11-02,1013.25,1022.65,992.3,997.6,1833700,997.6
2016-11-03,996,1013.2,975,978.85,1214400,978.85
2016-11-04,987.9,994.7,952.65,979.35,1592400,979.35
2016-11-07,997.3,1008.25,969.5,978.25,1144400,978.25
2016-11-08,979,994.8,965,977.3,1203900,977.3
2016-11-09,910,924.95,805.55,892.05,3475000,892.05
2016-11-10,911,942,890,897.6,1758400,897.6
2016-11-11,889.9,889.9,803.5,811.25,2538100,811.25
2016-11-14,811.25,811.25,811.25,811.25,0,811.25
2016-11-15,815,815,751.2,763.15,2184800,763.15
2016-11-16,783.9,797.9,750,770.95,2436800,770.95
2016-11-17,776,795,762.05,768.25,1676000,768.25
2016-11-18,772,774,744,749.35,1554600,749.35
2016-11-21,750,755,678.75,682.3,2587000,682.3
2016-11-22,691,704.8,666.65,690.15,2328600,690.15
2016-11-23,699,739.7,686.8,732.4,3802200,732.4
2016-11-24,723,744.9,716,739.3,2306600,739.3
2016-11-25,745.7,756,735.2,750.4,1383500,750.4
2016-11-28,751,776,746.65,768.3,1908400,768.3
2016-11-29,769.9,789.4,768.8,780.2,1372500,780.2
2016-11-30,788,812.75,786.15,807.25,2228400,807.25
2016-12-01,810,817,781.3,784.3,1252500,784.3
2016-12-02,780,782,765,776.45,1299500,776.45
2016-12-05,771,804,771,797.9,996000,797.9
2016-12-06,804.9,809.5,788.3,791.95,937600,791.95
2016-12-07,798.3,803.75,774.2,784,764700,784
2016-12-08,794.65,824.95,791,819.95,1729700,819.95
2016-12-09,827,829.8,814.8,820.55,1111600,820.55
2016-12-12,817,817,787.05,792.55,892400,792.55
2016-12-13,793.15,795.75,769,777.45,1136200,777.45
2016-12-14,777.45,788.4,760.45,764.25,754300,764.25
2016-12-15,755,786.75,750.2,780.95,1429400,780.95
2016-12-16,782,786.05,758,766.45,1423100,766.45
2016-12-19,766.3,780.5,761.1,767.15,783900,767.15
2016-12-20,769.9,777.5,750.15,761.2,869600,761.2
2016-12-21,765,773.6,760.55,767.55,994000,767.55
2016-12-22,766,766,751.4,755.55,708000,755.55
2016-12-23,755.6,779.4,745,773.4,1583600,773.4
2016-12-26,766.8,769.4,754.35,763.7,1027700,763.7
2016-12-27,769.9,801.65,755,798.35,1906300,798.35
2016-12-28,802,806.55,780.35,784.8,1328500,784.8
2016-12-29,786.9,802.45,782.2,798.85,1233200,798.85
2016-12-30,805.6,814,795.1,797.7,1002200,797.7
2017-01-02,799.2,817.5,799.2,816.1,889500,816.1
2017-01-03,816,844.85,814.4,839.5,1541200,839.5
2017-01-04,850,858.5,823.6,826.25,3048800,826.25
2017-01-05,833.9,842.9,830,836.85,950700,836.85
2017-01-06,837.8,841,820.05,823.1,959100,823.1
2017-01-09,829,840.75,813.25,838.05,916400,838.05
2017-01-10,844.9,846.1,828.5,833.5,1014000,833.5
2017-01-11,840,848.7,831.05,841.05,1364600,841.05
2017-01-12,842,842.95,817,819.55,1435000,819.55
2017-01-13,821,826.8,797,803.95,1151100,803.95
2017-01-16,801.8,818.6,790.95,812.8,1243200,812.8
2017-01-17,814,823,804.25,810.35,845800,810.35
2017-01-18,813.5,823.9,807.5,818.4,909100,818.4
2017-01-19,821.2,827.7,807.95,812.7,816200,812.7
2017-01-20,810,825,795.55,800.2,1273000,800.2
2017-01-23,799,817.7,795.1,812.6,865500,812.6
2017-01-24,817,840.7,816.95,838,1833700,838
2017-01-25,842.2,846.7,830,839.95,1335000,839.95
2017-01-26,839.95,839.95,839.95,839.95,0,839.95
2017-01-27,841.7,853,837,840.6,1102900,840.6
2017-01-30,839.3,862,834.85,857.65,1335100,857.65
2017-01-31,863.3,870.5,837.4,842.4,2638900,842.4
2017-02-01,843,878.85,828.3,875.25,1865800,875.25
2017-02-02,875.25,882.2,865,878.8,1049900,878.8
2017-02-03,875.1,913.5,873.05,909.9,1789300,909.9
2017-02-06,911,916.15,891.6,901.25,1249800,901.25
2017-02-07,901,912,888.8,897.75,814100,897.75
2017-02-08,902.45,930.7,901,926.05,1852000,926.05
2017-02-09,928,937.3,911.95,929.7,1212600,929.7
2017-02-10,933,937.3,916.5,927.45,781400,927.45
2017-02-13,936.4,948.75,905,923.95,1465300,923.95
2017-02-14,927,929.9,908,910.45,585600,910.45
2017-02-15,909.9,922.5,888,891.15,873900,891.15
2017-02-16,890.6,925,883.3,922.65,1125600,922.65
2017-02-17,927.3,933,913.8,927.75,880200,927.75
2017-02-20,928,936,921.65,931.15,664300,931.15
2017-02-21,929.7,945.5,928,940.5,838600,940.5
2017-02-22,941,948.7,923,926,829700,926
2017-02-23,924.15,950,916.2,946,1144900,946
2017-02-24,946,946,946,946,0,946
2017-02-27,946.7,950.75,934.1,941.65,950700,941.65
2017-02-28,942.5,957.75,937.35,953.65,1171500,953.65
2017-03-01,953.65,960.9,945,949.1,683300,949.1
2017-03-02,950,959.5,916.4,920.8,914700,920.8
2017-03-03,919.9,938.9,914.05,935.6,738100,935.6
2017-03-06,938.7,948,931.55,940.45,660600,940.45
2017-03-07,941.5,946.8,931.3,937.75,574000,937.75
2017-03-08,934,944.3,921.55,932.35,710500,932.35
2017-03-09,927,946.9,927,937.2,810500,937.2
2017-03-10,943.9,954.9,940.25,948.55,1210900,948.55
2017-03-13,948.55,948.55,948.55,948.55,0,948.55
2017-03-14,963,978.7,955,973.05,1234500,973.05
2017-03-15,972.4,1023.7,972.4,1019.95,2454700,1019.95
2017-03-16,1035.05,1042,1015,1021.5,1704300,1021.5
2017-03-17,1017.95,1019.9,995.1,1011.45,1067900,1011.45
2017-03-20,1019,1026.6,1008,1016.45,926800,1016.45
2017-03-21,1015.35,1022.95,1003.7,1011.3,592100,1011.3
2017-03-22,1001,1018.2,994,998.9,832800,998.9
2017-03-23,999.5,1018.45,999.25,1007.55,740900,1007.55
2017-03-24,1013,1019,1006.1,1011.95,658400,1011.95
2017-03-27,1023,1037.8,1020,1023.1,1423700,1023.1
2017-03-28,1022.1,1050.9,1022.05,1048.45,1220000,1048.45
2017-03-29,1055.45,1065,1046,1051.05,1276800,1051.05
2017-03-30,1050.4,1058.45,1042.85,1047.85,1336400,1047.85
2017-03-31,1057,1068,1050.05,1053.15,543500,1053.15
2017-04-03,1058,1064,1050.3,1059.85,466000,1059.85
2017-04-04,1059.85,1059.85,1059.85,1059.85,0,1059.85
2017-04-05,1062,1067.9,1052.85,1063.85,489000,1063.85
2017-04-06,1062,1074.95,1050.8,1055,678400,1055
2017-04-07,1051,1085.75,1046.3,1066.3,1005800,1066.3
2017-04-10,1066.4,1076,1057.65,1066.3,635000,1066.3
2017-04-11,1065,1096.9,1065,1091.1,977300,1091.1
2017-04-12,1096,1103,1070.2,1083.75,833600,1083.75
2017-04-13,1078.4,1088,1075.8,1078.25,292300,1078.25
2017-04-14,1078.25,1078.25,1078.25,1078.25,0,1078.25
2017-04-17,1075,1136.95,1075,1124.3,1604900,1124.3
2017-04-18,1130.95,1135,1082.25,1090.55,944200,1090.55
2017-04-19,1095,1121.7,1089.9,1117.6,631300,1117.6
2017-04-20,1123,1140.95,1113,1135.45,844700,1135.45
2017-04-21,1138.95,1146.75,1121.3,1136.8,751700,1136.8
