"Date","TVSMOTOR.NS.Open","TVSMOTOR.NS.High","TVSMOTOR.NS.Low","TVSMOTOR.NS.Close","TVSMOTOR.NS.Volume","TVSMOTOR.NS.Adjusted"
2016-09-30,345.05,368.6,343,365.85,4329300,363.6372
2016-10-03,369.8,382.8,365.9,377.6,3278200,375.3161
2016-10-04,380.95,385.25,374.4,377.45,2588500,375.1671
2016-10-05,379.95,384.9,373.5,379.4,1838700,377.1052
2016-10-06,380,387.95,377.1,384.7,3096200,382.3732
2016-10-07,383.9,389.2,380,386.2,1961300,383.8641
2016-10-10,388.6,393.5,386.55,388.55,1247600,386.1999
2016-10-11,388.55,388.55,388.55,388.55,0,386.1999
2016-10-12,388.55,388.55,388.55,388.55,0,386.1999
2016-10-13,387.9,387.9,380.25,385.05,1586400,382.7211
2016-10-14,388,391.65,383.4,390.45,1242500,388.0884
2016-10-17,390.9,394,385,389.25,2062400,386.8957
2016-10-18,394,401.8,392,395.05,2231600,392.6606
2016-10-19,396,396.4,389.2,391.4,1378400,389.0327
2016-10-20,394.8,395.15,390,393.05,1198300,390.6727
2016-10-21,393.1,397.2,390.5,395.9,1509600,393.5054
2016-10-24,397.25,399,393.35,395.75,905900,393.3564
2016-10-25,394.8,409,392.5,407.7,2310500,405.2341
2016-10-26,407.5,411.25,396.1,399.95,2155000,397.531
2016-10-27,400.95,420,387.25,412.1,9380000,409.6075
2016-10-28,415.9,415.95,402.25,405,3136200,402.5504
2016-10-31,405,405,405,405,0,402.5504
2016-11-01,411.6,411.7,402,403.75,1954400,401.308
2016-11-02,401.95,408.4,397.25,400.8,1576500,398.3758
2016-11-03,404.15,405.5,391,392.5,3592200,391.3465
2016-11-04,393,397.6,387.25,392.7,1141200,391.546
2016-11-07,398,399,388,389.65,995500,388.5049
2016-11-08,394,394,385.6,390.95,1211500,389.8011
2016-11-09,354.5,383.95,351.9,379.7,3266900,378.5842
2016-11-10,384,389.9,376.65,379.15,1595500,378.0358
2016-11-11,375,375,351.9,361.8,3159000,360.7367
2016-11-14,361.8,361.8,361.8,361.8,0,360.7367
2016-11-15,361,361,338,347.5,2398700,346.4788
2016-11-16,352.65,362.95,345.6,358.7,1737400,357.6459
2016-11-17,354,368,345.2,362.9,2130000,361.8335
2016-11-18,363,364.8,356.6,361.75,1217500,360.6869
2016-11-21,360.45,360.45,341.65,344.65,1811700,343.6372
2016-11-22,346.25,352.9,344.25,349.45,747100,348.4231
2016-11-23,351.95,357,346.6,355.2,1202300,354.1562
2016-11-24,354,364,348,359.95,1757200,358.8922
2016-11-25,357.8,359.4,353.05,355.5,1231100,354.4553
2016-11-28,348.5,356.5,348.5,354.2,665900,353.1591
2016-11-29,354.1,362.4,352.25,358.7,812500,357.6459
2016-11-30,361.5,379.5,360,374.1,2131500,373.0006
2016-12-01,373.5,376.5,364.4,367.5,1167300,366.42
2016-12-02,357.25,365.5,356.25,358.35,1409700,357.2969
2016-12-05,358,362.55,352.8,356.85,910000,355.8013
2016-12-06,359,360.75,354,354.95,747900,353.9069
2016-12-07,356,363.05,354.1,360.6,916900,359.5403
2016-12-08,363.95,364.8,361.1,363.3,787100,362.2323
2016-12-09,365.8,366.85,360.5,363.45,592700,362.3819
2016-12-12,363.35,368.8,357.55,367.55,738500,366.4699
2016-12-13,368.15,384.35,367,382.2,3136100,381.0768
2016-12-14,382.4,387.4,378.4,380.15,2958000,379.0328
2016-12-15,376.2,381,373.65,379.4,615400,378.285
2016-12-16,379,383.6,374.05,378.2,603500,377.0886
2016-12-19,378.4,381,374.4,376.1,550900,374.9947
2016-12-20,376.6,377.5,369.65,370.55,664100,369.461
2016-12-21,370,373.05,369.95,371.1,797100,370.0094
2016-12-22,369,374.75,365,367.15,1246700,366.071
2016-12-23,366,371.8,364.2,370.65,683500,369.5607
2016-12-26,370.65,370.65,365.25,366.6,381100,365.5227
2016-12-27,362.05,364,349.35,351.65,1510200,350.6166
2016-12-28,349.1,356.7,346.4,353.45,1529400,352.4113
2016-12-29,353.4,367.9,347.8,364.65,2550600,363.5784
2016-12-30,363.9,367,358.45,360.5,917300,359.4406
2017-01-02,357.2,369.4,355.4,367.65,1099900,366.5696
2017-01-03,356.65,384.15,356.65,377.4,2784600,376.2909
2017-01-04,377,377.8,372,375.25,818900,374.1472
2017-01-05,376.95,389.7,376.25,384.8,2392600,383.6692
2017-01-06,385.9,392.85,384.75,387.1,1746400,385.9624
2017-01-09,387.05,389.25,382.85,384.75,671400,383.6193
2017-01-10,385,388.75,382.3,383.45,950900,382.3231
2017-01-11,383.7,386.35,379.3,380.5,943900,379.3818
2017-01-12,381.9,390,377.7,388.4,1098700,387.2586
2017-01-13,389.25,390.75,382.3,383.95,450100,382.8217
2017-01-16,382.1,384.25,379.65,382.75,564300,381.6252
2017-01-17,383,385.2,375.5,378.35,789100,377.2381
2017-01-18,377.1,384.9,377.1,383.15,638400,382.024
2017-01-19,385.45,391.7,379.45,389.95,1368700,388.804
2017-01-20,389.5,392.25,378.15,379.1,716500,377.9859
2017-01-23,381.4,384,378.6,381,735000,379.8803
2017-01-24,381.5,402.75,378.45,400.4,6170000,399.2233
2017-01-25,403,405,391.6,392.8,2272400,391.6456
2017-01-26,392.8,392.8,392.8,392.8,0,391.6456
2017-01-27,394,397.9,389.85,392.35,844500,391.197
2017-01-30,392.25,392.25,386.35,388.55,690500,387.4081
2017-01-31,387,388.4,383.8,386.2,581600,385.0651
2017-02-01,385.6,396.35,381.5,394.25,989100,393.0914
2017-02-02,394.5,399.1,387.85,389.45,1502900,388.3055
2017-02-03,391,393.4,388.4,391.45,760700,390.2996
2017-02-06,391.05,406.9,389.9,396.05,2338400,394.8861
2017-02-07,396.5,398.5,390.3,392.5,956100,391.3465
2017-02-08,394.5,402,392.75,397.65,1251700,396.4814
2017-02-09,399.5,409.5,395.05,408,1544100,406.801
2017-02-10,412,419.05,410.15,411.5,2344000,410.2907
2017-02-13,411.05,415.4,407.65,411.45,948600,410.2409
2017-02-14,413,414.5,409.35,410,765000,408.7951
2017-02-15,411,416.7,409,410.35,1262300,409.1441
2017-02-16,410.35,423.9,401.35,422.4,1668100,421.1587
2017-02-17,425,429.5,423.55,425.7,1547700,424.449
2017-02-20,428.7,428.7,422.65,425.7,778500,424.449
2017-02-21,426,433.5,425.5,428.35,1342100,427.0912
2017-02-22,428.05,433.5,424.4,427.25,1452300,425.9944
2017-02-23,427.1,436.3,425.5,433,1516400,431.7275
2017-02-24,433,433,433,433,0,431.7275
2017-02-27,429,443.35,429,435.75,1480700,434.4694
2017-02-28,438.4,439.7,427.55,428.7,503600,427.4402
2017-03-01,428.7,430.15,423.1,425.25,1017800,424.0003
2017-03-02,424.05,432.15,422.1,426.45,775800,425.1968
2017-03-03,428,431,424.1,429.55,429100,428.2876
2017-03-06,432,433.45,424.5,425.95,949800,424.6983
2017-03-07,428.85,428.85,421.55,425.15,1139800,423.9006
2017-03-08,425.8,425.8,414,418.05,876100,416.8214
2017-03-09,419.3,422.5,415.25,419.5,900700,418.2672
2017-03-10,423,428.85,419.5,425.35,921700,424.1
2017-03-13,425.35,425.35,425.35,425.35,0,424.1
2017-03-14,431.9,439.3,428,436.9,1975600,436.9
2017-03-15,439.75,440.85,434.05,439.25,1092200,439.25
2017-03-16,441.45,443.45,437.35,438.4,627600,438.4
2017-03-17,437.5,445.65,435.5,443,1045000,443
2017-03-20,444.3,444.95,437.5,439.45,438600,439.45
2017-03-21,441.6,441.6,436.1,438.6,385700,438.6
2017-03-22,437.95,443.4,430.05,431.5,1424800,431.5
2017-03-23,431.65,431.65,421.4,427.75,1748700,427.75
2017-03-24,429.95,430.8,425.1,427.1,848800,427.1
2017-03-27,429.4,432.1,425.8,429.7,573300,429.7
2017-03-28,429.9,434.4,429.9,432.5,378300,432.5
2017-03-29,433,437.35,424.6,430.75,1516500,430.75
2017-03-30,428,442,427,435.9,2675600,435.9
2017-03-31,435,436.8,429.95,430.8,907500,430.8
2017-04-03,430.8,437.45,430.6,436.1,427100,436.1
2017-04-04,436.1,436.1,436.1,436.1,0,436.1
2017-04-05,439.6,453.9,438.05,452.5,2007400,452.5
2017-04-06,452.7,452.7,447.65,450.65,644400,450.65
2017-04-07,446,474,446,468.4,3580600,468.4
2017-04-10,468,477.55,467,474.2,1519300,474.2
2017-04-11,470.05,475,467,473.8,481600,473.8
2017-04-12,474.3,477.2,461.35,475.1,958600,475.1
2017-04-13,472,475.85,469,474,277900,474
2017-04-14,474,474,474,474,0,474
2017-04-17,470,475,467,472.85,361200,472.85
2017-04-18,474,479.9,468.15,470.5,826600,470.5
2017-04-19,468.8,475.8,468.55,471.1,484500,471.1
2017-04-20,472.7,492.9,471,489.1,2390200,489.1
2017-04-21,494.6,505.6,480.7,482.15,1853800,482.15
