"Date","ALBK.NS.Open","ALBK.NS.High","ALBK.NS.Low","ALBK.NS.Close","ALBK.NS.Volume","ALBK.NS.Adjusted"
2016-09-23,82.5,83,81.05,81.35,4225800,81.35
2016-09-26,81,81.75,80.25,80.75,2669500,80.75
2016-09-27,81,81.5,79.3,79.6,3586700,79.6
2016-09-28,79.6,82.1,79.4,81.7,5843500,81.7
2016-09-29,82.5,82.7,75.2,75.85,5730000,75.85
2016-09-30,75.3,77.35,74.5,76.85,6546900,76.85
2016-10-03,77.6,79.9,77.3,79.4,4074200,79.4
2016-10-04,80.3,81.4,78.15,80.6,8418200,80.6
2016-10-05,81,81.9,80.1,80.5,3344000,80.5
2016-10-06,80.85,80.95,77.35,77.95,4918600,77.95
2016-10-07,77.8,78.4,77.05,77.85,4468500,77.85
2016-10-10,78.3,78.6,77.05,77.35,1887800,77.35
2016-10-11,77.35,77.35,77.35,77.35,0,77.35
2016-10-12,77.35,77.35,77.35,77.35,0,77.35
2016-10-13,77,77.1,73.4,74.3,3993800,74.3
2016-10-14,74.25,75.3,73.95,74.95,2775000,74.95
2016-10-17,75.75,75.75,73,73.25,3052700,73.25
2016-10-18,73.85,75.4,73.3,75.2,3061800,75.2
2016-10-19,76,76.35,74.7,75.35,2805600,75.35
2016-10-20,75.8,78.4,75.6,77.8,4501500,77.8
2016-10-21,78,78.2,76.4,77.6,2623200,77.6
2016-10-24,77.75,79,77.35,78.2,2699700,78.2
2016-10-25,78.7,79.2,77.8,78.15,2631300,78.15
2016-10-26,77.3,78.4,75.55,76.05,3228500,76.05
2016-10-27,75.45,75.9,74.55,74.95,2643200,74.95
2016-10-28,75.05,75.9,74.4,75.55,2164400,75.55
2016-10-31,75.55,75.55,75.55,75.55,0,75.55
2016-11-01,75.9,76.8,74.1,75.65,2422500,75.65
2016-11-02,74.1,74.7,73.2,73.5,2683200,73.5
2016-11-03,73.4,75,72.25,73.75,3909300,73.75
2016-11-04,74.4,74.6,70.85,72.2,6439700,72.2
2016-11-07,73,73.25,70.05,70.6,3717100,70.6
2016-11-08,70.4,70.95,69.3,70.05,2623800,70.05
2016-11-09,64.2,69.6,63.2,68.3,8027200,68.3
2016-11-10,70.65,75,70.65,74.4,7212700,74.4
2016-11-11,74,78.6,73.35,74,11262100,74
2016-11-14,74,74,74,74,0,74
2016-11-15,74.5,76,71.6,72.9,6730200,72.9
2016-11-16,74.1,74.9,70.65,71,5020000,71
2016-11-17,71.05,72.7,70.4,70.85,4087200,70.85
2016-11-18,71.7,72.45,70.2,71.5,4096100,71.5
2016-11-21,72,72.15,67.55,68,3964700,68
2016-11-22,68.4,69.2,66.15,67.05,4392300,67.05
2016-11-23,67.55,67.8,66.55,67.35,2838300,67.35
2016-11-24,66.95,67.9,66.1,66.65,2961400,66.65
2016-11-25,67.1,68.6,66.75,68.2,2726900,68.2
2016-11-28,67,69.2,66.35,67.75,2963100,67.75
2016-11-29,67.75,68.85,67.1,67.7,2156900,67.7
2016-11-30,67.95,69.75,67.15,69.45,3471200,69.45
2016-12-01,69.65,69.9,68.35,68.65,1937100,68.65
2016-12-02,67.1,68.75,67.1,67.6,3187100,67.6
2016-12-05,67.5,67.85,66.8,67.65,2579800,67.65
2016-12-06,68.2,68.85,67.7,68,1823500,68
2016-12-07,68.4,69.1,66.55,67.2,2439800,67.2
2016-12-08,67.55,68.25,67.3,67.75,1441400,67.75
2016-12-09,68.1,70.5,67.7,70.1,3915300,70.1
2016-12-12,70.45,70.7,68.75,69.3,2362600,69.3
2016-12-13,69.85,69.85,68.15,69,1465400,69
2016-12-14,68.6,69.05,67.85,68,1628500,68
2016-12-15,67.4,68.65,67.15,68,1741600,68
2016-12-16,68.05,68.4,66.55,66.8,1985100,66.8
2016-12-19,66.5,66.75,65.35,65.7,1750600,65.7
2016-12-20,65.55,66,62.65,63.05,3057300,63.05
2016-12-21,63.2,63.9,62.25,62.55,2102600,62.55
2016-12-22,62.45,62.6,60.55,61.15,2629500,61.15
2016-12-23,61,61.65,60.25,60.55,2444800,60.55
2016-12-26,60.2,60.5,57.3,57.65,2383100,57.65
2016-12-27,57.8,59.4,57,59.2,2301900,59.2
2016-12-28,59.3,60.4,58.55,58.75,2329100,58.75
2016-12-29,58.7,59.9,58.3,59.35,1693900,59.35
2016-12-30,59.65,61.35,59.55,60.2,2072900,60.2
2017-01-02,60.5,61.2,59.45,60.9,2319000,60.9
2017-01-03,61,62.6,60.2,62.35,3458900,62.35
2017-01-04,62.5,63,61.4,62.1,2436300,62.1
2017-01-05,62.6,63.3,62.4,63.05,1604100,63.05
2017-01-06,63.3,64.4,63.1,63.3,1794000,63.3
2017-01-09,63.55,64.2,63.3,63.7,1417300,63.7
2017-01-10,64,64.4,63,64.1,1495400,64.1
2017-01-11,64.5,66.25,64.45,65.6,2596900,65.6
2017-01-12,65.55,66.15,64.9,65.75,1716300,65.75
2017-01-13,66.35,66.35,65.15,65.65,1821300,65.65
2017-01-16,65.65,66.35,65.2,66.2,1536500,66.2
2017-01-17,66.5,67.1,65.8,66.15,2024400,66.15
2017-01-18,66.5,66.9,65.55,65.8,1753700,65.8
2017-01-19,65.65,66.55,65.35,66.2,1392100,66.2
2017-01-20,66.15,66.2,63.1,63.25,1923200,63.25
2017-01-23,63.35,64.6,62.7,63.55,2106300,63.55
2017-01-24,63.8,64.75,63.8,64.65,1630800,64.65
2017-01-25,65.15,66.8,64.75,66.45,7877500,66.45
2017-01-26,66.45,66.45,66.45,66.45,0,66.45
2017-01-27,66.8,68.45,66.45,67.45,3219900,67.45
2017-01-30,67.05,68.9,66.7,67.75,2849400,67.75
2017-01-31,67.9,68.05,66.15,66.7,1816300,66.7
2017-02-01,66.8,68.75,66.2,68.55,2889400,68.55
2017-02-02,68.5,72.45,67.45,71.2,6829300,71.2
2017-02-03,71,74.9,70.9,74.2,6636600,74.2
2017-02-06,75,75.8,73.6,74.8,4796700,74.8
2017-02-07,74.8,76.15,74.05,74.85,3913300,74.85
2017-02-08,75.8,75.8,73.75,75.1,2620900,75.1
2017-02-09,75.6,75.85,72.85,74,3101800,74
2017-02-10,74.4,75,73.5,73.95,1852600,73.95
2017-02-13,74.3,74.5,71.9,72.9,4768300,72.9
2017-02-14,72.05,73.75,71.05,72.8,3565800,72.8
2017-02-15,73,73,69.6,70.3,3997000,70.3
2017-02-16,70.25,71.65,69.65,70.7,3422300,70.7
2017-02-17,71.25,71.6,70.1,70.45,2016900,70.45
2017-02-20,70.7,71.8,70.05,71.25,2819300,71.25
2017-02-21,71.6,72.1,70.7,71.65,3082000,71.65
2017-02-22,71.4,72.2,70.4,70.95,4148900,70.95
2017-02-23,71,74.9,70.7,73.85,26340600,73.85
2017-02-24,73.85,73.85,73.85,73.85,0,73.85
2017-02-27,73.1,73.5,71.2,71.45,4668000,71.45
2017-02-28,71.6,74,71.45,73.4,5096000,73.4
2017-03-01,73.85,74.7,72.8,73.5,5019400,73.5
2017-03-02,73.8,74.15,69.8,70.15,3868900,70.15
2017-03-03,69.8,70.35,68.8,69.05,4591100,69.05
2017-03-06,71.6,71.6,69.2,69.9,2533600,69.9
2017-03-07,70,70.45,69.2,69.35,1868400,69.35
2017-03-08,69.4,70.15,67.7,68.5,3848500,68.5
2017-03-09,68.35,69,67.8,68.2,2821600,68.2
2017-03-10,68.3,69.2,67.3,68,2123600,68
2017-03-13,68,68,68,68,0,68
2017-03-14,70,70,68.9,69.35,2294400,69.35
2017-03-15,69.1,71.2,69.05,70.4,2420100,70.4
2017-03-16,71,72.1,70.5,71.85,2426000,71.85
2017-03-17,72.05,72.2,70.15,70.6,2461800,70.6
2017-03-20,71,71.9,70.1,71.7,2203700,71.7
2017-03-21,72.1,72.4,70.25,71,3019200,71
2017-03-22,70.3,70.5,68.9,69.15,1866000,69.15
2017-03-23,69.15,70,69.05,69.55,2271900,69.55
2017-03-24,69.55,72.7,69.55,71.85,4469200,71.85
2017-03-27,71.55,72.7,71.25,72.2,2666500,72.2
2017-03-28,72.25,72.85,72.1,72.35,1796100,72.35
2017-03-29,72.7,74.2,72.4,73.25,3651100,73.25
2017-03-30,73.3,73.75,72.55,72.85,2402100,72.85
2017-03-31,72.8,74.6,72.6,73.45,3064500,73.45
2017-04-03,73.5,74,72.9,73.45,1614700,73.45
2017-04-04,73.45,73.45,73.45,73.45,0,73.45
2017-04-05,73.8,75.5,73.75,74.7,4934300,74.7
2017-04-06,74.4,74.6,73.2,73.6,2962700,73.6
2017-04-07,73.1,74.05,72,72.35,2128000,72.35
2017-04-10,72.5,74.3,72.05,73.9,3194500,73.9
2017-04-11,73.8,75.6,73.5,75.15,3427400,75.15
2017-04-12,75.05,75.75,73.25,73.75,2480400,73.75
2017-04-13,73.6,74.85,73.5,73.8,2509500,73.8
2017-04-14,73.8,73.8,73.8,73.8,0,73.8
2017-04-17,74.5,74.75,73.3,73.5,1967600,73.5
2017-04-18,73.8,75.4,72.35,72.7,3155500,72.7
2017-04-19,72.5,73.15,71.75,72.25,1635900,72.25
2017-04-20,72.6,73.5,72.05,73.15,2034300,73.15
2017-04-21,73.45,74.05,72.65,73.25,1952100,73.25
