"Date","UNIONBANK.NS.Open","UNIONBANK.NS.High","UNIONBANK.NS.Low","UNIONBANK.NS.Close","UNIONBANK.NS.Volume","UNIONBANK.NS.Adjusted"
2016-09-22,145,146.25,142.6,145.8,4549700,145.8
2016-09-23,146,148,144.1,145.2,4524400,145.2
2016-09-26,145,145,140.75,141.3,4276900,141.3
2016-09-27,142.65,142.85,139.2,141.55,3455200,141.55
2016-09-28,141,147.4,140.8,146,4109400,146
2016-09-29,147.35,148.1,132.45,135.4,7010700,135.4
2016-09-30,135,139,133.8,137.35,4217100,137.35
2016-10-03,139,143.8,138.8,143.2,4112000,143.2
2016-10-04,144,155,142.5,152.2,12915400,152.2
2016-10-05,153,154.9,150.4,152.35,7385100,152.35
2016-10-06,153.4,154.45,147.25,149.4,4288700,149.4
2016-10-07,149.9,150.55,147.4,149.1,3385900,149.1
2016-10-10,150.2,151,144.8,145.65,3728600,145.65
2016-10-11,145.65,145.65,145.65,145.65,0,145.65
2016-10-12,145.65,145.65,145.65,145.65,0,145.65
2016-10-13,144,144.2,140.75,142.25,7498700,142.25
2016-10-14,143.55,144.4,140.15,141.25,3230400,141.25
2016-10-17,141.9,142.7,136.1,137.3,4779000,137.3
2016-10-18,138.5,143.7,138.2,143.2,3708300,143.2
2016-10-19,144,144.2,140.45,142.75,3195600,142.75
2016-10-20,143.25,149.3,143,147.85,5526000,147.85
2016-10-21,147.5,148,144.4,146.95,3224200,146.95
2016-10-24,147.1,150.85,147.1,148,4283600,148
2016-10-25,147,149.3,147,147.75,2744100,147.75
2016-10-26,147,149.65,142.8,144.65,3228500,144.65
2016-10-27,143.95,145.45,141.5,143.85,2633000,143.85
2016-10-28,144.45,148,143.75,147.65,3860100,147.65
2016-10-31,147.65,147.65,147.65,147.65,0,147.65
2016-11-01,147,147.7,143.7,144.2,2336600,144.2
2016-11-02,142.25,142.75,138.3,139.05,3525300,139.05
2016-11-03,138.2,140.5,136.1,137.05,4522700,137.05
2016-11-04,138,138.3,132.3,133.95,6460100,133.95
2016-11-07,135.8,137,131.6,132.85,6212800,132.85
2016-11-08,132.55,133.3,128.5,129.55,5101300,129.55
2016-11-09,119.1,130.9,116,128.7,10105500,128.7
2016-11-10,134,145.4,132.5,143.05,12454600,143.05
2016-11-11,143,154.45,140.6,143.9,17837000,143.9
2016-11-14,143.9,143.9,143.9,143.9,0,143.9
2016-11-15,145.5,149.9,142.55,147.8,9838900,147.8
2016-11-16,151,152,146.25,147.85,7363400,147.85
2016-11-17,147.85,151,147.1,149.4,4976900,149.4
2016-11-18,150.95,158,148.85,157.1,10697800,157.1
2016-11-21,158,159.6,147.5,148.75,8355700,148.75
2016-11-22,150,152.6,146.2,151.05,5293000,151.05
2016-11-23,151.85,152.4,146.55,149.1,5028400,149.1
2016-11-24,147.75,152.35,146.3,151.5,5034500,151.5
2016-11-25,151.55,154.7,151.15,153.05,3755100,153.05
2016-11-28,150.6,155.3,148.05,150.05,4409900,150.05
2016-11-29,150.35,153.2,148,149.25,2733600,149.25
2016-11-30,150.7,152.35,147.55,151.95,5256000,151.95
2016-12-01,152.2,153,146.3,147.7,3933600,147.7
2016-12-02,147,147.05,140.75,141.9,10182400,141.9
2016-12-05,140.95,145.25,140.2,144.6,3600500,144.6
2016-12-06,145.3,145.9,142.9,143.2,2699100,143.2
2016-12-07,143.95,145,138.55,141.3,4190100,141.3
2016-12-08,143.7,143.8,141.1,141.7,2420100,141.7
2016-12-09,142.5,145.1,141.7,144.25,3039000,144.25
2016-12-12,143.9,144.85,140.65,141.6,2524200,141.6
2016-12-13,141.85,142.9,140.3,142.4,2349400,142.4
2016-12-14,143,143,139.2,139.65,1961500,139.65
2016-12-15,137.95,141.2,136.2,139.05,2787100,139.05
2016-12-16,141,141,136.8,137.15,1987700,137.15
2016-12-19,136.1,136.55,133.2,133.55,2650800,133.55
2016-12-20,132.15,134.1,128.5,129.35,3766200,129.35
2016-12-21,130.15,130.95,127.5,128.1,3408800,128.1
2016-12-22,126.55,127.2,125.45,126.25,2433700,126.25
2016-12-23,126,128,125.4,126.55,2500300,126.55
2016-12-26,125.95,125.95,121.2,121.8,2216700,121.8
2016-12-27,122,125,119.8,124,2768600,124
2016-12-28,124.3,126.45,123.6,124.15,2229100,124.15
2016-12-29,123.3,124.7,121.3,121.95,2479800,121.95
2016-12-30,121.95,125.4,121.65,123.1,3209500,123.1
2017-01-02,124.5,126.5,121.65,125.55,3427600,125.55
2017-01-03,125,126.9,123.6,126.25,3067200,126.25
2017-01-04,126.4,127.2,124.35,125.55,2202500,125.55
2017-01-05,127,128.5,126.1,127.9,2837900,127.9
2017-01-06,128.6,130.8,128.05,129.15,3301500,129.15
2017-01-09,129.95,130,127.15,127.65,2543400,127.65
2017-01-10,128.5,132.2,126.9,131.25,2941200,131.25
2017-01-11,131.9,143.85,131.05,140.2,9087300,140.2
2017-01-12,139.85,140.2,135.8,136.4,4274500,136.4
2017-01-13,137.3,139.9,135.05,138.7,3792700,138.7
2017-01-16,138.1,140.45,136.55,137.7,2982900,137.7
2017-01-17,138.6,140.35,137.2,138.5,3977600,138.5
2017-01-18,138.7,140.2,138.15,138.95,2260200,138.95
2017-01-19,138.8,141.9,138,140.1,3659100,140.1
2017-01-20,139,141.15,135.15,135.7,2810100,135.7
2017-01-23,135.2,138.8,131.6,137.95,2656200,137.95
2017-01-24,138.5,139.4,137.2,138.85,2225200,138.85
2017-01-25,139.8,144.3,138.4,142.1,3864700,142.1
2017-01-26,142.1,142.1,142.1,142.1,0,142.1
2017-01-27,142.1,145.85,141.2,143.05,3639200,143.05
2017-01-30,142.35,152.5,141.75,148.45,7000400,148.45
2017-01-31,148,148,142.8,144.2,2759200,144.2
2017-02-01,144.9,153,143.25,151.9,7953400,151.9
2017-02-02,150.6,153.45,146.4,151.6,6780000,151.6
2017-02-03,151.7,169.1,151.05,167.3,14969300,167.3
2017-02-06,168.5,172.5,166.3,167.9,9057000,167.9
2017-02-07,167.3,170.8,164,168.35,5724300,168.35
2017-02-08,169.7,169.7,164.5,166.55,6245100,166.55
2017-02-09,161.95,163,152.2,153.9,20881400,153.9
2017-02-10,153.5,155.75,148.6,150.2,6777500,150.2
2017-02-13,151,151.6,145,146.05,5339700,146.05
2017-02-14,146.2,148,142.8,145.15,4431700,145.15
2017-02-15,145.25,146.55,140.65,141.45,5052600,141.45
2017-02-16,143,143.5,140.3,141.65,3832700,141.65
2017-02-17,142.3,144.5,141.1,141.65,3186200,141.65
2017-02-20,141.4,142.7,140.5,141.6,3873800,141.6
2017-02-21,142.3,147.35,142,145.15,6067300,145.15
2017-02-22,146.9,149.45,146,147.15,5243700,147.15
2017-02-23,147.7,148,143.9,144.25,3763300,144.25
2017-02-24,144.25,144.25,144.25,144.25,0,144.25
2017-02-27,144,147.4,142.1,144.95,3684800,144.95
2017-02-28,145.7,147.8,144.85,146.9,3190100,146.9
2017-03-01,147.15,151.05,147.15,148.75,3702100,148.75
2017-03-02,150,150.2,145.25,145.95,2615600,145.95
2017-03-03,145.8,146.4,143.25,144.45,1994100,144.45
2017-03-06,145,147.65,144.8,147.25,2224600,147.25
2017-03-07,147.3,149,146.55,148.6,2230500,148.6
2017-03-08,148.1,149.85,145.6,146.7,3100200,146.7
2017-03-09,145.7,147.4,145.35,146.1,2181500,146.1
2017-03-10,147,147.75,144.1,145.75,2227800,145.75
2017-03-13,145.75,145.75,145.75,145.75,0,145.75
2017-03-14,150.1,150.7,147.85,150,3271900,150
2017-03-15,150,153.8,148.35,150.85,5110800,150.85
2017-03-16,152.5,156.9,151.2,155.9,4578400,155.9
2017-03-17,157.35,157.75,152.6,153.85,2936700,153.85
2017-03-20,153.4,158.5,152,157.8,3232500,157.8
2017-03-21,158,158.9,151.8,152.55,3822300,152.55
2017-03-22,150.95,151.55,147,147.5,3464000,147.5
2017-03-23,148.5,150.55,147,149.5,2694900,149.5
2017-03-24,151,156.5,151,154.55,7246200,154.55
2017-03-27,154.85,156.95,153.4,155.3,3016600,155.3
2017-03-28,156.45,157.35,154.45,155.75,2754900,155.75
2017-03-29,156.1,158.25,154.45,156.05,4505100,156.05
2017-03-30,156.25,157.75,154.5,155.1,3829000,155.1
2017-03-31,155.35,158.5,154.3,155.9,4162900,155.9
2017-04-03,156.7,157.05,154.55,155.25,1619000,155.25
2017-04-04,155.25,155.25,155.25,155.25,0,155.25
2017-04-05,155.5,159.9,154.65,157.85,3537600,157.85
2017-04-06,157.3,158.45,153.55,154.9,4425600,154.9
2017-04-07,153.95,155.4,151.15,151.8,3076900,151.8
2017-04-10,151.2,156.2,151.2,155.5,2758400,155.5
2017-04-11,155.75,159.6,154.55,159.05,4972500,159.05
2017-04-12,159.25,160.55,155.5,156.65,3682000,156.65
2017-04-13,156.25,159.2,154.6,155.1,2755300,155.1
2017-04-14,155.1,155.1,155.1,155.1,0,155.1
2017-04-17,156,156.35,153.1,153.9,1769100,153.9
2017-04-18,154.5,158.55,152.15,152.85,3163200,152.85
2017-04-19,151,152.5,147.8,150.25,3817800,150.25
2017-04-20,151.7,155.8,150.2,154.75,3535300,154.75
2017-04-21,155.45,158.5,154.6,157.05,4255800,157.05
