"Date","MOTHERSUMI.NS.Open","MOTHERSUMI.NS.High","MOTHERSUMI.NS.Low","MOTHERSUMI.NS.Close","MOTHERSUMI.NS.Volume","MOTHERSUMI.NS.Adjusted"
2015-02-24,469.39952,469.39952,452.50049,456.04948,1294300,298.4519
2015-02-25,457.80002,460.99951,446.05051,454.00049,2087300,297.11098
2015-02-26,456.85048,456.85048,438.55051,451.19998,1984500,295.27824
2015-02-27,453,463.05002,445.9005,458.29948,2477800,299.92436
2015-03-02,465,472.00049,459.15001,470.05051,1937700,307.61457
2015-03-03,472.00049,472.00049,463.99951,468.25049,1189300,306.43659
2015-03-04,470.95052,476.80051,458.95052,462.4005,1869700,302.60818
2015-03-05,463.99951,487.05002,460.0995,482.74951,2817400,315.92516
2015-03-06,482.74951,482.74951,482.74951,482.74951,0,315.92516
2015-03-09,483,497.84999,474.49951,477.70052,2687400,312.62096
2015-03-10,480,484.99951,476.14952,479.09999,1376000,313.53681
2015-03-11,478.99951,494.69998,472.5,486.94949,2058600,318.67375
2015-03-12,487.94998,495.90001,482.05051,492.49951,1717900,322.30584
2015-03-13,494.80051,509.40001,486.10048,496.8495,3739000,325.1526
2015-03-16,496.99951,498.90001,476.14952,484.9005,3248700,317.33283
2015-03-17,489.79948,494.20052,486,491.05051,3803500,321.35757
2015-03-18,493.00049,501.94949,487.00049,489,1391900,320.01566
2015-03-19,493.94998,501.94949,493.00049,499.05002,2105400,326.59268
2015-03-20,499.99951,504.90001,487.05002,489.79948,1520700,320.53887
2015-03-23,487.24951,494.44949,483,485.25,951100,317.56156
2015-03-24,485.50049,488.89952,476.6505,480.44998,778700,314.42029
2015-03-25,480.44998,481.1505,472.99951,476.95052,912500,312.13013
2015-03-26,476.95052,479.25,464.25,467.35048,1406300,305.84759
2015-03-27,472.80002,479.40001,463.99951,472.8495,970500,309.44631
2015-03-30,475.00049,502.00049,473.05051,499.1505,1974200,326.65844
2015-03-31,503.95052,519.94949,502.5,514.94998,2947600,336.99808
2015-04-01,518.50049,519.70052,505.0995,508.05002,1820600,332.48254
2015-04-02,508.05002,508.05002,508.05002,508.05002,0,332.48254
2015-04-03,508.05002,508.05002,508.05002,508.05002,0,332.48254
2015-04-06,509.14952,517.5,505.1505,513.44998,1945100,336.01643
2015-04-07,514.99951,516.44998,504.4005,508.1505,1139100,332.5483
2015-04-08,511.99951,511.99951,503.20052,506.29948,1623600,331.33694
2015-04-09,508.00049,521.69998,504.94949,510.70052,2189000,334.21711
2015-04-10,511.00049,514.00049,506.20052,508.80002,833300,332.97337
2015-04-13,510.90001,513.90001,505.5,508.8495,1368700,333.00575
2015-04-14,508.8495,508.8495,508.8495,508.8495,0,333.00575
2015-04-15,508.99951,523.8495,506.20052,512.09999,3774700,335.13296
2015-04-16,513,517.65001,495,505.5,1675200,330.81374
2015-04-17,507.85048,527.89952,506.20052,518.09999,3356600,339.05953
2015-04-20,522.90001,534.64952,519.10048,522.44998,3956400,341.90629
2015-04-21,524.25,527.69998,498.70052,501.64952,3811600,328.29387
2015-04-22,504.79948,506.5995,478.0995,488.74951,2617500,319.85174
2015-04-23,490.99951,495.49951,476.89952,478.75049,1789900,313.30809
2015-04-24,479.44949,479.44949,462.04948,467.09999,2024700,305.68367
2015-04-27,471.75,472.05002,448.69949,454.8495,2684000,297.6666
2015-04-28,454.9005,466.8495,434.69998,463.45052,5164400,303.29535
2015-04-29,490.00049,497.84999,470.95052,479.09999,4071900,313.53681
2015-04-30,480.04948,509.89952,472.99951,504.15001,4359700,329.93027
2015-05-01,504.15001,504.15001,504.15001,504.15001,0,329.93027
2015-05-04,508.99951,512.89952,497.40001,502.1505,1301000,328.62173
2015-05-05,504.79948,511.99951,499.00049,504.19949,1240900,329.96265
2015-05-06,502.99951,516.04948,481.69949,489.90001,2016300,320.60466
2015-05-07,484.9005,490.65001,459,470.44949,3075700,307.87568
2015-05-08,480.10048,489.49951,471.44998,485.69998,2327200,317.85604
2015-05-11,490.94998,514.19998,490.00049,511.80002,2156900,334.93665
2015-05-12,513,516.70052,481.80002,487.45052,6005800,319.00164
2015-05-13,494.44949,507.90001,492.25049,501.15001,3727100,327.96698
2015-05-14,498.49951,499.80002,491.69998,495.70052,1974500,324.40067
2015-05-15,497.14952,505.00049,492.15001,495.30002,1431900,324.13858
2015-05-18,502.00049,507.49951,496.5,499.60048,1974000,326.95292
2015-05-19,496.45052,498.49951,480,482.40001,2649300,315.69644
2015-05-20,484.34999,484.5,469.99951,474.55051,3779000,310.5595
2015-05-21,477.90001,477.90001,464.95052,470.09999,3354100,307.64695
2015-05-22,472.99951,484.8495,471.04948,478.75049,1861400,313.30809
2015-05-25,478.9005,484.19998,474,477.04948,987400,312.1949
2015-05-26,476.40001,478.00049,466.30051,470.25,1845500,307.74512
2015-05-27,467.09999,475.00049,466.0995,473.74951,1381200,310.03531
2015-05-28,474.75,479.25,468,473.74951,1612400,310.03531
2015-05-29,475.99951,489.30002,475.5,486.94949,2721300,318.67375
2015-06-01,486.4005,488.40001,472.30051,474.3495,1389900,310.42796
2015-06-02,475.94998,477.25049,467.40001,468.90001,1158800,306.86165
2015-06-03,469.00049,475.99951,458.20052,470.44949,1632000,307.87568
2015-06-04,475.19998,481.9005,464.44949,468.55051,1384500,306.63293
2015-06-05,467.89952,471.30002,457.99951,464.29948,1559700,303.85094
2015-06-08,468.79948,468.79948,451.99951,454.65001,1579800,297.53604
2015-06-09,451.05002,461.29948,450.55051,459.15001,1447300,300.48097
2015-06-10,461.50049,489.90001,460.05002,487.75049,4964400,319.19795
2015-06-11,491.20052,493.69949,472.99951,476.29948,2828100,311.70408
2015-06-12,475.80002,482.44949,471.25049,472.39952,1093500,309.15183
2015-06-15,474.79948,486.25049,474.10048,480.64952,1103300,314.55087
2015-06-16,480.44998,487.94998,472.99951,485.05051,1107500,317.431
2015-06-17,489.75,491.50049,483,484.39952,1463300,317.00498
2015-06-18,486.70052,494.89952,485.74951,490.00049,1528000,320.67041
2015-06-19,492.19949,499.5,488.69998,493.9005,1953000,323.22269
2015-06-22,495.10048,502.69949,493.5,499.05002,1290000,326.59268
2015-06-23,499.69949,502.1505,494.35048,499.9005,781600,327.14926
2015-06-24,502.60048,514.94998,499.19998,511.75049,3730500,334.90424
2015-06-25,511.30051,522.75,509.50049,516.25049,4667800,337.84917
2015-06-26,514.99951,522.79948,509.09999,514.24951,2188800,336.53967
2015-06-29,477,512.84999,477,508.5,3616200,332.77702
2015-06-30,504.10048,521.89952,504.10048,518.69998,2259200,339.45219
2015-07-01,518.69998,526.60048,513.49951,524.55002,2133700,343.28062
2015-07-02,527.50049,531.85048,523.99951,528.4005,1741500,345.80048
2015-07-03,529.99951,530.80051,521.84999,527.50049,959600,345.21149
2015-07-06,502.65001,525.90001,502.30051,522.85048,2053300,342.16839
2015-07-07,523.00049,527.95052,510.75,514.54948,1319400,336.73598
2015-07-08,510,511.00049,501.4005,504.3495,1998700,330.06082
2015-07-09,502.0995,511.60048,501.04948,502.60048,1092700,328.91621
2015-07-10,505.00049,507.94949,500.05051,504.04948,1245900,329.86448
2015-07-13,501.49951,529.9005,501.49951,528.49951,2070400,345.86528
2015-07-14,529.99951,530.09999,518.50049,523.60048,1022100,342.65921
2015-07-15,521.09999,523.69949,515.20052,519.3495,1507300,339.87725
2015-07-16,523.99951,528,520.00049,523.05002,1212500,342.29898
2015-07-17,526.99951,539.5995,523.5,528.79948,1773100,346.06159
2015-07-20,533.5995,540.75,526.34999,536.44949,1393900,351.06798
2015-07-21,358,359.16699,350.83301,352.867,944400,230.92632
2015-07-22,353,357.267,345.5,348.79999,1406700,228.26474
2015-07-23,356,360,340,349.54999,1053200,346.1102
2015-07-24,352,352,339,340.45001,755100,337.09978
2015-07-27,342,343.89999,328.14999,329.70001,1199800,326.45556
2015-07-28,332.85001,338.64999,329.25,332.29999,1108300,329.02995
2015-07-29,335.45001,342,332.5,339.10001,1594400,335.76306
2015-07-30,341.89999,344.45001,335.5,336.85001,1687700,333.5352
2015-07-31,341.89999,349.20001,338,347.45001,1566300,344.03089
2015-08-03,349.75,355.95001,342.70001,349.45001,852100,346.01121
2015-08-04,352.45001,376.89999,351.25,374.04999,5066100,370.36911
2015-08-05,379.45001,393.89999,376.5,391.14999,3907600,387.30084
2015-08-06,394.79999,396,364.29999,370.75,8373600,367.10159
2015-08-07,371.25,372.04999,342.20001,348.75,8945400,345.31809
2015-08-10,349.75,353.60001,340.10001,342.39999,3019400,339.03057
2015-08-11,345.70001,349.35001,336.5,347.89999,2954600,344.47645
2015-08-12,346.25,348.54999,336.10001,338.95001,2306500,335.61454
2015-08-13,342.5,345.70001,335,337.35001,2063000,334.03028
2015-08-14,340.75,345.5,337.54999,343.25,2688500,339.87221
2015-08-17,345.25,345.64999,338.14999,341.39999,2319400,338.04041
2015-08-18,343,346.89999,340.39999,341.29999,1263100,337.94139
2015-08-19,342.60001,342.79999,337,337.79999,1338100,334.47583
2015-08-20,338,340.45001,325.29999,327.70001,1800900,324.47524
2015-08-21,324.85001,324.85001,294.95001,321.14999,4651300,317.98968
2015-08-24,305,316,291,295.60001,5429200,292.69112
2015-08-25,299.14999,305.35001,272,296.95001,4909700,294.02784
2015-08-26,297.29999,308.89999,283.79999,290.10001,3481800,287.24525
2015-08-27,300,319,295.70001,314.89999,3828600,311.80119
2015-08-28,319.04999,322.5,311.64999,316.14999,1787900,313.03889
2015-08-31,314.75,314.89999,301.5,303.5,3004500,300.51338
2015-09-01,301.79999,301.79999,284.60001,290.10001,4134300,287.24525
2015-09-02,294.75,301,288.14999,293.64999,3219300,290.7603
2015-09-03,296.64999,306.25,296.64999,302.45001,2230800,299.47372
2015-09-04,298.60001,298.60001,288,293.5,3153200,290.61178
2015-09-07,294.5,298,275,276.85001,3215200,274.12563
2015-09-08,277,287.79999,270.45001,281.29999,3277100,278.53182
2015-09-09,287.70001,288,281,285.14999,2225300,282.34394
2015-09-10,281,281.5,275.20001,276.20001,2159900,273.48204
2015-09-11,277.89999,282.75,276.5,278.85001,1893200,276.10595
2015-09-14,280.89999,282.25,277.5,279.64999,1319800,276.89807
2015-09-15,279.79999,284.79999,275,282.14999,1639900,279.37347
2015-09-16,284,284.85001,274.60001,276.25,1737300,273.53153
2015-09-17,276.25,276.25,276.25,276.25,0,273.53153
2015-09-18,278.75,291.20001,278.10001,284.04999,2574500,281.25476
2015-09-21,280,283.95001,258.39999,262.25,8408600,259.6693
2015-09-22,259.5,259.5,238.95,241.95,20133300,239.56906
2015-09-23,230,248.64999,228.25,246.39999,20032800,243.97527
2015-09-24,249.2,258.20001,249,250.95,13199400,248.4805
2015-09-25,250.95,250.95,250.95,250.95,0,248.4805
2015-09-28,255,255.2,235,238.60001,7939800,236.25204
2015-09-29,229.95,242,228.35001,233.45,5994400,231.15271
2015-09-30,237,239.3,229.5,230.35001,6379000,228.08322
2015-10-01,233.8,235.35001,224.75,226,4327000,223.77602
2015-10-02,226,226,226,226,0,223.77602
2015-10-05,228.10001,240.8,217.05,238.10001,12264000,235.75696
2015-10-06,240.60001,244,231.5,233.39999,7288000,231.1032
2015-10-07,235,242.60001,234.39999,239.45,4029700,237.09366
2015-10-08,236.8,245,235.45,238.3,4456100,235.95499
2015-10-09,239.5,244,235.55,241,3256600,238.62841
2015-10-12,244.10001,257.5,243.3,253.95,8456200,251.45097
2015-10-13,256.39999,256.89999,249.05,251.95,3785300,249.47066
2015-10-14,252,252,243.35001,244.89999,2659900,242.49003
2015-10-15,246.60001,254.5,243.3,251.89999,3609400,249.42114
2015-10-16,248.60001,253.64999,247,251.89999,4490300,249.42114
2015-10-19,251.89999,252.10001,247,248.8,1898000,246.35166
2015-10-20,249.8,261.79999,248.89999,256.39999,8387200,253.87686
2015-10-21,257.75,257.75,250,251.89999,3181400,249.42114
2015-10-22,251.89999,251.89999,251.89999,251.89999,0,249.42114
2015-10-23,253.75,255.89999,237.75,241.55,5787000,239.173
2015-10-26,243,246.39999,236,245.05,4302900,242.63856
2015-10-27,244.85001,245.8,241.55,243.89999,1600200,241.49987
2015-10-28,241.89999,246.5,237.25,242.39999,2885600,240.01463
2015-10-29,242.25,252.5,241.10001,251.2,5542300,248.72804
2015-10-30,251.5,254.25,244.10001,245.95,2800600,243.5297
2015-11-02,246.8,250.05,242.10001,245.05,1886000,242.63856
2015-11-03,246.14999,251.35001,243.8,245.75,3201100,243.33167
2015-11-04,249,249,240.25,243.05,3333600,240.65824
2015-11-05,241.55,246.89999,239.60001,242.39999,1690800,240.01463
2015-11-06,245,271.54999,241.25,266.20001,12424300,263.58044
2015-11-09,262.14999,287.64999,257.60001,284.20001,10888700,281.40331
2015-11-10,282.95001,282.95001,263.25,265.35001,5783700,262.7388
2015-11-11,265.35001,265.35001,265.35001,265.35001,0,262.7388
2015-11-12,265.35001,265.35001,265.35001,265.35001,0,262.7388
2015-11-13,267.04999,275.60001,262.89999,273.29999,5253200,270.61055
2015-11-16,272.89999,278,271.5,274.14999,3879000,271.45219
2015-11-17,275.39999,283.29999,275.10001,278.89999,6720800,276.15545
2015-11-18,279.89999,284,279.20001,282.10001,4216200,279.32397
2015-11-19,284.79999,288.45001,282.29999,286.35001,5632200,283.53215
2015-11-20,286.89999,286.89999,280,284,3774500,281.20527
2015-11-23,287,290,283.29999,285.39999,5223300,282.59148
2015-11-24,285.35001,304,284,292.95001,6691800,290.06721
2015-11-25,292.95001,292.95001,292.95001,292.95001,0,290.06721
2015-11-26,294,299,287.39999,296.35001,4215300,293.43374
2015-11-27,298,298,289.75,292.45001,1706100,289.57213
2015-11-30,293.89999,295.5,287.54999,289.29999,2289600,286.4531
2015-12-01,291.14999,293,288.25,292.45001,1660300,289.57213
2015-12-02,290,293.29999,282.5,283.54999,4596700,280.75968
2015-12-03,284,287,281.20001,282.85001,6937200,280.06659
2015-12-04,281.5,284.5,271.5,280.25,8898600,277.49217
2015-12-07,282.5,283.39999,275.04999,280.35001,4283000,277.59119
2015-12-08,280,284.79999,275.54999,277.35001,1687700,274.62071
2015-12-09,277.29999,284.39999,275.79999,277.60001,3254400,274.86825
2015-12-10,280,284,277.60001,280.60001,2265400,277.83873
2015-12-11,281.5,282.45001,268.14999,272.14999,3613100,269.47187
2015-12-14,270,282.29999,258.10001,275.70001,3731600,272.98696
2015-12-15,278,280.20001,272.5,279.20001,1369500,276.45251
2015-12-16,280.39999,285,278.25,279.85001,1859600,277.09611
2015-12-17,284,289.25,280.35001,288.20001,1809300,285.36395
2015-12-18,288.14999,292.85001,284.85001,286.54999,2762000,283.73016
2015-12-21,287,289.75,284.70001,286.04999,1133400,283.23508
2015-12-22,287.20001,291,286.04999,286.95001,743900,284.12625
2015-12-23,288,294.89999,286.54999,292.5,1219200,289.62162
2015-12-24,295,296.45001,291.79999,292.60001,915700,289.72064
2015-12-25,292.60001,292.60001,292.60001,292.60001,0,289.72064
2015-12-28,293.29999,294.45001,288.29999,289.95001,1010100,287.09673
2015-12-29,292.5,300.39999,291.04999,296.70001,1712000,293.7803
2015-12-30,298,298.20001,292.79999,293.64999,867800,290.7603
2015-12-31,294,295.20001,289.29999,293.14999,2317600,290.26522
2016-01-01,293,297.89999,290.75,297,636100,294.07734
2016-01-04,295,304.20001,284.20001,285.95001,2168800,283.13609
2016-01-05,283.95001,293.79999,278.54999,289.54999,2031100,286.70064
2016-01-06,289,292.79999,280,281.10001,1431900,278.33381
2016-01-07,278.20001,279.39999,265.10001,267.64999,3266700,265.01616
2016-01-08,272.20001,275.10001,269,270.85001,2592200,268.18468
2016-01-11,267.75,274.60001,261.04999,269.60001,1534600,266.94698
2016-01-12,271,273.64999,260.75,265.79999,1661700,263.18435
2016-01-13,267,278.25,263.20001,272.25,3059800,269.57089
2016-01-14,264.29999,268,256.04999,261.89999,3781600,259.32274
2016-01-15,258.89999,259.39999,247.64999,251.5,4318100,249.02509
2016-01-18,247.55,251.45,237.10001,242,4131400,239.61857
2016-01-19,245,253.60001,240.25,249.10001,4317100,246.64871
2016-01-20,246.85001,254.35001,242.8,252.60001,2640900,250.11427
2016-01-21,254.14999,258.95001,241.39999,247.8,3094700,245.3615
2016-01-22,251,260.29999,249.2,256.64999,1394400,254.1244
2016-01-25,258.04999,264.79999,255.75,259,1732300,256.45128
2016-01-26,259,259,259,259,0,256.45128
2016-01-27,261,264,256,261.75,1397500,259.17422
2016-01-28,261.85001,263.39999,255.10001,257.29999,2063100,254.768
2016-01-29,257,268.60001,256.04999,266.14999,1367400,263.53092
2016-02-01,268.10001,278.5,267,269,1392200,266.35288
2016-02-02,266.5,269.70001,256.29999,257.64999,1919300,255.11456
2016-02-03,254.60001,257.45001,245.60001,247.64999,2863600,245.21297
2016-02-04,252.64999,264.79999,250.8,262.75,3193600,260.16438
2016-02-05,264.75,270.20001,260.10001,269,1353500,266.35288
2016-02-08,269,275.39999,264.5,271.54999,1631000,268.87777
2016-02-09,271.5,276.89999,235.8,241.7,16594400,239.32152
2016-02-10,239.7,244.8,228.75,232.39999,7694000,230.11304
2016-02-11,230.89999,235,215.8,220.89999,3945100,218.7262
2016-02-12,222.89999,230.5,211.55,225.60001,5771500,223.37996
2016-02-15,228,243.60001,227.55,240.55,2328500,238.18284
2016-02-16,245,245.39999,224.55,226.89999,2754200,224.66716
2016-02-17,227.8,227.8,210.89999,222.75,6610100,220.558
2016-02-18,230,230.75,218.55,223.39999,3526900,221.2016
2016-02-19,220,227,218.45,224.60001,2302700,222.38981
2016-02-22,225.25,226.39999,218.60001,220,2689600,217.83507
2016-02-23,220.45,220.89999,207.3,212.5,5794000,210.40887
2016-02-24,208.5,216,208.10001,212.14999,2714400,210.06231
2016-02-25,212,213.89999,205.89999,210.8,3029700,208.7256
2016-02-26,212.8,221.7,212.2,220.60001,2911600,218.42917
2016-02-29,221.7,229.60001,219.45,226.5,3357300,224.2711
2016-03-01,228.5,242.7,226.8,233.10001,3042100,230.80616
2016-03-02,238.10001,246.5,236,244.64999,2716900,242.24249
2016-03-03,246.2,250.89999,243.75,249.95,1824400,247.49034
2016-03-04,248.89999,248.89999,236.8,239.7,1786900,237.3412
2016-03-07,239.7,239.7,239.7,239.7,0,237.3412
2016-03-08,237.55,250.5,237.05,246.5,4823100,244.07429
2016-03-09,246,247.10001,238.75,242.89999,1744600,240.50971
2016-03-10,244.89999,244.89999,237.39999,239.5,1882400,237.14317
2016-03-11,239.05,247.2,238.35001,245.25,1605100,242.83659
2016-03-14,249,251.5,245.55,249.8,3290100,247.34182
2016-03-15,249.60001,250.60001,244,245.25,2272300,242.83659
2016-03-16,243.60001,245.25,238.25,241,1215000,238.62841
2016-03-17,244.95,249.75,244.5,246.10001,1544900,243.67823
2016-03-18,247,251.60001,245.5,250.05,2683700,247.58936
2016-03-21,252,257.5,251.2,254.05,1818300,251.55
2016-03-22,253.89999,253.89999,248.05,250.89999,1190900,250.89999
2016-03-23,252.75,256.5,252.2,254.39999,1240800,254.39999
2016-03-24,254.39999,254.39999,254.39999,254.39999,0,254.39999
2016-03-25,254.39999,254.39999,254.39999,254.39999,0,254.39999
2016-03-28,255.8,255.8,242.39999,243.39999,1249800,243.39999
2016-03-29,244,253.2,240.60001,246.5,1821300,246.5
2016-03-30,249,258.39999,248.8,256.20001,2416000,256.20001
2016-03-31,256.60001,269.75,255.7,266.45001,5350600,266.45001
2016-04-01,264.70001,264.70001,258.45001,261.95001,2246400,261.95001
2016-04-04,262.45001,266.60001,258.25,260.79999,2449500,260.79999
2016-04-05,259.70001,261.39999,249.89999,251.3,1574700,251.3
2016-04-06,251.5,252.85001,243.2,248.05,1827800,248.05
2016-04-07,250,252,242.25,243.64999,1464500,243.64999
2016-04-08,243.8,246.35001,241,243.95,1078400,243.95
2016-04-11,245,256.5,242.05,253,1796000,253
2016-04-12,255.7,257.5,250.5,250.95,1479700,250.95
2016-04-13,253.95,259.25,253.2,257.89999,1301100,257.89999
2016-04-14,257.89999,257.89999,257.89999,257.89999,0,257.89999
2016-04-15,257.89999,257.89999,257.89999,257.89999,0,257.89999
2016-04-18,257.20001,263.95001,254.3,261.64999,1438300,261.64999
2016-04-19,261.64999,261.64999,261.64999,261.64999,0,261.64999
2016-04-20,262.04999,271.79999,261,268.70001,2753300,268.70001
2016-04-21,271.95001,276.39999,268.25,273.10001,3012400,273.10001
2016-04-22,273,278.79999,271.14999,273.89999,2067700,273.89999
2016-04-25,270,270,258.79999,261.95001,2532300,261.95001
2016-04-26,259,267,255.10001,263.45001,1598900,263.45001
2016-04-27,263.45001,265,261.75,263,738400,263
2016-04-28,264,267.75,257.5,258.29999,2699000,258.29999
2016-04-29,257.20001,262.20001,250.8,252.35001,1577600,252.35001
2016-05-02,251.85001,261.70001,249,260.35001,1417400,260.35001
2016-05-03,262.79999,265.20001,256.10001,258.95001,1331000,258.95001
2016-05-04,257,259.64999,251.89999,253.95,709000,253.95
2016-05-05,253.39999,257.39999,251.7,253.8,650500,253.8
2016-05-06,253.8,258,252.2,256.79999,618300,256.79999
2016-05-09,257.35001,260.25,254.60001,255.85001,575100,255.85001
2016-05-10,256,257.5,251.39999,253.05,832100,253.05
2016-05-11,251,256.79999,248.75,255.7,924100,255.7
2016-05-12,256,268,256,267.20001,2243700,267.20001
2016-05-13,266,266.70001,258.35001,263.35001,1133400,263.35001
2016-05-16,264,269.79999,262.85001,267.89999,1170100,267.89999
2016-05-17,269.79999,304.64999,262,290.39999,22145200,290.39999
2016-05-18,288.95001,288.95001,274.5,276.10001,5700300,276.10001
2016-05-19,276.29999,280.89999,269.45001,271.14999,2786500,271.14999
2016-05-20,273,273.20001,266.25,267.85001,2828600,267.85001
2016-05-23,269,270.10001,262,264.04999,1995800,264.04999
2016-05-24,264.70001,268.39999,255.14999,256.45001,3396600,256.45001
2016-05-25,256.79999,267.04999,256.79999,265.70001,5602100,265.70001
2016-05-26,266.5,276.5,262.89999,273.60001,6053700,273.60001
2016-05-27,276.10001,280.29999,274.85001,279.25,2954000,279.25
2016-05-30,278.10001,286.75,276,284.25,2561100,284.25
2016-05-31,284.39999,286.60001,276.79999,284.75,2699000,284.75
2016-06-01,285,299.79999,282.85001,292.75,6163200,292.75
2016-06-02,291.5,294,288.20001,290.85001,1848900,290.85001
2016-06-03,290,291,274.54999,275.89999,5404300,275.89999
2016-06-06,271.89999,282,271.70001,280.45001,2657600,280.45001
2016-06-07,280,288,279.60001,287.10001,2309300,287.10001
2016-06-08,287.10001,293.75,285.54999,290.45001,2100100,290.45001
2016-06-09,291,292.20001,285.35001,289.60001,1404400,289.60001
2016-06-10,290,294,285.14999,288.75,2486900,288.75
2016-06-13,284.75,287.95001,281.5,286.29999,1339400,286.29999
2016-06-14,286.70001,291.5,283.5,290.29999,2376400,290.29999
2016-06-15,295,298.25,292.20001,293.85001,2333600,293.85001
2016-06-16,290.70001,293.64999,286.20001,292.64999,1427300,292.64999
2016-06-17,294,295,289.14999,290.70001,1488300,290.70001
2016-06-20,288,299.45001,286.04999,295.35001,2590500,295.35001
2016-06-21,298.29999,308.10001,297.39999,301.35001,4217500,301.35001
2016-06-22,302.89999,307.29999,298.25,302.79999,4409800,302.79999
2016-06-23,300.60001,304.25,295.85001,302,2756100,302
2016-06-24,272,282,264.5,275.5,14924600,275.5
2016-06-27,272,277,270.5,272.89999,4387300,272.89999
2016-06-28,272.89999,279.70001,271.5,278.10001,4098900,278.10001
2016-06-29,279,281.35001,275.95001,276.89999,2106400,276.89999
2016-06-30,280.89999,293.25,279,290.10001,6676200,290.10001
2016-07-01,292.10001,294.95001,286,287.35001,1455800,287.35001
2016-07-04,288.54999,294,288.54999,290.14999,1617000,290.14999
2016-07-05,290.54999,292.25,283,285.14999,1418500,285.14999
2016-07-06,285.14999,285.14999,285.14999,285.14999,0,285.14999
2016-07-07,286,286,276.70001,277.29999,4402500,277.29999
2016-07-08,277,281,274.04999,279.45001,2352900,279.45001
2016-07-11,281,285.5,276,279.89999,5678500,279.89999
2016-07-12,281,294,279.60001,293.04999,6144400,293.04999
2016-07-13,294,296.79999,288.5,295.29999,3192900,295.29999
2016-07-14,294.5,298.5,293.35001,296.70001,1131500,296.70001
2016-07-15,298.10001,308.5,292.75,302.29999,4554000,302.29999
2016-07-18,303.75,305.89999,295.25,296.79999,2865700,296.79999
2016-07-19,297,304.45001,297,301.95001,3254000,301.95001
2016-07-20,303.89999,311.85001,303,309,4158100,309
2016-07-21,312.10001,316.70001,307.20001,308.85001,3408800,308.85001
2016-07-22,309.89999,319.39999,308.89999,314.60001,3154700,314.60001
2016-07-25,315.29999,322,315.10001,319.29999,1779400,319.29999
2016-07-26,319.85001,322.85001,314.29999,316.29999,2359900,316.29999
2016-07-27,316.75,324.39999,316.75,322.20001,2220200,322.20001
2016-07-28,322.20001,329.79999,319.20001,328.10001,4006600,328.10001
2016-07-29,329.25,332.95001,326.5,331.39999,2301600,331.39999
2016-08-01,332,344.89999,330.20001,340.70001,3304600,340.70001
2016-08-02,342,358.64999,341.54999,346.20001,5466600,346.20001
