"Date","BIOCON.NS.Open","BIOCON.NS.High","BIOCON.NS.Low","BIOCON.NS.Close","BIOCON.NS.Volume","BIOCON.NS.Adjusted"
2016-10-24,1010,1014.7,966.7,970.65,1503100,970.65
2016-10-25,974,974,937.5,939.5,1656500,939.5
2016-10-26,936.8,936.8,898.35,907.1,1547700,907.1
2016-10-27,903.85,931.9,894.9,920.85,2436600,920.85
2016-10-28,922,932.65,920.2,925.65,872200,925.65
2016-10-31,925.65,925.65,925.65,925.65,0,925.65
2016-11-01,931.25,936.9,923.15,925.05,668100,925.05
2016-11-02,914.2,924.2,905.05,909.35,824200,909.35
2016-11-03,909.95,915.8,901.1,907.1,795400,907.1
2016-11-04,922.2,923.5,871,878.05,1907000,878.05
2016-11-07,885.3,906.75,883.85,898.1,890000,898.1
2016-11-08,906,909.4,882,893.75,553900,893.75
2016-11-09,818.25,905,804.4,888.35,1543700,888.35
2016-11-10,907,918.9,897.1,907.35,749200,907.35
2016-11-11,901.3,906.95,875.6,880.55,547300,880.55
2016-11-14,880.55,880.55,880.55,880.55,0,880.55
2016-11-15,883,889.8,856.65,861.75,681200,861.75
2016-11-16,866,878.3,858.3,869.45,560800,869.45
2016-11-17,874,889,866.4,882.35,625500,882.35
2016-11-18,888,888,870.05,872.55,426400,872.55
2016-11-21,874.5,876.3,840.3,851.95,901200,851.95
2016-11-22,856,862.1,836.25,847.4,439800,847.4
2016-11-23,854,866.8,843.55,861.2,843300,861.2
2016-11-24,853,860.65,848.75,855.3,521200,855.3
2016-11-25,862.9,880.85,854.7,877.35,689800,877.35
2016-11-28,879.8,888.5,872.2,882.35,389100,882.35
2016-11-29,885.1,924.95,883.15,920.1,1304200,920.1
2016-11-30,931,936,914.1,916.8,1302400,916.8
2016-12-01,920,935.6,918.5,925.25,890500,925.25
2016-12-02,933,938,911.15,913.95,942700,913.95
2016-12-05,913.05,923.1,895.05,918.4,683100,918.4
2016-12-06,923,924.4,910.6,917.75,447800,917.75
2016-12-07,921.1,923.9,912.6,917.85,264900,917.85
2016-12-08,925,930.85,920.9,924.35,377400,924.35
2016-12-09,927.7,949.3,925,943.65,1008000,943.65
2016-12-12,944.4,954.7,934.55,939.95,626700,939.95
2016-12-13,944,944,923.4,935.35,350400,935.35
2016-12-14,936,943.65,921.05,922.95,418000,922.95
2016-12-15,918,945,914.4,938.15,415300,938.15
2016-12-16,936,988.95,935.85,982.5,3510700,982.5
2016-12-19,990,990,965,967.15,1011400,967.15
2016-12-20,968.6,976,961.5,964.15,497100,964.15
2016-12-21,970,971.4,953.1,956.7,453300,956.7
2016-12-22,948,956,935,940.35,504900,940.35
2016-12-23,935,943,924,930.6,396900,930.6
2016-12-26,924.6,926.8,890.35,894.35,711400,894.35
2016-12-27,895.45,924,881.7,916.95,561800,916.95
2016-12-28,920.2,943,920.2,926.8,696700,926.8
2016-12-29,930.1,950,921.5,945.65,701400,945.65
2016-12-30,951.3,958.8,946,949.85,312500,949.85
2017-01-02,946.6,954.3,940.55,951.95,238400,951.95
2017-01-03,951.5,953.95,941.3,945.3,241800,945.3
2017-01-04,948,951.85,932,933.9,397300,933.9
2017-01-05,937.7,949.85,929.25,946.2,536900,946.2
2017-01-06,948,970.5,945.55,959.55,714600,959.55
2017-01-09,965.7,1019,960.3,1013.55,2310400,1013.55
2017-01-10,1017.45,1026.45,992.95,997.1,1292500,997.1
2017-01-11,999,1015.55,994,1002.7,567400,1002.7
2017-01-12,1024,1051.75,1003.3,1008.85,2991200,1008.85
2017-01-13,1017.95,1017.95,983,994.45,792600,994.45
2017-01-16,994.9,1012,980,997.95,614000,997.95
2017-01-17,1000,1008,991.3,996.6,421800,996.6
2017-01-18,992.55,1005,988,991.5,511800,991.5
2017-01-19,990,1009,990,993.4,816800,993.4
2017-01-20,992.95,998.7,971,973.8,552600,973.8
2017-01-23,974.1,1003.2,971.35,998,684500,998
2017-01-24,1003,1006.8,991.1,998.95,663600,998.95
2017-01-25,1050,1050.95,1007.6,1022.6,3192100,1022.6
2017-01-26,1022.6,1022.6,1022.6,1022.6,0,1022.6
2017-01-27,1023.75,1034.2,1015.25,1019.5,621800,1019.5
2017-01-30,1010.5,1024.55,1003,1019.95,368400,1019.95
2017-01-31,1021.9,1034.55,1006,1010.95,767200,1010.95
2017-02-01,1011,1019.1,995.1,1017.2,479000,1017.2
2017-02-02,1018,1065.95,1018,1059.3,1245500,1059.3
2017-02-03,1060,1074,1050.05,1057.5,593900,1057.5
2017-02-06,1061.9,1112.5,1061,1098.6,977600,1098.6
2017-02-07,1094.9,1114.9,1085.2,1097.4,648700,1097.4
2017-02-08,1097,1104.3,1084.65,1088.8,315100,1088.8
2017-02-09,1088.95,1110,1085.55,1089.8,418800,1089.8
2017-02-10,1095,1096.5,1074.65,1089.1,326000,1089.1
2017-02-13,1092,1092.1,1067.55,1079.9,278500,1079.9
2017-02-14,1081,1085.2,1071.95,1075.4,227700,1075.4
2017-02-15,1075,1079,1051,1058.7,188100,1058.7
2017-02-16,1053.05,1099.45,1052.2,1095.3,522300,1095.3
2017-02-17,1109,1123,1102,1105.35,714500,1105.35
2017-02-20,1105,1133.45,1092,1126.55,666700,1126.55
2017-02-21,1127,1138.5,1115.65,1132.7,381300,1132.7
2017-02-22,1126,1132,1106.15,1111.4,298500,1111.4
2017-02-23,1109.9,1126,1108.05,1111.75,416100,1111.75
2017-02-24,1111.75,1111.75,1111.75,1111.75,0,1111.75
2017-02-27,1111,1137.55,1095.9,1124.5,495300,1124.5
2017-02-28,1125,1143.8,1118.15,1122.45,622900,1122.45
2017-03-01,1128,1133.45,1113,1114.25,364700,1114.25
2017-03-02,1119,1122,1022.8,1032.9,1801200,1032.9
2017-03-03,1022.5,1087,1017.55,1071.95,2823000,1071.95
2017-03-06,1075.95,1079.3,1055.15,1068.45,498700,1068.45
2017-03-07,1073,1088.05,1065.65,1078.15,525600,1078.15
2017-03-08,1079,1092.95,1071.3,1078.55,501700,1078.55
2017-03-09,1075.45,1081.45,1068,1071.3,211900,1071.3
2017-03-10,1072.05,1077.3,1056.6,1061.15,250600,1061.15
2017-03-13,1061.15,1061.15,1061.15,1061.15,0,1061.15
2017-03-14,1086.8,1098.75,1061.05,1094.4,618300,1094.4
2017-03-15,1120,1125,1107.1,1116.45,881700,1116.45
2017-03-16,1120,1128,1113,1120.2,334500,1120.2
2017-03-17,1121.25,1128,1106.05,1120.45,368500,1120.45
2017-03-20,1118.1,1134.35,1115.4,1126.6,302800,1126.6
2017-03-21,1126.45,1152.15,1120,1148.15,871000,1148.15
2017-03-22,1140,1146.9,1130.8,1135.1,356300,1135.1
2017-03-23,1140,1143,1123,1128.6,204600,1128.6
2017-03-24,1126.1,1147.7,1126.1,1142.7,361800,1142.7
2017-03-27,1145,1145.85,1128.5,1132.45,219700,1132.45
2017-03-28,1141.9,1145,1127.4,1140.25,271800,1140.25
2017-03-29,1141.4,1162.9,1132.5,1150.45,438600,1150.45
2017-03-30,1147,1147,1134.5,1139.05,303700,1139.05
2017-03-31,1138,1149,1129,1132.3,214200,1132.3
2017-04-03,1133.55,1143.35,1127.75,1131.2,190700,1131.2
2017-04-04,1131.2,1131.2,1131.2,1131.2,0,1131.2
2017-04-05,1130.9,1136.35,1116.3,1123.7,240500,1123.7
2017-04-06,1124,1130,1106.35,1114.4,231100,1114.4
2017-04-07,1122,1123.05,1095.6,1099.15,288100,1099.15
2017-04-10,1098,1114.35,1098,1105.1,227500,1105.1
2017-04-11,1105,1116.9,1103,1113.15,164100,1113.15
2017-04-12,1115,1140,1105,1120,662200,1120
2017-04-13,1116.2,1120.8,1084.7,1096.35,333700,1096.35
2017-04-14,1096.35,1096.35,1096.35,1096.35,0,1096.35
2017-04-17,1093,1115,1086.7,1110.9,189100,1110.9
2017-04-18,1111,1130.4,1104,1112.35,300100,1112.35
2017-04-19,1117,1120.8,1105,1110.45,183500,1110.45
2017-04-20,1110.45,1125,1106,1116.8,165900,1116.8
2017-04-21,1118,1123.6,1081.65,1092.55,454000,1092.55
