"Date","BHARTIARTL.NS.Open","BHARTIARTL.NS.High","BHARTIARTL.NS.Low","BHARTIARTL.NS.Close","BHARTIARTL.NS.Volume","BHARTIARTL.NS.Adjusted"
2016-10-11,315.9,315.9,315.9,315.9,0,315.9
2016-10-12,315.9,315.9,315.9,315.9,0,315.9
2016-10-13,312.95,313.9,305.5,306.75,3100400,306.75
2016-10-14,307.9,307.9,302.4,305.4,4894900,305.4
2016-10-17,305.4,305.85,296.25,301.3,3406400,301.3
2016-10-18,302,308,297.05,306.65,4599000,306.65
2016-10-19,306.65,309.45,304,306.95,4572900,306.95
2016-10-20,307.1,310.5,305,309.1,4768000,309.1
2016-10-21,311.4,311.4,305.6,309.75,2129400,309.75
2016-10-24,306.35,308,303.65,306.65,1969300,306.65
2016-10-25,303.5,312.4,301.7,311.8,3627300,311.8
2016-10-26,315,322.9,314.8,317.7,5893300,317.7
2016-10-27,314.55,325.65,313.6,323.1,5061200,323.1
2016-10-28,322.95,322.95,318.25,318.85,1411600,318.85
2016-10-31,318.85,318.85,318.85,318.85,0,318.85
2016-11-01,318,320.7,316.25,317.45,2161800,317.45
2016-11-02,315.5,315.6,308.65,309.6,2002200,309.6
2016-11-03,309,315.35,305.3,308.95,2693900,308.95
2016-11-04,309.75,310.55,304.05,306.7,2141500,306.7
2016-11-07,311.9,311.9,303.7,305.6,1664700,305.6
2016-11-08,306.6,306.75,301,304.9,1376800,304.9
2016-11-09,288,305,283.05,301,5110000,301
2016-11-10,305,314.1,303.25,308.65,2875800,308.65
2016-11-11,304,307.95,298.35,301.4,1699800,301.4
2016-11-14,301.4,301.4,301.4,301.4,0,301.4
2016-11-15,303,304.9,294,302.65,2806800,302.65
2016-11-16,305.05,311.35,303.3,309.65,2475700,309.65
2016-11-17,311.4,315.6,295.15,297.15,3818200,297.15
2016-11-18,298.4,304.45,295.25,303.75,3281700,303.75
2016-11-21,304.4,305.55,297.45,299.5,1645800,299.5
2016-11-22,301,305.45,295,303.95,2998800,303.95
2016-11-23,305.45,308.25,299.15,300.55,1775700,300.55
2016-11-24,301,304.7,298.4,302.4,4321900,302.4
2016-11-25,302.9,306,298.65,301,1891800,301
2016-11-28,301,321.2,301,318.8,4403900,318.8
2016-11-29,320.8,326,316.8,324.85,4070300,324.85
2016-11-30,325,326.8,323.8,324.6,4500400,324.6
2016-12-01,324,324.8,313.55,318.2,6420800,318.2
2016-12-02,315,321.3,314.3,318.6,1654700,318.6
2016-12-05,317.5,328.65,317.5,326.75,2236200,326.75
2016-12-06,326.9,331.95,324.75,328.85,2832100,328.85
2016-12-07,329.7,334.95,325.1,328.15,2613200,328.15
2016-12-08,330.8,334,328.4,332.45,1857700,332.45
2016-12-09,334.15,337.45,329.1,332,2385000,332
2016-12-12,329.5,330,326.55,329.15,698600,329.15
2016-12-13,326,330.95,326,330,958800,330
2016-12-14,328.1,329.75,321.5,322.6,1335100,322.6
2016-12-15,320.8,322.35,317.5,318.45,2769700,318.45
2016-12-16,319,319.6,308.45,310.25,3967000,310.25
2016-12-19,310.4,311.5,304.1,305.5,3718500,305.5
2016-12-20,306,306.75,299.1,302.55,3241000,302.55
2016-12-21,304.1,306.35,300,301.7,2389800,301.7
2016-12-22,299.5,300.95,290.25,292.25,2844500,292.25
2016-12-23,295.4,297.15,291.15,295.55,1845200,295.55
2016-12-26,294.5,297,288.7,296.1,2451000,296.1
2016-12-27,296,300.8,291.15,299.6,2296500,299.6
2016-12-28,299,303.1,296.8,299.5,2613000,299.5
2016-12-29,301.4,304.45,297.5,303,3200800,303
2016-12-30,301.3,307.1,300.1,305.65,1761900,305.65
2017-01-02,303.1,312,303.1,311,1480900,311
2017-01-03,311.95,313.95,300,304.45,2961800,304.45
2017-01-04,302.4,315.2,299.15,313.9,5205800,313.9
2017-01-05,313.15,323,310.05,321.1,3846800,321.1
2017-01-06,319.15,330,318.3,319.75,2394500,319.75
2017-01-09,320.6,321.4,316.2,317.95,2374900,317.95
2017-01-10,319,321,317.05,320.1,953600,320.1
2017-01-11,321.1,324.65,318.8,322.75,2352000,322.75
2017-01-12,323.45,325.35,320,321.8,1514300,321.8
2017-01-13,322.4,325,316,320.2,2356000,320.2
2017-01-16,320,323.4,317.3,318.6,1686800,318.6
2017-01-17,318.9,319.8,317.1,318.5,1848400,318.5
2017-01-18,318,318.8,311.25,313.9,3307700,313.9
2017-01-19,314,322.6,311,317.1,2277300,317.1
2017-01-20,314.05,327.5,314.05,320.55,3411100,320.55
2017-01-23,321,322,315.4,319.65,1789200,319.65
2017-01-24,318,319,314.65,316.5,2157200,316.5
2017-01-25,305,314.7,305,311.35,13456800,311.35
2017-01-26,311.35,311.35,311.35,311.35,0,311.35
2017-01-27,310.3,328,310.3,323.75,3191300,323.75
2017-01-30,323.1,369.95,322.1,345.65,20946100,345.65
2017-01-31,349.05,353,343.05,348.2,10573600,348.2
2017-02-01,346,349.9,340.15,345.1,3698700,345.1
2017-02-02,345,359.8,344.25,353.3,6277200,353.3
2017-02-03,353.3,362,352.2,353.8,2399700,353.8
2017-02-06,354,356.95,352.65,355.25,1355800,355.25
2017-02-07,354.2,358.8,350.8,353.15,3660900,353.15
2017-02-08,355,355.85,346.9,352.2,4405600,352.2
2017-02-09,352.05,357,350.8,355.25,1842100,355.25
2017-02-10,357,360.4,355.05,357.55,1986200,357.55
2017-02-13,353.45,360,353.35,358.05,3306700,358.05
2017-02-14,357.5,369.9,355,368.95,4271200,368.95
2017-02-15,369.9,372.5,360.1,365.3,3582000,365.3
2017-02-16,361.3,368.9,360.3,365.7,3650000,365.7
2017-02-17,367,372.2,362.3,369.5,2299800,369.5
2017-02-20,370.15,379,370.15,375.35,3493300,375.35
2017-02-21,372.1,377.9,359.5,362.85,6334100,362.85
2017-02-22,362.9,372.5,359.1,361,6787500,361
2017-02-23,371,401,363.7,366.25,35600100,366.25
2017-02-24,366.25,366.25,366.25,366.25,0,366.25
2017-02-27,367,367.45,352.55,355.7,9082200,355.7
2017-02-28,357,373.1,356.4,365.15,12156300,365.15
2017-03-01,368.55,368.85,361.45,362.75,3448500,362.75
2017-03-02,364,366,352.2,356.85,4197800,356.85
2017-03-03,356.85,361.5,353.3,356.15,3624500,356.15
2017-03-06,360,364,357.2,361.5,2976600,361.5
2017-03-07,361,362.45,356.35,361.1,2858100,361.1
2017-03-08,360.2,364.1,358.5,360.7,2725800,360.7
2017-03-09,359.85,361.9,356.65,360.2,1175400,360.2
2017-03-10,360.85,366.5,359.95,364.9,2090700,364.9
2017-03-13,364.9,364.9,364.9,364.9,0,364.9
2017-03-14,366,369.8,358.6,361.1,5336600,361.1
2017-03-15,360,366.15,356.2,363.2,6660000,363.2
2017-03-16,364,365.6,359.1,360.65,2407100,360.65
2017-03-17,361.15,363,344,346.85,5748700,346.85
2017-03-20,346,352.3,339.25,349.4,4270000,349.4
2017-03-21,349,351.8,345.05,349.9,2263100,349.9
2017-03-22,347,348.5,325.8,338.2,8071200,338.2
2017-03-23,338.8,341.7,335.55,338.5,4291800,338.5
2017-03-24,341.4,347.7,338.2,340.5,4784500,340.5
2017-03-27,340,341.85,335.15,338.7,2895300,338.7
2017-03-28,340.9,343.5,338.6,340.75,2087400,340.75
2017-03-29,342.5,346.4,341.2,344.85,8855300,344.85
2017-03-30,344.85,352.4,342.2,351.2,3916100,351.2
2017-03-31,350,352.3,345,350.05,5215900,350.05
2017-04-03,346,346,336.25,341.8,6609700,341.8
2017-04-04,341.8,341.8,341.8,341.8,0,341.8
2017-04-05,342.95,347.25,339.1,344.5,4230200,344.5
2017-04-06,343,343,337.6,341.8,2174100,341.8
2017-04-07,344.05,350.45,341.75,344.7,5720400,344.7
2017-04-10,348.3,348.4,342.05,345.7,1381100,345.7
2017-04-11,343,355.75,342.85,350.2,2097700,350.2
2017-04-12,347,353.9,345.35,350.8,2279400,350.8
2017-04-13,350,353.5,339.25,340.25,5907700,340.25
2017-04-14,340.25,340.25,340.25,340.25,0,340.25
2017-04-17,342.8,343.3,338.4,341.3,1882900,341.3
2017-04-18,340,343.35,336.3,338.8,5561500,338.8
2017-04-19,339.4,341.75,332.75,339.95,2504900,339.95
2017-04-20,342,343.8,338.05,342.75,1890000,342.75
2017-04-21,342,346,340.3,342.8,1352000,342.8
