"Date","DABUR.NS.Open","DABUR.NS.High","DABUR.NS.Low","DABUR.NS.Close","DABUR.NS.Volume","DABUR.NS.Adjusted"
2016-08-01,304.5,305.89999,300.60001,302,969900,300.72012
2016-08-02,302.5,305,300,301.10001,1068100,299.82394
2016-08-03,302.10001,303.10001,296.10001,296.95001,756700,295.69154
2016-08-04,299,300.35001,292.75,295.64999,955700,294.39703
2016-08-05,296.5,298,294.10001,295.75,772700,294.49661
2016-08-08,296,296.85001,291.45001,292.5,1178700,291.26038
2016-08-09,292.60001,293.89999,288,289.25,1711800,288.02416
2016-08-10,290,293.89999,285,286.04999,1470700,284.83771
2016-08-11,286.70001,295.85001,282.04999,294.54999,2372000,293.30168
2016-08-12,296.95001,297.89999,293.75,295.79999,1579100,294.54638
2016-08-15,295.79999,295.79999,295.79999,295.79999,0,294.54638
2016-08-16,298.89999,301.70001,292.79999,298.75,5568100,297.48389
2016-08-17,299.79999,303.95001,298.64999,303.45001,1295400,302.16399
2016-08-18,303,305.95001,301.54999,302.20001,1705700,300.91929
2016-08-19,302.79999,304.95001,299,299.75,2111100,298.47966
2016-08-22,300,302.70001,294.29999,295.75,1341000,294.49661
2016-08-23,295.75,296.04999,289.70001,290.79999,1952200,289.56757
2016-08-24,291,294.60001,290,293.89999,753600,292.65444
2016-08-25,294.5,295.5,291.10001,292.54999,2767500,291.31016
2016-08-26,292.95001,293.95001,287.10001,288.45001,1321100,287.22756
2016-08-29,288.5,288.95001,285.85001,288.14999,1092400,286.92881
2016-08-30,288,294.89999,288,293.79999,1031900,292.55486
2016-08-31,293,297.5,288.75,290.60001,1994700,289.36844
2016-09-01,290.60001,294.79999,290.60001,293.75,688600,292.50508
2016-09-02,293.89999,297.45001,290.60001,297,1474000,295.74131
2016-09-05,297,297,297,297,0,295.74131
2016-09-06,297.5,300.45001,296.79999,299.64999,886600,298.38007
2016-09-07,298,301,296.5,297.14999,990100,295.89067
2016-09-08,297.04999,299.5,295,298.85001,844000,297.58348
2016-09-09,298,299,292,292.79999,730700,291.5591
2016-09-12,290,292,285,290.5,1241000,289.26886
2016-09-13,290.5,290.5,290.5,290.5,0,289.26886
2016-09-14,290.25,294.95001,290.25,293.25,1552300,292.0072
2016-09-15,293.64999,295.5,290.04999,293.89999,879000,292.65444
2016-09-16,294.95001,297.5,291.60001,292.79999,787600,291.5591
2016-09-19,293.70001,295.5,291.5,294.39999,554900,293.15232
2016-09-20,294.14999,294.64999,290.64999,291.25,829800,290.01568
2016-09-21,292.79999,292.79999,288.5,289.64999,754700,288.42245
2016-09-22,291.5,292.35001,284.5,285.35001,1749800,284.14069
2016-09-23,283.29999,285.39999,281.5,282.25,1229900,281.05382
2016-09-26,281,283.60001,280.10001,281.64999,670000,280.45636
2016-09-27,281.75,283.79999,279.20001,282.20001,514300,281.00405
2016-09-28,282.60001,284.54999,276.25,277.29999,1505500,276.12479
2016-09-29,279.89999,279.89999,269.29999,270.60001,1464600,269.4532
2016-09-30,269.54999,272,266.39999,271.20001,2636100,270.05066
2016-10-03,272.10001,278.70001,271.20001,276.5,3794000,275.32819
2016-10-04,279.39999,281.14999,278,280.04999,1676500,278.86313
2016-10-05,280.60001,283.89999,279.20001,283.04999,4777100,281.85042
2016-10-06,284.29999,288.29999,284,286.54999,2764400,285.33559
2016-10-07,286.54999,286.54999,283.54999,284.64999,1622200,283.44364
2016-10-10,285.04999,287.39999,284.75,286.35001,609800,285.13645
2016-10-11,286.35001,286.35001,286.35001,286.35001,0,285.13645
2016-10-12,286.35001,286.35001,286.35001,286.35001,0,285.13645
2016-10-13,286,286.39999,282.85001,283.70001,1855100,282.49769
2016-10-14,283.79999,285,279.25,279.89999,1110100,278.71378
2016-10-17,279,280.45001,271,271.89999,1415900,270.74768
2016-10-18,271.14999,276.39999,271.14999,275,1155700,273.83455
2016-10-19,275.04999,280.35001,275.04999,277.20001,864500,276.02524
2016-10-20,277.60001,282.95001,276.85001,281,1067300,279.80912
2016-10-21,281.39999,285.79999,280.25,285.14999,1128500,283.94153
2016-10-24,285.5,285.79999,282.14999,284.04999,430500,282.84618
2016-10-25,283.85001,285.89999,282.54999,285.10001,617200,283.89175
2016-10-26,285.5,300.5,280,296.70001,8561500,295.44259
2016-10-27,294,294.5,289,290.5,6347900,289.26886
2016-10-28,289.89999,292.60001,287.45001,291.54999,2385800,290.3144
2016-10-31,291.54999,291.54999,291.54999,291.54999,0,290.3144
2016-11-01,292,294,290.60001,291.25,3185800,290.01568
2016-11-02,292.5,298.79999,288.35001,294.95001,2247100,293.70001
2016-11-03,295,298.5,290.70001,293.14999,2018300,293.14999
2016-11-04,293.64999,301.20001,292.89999,298.5,2166100,298.5
2016-11-07,300.60001,303,296.04999,297.20001,2768000,297.20001
2016-11-08,299.60001,299.79999,296,297.75,1398500,297.75
2016-11-09,285,299.39999,272.45001,298.45001,2575400,298.45001
2016-11-10,300,305,296.39999,297.5,1356300,297.5
2016-11-11,296,296.95001,277.5,280.45001,1628700,280.45001
2016-11-14,280.45001,280.45001,280.45001,280.45001,0,280.45001
2016-11-15,283.39999,283.45001,269.5,270.75,2138800,270.75
2016-11-16,272.29999,280.20001,272.29999,275.04999,1380700,275.04999
2016-11-17,275.04999,280.39999,275.04999,276.5,927800,276.5
2016-11-18,276.5,280.14999,274.39999,278.45001,731600,278.45001
2016-11-21,278.45001,280.64999,274.54999,276.04999,831900,276.04999
2016-11-22,277.29999,280,274.25,275.95001,935600,275.95001
2016-11-23,278.39999,284.45001,275.14999,281.5,1358400,281.5
2016-11-24,281.89999,281.89999,275.10001,276.25,1863800,276.25
2016-11-25,278.95001,278.95001,274.79999,275.39999,329600,275.39999
2016-11-28,275,279.29999,274.75,277.89999,622300,277.89999
2016-11-29,277.85001,279.89999,275.70001,277.95001,887600,277.95001
2016-11-30,278.64999,286,276.20001,283.54999,2231400,283.54999
2016-12-01,285.04999,288.29999,283.60001,286.10001,1049800,286.10001
2016-12-02,282.54999,285.64999,282,283.95001,798300,283.95001
2016-12-05,284.29999,288.14999,284.25,286.45001,706200,286.45001
2016-12-06,285,285,279.04999,280.45001,1718000,280.45001
2016-12-07,278.39999,281,277.20001,279.54999,601700,279.54999
2016-12-08,280.75,282.14999,277.35001,279,918200,279
2016-12-09,280,281.60001,277.70001,279.45001,610100,279.45001
2016-12-12,279.64999,280.04999,275.75,276.25,244900,276.25
2016-12-13,276.85001,282.20001,274,280.85001,2967000,280.85001
2016-12-14,281.25,282.39999,275,275.39999,573200,275.39999
2016-12-15,274,274.79999,270.85001,271.35001,671600,271.35001
2016-12-16,271.35001,272.25,269.79999,271.14999,645300,271.14999
2016-12-19,272.35001,272.35001,268.20001,268.95001,764900,268.95001
2016-12-20,270,276.04999,268.35001,274.64999,821300,274.64999
2016-12-21,276,276.35001,270.89999,271.45001,643900,271.45001
2016-12-22,271.89999,272.20001,265,265.5,834900,265.5
2016-12-23,265,266.20001,261.5,262.04999,752500,262.04999
2016-12-26,260.75,264.10001,259.14999,259.95001,434000,259.95001
2016-12-27,260.29999,271,260.29999,270.5,482100,270.5
2016-12-28,271,275.60001,269.89999,274.10001,887100,274.10001
2016-12-29,274,275.89999,272.54999,274.39999,1210800,274.39999
2016-12-30,274,279.70001,273.54999,278.14999,469700,278.14999
2017-01-02,278,278.39999,274.39999,277.14999,265500,277.14999
2017-01-03,277.5,278,274.39999,275.5,450100,275.5
2017-01-04,275.10001,278.20001,272.89999,276.54999,2110300,276.54999
2017-01-05,278.14999,279.95001,276.95001,278.85001,508900,278.85001
2017-01-06,279.25,280.5,275.5,276.60001,782100,276.60001
2017-01-09,276.29999,278.39999,273,273.60001,739900,273.60001
2017-01-10,274,278.70001,274,277.64999,1585500,277.64999
2017-01-11,278.79999,280,277,278.5,1122700,278.5
2017-01-12,278.5,284,278,278.85001,1149900,278.85001
2017-01-13,279.20001,282.60001,279.20001,281.64999,477400,281.64999
2017-01-16,281.10001,282.10001,277.04999,277.5,406300,277.5
2017-01-17,279.20001,282.95001,274.95001,277.89999,816800,277.89999
2017-01-18,278.95001,282,277.95001,278.60001,679000,278.60001
2017-01-19,279,280.10001,275.60001,276.89999,1091000,276.89999
2017-01-20,276.89999,278,274,275.89999,773700,275.89999
2017-01-23,275.25,277.29999,274.20001,276.85001,552200,276.85001
2017-01-24,277,278.39999,275.25,277.29999,1147100,277.29999
2017-01-25,277.54999,284,275.60001,281.25,1898200,281.25
2017-01-26,281.25,281.25,281.25,281.25,0,281.25
2017-01-27,283,284,276.10001,277.10001,998600,277.10001
2017-01-30,277,281,275.10001,280.20001,436900,280.20001
2017-01-31,280.20001,281,273.60001,276,1578400,276
2017-02-01,277.75,278,274.29999,277.35001,1822800,277.35001
2017-02-02,278.70001,278.70001,271.5,273.85001,1527300,273.85001
2017-02-03,275.39999,275.70001,267.75,268.20001,2088800,268.20001
2017-02-06,269.89999,271.75,268.20001,270.04999,883600,270.04999
2017-02-07,270,270.20001,266.20001,266.89999,1053800,266.89999
2017-02-08,267,267.89999,264.39999,265.95001,975000,265.95001
2017-02-09,267,267.60001,264.10001,265.75,732600,265.75
2017-02-10,266.5,267,263.60001,264.60001,868800,264.60001
2017-02-13,265.04999,270.54999,263.64999,269.20001,1004100,269.20001
2017-02-14,270,271.39999,268.10001,269.35001,1046000,269.35001
2017-02-15,269,269.79999,264.20001,265.10001,1179600,265.10001
2017-02-16,265.10001,266.45001,264.10001,266,613700,266
2017-02-17,266.25,267.39999,264.10001,265.85001,477700,265.85001
2017-02-20,266,266.25,264.10001,264.54999,538800,264.54999
2017-02-21,265.04999,273.75,265,273,1902400,273
2017-02-22,273.75,274.79999,269.39999,270.70001,1362600,270.70001
2017-02-23,270.5,272.70001,268.75,269.54999,2750400,269.54999
2017-02-24,269.54999,269.54999,269.54999,269.54999,0,269.54999
2017-02-27,270,275.60001,270,272.70001,2053100,272.70001
2017-02-28,274.79999,277.25,273.39999,276.89999,1541900,276.89999
2017-03-01,277.89999,278.75,274.35001,276.14999,1500900,276.14999
2017-03-02,276.14999,278.95001,274.64999,276.54999,1160400,276.54999
2017-03-03,276.04999,278.85001,273.29999,277.25,1767900,277.25
2017-03-06,277.5,279.29999,275,277.85001,902300,277.85001
2017-03-07,278.20001,279.25,275.14999,276.04999,1057600,276.04999
2017-03-08,277,277,274.10001,274.95001,1164200,274.95001
2017-03-09,274.95001,276.14999,272.79999,274.95001,1053300,274.95001
2017-03-10,275.35001,276.95001,272.79999,273.39999,1229400,273.39999
2017-03-13,273.39999,273.39999,273.39999,273.39999,0,273.39999
2017-03-14,275.39999,277.89999,271.85001,273.60001,2533200,273.60001
2017-03-15,274.5,277.20001,271.25,273.85001,2610200,273.85001
2017-03-16,274.20001,275.60001,271.20001,274.89999,3142700,274.89999
2017-03-17,275.29999,281,274.20001,278.10001,4253800,278.10001
2017-03-20,280,283,277.79999,278.89999,2854300,278.89999
2017-03-21,280.85001,283,279.54999,282.14999,1177100,282.14999
2017-03-22,279.89999,285.5,279.75,284.04999,1796500,284.04999
2017-03-23,285.10001,286.39999,280.60001,281.35001,1601600,281.35001
2017-03-24,282.85001,284,280.29999,281.29999,699600,281.29999
2017-03-27,280.95001,281,273.10001,274.5,2587400,274.5
2017-03-28,275.39999,277.20001,273.35001,274.70001,1216900,274.70001
2017-03-29,275,276.25,272.54999,275.70001,1108600,275.70001
2017-03-30,276.35001,276.89999,272.75,274.14999,2802100,274.14999
2017-03-31,274,278.25,272.29999,277.35001,1190800,277.35001
2017-04-03,277.54999,281.20001,277.20001,280.29999,1301100,280.29999
2017-04-04,280.29999,280.29999,280.29999,280.29999,0,280.29999
2017-04-05,280.70001,284.79999,280.35001,283.89999,1729300,283.89999
2017-04-06,283.70001,285.39999,282.25,284.79999,960600,284.79999
2017-04-07,283.10001,284.70001,281.45001,282.39999,904800,282.39999
2017-04-10,285.10001,290.54999,283.39999,286.89999,2212800,286.89999
2017-04-11,286.60001,290.10001,285.75,289.45001,1108200,289.45001
2017-04-12,288.79999,291,285.10001,288.95001,1334600,288.95001
2017-04-13,288.95001,290.39999,287,287.75,1048600,287.75
2017-04-14,287.75,287.75,287.75,287.75,0,287.75
2017-04-17,288,293.89999,285.39999,292.89999,1051300,292.89999
2017-04-18,293.79999,295.79999,287.25,289.64999,1324200,289.64999
2017-04-19,289.5,293.39999,288.25,290.29999,628300,290.29999
2017-04-20,290.20001,292.64999,290,290.70001,514900,290.70001
2017-04-21,291.25,292.35001,288.64999,291.25,597300,291.25
