"Date","DIVISLAB.NS.Open","DIVISLAB.NS.High","DIVISLAB.NS.Low","DIVISLAB.NS.Close","DIVISLAB.NS.Volume","DIVISLAB.NS.Adjusted"
2016-08-09,1195,1195.85,1175.35,1184.65,185000,1184.65
2016-08-10,1185.9,1185.9,1152.5,1159.9,182200,1159.9
2016-08-11,1161.1,1185,1144.3,1175.95,364800,1175.95
2016-08-12,1180.05,1199.75,1173,1194.05,444700,1194.05
2016-08-15,1194.05,1194.05,1194.05,1194.05,0,1194.05
2016-08-16,1210.15,1281.6,1210.15,1261.9,1254900,1261.9
2016-08-17,1261,1285,1253.4,1274.15,630200,1274.15
2016-08-18,1279.45,1285,1248.75,1275.6,573900,1275.6
2016-08-19,1275.6,1305.5,1275.6,1300,600200,1300
2016-08-22,1300.5,1324.3,1295.25,1303.6,342500,1303.6
2016-08-23,1306.55,1319.7,1290.25,1314.3,266900,1314.3
2016-08-24,1318.85,1357.25,1315.9,1347.85,665900,1347.85
2016-08-25,1350,1381.6,1331.75,1337.8,624300,1337.8
2016-08-26,1329.95,1350,1321.65,1331.75,358100,1331.75
2016-08-29,1335.1,1344.7,1294.2,1303.3,396300,1303.3
2016-08-30,1310.05,1339.5,1303.55,1314.05,483100,1314.05
2016-08-31,1315,1335.1,1311.6,1322.5,635000,1322.5
2016-09-01,1320,1332,1300.1,1317.85,389500,1317.85
2016-09-02,1317.9,1326.8,1305.25,1314.75,309000,1314.75
2016-09-05,1314.75,1314.75,1314.75,1314.75,0,1314.75
2016-09-06,1319,1332,1307.95,1329.8,251200,1329.8
2016-09-07,1325,1345,1310.65,1317.55,247000,1317.55
2016-09-08,1324.8,1334.95,1315.25,1331.55,333200,1331.55
2016-09-09,1339,1355.55,1312.2,1324.15,293100,1324.15
2016-09-12,1311.15,1318.25,1294,1304,251800,1304
2016-09-13,1304,1304,1304,1304,0,1304
2016-09-14,1305.05,1315.9,1298.1,1310.2,212800,1310.2
2016-09-15,1310,1341.95,1305.35,1337.8,403800,1337.8
2016-09-16,1351.45,1360.2,1331.25,1342.6,573600,1342.6
2016-09-19,1339,1354.9,1242.5,1344.5,452300,1344.5
2016-09-20,1353.95,1357.15,1333.25,1336.4,329000,1336.4
2016-09-21,1336,1347.7,1325,1329.25,189800,1329.25
2016-09-22,1339.5,1343.4,1322,1329,226900,1329
2016-09-23,1330.5,1344.3,1315,1334.95,346800,1334.95
2016-09-26,1339,1351.35,1323.5,1332.35,292000,1332.35
2016-09-27,1338,1340.95,1310.75,1319.8,168600,1319.8
2016-09-28,1320,1323,1310.75,1318.3,264200,1318.3
2016-09-29,1320,1326.45,1220,1295.05,1097300,1295.05
2016-09-30,1275.5,1300,1270,1290.8,233800,1290.8
2016-10-03,1291,1318,1291,1299.8,333400,1299.8
2016-10-04,1305,1311.5,1293.4,1298.65,197500,1298.65
2016-10-05,1306,1311.45,1269,1283.95,434400,1283.95
2016-10-06,1280,1292,1264.5,1269.4,641200,1269.4
2016-10-07,1269.45,1280.95,1264,1271.65,311400,1271.65
2016-10-10,1280,1280,1261.1,1264.65,163000,1264.65
2016-10-11,1264.65,1264.65,1264.65,1264.65,0,1264.65
2016-10-12,1264.65,1264.65,1264.65,1264.65,0,1264.65
2016-10-13,1264.65,1269.95,1230.85,1246.5,3e+05,1246.5
2016-10-14,1250,1255.9,1230.25,1234.6,251700,1234.6
2016-10-17,1236.1,1244.65,1211,1224.55,341400,1224.55
2016-10-18,1215,1284.8,1215,1279.55,498300,1279.55
2016-10-19,1279,1280,1261.25,1267.95,169200,1267.95
2016-10-20,1269.35,1279.9,1250,1256.25,139000,1256.25
2016-10-21,1256,1279.75,1241.1,1274.5,273400,1274.5
2016-10-24,1282,1289.35,1256.3,1266.3,174100,1266.3
2016-10-25,1262.15,1296.9,1262.15,1277.6,396700,1277.6
2016-10-26,1281,1287.5,1264,1275.4,183500,1275.4
2016-10-27,1276.8,1303.8,1265,1276.2,1586400,1276.2
2016-10-28,1277.6,1292.45,1275.05,1279.9,302700,1279.9
2016-10-31,1279.9,1279.9,1279.9,1279.9,0,1279.9
2016-11-01,1290,1297,1281.55,1287.6,243400,1287.6
2016-11-02,1275,1285,1255.45,1267.35,369000,1267.35
2016-11-03,1267.35,1273,1251.1,1259.65,267000,1259.65
2016-11-04,1260,1264.95,1213.4,1253.95,280600,1253.95
2016-11-07,1270,1279.3,1256.35,1266.8,362100,1266.8
2016-11-08,1266.9,1266.9,1236.3,1245.05,173300,1245.05
2016-11-09,1175,1260,1130,1251.6,496300,1251.6
2016-11-10,1267.5,1277,1244.5,1255.6,135900,1255.6
2016-11-11,1245,1256,1209.95,1221.05,287800,1221.05
2016-11-14,1221.05,1221.05,1221.05,1221.05,0,1221.05
2016-11-15,1205,1205,1142.65,1161.5,756300,1161.5
2016-11-16,1180,1180,1111,1153.05,542700,1153.05
2016-11-17,1153.85,1175,1121.05,1167,279200,1167
2016-11-18,1154,1190,1150,1184.2,190500,1184.2
2016-11-21,1191.75,1197.45,1156.3,1169.9,424500,1169.9
2016-11-22,1180,1187.8,1148.05,1179.35,356400,1179.35
2016-11-23,1182,1191.1,1167,1177.7,235000,1177.7
2016-11-24,1162.6,1175.35,1142.5,1147.65,565100,1147.65
2016-11-25,1148.1,1168.95,1130,1155.05,501100,1155.05
2016-11-28,1155,1174.45,1149.65,1166.2,322100,1166.2
2016-11-29,1166.2,1193.6,1158,1174.45,179500,1174.45
2016-11-30,1174.45,1189.8,1163,1174,519400,1174
2016-12-01,1184,1184,1141.2,1150.35,409900,1150.35
2016-12-02,1140,1145.2,1122.4,1135.85,315100,1135.85
2016-12-05,1135.85,1149.75,1129.1,1132.35,281700,1132.35
2016-12-06,1136,1163.45,1136,1154.25,252900,1154.25
2016-12-07,1162,1166,1140.8,1160.75,384600,1160.75
2016-12-08,1119,1174,1088.55,1161,1392000,1161
2016-12-09,1164,1169.4,1145.5,1161.5,143200,1161.5
2016-12-12,1162,1162.3,1142.7,1149.65,98400,1149.65
2016-12-13,1150,1171.65,1141.8,1160.35,387400,1160.35
2016-12-14,1161.65,1184,1160.1,1171.8,296000,1171.8
2016-12-15,1171,1180,1148.3,1152,313200,1152
2016-12-16,1155.4,1162,1140,1151.6,226900,1151.6
2016-12-19,1152.9,1168,1145.8,1162.25,258700,1162.25
2016-12-20,1162,1162,1138.55,1141.05,140200,1141.05
2016-12-21,1142,1163.45,1140.05,1148.6,387200,1148.6
2016-12-22,1148,1150,1105,1108.25,402600,1108.25
2016-12-23,1100.5,1108.2,801.1,861.5,13374100,861.5
2016-12-26,850,850,743.65,762.3,18358400,762.3
2016-12-27,760,797,760,788.45,5970700,788.45
2016-12-28,795.5,842,787,824.6,6649500,824.6
2016-12-29,827.9,836.7,781.35,789.25,5931200,789.25
2016-12-30,791,799.9,772,783.7,3817200,783.7
2017-01-02,794.8,803.85,783.8,797.85,2246700,797.85
2017-01-03,801,811.45,773.65,777.85,2244400,777.85
2017-01-04,781.4,784.8,748.6,752.3,3592600,752.3
2017-01-05,760,772,752.2,764,2766100,764
2017-01-06,764,770,735.2,737.4,3469700,737.4
2017-01-09,733.75,767.05,728.15,734.15,5617200,734.15
2017-01-10,739.7,747,730.5,739.35,2965400,739.35
2017-01-11,744,749.95,738.1,740.1,1664100,740.1
2017-01-12,735.5,742.45,730.2,738.3,1669500,738.3
2017-01-13,739.1,756.5,739,746.2,2252500,746.2
2017-01-16,744,756,737,738,1772100,738
2017-01-17,745,745,732,738.4,1754200,738.4
2017-01-18,737.5,747.4,735.55,739.25,1610600,739.25
2017-01-19,742,743,729,732.2,1272600,732.2
2017-01-20,730,731.95,711,714.4,2245500,714.4
2017-01-23,711,711,684.7,687.05,2931000,687.05
2017-01-24,689,692.5,676.5,683.05,2842000,683.05
2017-01-25,685,686.75,671.5,673.3,3149400,673.3
2017-01-26,673.3,673.3,673.3,673.3,0,673.3
2017-01-27,675,716,675,708.5,3560100,708.5
2017-01-30,709.8,717,700,701.1,2056600,701.1
2017-01-31,702.7,708,693.1,700.1,1262900,700.1
2017-02-01,700,705,691,693.7,962400,693.7
2017-02-02,693.7,742.75,685.05,737.65,3714400,737.65
2017-02-03,744,771.35,735.1,760.35,4003200,760.35
2017-02-06,773,776,731.8,755.3,4132400,755.3
2017-02-07,756.1,763.95,731.5,737.9,1253900,737.9
2017-02-08,739,747.6,734,739.3,741700,739.3
2017-02-09,740.9,759.8,736,757.05,1524900,757.05
2017-02-10,758.8,764.9,746.5,750.1,815700,750.1
2017-02-13,753.1,755,737,740.4,634200,740.4
2017-02-14,743,743,720.8,724.5,1023600,724.5
2017-02-15,728,728,705.1,709.5,839600,709.5
2017-02-16,710.8,734.9,701,733.2,981000,733.2
2017-02-17,740,752.8,730,748.5,1169600,748.5
2017-02-20,751,765,745,756.75,990900,756.75
2017-02-21,759,767.5,751.5,762.4,839400,762.4
2017-02-22,762.8,764.1,744.6,751,687400,751
2017-02-23,752,757.5,746.2,749.55,1331000,749.55
2017-02-24,749.55,749.55,749.55,749.55,0,749.55
2017-02-27,754,779,751.95,767.1,1867200,767.1
2017-02-28,770,773.9,757.8,758.85,800700,758.85
2017-03-01,762.4,782.85,761.4,764.85,1615800,764.85
2017-03-02,768,774.55,749,751.55,996600,751.55
2017-03-03,750.9,760,748.1,758.5,467700,758.5
2017-03-06,761.6,763.9,754.4,757.7,389400,757.7
2017-03-07,759,760.05,750,755,756100,755
2017-03-08,755.95,786.7,755.95,774.45,3371600,774.45
2017-03-09,770.2,787,754,759.9,1454500,759.9
2017-03-10,767.5,767.5,756.3,761.3,540600,761.3
2017-03-13,761.3,761.3,761.3,761.3,0,761.3
2017-03-14,774.9,779,763,771.85,667600,771.85
2017-03-15,772,777.3,765,767.4,318700,767.4
2017-03-16,769.1,779.5,769.1,771.2,580200,771.2
2017-03-17,774,777,762,763.8,545400,763.8
2017-03-20,770,795,764.35,790.65,1390100,790.65
2017-03-21,711.6,711.6,628.6,634.45,20647900,634.45
2017-03-22,620,639.6,611.45,627,9453800,627
2017-03-23,628.85,645,620.2,622.55,5171000,622.55
2017-03-24,628,630.9,622,623.45,1913200,623.45
2017-03-27,633,645,628.05,634.55,4793800,634.55
2017-03-28,637.85,641.85,629,633.1,1638400,633.1
2017-03-29,636.8,638.65,625.1,626.75,1342900,626.75
2017-03-30,628.8,633.6,622,622.95,1482100,622.95
2017-03-31,625.5,629.5,622.55,623.85,943900,623.85
2017-04-03,628,629.9,625.3,627.3,1394400,627.3
2017-04-04,627.3,627.3,627.3,627.3,0,627.3
2017-04-05,629.85,638.65,627.95,631.75,1845700,631.75
2017-04-06,632.85,635.9,626,628.15,944800,628.15
2017-04-07,628.1,632.95,619.05,622.05,1103000,622.05
2017-04-10,656,661,642.2,658.1,5746300,658.1
2017-04-11,661.8,664.15,655.05,659,1917000,659
2017-04-12,658.9,659.75,642,650.7,1243000,650.7
2017-04-13,651.05,656,646.3,648.9,839100,648.9
2017-04-14,648.9,648.9,648.9,648.9,0,648.9
2017-04-17,650,654.5,638.1,639.9,1080400,639.9
2017-04-18,641.9,647,631,632.15,847700,632.15
2017-04-19,634.2,637.2,632,633.35,543900,633.35
2017-04-20,636.4,638,629.5,630.9,497700,630.9
2017-04-21,633.6,637,630,630.85,484700,630.85
