"Date","BPCL.NS.Open","BPCL.NS.High","BPCL.NS.Low","BPCL.NS.Close","BPCL.NS.Volume","BPCL.NS.Adjusted"
2016-10-06,653.7,683.6,652,670.7,3359100,652.2195
2016-10-07,674.9,679.9,656,663.55,1916700,645.2665
2016-10-10,664,666.9,653.3,657.8,1568500,639.6749
2016-10-11,657.8,657.8,657.8,657.8,0,639.6749
2016-10-12,657.8,657.8,657.8,657.8,0,639.6749
2016-10-13,653,670.45,645.9,657.1,3260300,638.9942
2016-10-14,660.95,672.4,659,666.85,1741400,648.4756
2016-10-17,673.8,674.7,656.1,659.1,2027000,640.9391
2016-10-18,661,663.6,646,656.75,1755800,638.6539
2016-10-19,658.05,669.7,655.8,660.6,1825200,642.3978
2016-10-20,661,665,654.05,662.15,1548800,643.9051
2016-10-21,665,671.5,661.7,668.25,1321900,649.837
2016-10-24,669.5,687.95,667.05,686.2,1880500,667.2924
2016-10-25,681.1,687.5,673.3,685.45,1785300,666.5631
2016-10-26,683.4,686.45,670.9,676.05,1908800,657.4221
2016-10-27,669,680.25,665.15,676.6,2285200,657.9569
2016-10-28,673,676.5,666.35,669.05,1877400,650.615
2016-10-31,669.05,669.05,669.05,669.05,0,650.615
2016-11-01,671.05,679.85,667.15,676.15,1506900,657.5194
2016-11-02,670,670,655,660.15,1399900,641.9602
2016-11-03,663.7,664,640.8,644.05,1909500,626.3038
2016-11-04,643,649.4,632,643.5,1885300,625.769
2016-11-07,648,666.5,646.6,660.1,1624300,641.9116
2016-11-08,657,667.9,654.35,660.55,1378500,642.3492
2016-11-09,635,669,626.6,659.95,1900300,641.7657
2016-11-10,658.5,672.95,658.5,664.55,2279500,646.239
2016-11-11,650,660.5,644.95,649.6,2854800,631.7009
2016-11-14,649.6,649.6,649.6,649.6,0,631.7009
2016-11-15,646.3,654.8,621.55,643.6,6595000,625.8662
2016-11-16,650,661.05,629.15,634.15,3657700,616.6766
2016-11-17,635,643.8,621.15,635.5,4539800,617.9894
2016-11-18,636.15,646.75,634,642.55,3661500,624.8451
2016-11-21,646.7,647.5,630.05,633.85,3136000,616.3849
2016-11-22,634.5,644.6,634,640.9,2862400,623.2406
2016-11-23,640,643,624.4,633.9,3069800,616.4335
2016-11-24,628.1,643.9,626.55,638.1,2679500,620.5177
2016-11-25,641,647.3,635.2,639.4,1483800,621.782
2016-11-28,641,663.75,640.05,651.3,4149300,633.354
2016-11-29,653,657.65,642,643.8,2561400,626.0607
2016-11-30,645.5,651,635.6,643.95,25612900,626.2066
2016-12-01,636.8,640,618.55,628.9,3216200,611.5713
2016-12-02,620,624.7,605.45,608.15,4917500,591.393
2016-12-05,604.9,616.95,598.15,604.2,2722100,587.5519
2016-12-06,608,615.95,605.1,612.95,2257500,596.0608
2016-12-07,616,634,615.4,632.15,2675700,614.7317
2016-12-08,641,641.85,632.2,638.05,1782700,620.4691
2016-12-09,637.8,638,625.3,634.65,2156600,617.1629
2016-12-12,627.9,631.8,610,611.85,2132800,594.991
2016-12-13,612.1,631,609.5,628.65,1562100,611.3282
2016-12-14,626.9,633,618.15,620.6,1620600,603.4999
2016-12-15,619.9,630.8,608.4,615.65,2777000,598.6864
2016-12-16,610,616.75,604,611.1,2257000,594.2617
2016-12-19,618.9,623,610.1,611.85,1995500,594.991
2016-12-20,614.4,618.05,609.15,612.05,1922800,595.1855
2016-12-21,611.6,616.35,602.4,613.8,2150400,596.8873
2016-12-22,614.8,615.65,605.9,610.75,841200,593.9214
2016-12-23,609.75,616.25,607.25,610.9,849000,594.0673
2016-12-26,611,611.05,600.4,602.25,815300,585.6556
2016-12-27,603,616.95,601.2,615.55,1109000,598.5891
2016-12-28,616,619.5,610.35,615.15,2335900,598.2002
2016-12-29,615.5,645,614.05,639.65,4990800,622.0251
2016-12-30,635.55,638.45,630,635.5,1558700,617.9894
2017-01-02,640,644.75,637.4,640.5,1126700,622.8516
2017-01-03,644,658,636.6,650.55,3157300,632.6247
2017-01-04,649.8,660.9,641.85,655.45,2785400,637.3897
2017-01-05,654.5,674.45,653,672.7,2480400,654.1644
2017-01-06,671,681,661.55,664.85,1651100,646.5307
2017-01-09,664.25,667.65,651,653.1,1173500,635.1044
2017-01-10,659.75,676,658.3,660.3,1963200,642.1061
2017-01-11,662,666,654.7,660.9,1672900,642.6896
2017-01-12,662,668.7,657.15,659.3,1049000,641.1336
2017-01-13,664.9,664.9,651,657.65,1185400,639.5291
2017-01-16,662.65,671.1,655.6,668.1,1311000,649.6911
2017-01-17,669.95,672.45,662.05,664.95,879000,646.628
2017-01-18,664.1,664.15,650.3,655.45,2106100,637.3897
2017-01-19,657.1,676.7,654.1,673.9,1817800,655.3314
2017-01-20,672,676,662,664.75,1363100,646.4335
2017-01-23,662,682,661.5,677.05,1700400,658.3945
2017-01-24,677,688.2,673.7,682.4,1855400,663.5972
2017-01-25,686,718.3,677.65,711.2,3631000,691.6036
2017-01-26,711.2,711.2,711.2,711.2,0,691.6036
2017-01-27,713,726.8,691.3,704.75,1911200,685.3313
2017-01-30,706.4,708,694.7,704.65,976200,685.2341
2017-01-31,705.5,705.5,677.05,681.65,2274500,662.8678
2017-02-01,682.05,697.2,673.2,692.75,1842900,673.6619
2017-02-02,695,713,694.4,701.9,1594100,682.5598
2017-02-03,701,701.8,688.8,698.6,1632100,679.3507
2017-02-06,703.4,711.3,699,705.35,1210800,685.9147
2017-02-07,707.7,722.95,704.05,716.65,2278900,696.9034
2017-02-08,718.7,727,714.1,720.5,2335000,700.6473
2017-02-09,725,729,721.05,726.85,1978200,706.8223
2017-02-10,733,733,712,715.55,2511300,695.8337
2017-02-13,715,718.9,710.05,714.55,965800,694.8613
2017-02-14,716.7,716.8,686.8,692.05,1815600,672.9812
2017-02-15,692,699.8,668,674.7,3226800,656.1093
2017-02-16,670.55,677.15,662,669.4,3426800,650.9554
2017-02-17,670.6,683.45,665.05,679,1945600,660.2908
2017-02-20,682.5,702,680.05,700.25,1947000,680.9553
2017-02-21,705,717,701.1,703.95,1625600,684.5533
2017-02-22,705,718,703.6,714.3,2467500,694.6181
2017-02-23,715,721.65,706.65,717.65,3012400,697.8759
2017-02-24,717.65,717.65,717.65,717.65,0,697.8759
2017-02-27,714,724.8,700.9,707.7,2186400,688.2
2017-02-28,690,694.9,668,670.05,5014100,670.05
2017-03-01,675,676.9,653.4,659.45,3655200,659.45
2017-03-02,661.95,665.4,630.85,635.15,5939500,635.15
2017-03-03,633.9,635.4,615.25,632.8,7891400,632.8
2017-03-06,637.3,643.4,632.4,637.55,3298600,637.55
2017-03-07,641,648.7,638.8,645.9,2302700,645.9
2017-03-08,645.5,650.35,630.1,639,2149000,639
2017-03-09,644.15,644.4,630.45,632,2103600,632
2017-03-10,635.9,636.95,620.1,623.35,2435400,623.35
2017-03-13,623.35,623.35,623.35,623.35,0,623.35
2017-03-14,636,641,629,636.7,3122000,636.7
2017-03-15,635.25,643.85,632.85,636.5,1504200,636.5
2017-03-16,639,649.4,637.05,647.75,1874800,647.75
2017-03-17,650,650,638.05,642.1,2234600,642.1
2017-03-20,640,648,635.35,643.6,1194200,643.6
2017-03-21,642,649,633.8,641.9,1860300,641.9
2017-03-22,636.65,648.5,628.05,645,1964100,645
2017-03-23,655,660,648.1,655.05,3828800,655.05
2017-03-24,650,652,645.1,649.7,1835100,649.7
2017-03-27,649.8,653.9,640.95,643.15,1863300,643.15
2017-03-28,641.5,648.4,640,645.95,1141700,645.95
2017-03-29,647.5,650.5,641.05,643.1,1387900,643.1
2017-03-30,643.1,646.5,638.45,640.65,3104200,640.65
2017-03-31,644,658,642.05,649.85,2458300,649.85
2017-04-03,649,649.55,636.6,638.4,1008800,638.4
2017-04-04,638.4,638.4,638.4,638.4,0,638.4
2017-04-05,643.2,643.3,631.2,637.75,3364400,637.75
2017-04-06,637.8,647.6,632.5,646.2,1842200,646.2
2017-04-07,643,679.5,642.55,675.35,5260300,675.35
2017-04-10,680,704.85,680,700.3,5161000,700.3
2017-04-11,703.9,713.6,700.2,710.4,3565900,710.4
2017-04-12,713.4,721.65,698.25,717.3,2189800,717.3
2017-04-13,720.85,741.95,711.05,731.1,3211300,731.1
2017-04-14,731.1,731.1,731.1,731.1,0,731.1
2017-04-17,729,738,718.65,723.75,1544600,723.75
2017-04-18,725.5,736.55,722.15,724.2,1743500,724.2
2017-04-19,723.4,731.7,711.7,722.9,1830600,722.9
2017-04-20,725.25,729.85,720,721.3,1233200,721.3
2017-04-21,724.45,727.35,713.2,715.8,1212200,715.8
