"Date","RPOWER.NS.Open","RPOWER.NS.High","RPOWER.NS.Low","RPOWER.NS.Close","RPOWER.NS.Volume","RPOWER.NS.Adjusted"
2016-09-27,51.45,51.95,51.05,51.15,1662100,51.15
2016-09-28,51.25,51.85,51,51.45,2795200,51.45
2016-09-29,51.6,51.9,46.35,46.85,5530000,46.85
2016-09-30,46.7,47.85,46.2,47.65,4153600,47.65
2016-10-03,48,48.8,47.55,48.65,2957600,48.65
2016-10-04,48.7,48.8,48.2,48.65,1786400,48.65
2016-10-05,48.8,49.3,48.4,48.6,1888600,48.6
2016-10-06,48.65,49.2,47.7,47.95,2638500,47.95
2016-10-07,47.8,48.4,47.55,48.05,2766400,48.05
2016-10-10,48.2,48.65,47.9,48.05,958100,48.05
2016-10-11,48.05,48.05,48.05,48.05,0,48.05
2016-10-12,48.05,48.05,48.05,48.05,0,48.05
2016-10-13,47.95,47.95,46.25,46.6,3896500,46.6
2016-10-14,46.8,47.35,46.65,47.1,1514600,47.1
2016-10-17,47.15,47.5,46.1,46.5,1816800,46.5
2016-10-18,46.8,47.45,46.6,47.3,1863200,47.3
2016-10-19,47.35,47.95,47.2,47.85,1918500,47.85
2016-10-20,48.05,48.8,47.8,48.7,3841700,48.7
2016-10-21,48.5,48.65,48.15,48.4,1050600,48.4
2016-10-24,48.6,49.1,48,48.45,1936800,48.45
2016-10-25,48.45,48.7,47.9,48.15,1124500,48.15
2016-10-26,47.8,48.5,47.4,47.6,2010300,47.6
2016-10-27,47.5,47.7,46.6,46.8,8675300,46.8
2016-10-28,46.85,47.35,46.8,47.1,1677100,47.1
2016-10-31,47.1,47.1,47.1,47.1,0,47.1
2016-11-01,47.15,47.7,46.85,47.1,1537900,47.1
2016-11-02,46.7,46.8,46,46.15,2878200,46.15
2016-11-03,46.05,46.55,45.5,45.8,2141100,45.8
2016-11-04,45.8,45.9,43.8,43.95,3824700,43.95
2016-11-07,44.65,44.75,44.3,44.55,1279800,44.55
2016-11-08,44.7,45.3,44.35,44.7,3103700,44.7
2016-11-09,41.95,43.1,40.2,42.8,7239500,42.8
2016-11-10,44,44.75,43.55,44.4,2176800,44.4
2016-11-11,43,44.05,43,43.3,3006200,43.3
2016-11-14,43.3,43.3,43.3,43.3,0,43.3
2016-11-15,43,43.3,41,41.3,3277400,41.3
2016-11-16,41.65,42.5,40.2,40.4,2535900,40.4
2016-11-17,40.55,40.8,40.15,40.3,2124200,40.3
2016-11-18,40.7,40.85,40,40.5,1770300,40.5
2016-11-21,40.55,40.85,39.3,39.5,2493400,39.5
2016-11-22,39.85,40.05,38.9,39.4,2859700,39.4
2016-11-23,39.8,39.95,39.15,39.6,2122400,39.6
2016-11-24,39.4,41.5,38.05,38.65,7200600,38.65
2016-11-25,38.65,39.5,38.45,39.4,2591600,39.4
2016-11-28,39.4,40.75,39.3,40.6,2883700,40.6
2016-11-29,40.75,41.55,40.6,41.2,2298900,41.2
2016-11-30,41.25,41.75,41.15,41.7,1309800,41.7
2016-12-01,41.75,42.15,40.3,40.45,2817400,40.45
2016-12-02,40.4,41.7,40.05,41,2657800,41
2016-12-05,41.4,41.8,40.45,41.4,2609200,41.4
2016-12-06,41.4,42.35,40.7,42.1,2221800,42.1
2016-12-07,42.25,43.05,41.8,42.05,2686800,42.05
2016-12-08,42.35,43,42.35,42.6,2163500,42.6
2016-12-09,43.1,43.2,42.5,42.85,2176000,42.85
2016-12-12,42.8,42.8,42.05,42.35,1505700,42.35
2016-12-13,42.4,42.55,42.1,42.25,1263300,42.25
2016-12-14,42.15,42.55,41.7,41.9,1854200,41.9
2016-12-15,41.3,42.55,41.15,42.25,2507000,42.25
2016-12-16,42.35,42.35,41.5,41.7,1681700,41.7
2016-12-19,41.7,43.2,41.5,42.75,3049100,42.75
2016-12-20,42.95,42.95,41.3,41.5,1908700,41.5
2016-12-21,41.8,42.75,41.6,42.25,2512500,42.25
2016-12-22,42,42.35,41.2,41.4,1407200,41.4
2016-12-23,41.2,41.7,40.75,41.2,2144700,41.2
2016-12-26,40.9,41.2,39.35,39.5,2276300,39.5
2016-12-27,39.5,40.2,39.2,40.1,1225900,40.1
2016-12-28,40.1,40.7,39.95,40.1,1476900,40.1
2016-12-29,40,40.65,40,40.4,3683500,40.4
2016-12-30,40.7,42,40.5,41.2,2041800,41.2
2017-01-02,41.2,42.05,41.1,41.9,1391400,41.9
2017-01-03,41.95,42.2,41.7,41.95,1437800,41.95
2017-01-04,42,42.6,41.9,42.45,2349000,42.45
2017-01-05,42.75,43.4,42.35,43.3,2061100,43.3
2017-01-06,43.35,44.25,43.15,43.9,2511500,43.9
2017-01-09,44,44.25,43.4,43.8,1486000,43.8
2017-01-10,44.1,44.15,43.6,43.9,1259200,43.9
2017-01-11,44,44.65,43.8,44.5,2132300,44.5
2017-01-12,44.5,45.75,43.95,45.25,4787600,45.25
2017-01-13,46,46,44.55,44.8,2377700,44.8
2017-01-16,44.8,44.8,44.2,44.35,1084100,44.35
2017-01-17,44.2,44.7,43.6,44.05,1798000,44.05
2017-01-18,44.15,44.65,43.95,44.2,1302100,44.2
2017-01-19,44.3,44.55,43.8,44.45,1413100,44.45
2017-01-20,44.4,44.7,43.25,43.5,1888900,43.5
2017-01-23,43.2,44,43.2,43.7,969100,43.7
2017-01-24,43.8,44.15,43.7,44.05,801000,44.05
2017-01-25,44.15,44.3,43.65,44,1743000,44
2017-01-26,44,44,44,44,0,44
2017-01-27,44.1,45.2,43.95,44.45,2889300,44.45
2017-01-30,44.1,46.4,43.95,45.55,4263400,45.55
2017-01-31,45.5,46.2,44.6,44.8,4653400,44.8
2017-02-01,44.8,45.5,43.7,45.3,3598000,45.3
2017-02-02,45.3,45.6,44.85,45.1,2518300,45.1
2017-02-03,45,47.15,44.95,46.1,4307900,46.1
2017-02-06,46.7,46.7,46.05,46.5,1858000,46.5
2017-02-07,46.5,46.7,45.45,45.9,2909500,45.9
2017-02-08,46.25,46.4,45.65,46.05,2607000,46.05
2017-02-09,46.4,46.7,45.15,45.65,2981600,45.65
2017-02-10,45.7,46.1,45.1,45.3,1572200,45.3
2017-02-13,45.3,45.6,43.3,43.95,3900400,43.95
2017-02-14,43.9,44.35,43.55,44.15,2209600,44.15
2017-02-15,44.1,44.2,42.75,43,1871900,43
2017-02-16,43,43.55,42.65,43.4,1534900,43.4
2017-02-17,43.55,44.3,43.35,44,1946000,44
2017-02-20,44.1,45.1,43.95,44.95,1758200,44.95
2017-02-21,45.05,45.4,44.55,45.2,1778300,45.2
2017-02-22,45.2,46.9,45.2,46.15,5417500,46.15
2017-02-23,46.05,46.6,45.65,46,5593300,46
2017-02-24,46,46,46,46,0,46
2017-02-27,46,47.8,45.9,46.7,5205300,46.7
2017-02-28,46.75,47.9,46.5,47.5,3826800,47.5
2017-03-01,47.6,47.85,47.2,47.4,1775100,47.4
2017-03-02,47.5,47.7,45.7,45.85,2034000,45.85
2017-03-03,45.6,46.25,45.45,46.15,1688400,46.15
2017-03-06,46.25,47.15,46.05,46.9,1937200,46.9
2017-03-07,47.6,48.85,47.3,47.5,5998300,47.5
2017-03-08,47.55,47.75,46,46.15,2546200,46.15
2017-03-09,46.05,46.45,45.6,45.95,2072000,45.95
2017-03-10,46.1,47.15,46,46.2,3422700,46.2
2017-03-13,46.2,46.2,46.2,46.2,0,46.2
2017-03-14,47.9,47.9,46.85,47.05,3594800,47.05
2017-03-15,47.1,47.6,46.75,46.85,2304800,46.85
2017-03-16,47.25,48.9,47.15,48.7,5026900,48.7
2017-03-17,48.7,48.9,47.4,47.8,3383100,47.8
2017-03-20,47.8,48.6,47.5,48.15,3026600,48.15
2017-03-21,48.3,48.45,47.5,47.95,2839700,47.95
2017-03-22,47.3,47.75,47.05,47.25,1800900,47.25
2017-03-23,47.3,48.3,47.3,47.95,2906900,47.95
2017-03-24,48.15,48.65,48,48.15,3452900,48.15
2017-03-27,48.1,48.15,47.25,47.6,2002300,47.6
2017-03-28,47.6,48.35,47.6,47.9,1911500,47.9
2017-03-29,48.5,48.5,47.85,48,2061800,48
2017-03-30,48.25,48.25,47.6,47.75,11573400,47.75
2017-03-31,48.05,48.35,47.9,48.1,2207700,48.1
2017-04-03,48.3,50.15,48.15,49.75,6926500,49.75
2017-04-04,49.75,49.75,49.75,49.75,0,49.75
2017-04-05,50,50.8,49.8,50.25,4857500,50.25
2017-04-06,50,50.15,49.55,49.9,2275200,49.9
2017-04-07,49.7,50.3,48.7,48.9,2618500,48.9
2017-04-10,49.45,49.55,48.7,49,2536400,49
2017-04-11,49.25,49.75,48,49.4,5018200,49.4
2017-04-12,49.4,49.4,47.75,48,2946400,48
2017-04-13,48,48.4,47.15,47.45,3371300,47.45
2017-04-14,47.45,47.45,47.45,47.45,0,47.45
2017-04-17,48.2,48.5,47.05,47.85,5181700,47.85
2017-04-18,48,49.25,46.6,46.95,4528300,46.95
2017-04-19,46.8,47.5,46.5,47,2364700,47
2017-04-20,47.15,47.4,45.45,47.3,4889800,47.3
2017-04-21,47.35,48,47.05,47.25,2339900,47.25
