"Date","HAVELLS.NS.Open","HAVELLS.NS.High","HAVELLS.NS.Low","HAVELLS.NS.Close","HAVELLS.NS.Volume","HAVELLS.NS.Adjusted"
2016-10-10,447.05,452,445.65,447.25,523800,447.25
2016-10-11,447.25,447.25,447.25,447.25,0,447.25
2016-10-12,447.25,447.25,447.25,447.25,0,447.25
2016-10-13,446,446,435.45,439.4,1641200,439.4
2016-10-14,443.45,444,436.45,441.85,849700,441.85
2016-10-17,442,443.5,421.9,423.1,1323500,423.1
2016-10-18,425.1,434.5,422.25,431.85,3415600,431.85
2016-10-19,432,434,408,409.15,6376300,409.15
2016-10-20,411,414.4,406,408.6,1460600,408.6
2016-10-21,408,416,408,412.4,1111600,412.4
2016-10-24,413.4,415.6,406.7,408,758600,408
2016-10-25,407.1,411.2,407.1,407.95,645000,407.95
2016-10-26,407.05,410.9,401.75,405.45,971100,405.45
2016-10-27,405.05,410,400.8,407.75,1465900,407.75
2016-10-28,411,411.4,405.3,407.1,450300,407.1
2016-10-31,407.1,407.1,407.1,407.1,0,407.1
2016-11-01,406,410.9,404.4,407.3,742000,407.3
2016-11-02,406,414,399.15,408.75,1281600,408.75
2016-11-03,407.3,409.4,391.4,395.75,1262200,395.75
2016-11-04,394.5,397.4,380.45,386.15,905700,386.15
2016-11-07,388,399.4,387.85,392.3,843000,392.3
2016-11-08,394,395.65,387.1,394.3,580200,394.3
2016-11-09,368,386.5,351.65,375.1,2819900,375.1
2016-11-10,385,392.45,374.55,378.2,1469300,378.2
2016-11-11,378,378,351.7,354.75,2120300,354.75
2016-11-14,354.75,354.75,354.75,354.75,0,354.75
2016-11-15,356,356,324.8,327.1,2348100,327.1
2016-11-16,332,335,318,325.4,2450600,325.4
2016-11-17,327.8,337.4,320.1,327.4,1319500,327.4
2016-11-18,328,333,316.05,319.95,1077300,319.95
2016-11-21,319.5,320.4,302.8,311.4,2185600,311.4
2016-11-22,311.55,317.25,305.25,315.4,1149600,315.4
2016-11-23,316.3,334.8,314.75,327.4,1861000,327.4
2016-11-24,327,342.35,323.3,334.7,3235100,334.7
2016-11-25,331.25,335,328.65,332.35,1309300,332.35
2016-11-28,331.4,337,327,334.15,907300,334.15
2016-11-29,337,347.9,332,343.65,1726800,343.65
2016-11-30,345.6,347.9,339.55,344.35,2253600,344.35
2016-12-01,345.45,347.75,333.4,334.85,653000,334.85
2016-12-02,331.95,341.8,331,333.85,655800,333.85
2016-12-05,334,342.3,331.5,337.2,655300,337.2
2016-12-06,340.7,340.85,330.6,332.1,722900,332.1
2016-12-07,331.1,334,327.1,330.65,729400,330.65
2016-12-08,334,354.9,331.5,352.35,2290700,352.35
2016-12-09,353.45,354,345.15,348.85,708600,348.85
2016-12-12,348,348,336.4,338.3,694600,338.3
2016-12-13,339.1,340,333.6,337.45,724300,337.45
2016-12-14,339.7,343.6,336.1,337.45,562000,337.45
2016-12-15,334.7,342.5,332.4,335.85,830100,335.85
2016-12-16,337,338,320,321.95,1590600,321.95
2016-12-19,321,328.9,320.55,325.35,812800,325.35
2016-12-20,325.35,326.4,315.45,319.15,917200,319.15
2016-12-21,320.5,324.55,318.1,322.1,570900,322.1
2016-12-22,322.1,324.35,316.45,321.8,742800,321.8
2016-12-23,321,328.8,317.65,325.55,728800,325.55
2016-12-26,327.5,329,312.65,313.55,985500,313.55
2016-12-27,313.65,323.5,310.55,322.05,989100,322.05
2016-12-28,323.25,327.8,319.25,320.15,571000,320.15
2016-12-29,321.2,330,320.65,328.35,804200,328.35
2016-12-30,331,343.45,330.1,342.25,1848400,342.25
2017-01-02,345.9,345.9,337,341.85,753700,341.85
2017-01-03,343,345.35,340,342.85,596000,342.85
2017-01-04,342.95,355.3,342.25,351.15,1529000,351.15
2017-01-05,353,361.5,345,359.55,2533700,359.55
2017-01-06,361.8,367.6,359,360.8,1869400,360.8
2017-01-09,360.8,365.95,358.35,364.7,743900,364.7
2017-01-10,367.95,369.7,363.9,367.55,890300,367.55
2017-01-11,369,372,364.25,370.45,729400,370.45
2017-01-12,371.9,372.4,362.1,363.95,804700,363.95
2017-01-13,364.5,373.7,364.5,371.6,1444500,371.6
2017-01-16,374,382.85,371.1,381.4,1911000,381.4
2017-01-17,381.4,386.85,370.3,372.85,6730200,372.85
2017-01-18,372.8,381.05,365.4,379.3,4042500,379.3
2017-01-19,380,389,375.85,387.75,2370300,387.75
2017-01-20,387,404.7,387,401.2,5887000,401.2
2017-01-23,402.4,413,401.5,410.25,2060500,410.25
2017-01-24,413.7,414.8,407.85,412.8,1506500,412.8
2017-01-25,413.9,426.6,412.6,423.85,2008500,423.85
2017-01-26,423.85,423.85,423.85,423.85,0,423.85
2017-01-27,424,432.2,419.05,423.5,3373100,423.5
2017-01-30,424,424,417.25,420.85,882600,420.85
2017-01-31,419.5,422.8,415.1,420.05,1222700,420.05
2017-02-01,421.7,428.5,416.2,427,962300,427
2017-02-02,425.5,426.75,420.1,422.65,877400,422.65
2017-02-03,420.2,425.3,418.25,421.2,556500,421.2
2017-02-06,422,437.7,421.55,435,1367900,435
2017-02-07,438.9,441.45,434.5,438.2,1138800,438.2
2017-02-08,440,443.65,430.9,441.7,1014100,441.7
2017-02-09,443.5,446,436.2,439.75,1086400,439.75
2017-02-10,442.5,442.5,435.2,439.45,423600,439.45
2017-02-13,438.5,438.5,430.1,435.15,635300,435.15
2017-02-14,435,435.75,425.05,427.65,993700,427.65
2017-02-15,428.2,431.55,417.5,418.9,872600,418.9
2017-02-16,419,434.5,419,431.3,1276200,431.3
2017-02-17,433.9,435.25,421.9,426.35,1361100,426.35
2017-02-20,422.7,426,408.2,413.2,5044800,413.2
2017-02-21,412,424,409.55,419.25,2257000,419.25
2017-02-22,419.5,421,406.8,412.55,2591500,412.55
2017-02-23,413.25,418,405.85,409.2,2842900,409.2
2017-02-24,409.2,409.2,409.2,409.2,0,409.2
2017-02-27,409.4,409.9,401.15,402.65,994200,402.65
2017-02-28,402.9,407.85,396.25,406.1,2222900,406.1
2017-03-01,407.8,412.8,405.6,410.35,2584600,410.35
2017-03-02,410.9,431.9,410.9,420.9,6821500,420.9
2017-03-03,422.35,424.2,413.6,422.05,1613500,422.05
2017-03-06,422.95,426.65,420.6,423.6,874900,423.6
2017-03-07,423.3,427,421.9,423.35,899800,423.35
2017-03-08,422,425.4,416.7,423.95,777600,423.95
2017-03-09,425.85,429.5,421.8,423.6,883300,423.6
2017-03-10,426.75,428.6,420.1,422.05,540900,422.05
2017-03-13,422.05,422.05,422.05,422.05,0,422.05
2017-03-14,427.95,429.05,421.25,423.2,570600,423.2
2017-03-15,423.75,434,421.25,432.4,1106500,432.4
2017-03-16,432.95,437.85,432.5,436.1,684800,436.1
2017-03-17,436.6,444,436.1,442.7,1292400,442.7
2017-03-20,444.95,449,442.85,447.55,1061000,447.55
2017-03-21,447.9,453.4,444.15,451.85,1454500,451.85
2017-03-22,448.5,451.8,445,450.05,962400,450.05
2017-03-23,451.85,455.85,450,453.5,731000,453.5
2017-03-24,454.6,454.6,443.35,446.4,757600,446.4
2017-03-27,447.5,452,444.4,449.15,415100,449.15
2017-03-28,448.7,452.35,447.05,450.35,535700,450.35
2017-03-29,451.9,464.4,444.65,460.85,1278900,460.85
2017-03-30,464,474.5,463,471,2556200,471
2017-03-31,472,472.4,462.45,465.75,941900,465.75
2017-04-03,467,470.85,464.4,468.8,574300,468.8
2017-04-04,468.8,468.8,468.8,468.8,0,468.8
2017-04-05,472.8,472.8,464,468.75,1138100,468.75
2017-04-06,468.4,468.4,459.8,462.95,1159000,462.95
2017-04-07,461.9,478.5,459.2,471.35,1709400,471.35
2017-04-10,475,475.75,466,472.35,886800,472.35
2017-04-11,473,483.4,470.9,481.15,1000600,481.15
2017-04-12,478,491.2,476,489.25,1611500,489.25
2017-04-13,488.25,493.6,483.8,486.15,608700,486.15
2017-04-14,486.15,486.15,486.15,486.15,0,486.15
2017-04-17,486.1,489.6,484,487.45,331000,487.45
2017-04-18,488,491,478.65,482.75,569300,482.75
2017-04-19,481.1,489.5,480.15,485.5,551700,485.5
2017-04-20,481.15,499.45,480.8,492.85,1077700,492.85
2017-04-21,497,497,486.65,490.6,511700,490.6
