"Date","CIPLA.NS.Open","CIPLA.NS.High","CIPLA.NS.Low","CIPLA.NS.Close","CIPLA.NS.Volume","CIPLA.NS.Adjusted"
2016-08-09,537.79999,540,530.15002,532.95001,886500,531.11382
2016-08-10,532.5,533.95001,519.5,521.25,809800,519.45412
2016-08-11,521.5,525.5,517.90002,523.95001,761500,522.14483
2016-08-12,524,526.40002,512.09998,515.95001,2124800,514.1724
2016-08-15,515.95001,515.95001,515.95001,515.95001,0,514.1724
2016-08-16,510.20001,557.54999,510.20001,554.15002,8817500,552.2408
2016-08-17,552,564,547.20001,549.84998,3819700,547.95556
2016-08-18,553.70001,557.5,548,552.65002,1434400,550.74596
2016-08-19,552.84998,560.54999,552.5,556.79999,1598100,554.88163
2016-08-22,557,564.90002,552.29999,557.59998,1218700,555.67886
2016-08-23,557.59998,557.75,552.04999,555.65002,874700,553.73563
2016-08-24,559.79999,572,553.84998,567.20001,2340200,565.24582
2016-08-25,570,574.54999,560,562.90002,3471400,560.96065
2016-08-26,567.5,571.70001,562.34998,567.25,2196000,565.29564
2016-08-29,568.29999,570.34998,562.90002,568,1085800,566.04305
2016-08-30,570,581.45001,567.70001,576.09998,1075700,574.11512
2016-08-31,581.04999,587.5,570,572.95001,3596200,570.97601
2016-09-01,575,581.29999,571,579.15002,960400,577.15466
2016-09-02,580.29999,581.09998,571.5,577.95001,880400,575.95879
2016-09-05,577.95001,577.95001,577.95001,577.95001,0,575.95879
2016-09-06,585,586.29999,576,578.59998,1189200,576.60651
2016-09-07,580.04999,585.95001,575.09998,580.75,1786500,578.74913
2016-09-08,581.20001,598.40002,581.20001,595.15002,1573200,593.09954
2016-09-09,595.09998,595.59998,578,580.5,1513900,578.49999
2016-09-12,572.20001,579.20001,562.29999,570.09998,1296100,570.09998
2016-09-13,570.09998,570.09998,570.09998,570.09998,0,570.09998
2016-09-14,570,583.70001,569.79999,577.5,1579400,577.5
2016-09-15,579,591,576.84998,585.40002,1294100,585.40002
2016-09-16,587.09998,596,586.09998,593.54999,2145800,593.54999
2016-09-19,594.90002,600,593.25,597.79999,1213700,597.79999
2016-09-20,598.70001,607.5,596,602.84998,2209600,602.84998
2016-09-21,602.84998,607,597.09998,601.34998,1578400,601.34998
2016-09-22,605,610.95001,603.90002,609.09998,1926700,609.09998
2016-09-23,609,617.79999,604.70001,611.54999,1225500,611.54999
2016-09-26,609,615,603,604.5,1796200,604.5
2016-09-27,604,610.29999,601.84998,607.20001,1443900,607.20001
2016-09-28,608.70001,612.40002,602.25,605.79999,1561000,605.79999
2016-09-29,608,611,585.75,602.84998,2252400,602.84998
2016-09-30,601.84998,603.90002,562.25,580.04999,6967800,580.04999
2016-10-03,584.70001,591.70001,582.20001,588.84998,1146600,588.84998
2016-10-04,590.29999,603.84998,590.29999,597.79999,1656800,597.79999
2016-10-05,600,600.15002,590,591.65002,961500,591.65002
2016-10-06,592.5,596.79999,576.84998,578.79999,1504700,578.79999
2016-10-07,578.84998,583.40002,566.5,570.04999,1317500,570.04999
2016-10-10,570.25,584.40002,570.25,580.65002,929900,580.65002
2016-10-11,580.65002,580.65002,580.65002,580.65002,0,580.65002
2016-10-12,580.65002,580.65002,580.65002,580.65002,0,580.65002
2016-10-13,596.95001,599,580.5,582,3834700,582
2016-10-14,584.75,590,583,587,1054500,587
2016-10-17,589,592.04999,583.65002,586,1344900,586
2016-10-18,587,594,582.25,592.75,1213100,592.75
2016-10-19,591.20001,598.79999,591.20001,596.34998,1001400,596.34998
2016-10-20,596.5,600.5,593.79999,596.59998,913300,596.59998
2016-10-21,597.5,597.5,570,583.25,1792700,583.25
2016-10-24,585,594.40002,582,584.70001,992000,584.70001
2016-10-25,586,594.5,582.70001,584.5,831900,584.5
2016-10-26,583,584.90002,575.15002,577.65002,814100,577.65002
2016-10-27,578,588,570.5,585.75,779100,585.75
2016-10-28,585.5,586.84998,573.70001,575.15002,911100,575.15002
2016-10-31,575.15002,575.15002,575.15002,575.15002,0,575.15002
2016-11-01,579.45001,579.45001,570.09998,571.75,880800,571.75
2016-11-02,569.95001,569.95001,557.54999,560.09998,806300,560.09998
2016-11-03,556,563.79999,556,560,701500,560
2016-11-04,556.09998,565.5,538,544.70001,1517300,544.70001
2016-11-07,549.5,555.75,544,545.75,939400,545.75
2016-11-08,549.70001,550.90002,530.20001,535.29999,1015500,535.29999
2016-11-09,512.09998,532,486.54999,526.29999,3810900,526.29999
2016-11-10,545,568,545,563.70001,3982700,563.70001
2016-11-11,559.70001,564,545.25,547.95001,1232500,547.95001
2016-11-14,547.95001,547.95001,547.95001,547.95001,0,547.95001
2016-11-15,547.59998,561.04999,528.59998,552.40002,1505300,552.40002
2016-11-16,562,564.84998,535.5,538.15002,1169200,538.15002
2016-11-17,539,549.34998,536.09998,545.70001,924100,545.70001
2016-11-18,541.20001,555.65002,541.20001,550.95001,1214000,550.95001
2016-11-21,550,555.34998,542.09998,545.09998,1056700,545.09998
2016-11-22,547.09998,559.34998,543.5,550.5,1300500,550.5
2016-11-23,554.90002,559.40002,547.15002,552.79999,1520900,552.79999
2016-11-24,551.40002,558.29999,545.04999,553.65002,1816600,553.65002
2016-11-25,557,569.95001,548.5,565.04999,1022600,565.04999
2016-11-28,569.29999,577,568.04999,570.54999,1224000,570.54999
2016-11-29,573,573.95001,564.29999,569.15002,832400,569.15002
2016-11-30,570,573.25,563.5,566.59998,1366300,566.59998
2016-12-01,567,579.84998,566.09998,568.20001,1064200,568.20001
2016-12-02,566,573.90002,566,571.20001,984500,571.20001
2016-12-05,573.5,581.40002,571.34998,573,1158100,573
2016-12-06,575,580.45001,570.95001,574.84998,779900,574.84998
2016-12-07,577.45001,577.59998,569.40002,570.84998,694500,570.84998
2016-12-08,573.5,583.90002,570.20001,582.75,1177400,582.75
2016-12-09,586,586,576.45001,578.90002,539300,578.90002
2016-12-12,576.40002,582,572.59998,574.79999,848000,574.79999
2016-12-13,574.09998,581.20001,570.5,578.84998,553300,578.84998
2016-12-14,579,579.65002,564.25,568,585600,568
2016-12-15,568,576.54999,559.09998,563.15002,1032400,563.15002
2016-12-16,562.90002,569.90002,561.34998,566.20001,665500,566.20001
2016-12-19,565,574.5,561.40002,569.15002,997700,569.15002
2016-12-20,572.84998,573.79999,562,563.09998,873000,563.09998
2016-12-21,565,567.40002,561.90002,562.79999,743800,562.79999
2016-12-22,562.29999,565.95001,560,561.40002,1870500,561.40002
2016-12-23,561,589.15002,552,582.29999,2585800,582.29999
2016-12-26,581.29999,581.29999,548.09998,554.95001,2106300,554.95001
2016-12-27,559,566.20001,555.15002,563.65002,1063400,563.65002
2016-12-28,567,572,560.79999,562.40002,743200,562.40002
2016-12-29,563.09998,569,562.75,564.84998,985900,564.84998
2016-12-30,565.59998,573.45001,565.59998,568.79999,673900,568.79999
2017-01-02,569.75,572.45001,563.25,566,520100,566
2017-01-03,566.79999,576.79999,562,573.65002,626800,573.65002
2017-01-04,572.95001,576,567.5,568.25,729300,568.25
2017-01-05,570.20001,581.5,569.29999,579.84998,919500,579.84998
2017-01-06,580.04999,591,577.20001,582.84998,851700,582.84998
2017-01-09,583.54999,588.95001,574.90002,576.70001,545900,576.70001
2017-01-10,577.5,582.90002,573.59998,574.90002,430600,574.90002
2017-01-11,576.95001,579,569.5,576.95001,543700,576.95001
2017-01-12,573.95001,587.79999,567.29999,586.25,1086000,586.25
2017-01-13,587,589.09998,579.45001,583.40002,557000,583.40002
2017-01-16,577.40002,592,577.40002,588.79999,634500,588.79999
2017-01-17,590.5,592,581.20001,587.25,737900,587.25
2017-01-18,588.79999,593.40002,577.34998,580.79999,591400,580.79999
2017-01-19,582.29999,587.40002,573.34998,580.34998,772600,580.34998
2017-01-20,583.79999,592.5,574.40002,577.59998,1100500,577.59998
2017-01-23,574.45001,583.45001,573,575.75,1197300,575.75
2017-01-24,574.70001,581.29999,574.09998,579.90002,527000,579.90002
2017-01-25,581.25,588.84998,577.65002,585.65002,888900,585.65002
2017-01-26,585.65002,585.65002,585.65002,585.65002,0,585.65002
2017-01-27,584.70001,591.40002,579.45001,580.15002,622100,580.15002
2017-01-30,578.70001,584.54999,577.15002,582.25,589500,582.25
2017-01-31,581.54999,583,572.59998,575.34998,712900,575.34998
2017-02-01,573,579.25,566.29999,572.15002,873300,572.15002
2017-02-02,575,587,567.04999,584.34998,1033100,584.34998
2017-02-03,584.29999,611.5,580.40002,607.90002,2491000,607.90002
2017-02-06,610.34998,621.25,599.09998,601.59998,2513800,601.59998
2017-02-07,601.79999,608,594.59998,597.54999,1084800,597.54999
2017-02-08,600,609,597.75,603.20001,2122200,603.20001
2017-02-09,611,611.54999,584.45001,587.65002,4192700,587.65002
2017-02-10,592,593.75,576.79999,579.95001,1485200,579.95001
2017-02-13,582.70001,585.40002,576.04999,582.65002,946900,582.65002
2017-02-14,582,586.59998,574.09998,576.04999,816700,576.04999
2017-02-15,577.5,578.65002,571.15002,574.25,1441900,574.25
2017-02-16,575,585.40002,574.5,584.59998,1156800,584.59998
2017-02-17,585.90002,596.45001,580.65002,593.25,1209200,593.25
2017-02-20,593.20001,597.75,582,592.75,1008000,592.75
2017-02-21,591.90002,595,588.5,593.09998,712000,593.09998
2017-02-22,592.20001,592.90002,586,589.25,942700,589.25
2017-02-23,589.29999,594.20001,586.04999,592.40002,1263800,592.40002
2017-02-24,592.40002,592.40002,592.40002,592.40002,0,592.40002
2017-02-27,592,594.90002,581.34998,585.25,867600,585.25
2017-02-28,587.70001,592.79999,582.59998,583.70001,749800,583.70001
2017-03-01,585.70001,592.90002,584.20001,586.29999,808000,586.29999
2017-03-02,588.29999,591.95001,586.40002,589.25,1571500,589.25
2017-03-03,588.95001,596.70001,585,588.59998,759400,588.59998
2017-03-06,592,595,588.20001,590.09998,943400,590.09998
2017-03-07,591.70001,591.70001,586.09998,588.04999,475200,588.04999
2017-03-08,591.75,593.34998,583.04999,591.84998,1055400,591.84998
2017-03-09,588.79999,593.45001,585.25,589.20001,690600,589.20001
2017-03-10,589.20001,591.5,587.04999,589.09998,558400,589.09998
2017-03-13,589.09998,589.09998,589.09998,589.09998,0,589.09998
2017-03-14,597,601.5,590.34998,600.20001,1324700,600.20001
2017-03-15,602,605.84998,598.54999,600.20001,1479300,600.20001
2017-03-16,605.09998,605.90002,598.04999,601.40002,852000,601.40002
2017-03-17,604.5,604.5,594.25,597.29999,2189700,597.29999
2017-03-20,597.5,601.5,593.45001,596.29999,1027000,596.29999
2017-03-21,598.5,598.5,590.29999,591.84998,861600,591.84998
2017-03-22,588.90002,598.45001,587.90002,595.20001,1018300,595.20001
2017-03-23,595.79999,598.20001,582.20001,596.25,1555800,596.25
2017-03-24,595,598.25,591.5,593.95001,930100,593.95001
2017-03-27,597,597,590,592.09998,1038400,592.09998
2017-03-28,592,596,591.45001,594.15002,772600,594.15002
2017-03-29,595,596.54999,591.90002,593.15002,1047800,593.15002
2017-03-30,594.5,600.84998,591.79999,598.34998,2096300,598.34998
2017-03-31,598,598.90002,591,592.95001,2242600,592.95001
2017-04-03,595.29999,595.29999,590.09998,592.65002,758000,592.65002
2017-04-04,592.65002,592.65002,592.65002,592.65002,0,592.65002
2017-04-05,600,603.90002,590.45001,593.04999,1926000,593.04999
2017-04-06,591.5,593.65002,587.04999,590.29999,1436900,590.29999
2017-04-07,590.34998,593.45001,585.15002,590,1958800,590
2017-04-10,591,594.20001,588.25,589.65002,1177700,589.65002
2017-04-11,590,591.65002,575.09998,580.04999,2103200,580.04999
2017-04-12,575,582,570.65002,579.40002,1188400,579.40002
2017-04-13,580.5,582.95001,574.70001,577.25,1038200,577.25
2017-04-14,577.25,577.25,577.25,577.25,0,577.25
2017-04-17,580,580,573.04999,576.5,487400,576.5
2017-04-18,576.5,578.25,573.25,575.79999,1062500,575.79999
2017-04-19,576,577,572.75,575.40002,1078400,575.40002
2017-04-20,576,577.20001,573.29999,574.04999,1339000,574.04999
2017-04-21,573,574,562.70001,564.45001,1256900,564.45001
