"Date","DHFL.NS.Open","DHFL.NS.High","DHFL.NS.Low","DHFL.NS.Close","DHFL.NS.Volume","DHFL.NS.Adjusted"
2016-10-11,292.6,292.6,292.6,292.6,0,291.702
2016-10-12,292.6,292.6,292.6,292.6,0,291.702
2016-10-13,290.6,290.6,278,284.05,1300900,283.178
2016-10-14,285,303.45,282,301.1,3184700,300.176
2016-10-17,303,309.35,295.4,307.35,9787200,306.407
2016-10-18,311.9,325.8,310.4,324.05,7410100,323.056
2016-10-19,326.85,335.5,324.15,334.65,6856700,333.623
2016-10-20,335.95,336.2,327.25,330.1,2556000,329.087
2016-10-21,330,335.5,328.2,331.8,2199100,330.782
2016-10-24,332.6,333.95,327.35,328.95,1746700,327.94
2016-10-25,330,330.8,325,325.85,1633600,324.85
2016-10-26,325,329.85,313.5,318.6,2520000,318.6
2016-10-27,318,326.6,314.65,324.4,2818700,324.4
2016-10-28,326.25,329.9,323.1,328.1,3414700,328.1
2016-10-31,328.1,328.1,328.1,328.1,0,328.1
2016-11-01,330.2,332.45,327,329.05,1617700,329.05
2016-11-02,326,326,315.5,317.1,1819400,317.1
2016-11-03,317.1,322.5,306.35,310.2,2643100,310.2
2016-11-04,310.4,311.7,290.55,297.4,2805700,297.4
2016-11-07,304.7,315.9,303.15,312.2,2433700,312.2
2016-11-08,314,317.35,308,314.05,1550400,314.05
2016-11-09,282.65,285.3,251.25,281.15,11598100,281.15
2016-11-10,287.9,292.45,272.5,274.85,4946500,274.85
2016-11-11,269,269,250,251.4,6806000,251.4
2016-11-14,251.4,251.4,251.4,251.4,0,251.4
2016-11-15,247,248.2,230.5,242.25,5704400,242.25
2016-11-16,245.6,248.7,226.55,230.8,6559400,230.8
2016-11-17,229.5,238.45,227.65,229.8,3978000,229.8
2016-11-18,232,234.4,225.7,227.9,2415800,227.9
2016-11-21,231.9,231.9,213.7,219.7,3959500,219.7
2016-11-22,222.05,228.3,220.15,227.15,3562400,227.15
2016-11-23,230.75,235,226.4,232.1,3065000,232.1
2016-11-24,229,236.35,225.1,227.65,4201000,227.65
2016-11-25,228,239.8,224.5,238,3657700,238
2016-11-28,240,242.8,234.1,241.05,3746200,241.05
2016-11-29,242,255.5,241.15,251.3,5517700,251.3
2016-11-30,253.1,257.7,253,256.5,4054500,256.5
2016-12-01,256.8,257.5,247,248.65,2528400,248.65
2016-12-02,245.55,248,241,242.25,2109200,242.25
2016-12-05,241.1,251.15,238.1,249.55,2168700,249.55
2016-12-06,252.3,255.4,250.3,252.6,1821800,252.6
2016-12-07,254,256.6,245.1,246.65,2271900,246.65
2016-12-08,249.95,259,249.65,254.5,2177400,254.5
2016-12-09,255.95,257.3,253,255.2,928100,255.2
2016-12-12,254,254.6,246.9,248.4,1077100,248.4
2016-12-13,249.5,249.5,242.15,245.55,1778200,245.55
2016-12-14,245.6,247.7,241.5,242.3,1532900,242.3
2016-12-15,239,245.95,237.35,243.5,2989800,243.5
2016-12-16,245,245,238.4,241.6,2169700,241.6
2016-12-19,242,246.65,240.05,241.55,1214900,241.55
2016-12-20,241.9,243.2,234.2,236.6,1262100,236.6
2016-12-21,237,240.2,235.1,235.95,1078300,235.95
2016-12-22,235.3,236.95,227.2,231.1,1577200,231.1
2016-12-23,230.25,236.4,229.55,233.9,1564400,233.9
2016-12-26,233.9,234.55,228.1,230.9,1078700,230.9
2016-12-27,231.7,239.8,228.4,238.6,1314000,238.6
2016-12-28,241.1,245.65,240,241.25,2347800,241.25
2016-12-29,241.7,246.35,241.05,245.15,1871500,245.15
2016-12-30,246,251,243,243.65,1716500,243.65
2017-01-02,249,251.5,240.6,249.9,3451300,249.9
2017-01-03,250.5,250.75,244.25,245.8,2046400,245.8
2017-01-04,246.7,248.4,242.1,243.2,1677700,243.2
2017-01-05,245,248.6,243.7,247.45,1430800,247.45
2017-01-06,246.7,252.5,246.7,248.75,1860100,248.75
2017-01-09,250,257.5,249.1,255.15,2202700,255.15
2017-01-10,257.2,257.45,252.2,255.4,1535400,255.4
2017-01-11,255.7,267.5,255.6,264.85,3275400,264.85
2017-01-12,270,273.6,265.45,267.05,3629100,267.05
2017-01-13,268.9,271.7,264.1,270.65,2199900,270.65
2017-01-16,271.7,289.3,269.7,288,11024100,288
2017-01-17,291.4,292.35,283.55,285.15,5886500,285.15
2017-01-18,286.25,287.8,280.1,282.85,2627800,282.85
2017-01-19,283.05,285.35,278.3,280.1,2683200,280.1
2017-01-20,280.4,281.7,271.25,272.4,3258500,272.4
2017-01-23,272,274.9,269.05,273.25,2980100,273.25
2017-01-24,276,278.85,275.5,277.4,1707800,277.4
2017-01-25,279.2,285.95,278.5,285.05,3402100,285.05
2017-01-26,285.05,285.05,285.05,285.05,0,285.05
2017-01-27,286.9,288.55,282.6,283.9,1896700,283.9
2017-01-30,284,287.3,280.85,283.65,1738900,283.65
2017-01-31,283.65,288.9,283.1,284.55,2727400,284.55
2017-02-01,287.15,296.85,284.3,295.4,5954400,295.4
2017-02-02,297.45,298.85,291.6,294.9,3371200,294.9
2017-02-03,294.95,301.35,293.65,296.7,2799800,296.7
2017-02-06,299.5,304.65,298,300.6,2799200,300.6
2017-02-07,301.5,303.7,294.15,296.55,1743700,296.55
2017-02-08,297,298.5,289.6,295.75,1938500,295.75
2017-02-09,297,305.5,290.75,303.15,2664100,303.15
2017-02-10,308.55,309.3,302,303.8,3168400,303.8
2017-02-13,304,307.7,301.45,306.75,2078300,306.75
2017-02-14,306.75,309.2,301.65,304.2,2393100,304.2
2017-02-15,302.05,305.85,293.2,294.4,2581300,294.4
2017-02-16,293.95,306.15,286.6,304.6,3252600,304.6
2017-02-17,306,325,301.3,322.2,7793200,322.2
2017-02-20,319.9,327.2,318,323.8,2755000,323.8
2017-02-21,323.7,325.9,319.6,322.4,1686900,322.4
2017-02-22,322.6,325.8,316,317.45,2186800,317.45
2017-02-23,319.9,332,319.5,331.1,3685600,331.1
2017-02-24,331.1,331.1,331.1,331.1,0,331.1
2017-02-27,332.55,338.95,331.3,332.15,3440900,332.15
2017-02-28,332.2,334.85,328.55,333.15,1317100,333.15
2017-03-01,333.15,336.5,331.45,332.25,1534600,332.25
2017-03-02,333.45,339.2,322.75,324.55,2241800,324.55
2017-03-03,324,327.35,320,324.3,1602800,324.3
2017-03-06,325,329.65,324.6,327.55,1912500,327.55
2017-03-07,327.95,330.75,325.15,328.8,1138500,328.8
2017-03-08,328.6,333.5,324.2,328,1843300,328
2017-03-09,327,329.25,325.15,326,888700,326
2017-03-10,327,329.75,324.55,325.5,843400,325.5
2017-03-13,325.5,325.5,325.5,325.5,0,325.5
2017-03-14,333,344.8,330,343.25,4292000,343.25
2017-03-15,345,350.9,343.3,349.7,3119900,349.7
2017-03-16,352,359.3,350.35,357.65,3199700,357.65
2017-03-17,359,359.35,351.6,357.4,1558200,357.4
2017-03-20,359,363.65,355.1,361.75,1645300,361.75
2017-03-21,362.5,364.7,358.15,361.25,1392400,361.25
2017-03-22,358,360.75,345.65,355.45,2184900,355.45
2017-03-23,356,360,356,358.75,2156100,358.75
2017-03-24,359.5,364,358.15,361.75,1611000,361.75
2017-03-27,362,365.45,359.6,363.05,1989900,363.05
2017-03-28,363.1,368.75,363.1,367,1656500,367
2017-03-29,369.8,369.8,364.6,367.25,1195400,367.25
2017-03-30,368.1,368.6,362.8,364.2,3208200,364.2
2017-03-31,365,371.5,364,367.15,2015100,367.15
2017-04-03,370,375,367.5,372.8,1415200,372.8
2017-04-04,372.8,372.8,372.8,372.8,0,372.8
2017-04-05,376.35,387.4,372.8,384.8,2346800,384.8
2017-04-06,387,391.45,383.6,390.3,2919200,390.3
2017-04-07,389,390.5,380.8,383.4,2581300,383.4
2017-04-10,385.8,387.55,381.65,384.55,1368900,384.55
2017-04-11,385.9,395,385.4,392.8,1688500,392.8
2017-04-12,395.8,397.1,383.25,388.6,2669000,388.6
2017-04-13,389,392.5,385.65,389.1,1516800,389.1
2017-04-14,389.1,389.1,389.1,389.1,0,389.1
2017-04-17,388,402.35,386.1,399.2,3277200,399.2
2017-04-18,402,409.7,392.35,394.55,2892700,394.55
2017-04-19,394.55,404.9,392.05,401.3,1629700,401.3
2017-04-20,405.2,411.75,403,410.55,2644200,410.55
2017-04-21,413.85,418.4,410.95,415.4,2729400,415.4
