"Date","IOC.NS.Open","IOC.NS.High","IOC.NS.Low","IOC.NS.Close","IOC.NS.Volume","IOC.NS.Adjusted"
2016-09-26,586,599.45,582.5,592.2,7241600,282.5837
2016-09-27,595,599.3,583.5,585.65,3373800,279.4582
2016-09-28,587.5,594.45,586,591.75,6705400,282.369
2016-09-29,592.95,599.4,571.1,573.5,11255500,273.6605
2016-09-30,572.05,585,570.95,582.5,3593000,277.9551
2016-10-03,587.85,606.75,585.35,603.7,5200400,288.0712
2016-10-04,606.8,617.95,606,612.65,5569300,292.342
2016-10-05,612,619.7,606,617.7,4740300,294.7517
2016-10-06,620.4,660.65,619.9,650.2,12032300,310.2599
2016-10-07,656,666.6,636.7,640.9,6994000,305.8222
2016-10-10,322.975,324.55,315,317.1,3683500,151.3126
2016-10-11,317.1,317.1,317.1,317.1,0,151.3126
2016-10-12,317.1,317.1,317.1,317.1,0,151.3126
2016-10-13,315.75,321.375,310.5,313.325,7977100,149.5112
2016-10-14,315.5,323.45,315.5,321.5,9360600,153.4121
2016-10-17,324.4,325.275,319.25,321.15,10861000,153.2451
2016-10-18,323,324.4,317.4,321.7,3730600,307.0151
2016-10-19,324,327.6,322,326.55,3757300,311.6437
2016-10-20,328,328,318.65,321.3,2962000,306.6334
2016-10-21,323.8,325.25,321.05,324.3,2789600,309.4964
2016-10-24,325,328.45,323.3,327.25,3347600,312.3118
2016-10-25,328.4,328.65,323.65,326.9,2502800,311.9777
2016-10-26,326.9,328,319.75,321.5,2881200,306.8243
2016-10-27,321.85,324.5,311.45,312.95,5006900,298.6646
2016-10-28,316.5,324.45,313.05,323.5,2847100,308.733
2016-10-31,323.5,323.5,323.5,323.5,0,308.733
2016-11-01,326.9,327.8,323.5,325.15,2442600,310.3076
2016-11-02,323,323,315,316.1,1529700,301.6708
2016-11-03,316.55,319.9,309,309.75,2049400,295.6106
2016-11-04,310,311.15,294.2,306,3232600,292.0318
2016-11-07,310.85,319,309.95,315.75,3168500,301.3367
2016-11-08,316.35,319.25,313.05,318.45,1618000,303.9135
2016-11-09,296,318.9,289.1,316.3,2878900,301.8616
2016-11-10,319,324.75,319,320.3,2223000,305.679
2016-11-11,315,317.9,308.35,310.25,2950200,296.0878
2016-11-14,310.25,310.25,310.25,310.25,0,296.0878
2016-11-15,307.75,307.85,281.95,285.8,8405500,272.7539
2016-11-16,287.1,292,281.7,288.5,4471500,275.3306
2016-11-17,288.95,297.75,287.75,293.45,4268500,280.0547
2016-11-18,294.45,302.4,293.15,300.7,4071700,286.9737
2016-11-21,301.5,302.4,290.5,291.85,2018300,278.5277
2016-11-22,294.1,298.3,289.8,296.5,2818000,282.9654
2016-11-23,298.5,300,291.8,298.4,3089400,284.7787
2016-11-24,297.55,297.55,289.7,293.95,7166200,280.5319
2016-11-25,294.95,299,294.95,296.5,2395600,282.9654
2016-11-28,296.6,306.45,295.6,300.15,3784700,286.4488
2016-11-29,300,306,297.8,298.7,2433300,285.065
2016-11-30,301.4,308.9,299.8,306.7,4817800,292.6998
2016-12-01,306.9,306.9,296.1,297.85,3243000,284.2538
2016-12-02,296.7,297.75,291.55,294.95,3902800,281.4862
2016-12-05,293.5,296.2,290.2,290.95,2332800,277.6688
2016-12-06,292.55,298.9,290.95,295.65,2154000,282.1542
2016-12-07,296.4,304.6,296.4,303.6,4385200,289.7414
2016-12-08,306.5,308.9,305.45,306.65,2826100,292.6521
2016-12-09,305,305.35,298,302.6,3082000,288.787
2016-12-12,299.95,301.15,294.7,295.5,1233200,282.0111
2016-12-13,296.3,302.3,294.05,301,2053000,287.26
2016-12-14,301.45,304.6,298.05,299.15,3413900,285.4945
2016-12-15,299.45,306.35,294.55,297.8,5536500,284.2061
2016-12-16,295.1,299.3,294,296.35,3267500,282.8223
2016-12-19,303,306.5,299.2,305.05,5206200,291.1251
2016-12-20,305.05,306,301.15,302.3,2374000,288.5007
2016-12-21,303.75,309.9,300.45,308.95,4775200,294.8471
2016-12-22,308.95,313.45,305.6,306.3,3390200,292.3181
2016-12-23,307,315.45,304.1,313.25,4493100,298.9508
2016-12-26,312.5,313.5,307.05,307.95,1639600,293.8928
2016-12-27,308,318.35,307.7,317.3,5581400,302.816
2016-12-28,319.05,321.35,315.55,316.2,4585000,301.7662
2016-12-29,316.5,325.15,316.5,322.95,8858800,308.2081
2016-12-30,322.95,326.95,320.9,325.05,2764600,310.2122
2017-01-02,327.8,330,325.95,327.45,2131400,312.5027
2017-01-03,327.2,348.9,327,345.25,6186500,329.4901
2017-01-04,345,352,339.1,342.95,5130700,327.2951
2017-01-05,345,353.8,344.8,352.55,4222500,336.4569
2017-01-06,351.5,355.2,344.7,346.35,2357800,330.5399
2017-01-09,348,349,341.75,342.8,2596200,327.1519
2017-01-10,345.4,352.2,345.4,346.7,4977500,330.8739
2017-01-11,349.9,351.4,346.5,349.1,6694400,333.1644
2017-01-12,352,360,352,354.75,4949900,338.5565
2017-01-13,355,355,347.05,351.45,3025400,335.4071
2017-01-16,354.45,357.9,351.55,352.85,3275000,336.7432
2017-01-17,354.8,356.55,350.35,351.1,2854000,335.0731
2017-01-18,352.3,352.95,347.1,348.6,3880900,332.6872
2017-01-19,348.6,360.6,348.1,359.75,7316000,343.3282
2017-01-20,359.75,360.45,350.6,352.35,2984300,336.266
2017-01-23,352.15,360,351,357.75,3627600,341.4195
2017-01-24,357.85,368.15,357.85,366.8,3807300,350.0564
2017-01-25,368,386.7,365.1,380.3,11134900,362.9402
2017-01-26,380.3,380.3,380.3,380.3,0,362.9402
2017-01-27,378.5,392.5,378,384.05,5448600,366.519
2017-01-30,384,388.7,373,377.8,3044100,360.5543
2017-01-31,377.5,379.75,351.1,366.4,23147800,349.6747
2017-02-01,370,380.9,366.85,375.45,7326500,358.3116
2017-02-02,376,387.3,376,382.6,5783400,365.1352
2017-02-03,384.9,390.75,383,387.35,4473300,369.6684
2017-02-06,391.1,397.95,390,396.5,3687700,378.4007
2017-02-07,397.9,404,389.5,391.75,6365200,373.8675
2017-02-08,395,399.4,393.45,395.75,2559800,377.6849
2017-02-09,386.7,389,385.05,387.45,4352600,382.8228
2017-02-10,385,385.2,371.5,380.05,6755100,375.5112
2017-02-13,380.35,381.65,374,379.9,4304000,375.363
2017-02-14,381.65,382.2,370.15,374.4,3924800,369.9287
2017-02-15,374,380.5,363.35,369.2,3498200,364.7908
2017-02-16,371.05,377,366.05,375.95,2406100,371.4602
2017-02-17,382.7,386.55,380.7,385.25,5454500,380.6491
2017-02-20,387.4,388.4,382.5,385.5,2301600,380.8961
2017-02-21,388,393,386,391.3,2706700,386.6268
2017-02-22,393,395.25,388,390.05,2879800,385.3917
2017-02-23,390.45,392.2,383.45,385.1,9270400,380.5009
2017-02-24,385.1,385.1,385.1,385.1,0,380.5009
2017-02-27,378,387.75,376.25,385.9,4700800,381.2913
2017-02-28,386.4,387.4,382.7,385.05,5864600,380.4515
2017-03-01,385.95,387.45,377.1,381.7,4726600,377.1415
2017-03-02,383.75,387.35,375,376.7,5143600,372.2012
2017-03-03,376.55,379,368.45,375.05,4044700,370.5709
2017-03-06,376.8,380.9,376.5,379.15,2594400,374.6219
2017-03-07,380.75,381.2,376.15,378.7,3206000,374.1773
2017-03-08,379.4,380.45,372.1,374.75,3072700,370.2745
2017-03-09,377.75,378.55,373.6,374.75,1079300,370.2745
2017-03-10,377.5,377.8,370.5,372.45,1779700,368.002
2017-03-13,372.45,372.45,372.45,372.45,0,368.002
2017-03-14,379,379.1,372.3,374,3495100,369.5334
2017-03-15,374.15,374.5,368.6,369.75,4816000,365.3342
2017-03-16,374,377,371,376.15,3362100,371.6578
2017-03-17,379,379.4,374.5,375.85,3301500,371.3613
2017-03-20,374,375.15,369.45,370.95,5034000,366.5199
2017-03-21,371.25,374.55,371.05,372.1,3275200,367.6561
2017-03-22,370,376.5,367.55,372.75,3251300,368.2984
2017-03-23,380.05,384,374.95,376.8,6650800,372.3
2017-03-24,374.7,374.7,370.7,372.7,3040900,372.7
2017-03-27,372.05,375.5,369.75,370.9,2127300,370.9
2017-03-28,373.65,373.65,366.2,369.05,3417900,369.05
2017-03-29,369.1,371.45,366.35,370.15,4394500,370.15
2017-03-30,371.95,380,370.25,376.8,18628300,376.8
2017-03-31,379.85,391.5,376.85,387.05,9327100,387.05
2017-04-03,387.05,387.05,378.75,381.15,3291200,381.15
2017-04-04,381.15,381.15,381.15,381.15,0,381.15
2017-04-05,383.2,385.1,380.1,381.35,2641200,381.35
2017-04-06,381.15,386.95,379.55,385.75,2397200,385.75
2017-04-07,385.95,399.9,385.5,397.35,7427300,397.35
2017-04-10,405,413.8,402.35,411.25,7620600,411.25
2017-04-11,413,414.8,408.15,409.5,4785800,409.5
2017-04-12,411.75,414.35,405.5,409.25,4057900,409.25
2017-04-13,409.3,428.75,408.25,422.4,7701600,422.4
2017-04-14,422.4,422.4,422.4,422.4,0,422.4
2017-04-17,426.7,431.65,418.3,424.45,7506600,424.45
2017-04-18,427,439,426.1,430.85,6293500,430.85
2017-04-19,427.65,437.25,426.1,435.25,4391700,435.25
2017-04-20,438.25,438.25,424.05,427.3,4993800,427.3
2017-04-21,431.7,433.6,423.1,424.75,2623800,424.75
