"Date","OFSS.NS.Open","OFSS.NS.High","OFSS.NS.Low","OFSS.NS.Close","OFSS.NS.Volume","OFSS.NS.Adjusted"
2016-08-22,3664,3684.8,3616,3634.1,19000,3372.838
2016-08-23,3645.1,3681,3618,3652.35,25600,3389.776
2016-08-24,3687,3687,3617.25,3646.8,32700,3384.625
2016-08-25,3684.75,3684.75,3609.35,3625.15,35300,3364.531
2016-08-26,3633,3659.9,3606,3612.7,28800,3352.976
2016-08-29,3640,3646.95,3556.75,3566.55,34300,3310.144
2016-08-30,3475,3515,3461.2,3477.15,43300,3320.266
2016-08-31,3648.5,3648.5,3440,3456.6,35400,3300.643
2016-09-01,3456.6,3484.95,3423,3447,16900,3291.476
2016-09-02,3451.9,3474,3440,3453.15,17900,3297.349
2016-09-05,3453.15,3453.15,3453.15,3453.15,0,3297.349
2016-09-06,3458.1,3473.1,3433,3436.85,18400,3281.784
2016-09-07,3459.95,3459.95,3396.05,3410.5,19600,3256.623
2016-09-08,3401.2,3401.2,3322,3352,36800,3200.763
2016-09-09,3352.05,3391.35,3321.35,3331.05,16500,3180.758
2016-09-12,3300,3389.75,3290,3376.7,36500,3224.348
2016-09-13,3376.7,3376.7,3376.7,3376.7,0,3224.348
2016-09-14,3375,3390.3,3325,3367.3,33300,3215.372
2016-09-15,3367.25,3375.95,3334,3357.5,11700,3206.014
2016-09-16,3369,3380,3346.8,3371.3,28600,3219.192
2016-09-19,3385,3385,3350,3368.6,6700,3216.614
2016-09-20,3368,3385,3352.4,3376.05,15700,3223.727
2016-09-21,3376,3392.85,3352.4,3365.15,15000,3213.319
2016-09-22,3365.15,3380,3360.15,3368.7,24600,3216.709
2016-09-23,3377.95,3380,3360,3365.1,26200,3213.272
2016-09-26,3365,3374.75,3303.3,3312.1,21800,3162.663
2016-09-27,3343,3345,3270,3292.45,27700,3143.899
2016-09-28,3300,3339.9,3290,3303.8,38700,3154.737
2016-09-29,3334,3334,3179.25,3190.1,35700,3046.167
2016-09-30,3219.85,3260.25,3192.05,3222.8,34900,3077.392
2016-10-03,3228,3314.5,3228,3268.15,35500,3120.696
2016-10-04,3268,3336.8,3242,3329.05,24100,3178.848
2016-10-05,3330.15,3353.95,3285.45,3304.45,15200,3155.358
2016-10-06,3310,3329.95,3275,3287.95,9500,3139.602
2016-10-07,3288,3304.35,3250.4,3265.5,10200,3118.165
2016-10-10,3265.55,3330,3265.55,3303.65,6000,3154.594
2016-10-11,3303.65,3303.65,3303.65,3303.65,0,3154.594
2016-10-12,3303.65,3303.65,3303.65,3303.65,0,3154.594
2016-10-13,3280,3305,3243.15,3264.7,22600,3117.401
2016-10-14,3270,3313.4,3225.05,3232.6,7300,3086.75
2016-10-17,3233.25,3269.1,3216,3226.45,7800,3080.877
2016-10-18,3231.1,3270,3222.25,3258.75,14000,3111.72
2016-10-19,3240,3330.25,3240,3309.5,27300,3160.18
2016-10-20,3338,3348.9,3280.1,3296,36000,3147.289
2016-10-21,3275.1,3318.9,3275.1,3289.85,11900,3141.417
2016-10-24,3290,3300,3222.25,3228.5,24700,3082.835
2016-10-25,3240,3240.05,3191,3212.7,145700,3067.748
2016-10-26,3212,3226.35,3205.1,3214.5,87000,3069.466
2016-10-27,3210.1,3220,3168.3,3194.2,185400,3050.082
2016-10-28,3196.3,3250,3185.25,3194.95,112700,3050.798
2016-10-31,3194.95,3194.95,3194.95,3194.95,0,3050.798
2016-11-01,3234,3234,3162,3198,37500,3053.711
2016-11-02,3160,3201.6,3160,3195.6,159100,3051.419
2016-11-03,3199,3229,3135,3183.3,160800,3039.674
2016-11-04,3189,3225,3151.1,3208.75,197800,3063.976
2016-11-07,3216,3226,3176.05,3198.4,172100,3054.093
2016-11-08,3198,3235.2,3165,3222.8,47100,3077.392
2016-11-09,3174.35,3185,3070,3134.05,29600,2992.646
2016-11-10,3185,3240,3146.95,3157.25,129200,3014.799
2016-11-11,3125,3198,3125,3142.2,177600,3000.428
2016-11-14,3142.2,3142.2,3142.2,3142.2,0,3000.428
2016-11-15,3200,3205.45,2990,3073.55,207300,2934.876
2016-11-16,3099,3134.95,3041,3063,66400,2924.802
2016-11-17,3099.05,3099.05,2990,2997.75,11200,2862.496
2016-11-18,3012,3035,2992.05,3019.95,11800,2883.694
2016-11-21,3015,3050,2940.7,2954.95,12600,2821.627
2016-11-22,2980,2995,2850,2867.6,24900,2738.218
2016-11-23,2867.65,2890,2808.4,2877.15,102100,2747.337
2016-11-24,2880,2984.95,2856.05,2958.8,83100,2825.303
2016-11-25,2958.8,3073.6,2946.8,3046.8,306700,2909.333
2016-11-28,3046.8,3079.05,3031.1,3056.8,13700,2918.882
2016-11-29,3070,3113.25,3050,3065,25600,2926.712
2016-11-30,3065,3072.95,3032.3,3055.55,64900,2917.688
2016-12-01,3055.55,3055.9,3010.05,3033.9,31500,2897.015
2016-12-02,3003,3034.65,2990,3008.6,75500,2872.856
2016-12-05,3008.6,3055.3,2984.05,3030.05,25800,2893.339
2016-12-06,3010.1,3060,2990,3036.1,20800,2899.116
2016-12-07,3049,3084.95,3015,3070.9,61600,2932.345
2016-12-08,3060,3141.55,3060,3119.75,50400,2978.991
2016-12-09,3120.1,3180,3103.1,3161.4,35700,3018.762
2016-12-12,3155,3155,3115,3136.05,26700,2994.556
2016-12-13,3111,3153.95,3086.05,3134.5,27500,2993.076
2016-12-14,3137.7,3160,3120.05,3146.15,33600,3004.2
2016-12-15,3145,3200,3107.6,3154.4,36700,3012.078
2016-12-16,3174.95,3195.25,3115.05,3180.65,46800,3037.144
2016-12-19,3160,3193,3133.05,3166.45,39000,3023.584
2016-12-20,3136.05,3188.9,3127,3159.3,57900,3016.757
2016-12-21,3137,3209,3137,3179.2,58300,3035.759
2016-12-22,3198.95,3198.95,3150,3180.9,78100,3037.382
2016-12-23,3199.95,3216,3156,3202.25,33000,3057.769
2016-12-26,3181.15,3223,3100,3132.2,28300,2990.88
2016-12-27,3133,3165,3085.5,3153.3,20400,3011.028
2016-12-28,3164,3166,3104.1,3116,33200,2975.411
2016-12-29,3112,3138.15,3090,3109.15,41500,2968.87
2016-12-30,3131,3147.6,3095,3125.8,23100,2984.768
2017-01-02,3105,3199,3105,3188.7,12500,3044.83
2017-01-03,3194.9,3194.9,3139.6,3166.3,11100,3023.441
2017-01-04,3180.6,3245,3165,3233,32400,3087.132
2017-01-05,3236.35,3248.95,3197.05,3214.95,15400,3069.896
2017-01-06,3218.3,3226.85,3131,3139.45,26800,2997.802
2017-01-09,3165.45,3165.45,3100.05,3108.75,24700,2968.488
2017-01-10,3111,3139.5,3097.15,3119.05,19000,2978.323
2017-01-11,3119.05,3165.65,3113,3155.9,32800,3013.51
2017-01-12,3132.5,3225,3132.5,3205.4,50700,3060.777
2017-01-13,3218.95,3273.45,3209.5,3252.65,54200,3105.895
2017-01-16,3256.75,3296.05,3225,3259.95,45900,3112.866
2017-01-17,3250.05,3300,3249.15,3283.4,40000,3135.258
2017-01-18,3295.95,3300,3243.6,3262.5,38500,3115.301
2017-01-19,3254.35,3294.95,3238,3274.4,36300,3126.664
2017-01-20,3277.95,3284.8,3240,3250.7,28200,3104.033
2017-01-23,3225,3315.5,3193.05,3301.75,26400,3152.78
2017-01-24,3305,3333,3251,3313.6,36800,3164.095
2017-01-25,3301.35,3369,3301.35,3349.35,66100,3198.232
2017-01-26,3349.35,3349.35,3349.35,3349.35,0,3198.232
2017-01-27,3353.5,3382.95,3303.35,3357,63200,3205.537
2017-01-30,3321.05,3365,3310.5,3338.85,33000,3188.206
2017-01-31,3333,3333,3256.55,3319.5,49500,3169.729
2017-02-01,3318.9,3411.8,3280.65,3311.65,337500,3162.233
2017-02-02,3318.65,3567,3299.1,3522.8,197500,3363.856
2017-02-03,3526.1,3678.8,3526.1,3618.8,135000,3455.525
2017-02-06,3659,3712.8,3564.5,3680.45,70400,3514.393
2017-02-07,3660,3684.25,3612,3638.5,31800,3474.336
2017-02-08,3642.25,3659.65,3518.05,3568.3,39400,3407.303
2017-02-09,3595,3699,3578.05,3687.1,83300,3520.743
2017-02-10,3691,3725,3664.05,3703.2,36600,3536.117
2017-02-13,3703.2,3725,3627,3657.35,25000,3492.336
2017-02-14,3661.3,3683.95,3634.9,3648.55,22400,3483.933
2017-02-15,3648.55,3669.45,3580.3,3600.55,31100,3438.098
2017-02-16,3605,3635.6,3582.15,3625.7,22400,3462.114
2017-02-17,3650,3661.4,3583.05,3613.8,19000,3450.751
2017-02-20,3611.9,3700,3594.3,3674.95,21400,3509.141
2017-02-21,3650,3689.95,3636.05,3656.65,25000,3491.667
2017-02-22,3650.5,3670,3617.6,3641.45,23400,3477.153
2017-02-23,3618.05,3726,3554.55,3702.4,52800,3535.353
2017-02-24,3702.4,3702.4,3702.4,3702.4,0,3535.353
2017-02-27,3690,3776.45,3690,3713.85,35600,3546.286
2017-02-28,3713.4,3753.2,3695,3739.85,17500,3571.113
2017-03-01,3743.3,3750,3702,3729.95,21900,3561.66
2017-03-02,3726,3742.75,3615.05,3641.85,20000,3477.535
2017-03-03,3655,3759.65,3585.95,3734.85,62300,3566.339
2017-03-06,3703.6,3750,3666.1,3742.05,25300,3573.214
2017-03-07,3749.9,3778,3715.05,3755.6,47400,3586.153
2017-03-08,3759.2,3849.9,3745,3840.1,57000,3666.84
2017-03-09,3838,4088,3822.05,3934.65,168900,3757.124
2017-03-10,3915.1,3973,3882.05,3898.25,24500,3722.367
2017-03-13,3898.25,3898.25,3898.25,3898.25,0,3722.367
2017-03-14,3951,3975,3873.6,3933.6,31600,3756.122
2017-03-15,3940,3968.5,3896.05,3919.1,31900,3742.276
2017-03-16,3935.95,4018.4,3917.05,3943.6,58100,3765.67
2017-03-17,3943.6,3968.45,3854.05,3889.25,41600,3713.773
2017-03-20,3890,3927,3866.9,3902.25,28200,3726.186
2017-03-21,3897.2,3905.5,3861.25,3883.55,15800,3708.33
2017-03-22,3882.5,3906.95,3800.35,3822.1,30100,3649.652
2017-03-23,3800.05,3857.95,3800.05,3826.55,21800,3653.902
2017-03-24,3826.55,3845,3802.1,3821.45,14600,3649.032
2017-03-27,3830.95,3890.9,3756.45,3776.6,33000,3606.205
2017-03-28,3786.7,3843.9,3743.8,3802.3,23300,3630.746
2017-03-29,3820.1,3862.45,3748.85,3773.8,116500,3603.532
2017-03-30,3830,3851.8,3751.1,3782.3,71000,3611.648
2017-03-31,3794,3859.7,3765.1,3815.75,26400,3643.589
2017-04-03,3819.7,3842.75,3775,3785.75,21200,3614.942
2017-04-04,3785.75,3785.75,3785.75,3785.75,0,3614.942
2017-04-05,3790,3863.9,3785.75,3843.4,46800,3669.991
2017-04-06,3857,3908.8,3832.05,3890.25,23200,3714.727
2017-04-07,3866.1,3916.85,3800,3828,31400,3655.286
2017-04-10,3850.95,3865.9,3713,3718.85,43900,3551.061
2017-04-11,3700,3770,3700,3739.85,46200,3571.113
2017-04-12,3743,3766.85,3709.5,3735.35,25700,3566.816
2017-04-13,3758,3758,3720.55,3741.2,16900,3572.402
2017-04-14,3741.2,3741.2,3741.2,3741.2,0,3572.402
2017-04-17,3770,3779.95,3721,3735.65,31200,3567.103
2017-04-18,3764,3816,3735.65,3767.85,40900,3597.85
2017-04-19,3598,3635.4,3540,3556.6,55400,3556.6
2017-04-20,3556,3625,3509.9,3613.95,48100,3613.95
2017-04-21,3623,3648,3575.1,3594.2,18000,3594.2
