"Date","DRREDDY.NS.Open","DRREDDY.NS.High","DRREDDY.NS.Low","DRREDDY.NS.Close","DRREDDY.NS.Volume","DRREDDY.NS.Adjusted"
2016-07-18,3586.25,3610,3544,3567.75,227100,3567.75
2016-07-19,3567,3603,3563.05,3585.8999,182900,3585.8999
2016-07-20,3594,3689.8501,3590,3676.6499,302400,3676.6499
2016-07-21,3664,3664,3595.3999,3617,241800,3617
2016-07-22,3613.8,3641.7,3579.05,3599.8501,317000,3599.8501
2016-07-25,3570,3579.1499,3465,3482.3501,561100,3482.3501
2016-07-26,3488,3517.95,3290.1001,3319.6499,1535200,3319.6499
2016-07-27,3020.1001,3069.3999,2958.25,2980.2,4718800,2980.2
2016-07-28,2989,3018.8,2952.8999,2959.75,1143800,2959.75
2016-07-29,2966,2977,2925.1001,2935.3501,689700,2935.3501
2016-08-01,2953,3002.95,2948.1001,2980.5,622400,2980.5
2016-08-02,2989,2999,2965,2977.3501,409400,2977.3501
2016-08-03,2974.5,2977,2930,2939.1499,347500,2939.1499
2016-08-04,2958.6001,2981.8,2931.1001,2962.45,300500,2962.45
2016-08-05,2982.45,3015,2970.75,3008.7,297600,3008.7
2016-08-08,3029.8,3044.75,3009,3036.2,403100,3036.2
2016-08-09,3040,3058.3,3021.05,3038.3,242000,3038.3
2016-08-10,3032,3032,2988,2999.6499,249800,2999.6499
2016-08-11,2994.95,3023.6499,2973.3,3010.8501,227900,3010.8501
2016-08-12,3007.7,3022,2984,3011.1499,241800,3011.1499
2016-08-15,3011.1499,3011.1499,3011.1499,3011.1499,0,3011.1499
2016-08-16,3009,3017.95,2982,3006.8501,304600,3006.8501
2016-08-17,2982.1001,3019.8999,2982.1001,3004.6499,352600,3004.6499
2016-08-18,3030,3043,3015.6499,3027.2,264700,3027.2
2016-08-19,3030,3035.8501,3003,3010.1499,173800,3010.1499
2016-08-22,3018,3024.75,2983,3013,173300,3013
2016-08-23,3023,3023.8501,2995,3009.2,217700,3009.2
2016-08-24,3025,3044,3007.2,3039.8,253900,3039.8
2016-08-25,3051,3078,3041,3050.3,464700,3050.3
2016-08-26,3060,3071.05,3025,3040.3999,234500,3040.3999
2016-08-29,3055,3059,3017.5,3052.1499,145800,3052.1499
2016-08-30,3064,3100,3041,3090.75,215600,3090.75
2016-08-31,3097.5,3130.1499,3079.8,3089.8501,478100,3089.8501
2016-09-01,3070.05,3108.8999,3066.3,3097.6499,272300,3097.6499
2016-09-02,3097.1001,3139,3082.1001,3123.05,196200,3123.05
2016-09-05,3123.05,3123.05,3123.05,3123.05,0,3123.05
2016-09-06,3131,3145,3115.5,3133.05,132500,3133.05
2016-09-07,3136,3157.6499,3115.6499,3138.8501,152500,3138.8501
2016-09-08,3153.1499,3198,3142,3188.45,200500,3188.45
2016-09-09,3172.5,3225,3170.6001,3193.3,199500,3193.3
2016-09-12,3153,3185,3132,3137.6001,167400,3137.6001
2016-09-13,3137.6001,3137.6001,3137.6001,3137.6001,0,3137.6001
2016-09-14,3149.95,3170,3135,3157.8,140500,3157.8
2016-09-15,3163.8999,3179.8,3132.05,3139.45,111800,3139.45
2016-09-16,3141,3178.1499,3135,3150.1499,208300,3150.1499
2016-09-19,3167,3174.8999,3141,3157.3501,132800,3157.3501
2016-09-20,3170,3200,3150.3501,3157.8,281100,3157.8
2016-09-21,3162,3179,3135,3153,250000,3153
2016-09-22,3152,3175.5,3142.1499,3149.3,287600,3149.3
2016-09-23,3169,3186.95,3150.3999,3182.2,155100,3182.2
2016-09-26,3184,3220,3161.05,3199.6499,232100,3199.6499
2016-09-27,3195,3220,3180,3190.7,174700,3190.7
2016-09-28,3199.2,3227.7,3187.6499,3200.3501,237100,3200.3501
2016-09-29,3200,3209.8,3111.1499,3135.3999,432200,3135.3999
2016-09-30,3128,3129,3058.3,3107.3999,237100,3107.3999
2016-10-03,3114.6001,3185,3114.6001,3160.55,216100,3160.55
2016-10-04,3179,3179,3142.3999,3148.3501,158500,3148.3501
2016-10-05,3148,3149.8999,3105,3123.1499,180900,3123.1499
2016-10-06,3115,3119.8501,3060,3077.1499,160500,3077.1499
2016-10-07,3070,3082,3045,3054.3,180500,3054.3
2016-10-10,3054,3098.8,3039,3078.6499,317000,3078.6499
2016-10-11,3078.6499,3078.6499,3078.6499,3078.6499,0,3078.6499
2016-10-12,3078.6499,3078.6499,3078.6499,3078.6499,0,3078.6499
2016-10-13,3070.8,3084.75,3027.6001,3050.1499,387900,3050.1499
2016-10-14,3062.95,3062.95,3021.6001,3031.25,412100,3031.25
2016-10-17,3030,3055.8501,3012,3028.95,200900,3028.95
2016-10-18,3035,3054,3021,3045.3501,155200,3045.3501
2016-10-19,3046,3074,3046,3065.5,214300,3065.5
2016-10-20,3075.1001,3090,3055.6001,3078.8,100900,3078.8
2016-10-21,3099,3143,3088.6001,3113.6001,313700,3113.6001
2016-10-24,3120,3132.25,3072.1001,3089.25,273700,3089.25
2016-10-25,3108.8999,3209,3068.5,3200.6001,1112800,3200.6001
2016-10-26,3206,3254.8999,3153.1499,3242.3,492500,3242.3
2016-10-27,3260,3332.95,3242.2,3324.8,690800,3324.8
2016-10-28,3320,3399.8999,3316.7,3363.45,549600,3363.45
2016-10-31,3363.45,3363.45,3363.45,3363.45,0,3363.45
2016-11-01,3328,3361.75,3302.95,3326.6001,311500,3326.6001
2016-11-02,3311,3340,3250,3260.8,4e+05,3260.8
2016-11-03,3270,3290,3255.05,3262.3501,160800,3262.3501
2016-11-04,3168,3168,3066.8,3079.7,632000,3079.7
2016-11-07,3124,3154.95,3081.05,3106.6499,229100,3106.6499
2016-11-08,3111,3147,3099,3119,303000,3119
2016-11-09,3001,3341,2960.05,3282.55,663900,3282.55
2016-11-10,3310,3333.3501,3265.05,3278.25,313500,3278.25
2016-11-11,3228,3300.8501,3228,3256.25,334700,3256.25
2016-11-14,3256.25,3256.25,3256.25,3256.25,0,3256.25
2016-11-15,3256.5,3330,3256.5,3310.7,319000,3310.7
2016-11-16,3335,3354.95,3195,3210.95,336900,3210.95
2016-11-17,3182.5,3225,3156.1001,3207.1499,232100,3207.1499
2016-11-18,3244,3258,3142.1001,3214.8501,218600,3214.8501
2016-11-21,3194.1001,3194.7,3111.05,3134.3999,243000,3134.3999
2016-11-22,3135,3152.75,3075.3501,3121.6499,213300,3121.6499
2016-11-23,3100,3146,3095.05,3128.6001,309600,3128.6001
2016-11-24,3135,3148.55,3085,3111.7,296900,3111.7
2016-11-25,3124,3203.6499,3076,3168.45,304100,3168.45
2016-11-28,3170.5,3190.5,3161,3172.8999,204300,3172.8999
2016-11-29,3173.8501,3202.8,3160,3188.25,242300,3188.25
2016-11-30,3205,3217.95,3178.3999,3196.8999,604600,3196.8999
2016-12-01,3205,3247.25,3195.75,3238.75,212200,3238.75
2016-12-02,3184,3205.8,3151.8,3180.5,341000,3180.5
2016-12-05,3197.5,3197.5,3118.55,3168.1499,406200,3168.1499
2016-12-06,3181,3211.95,3179.8501,3195.8999,115000,3195.8999
2016-12-07,3185,3209,3170.55,3183.8,153400,3183.8
2016-12-08,3160,3241.55,3143,3211.7,262900,3211.7
2016-12-09,3217,3217,3165.1001,3186.3999,116400,3186.3999
2016-12-12,3189,3189,3138.6499,3147.8999,111300,3147.8999
2016-12-13,3159,3180,3144.3999,3166.8501,79600,3166.8501
2016-12-14,3164,3167.25,3139.95,3147.7,89600,3147.7
2016-12-15,3152,3159.8,3101.7,3107.5,122500,3107.5
2016-12-16,3117,3133,3101.45,3107.8,160000,3107.8
2016-12-19,3110,3115,3055.1001,3068.8501,217800,3068.8501
2016-12-20,3075.3,3088,3036.2,3046.5,250100,3046.5
2016-12-21,3052,3067,3020.2,3036.8501,234200,3036.8501
2016-12-22,3023.3501,3040,3001,3012.3501,252900,3012.3501
2016-12-23,3001.1001,3040.7,2980.1001,2998.55,143200,2998.55
2016-12-26,2990,3028,2979.1001,2986,106600,2986
2016-12-27,2988,3040,2983,3034.95,135500,3034.95
2016-12-28,3038.2,3111.75,3037.75,3069.55,147300,3069.55
2016-12-29,3069.55,3081.95,3041.6001,3066.25,190700,3066.25
2016-12-30,3075,3075,3047.1001,3060.3999,177000,3060.3999
2017-01-02,3066,3117,3066,3083.3999,95500,3083.3999
2017-01-03,3095,3114.95,3065.75,3072.3999,110900,3072.3999
2017-01-04,3096.25,3113.3,3075.05,3091.3,235800,3091.3
2017-01-05,3088.6499,3145,3076,3136.25,243600,3136.25
2017-01-06,3148.8,3203.8501,3145.7,3159.1499,354000,3159.1499
2017-01-09,3154,3154,3051.8501,3060.2,280200,3060.2
2017-01-10,3070.8501,3074,3035.1499,3041.8501,246000,3041.8501
2017-01-11,3055.05,3060,3021.95,3042.45,277000,3042.45
2017-01-12,2977,3019.1001,2943,3008.5,434300,3008.5
2017-01-13,2992,3004,2975,2979.75,197500,2979.75
2017-01-16,2999,3007,2965.3501,2985.3,201600,2985.3
2017-01-17,2988.05,3000,2970.75,2976.55,117600,2976.55
2017-01-18,2976.6001,2982.2,2942,2948.05,431000,2948.05
2017-01-19,2958,2974.75,2933.45,2940.25,281400,2940.25
2017-01-20,2940,2959.7,2920,2947.3999,240800,2947.3999
2017-01-23,2939,2959.95,2904,2923.6499,239300,2923.6499
2017-01-24,2940.25,2979.8,2931.75,2973.3501,199200,2973.3501
2017-01-25,2975,3009,2955.6499,2996.3,327600,2996.3
2017-01-26,2996.3,2996.3,2996.3,2996.3,0,2996.3
2017-01-27,2970,3011.55,2960,2994.55,192100,2994.55
2017-01-30,2990,3043.8999,2984.05,3017.05,192600,3017.05
2017-01-31,3024,3042,3012.2,3018.8,144600,3018.8
2017-02-01,3021.1001,3032.95,2944.1001,3001.2,266500,3001.2
2017-02-02,3003.1001,3139.5,2982.05,3097.05,503800,3097.05
2017-02-03,3110,3159,3082.95,3144.55,276500,3144.55
2017-02-06,3170,3177,3045.8999,3096.8,496900,3096.8
2017-02-07,3095,3110,3047,3065.1001,193300,3065.1001
2017-02-08,3067.95,3067.95,3001,3015.45,382600,3015.45
2017-02-09,3022,3029.3999,3003,3023.1001,188700,3023.1001
2017-02-10,3024.8999,3034.3501,2970,2976.05,315000,2976.05
2017-02-13,2980.95,2988.25,2955.45,2966.95,150500,2966.95
2017-02-14,2971.8,2971.8,2935,2941.45,280700,2941.45
2017-02-15,2940,2943.95,2906.2,2911.3501,191000,2911.3501
2017-02-16,2914.1001,2942.5,2798.95,2923.2,1367800,2923.2
2017-02-17,2926,2953.75,2900,2912.7,897400,2912.7
2017-02-20,2922.3999,2925.05,2890,2898.75,560300,2898.75
2017-02-21,2898,2935.1001,2885.1001,2894.05,1524400,2894.05
2017-02-22,2902,2927,2894.25,2903.2,856400,2903.2
2017-02-23,2924,2924,2875,2887.3999,747300,2887.3999
2017-02-24,2887.3999,2887.3999,2887.3999,2887.3999,0,2887.3999
2017-02-27,2884.7,2886.8501,2846.7,2857,714900,2857
2017-02-28,2870.25,2873,2845,2849.95,542600,2849.95
2017-03-01,2855,2948.8,2850.1001,2923.3,898000,2923.3
2017-03-02,2909.8999,2909.8999,2862.3999,2870.5,425800,2870.5
2017-03-03,2881.55,2893.8,2863.6001,2871.1001,291200,2871.1001
2017-03-06,2884,2884,2851,2858.8501,212000,2858.8501
2017-03-07,2869,2883.2,2850,2852.3,209800,2852.3
2017-03-08,2849,2872.75,2823,2846.8,366100,2846.8
2017-03-09,2770,2783,2700,2704.8501,2195200,2704.8501
2017-03-10,2708.8999,2732.8999,2701,2715.8501,548800,2715.8501
2017-03-13,2715.8501,2715.8501,2715.8501,2715.8501,0,2715.8501
2017-03-14,2746.7,2754.8501,2716.7,2741,497800,2741
2017-03-15,2724,2756,2724,2739.6001,277800,2739.6001
2017-03-16,2750,2765,2745.05,2751.7,311800,2751.7
2017-03-17,2753,2753,2724,2736.25,363300,2736.25
2017-03-20,2742,2746,2730,2734.3501,401000,2734.3501
2017-03-21,2730,2730,2600,2623.25,1453600,2623.25
2017-03-22,2570.7,2659.8999,2555.2,2629.6499,886100,2629.6499
2017-03-23,2625,2647.7,2620,2631.2,316100,2631.2
2017-03-24,2630.8,2645,2616.3501,2628.3501,345100,2628.3501
2017-03-27,2617,2647.8,2615,2631.95,356200,2631.95
2017-03-28,2640,2649.05,2626.25,2637.75,151500,2637.75
2017-03-29,2639.8501,2643.3,2625,2633.6499,327700,2633.6499
2017-03-30,2630.1001,2646.05,2606.1001,2613.25,719900,2613.25
2017-03-31,2614,2645,2614,2632.3501,295000,2632.3501
2017-04-03,2644.8,2754,2627.1001,2744.45,688400,2744.45
2017-04-04,2744.45,2744.45,2744.45,2744.45,0,2744.45
2017-04-05,2745,2770,2673,2741.3501,1033600,2741.3501
2017-04-06,2740.8,2748.2,2707.8501,2718.1001,290400,2718.1001
2017-04-07,2713,2713,2654,2661.3501,322800,2661.3501
2017-04-10,2655,2670.75,2632.45,2635.8501,190400,2635.8501
2017-04-11,2651,2653,2623.95,2628.1001,140200,2628.1001
2017-04-12,2633,2651.8999,2615.3,2644.8501,245200,2644.8501
2017-04-13,2655,2666,2637.05,2640.95,159400,2640.95
2017-04-14,2640.95,2640.95,2640.95,2640.95,0,2640.95
2017-04-17,2720,2723.5,2651.55,2661.25,468100,2661.25
2017-04-18,2674.8999,2683,2624,2628.45,212800,2628.45
2017-04-19,2630,2636,2602.5,2607.3999,202400,2607.3999
2017-04-20,2618,2630,2605.55,2612.5,147800,2612.5
2017-04-21,2630,2635,2607,2609.6499,110100,2609.6499
