"Date","APOLLOTYRE.NS.Open","APOLLOTYRE.NS.High","APOLLOTYRE.NS.Low","APOLLOTYRE.NS.Close","APOLLOTYRE.NS.Volume","APOLLOTYRE.NS.Adjusted"
2016-09-28,214,221.65,210.6,220.45,6489200,220.45
2016-09-29,221.7,225,207.8,210.5,7063500,210.5
2016-09-30,210,221.4,210,219.95,3633500,219.95
2016-10-03,222,225.65,220.45,223.85,2873500,223.85
2016-10-04,224.1,225.9,219.3,220.6,2607000,220.6
2016-10-05,222.65,233.35,221.8,229.45,7048800,229.45
2016-10-06,230.95,234.75,225.05,227.5,4734800,227.5
2016-10-07,230.1,231,222.65,223.8,2240400,223.8
2016-10-10,224.1,228.9,223.1,223.7,2038300,223.7
2016-10-11,223.7,223.7,223.7,223.7,0,223.7
2016-10-12,223.7,223.7,223.7,223.7,0,223.7
2016-10-13,223.3,224.65,215,223.3,3176000,223.3
2016-10-14,222.75,223.65,215.6,216.75,3257300,216.75
2016-10-17,216.75,216.75,208.2,209.5,3341100,209.5
2016-10-18,210.5,220.9,206.1,219.7,5967900,219.7
2016-10-19,220.2,220.6,211.2,211.75,4508100,211.75
2016-10-20,212,215.15,210.45,212.3,3409600,212.3
2016-10-21,214,215.3,209.7,212.95,2446000,212.95
2016-10-24,214.9,215.05,209.1,209.8,2001900,209.8
2016-10-25,209.8,213.75,209.2,212.05,2096300,212.05
2016-10-26,211,216.1,207.4,208.3,3284900,208.3
2016-10-27,207.2,210.5,198.7,199.6,4846200,199.6
2016-10-28,200,203.75,199,201.9,2506000,201.9
2016-10-31,201.9,201.9,201.9,201.9,0,201.9
2016-11-01,201.8,209.35,201.3,205.9,3268600,205.9
2016-11-02,204.35,204.35,198.35,199.2,1886600,199.2
2016-11-03,199.1,204.55,196.65,197.5,2484800,197.5
2016-11-04,198.15,200.95,190.1,193.15,2504600,193.15
2016-11-07,198.4,198.4,193,193.55,1844200,193.55
2016-11-08,194.9,199,190.55,197.55,3727700,197.55
2016-11-09,182.55,197.4,177.8,195.65,6049700,195.65
2016-11-10,197,203.35,194.7,195.55,2886000,195.55
2016-11-11,193,198.9,191.5,192.7,2835100,192.7
2016-11-14,192.7,192.7,192.7,192.7,0,192.7
2016-11-15,194.9,194.9,182.1,186.75,3119300,186.75
2016-11-16,190,191.95,183.05,184.2,3105800,184.2
2016-11-17,183,187.5,182.65,185.6,1497100,185.6
2016-11-18,186.6,190.3,183.25,189.2,2019600,189.2
2016-11-21,189.7,189.85,178.65,181.55,2571700,181.55
2016-11-22,182,184.9,178.55,183.6,1858600,183.6
2016-11-23,184.2,184.5,176.1,177.95,3927900,177.95
2016-11-24,175,179.5,173.3,178.05,4103000,178.05
2016-11-25,179.8,181.75,177.65,180.85,1460400,180.85
2016-11-28,181,185.95,180.75,181.9,2212700,181.9
2016-11-29,184.75,185.85,181.8,184.1,1576800,184.1
2016-11-30,186,192,186,190.9,4014000,190.9
2016-12-01,192.25,192.5,187.5,188.15,1902600,188.15
2016-12-02,187,187.45,181.3,182.05,1875200,182.05
2016-12-05,182,187.5,179.6,186.5,2068900,186.5
2016-12-06,187.9,191.4,187.5,189.35,2078400,189.35
2016-12-07,189.4,190.9,186.5,188.7,1533600,188.7
2016-12-08,192,196,190.9,194.5,2700500,194.5
2016-12-09,197,198.8,194.45,197.75,2185100,197.75
2016-12-12,197,197.5,192.8,194.2,2224300,194.2
2016-12-13,194,197.25,192.95,196.8,1570700,196.8
2016-12-14,197.85,198.8,195,197.55,1893800,197.55
2016-12-15,196.9,203.2,195.45,201.3,4181100,201.3
2016-12-16,201.95,202.35,193.5,194.85,2790700,194.85
2016-12-19,194.2,196.85,192.1,195.75,2068000,195.75
2016-12-20,196.25,197.8,191.7,195.35,3089500,195.35
2016-12-21,195.4,195.75,189.8,192.45,5455400,192.45
2016-12-22,189.95,192.1,187.6,189.65,1798700,189.65
2016-12-23,189.7,191.5,187.9,189.35,1328700,189.35
2016-12-26,189,189.35,183.9,185.2,1303500,185.2
2016-12-27,184.8,188.6,179.65,187.85,2207500,187.85
2016-12-28,188.8,189,182.5,183.15,2405800,183.15
2016-12-29,183,186,182.35,185.35,3051700,185.35
2016-12-30,185.4,186.7,183.6,184.9,2138300,184.9
2017-01-02,187,187.85,183.85,185.85,1781000,185.85
2017-01-03,186.9,188.25,185.4,187.25,1360500,187.25
2017-01-04,187.7,189.4,184.5,185.3,1244400,185.3
2017-01-05,185.6,188.65,185.6,187.7,1595700,187.7
2017-01-06,187.65,191.85,186.75,188.9,2580400,188.9
2017-01-09,189.75,189.9,185,186.25,1325100,186.25
2017-01-10,186.6,195.9,186.1,194.45,2495500,194.45
2017-01-11,197,198.6,195.65,197.1,3622100,197.1
2017-01-12,197.35,198.55,193.35,194.8,2046000,194.8
2017-01-13,194.8,194.8,185.05,187.75,5589800,187.75
2017-01-16,185.25,188.5,184.6,186.85,2842100,186.85
2017-01-17,187.5,191.5,187.3,187.85,2488800,187.85
2017-01-18,188.55,190.4,186.6,188.95,2435300,188.95
2017-01-19,188.75,188.75,184.7,185.6,2291900,185.6
2017-01-20,185.85,186.95,182.65,183.75,2066500,183.75
2017-01-23,184,186.7,183.3,184.7,1211100,184.7
2017-01-24,185.35,186.5,184.05,185.05,2431500,185.05
2017-01-25,185.6,187.45,184.4,186.75,3912000,186.75
2017-01-26,186.75,186.75,186.75,186.75,0,186.75
2017-01-27,188,189.8,186.1,187.35,1741500,187.35
2017-01-30,187.3,187.4,183.3,183.9,1390700,183.9
2017-01-31,183.4,183.5,179,180.4,2025600,180.4
2017-02-01,180.3,189,176.25,186.95,7118500,186.95
2017-02-02,187,188.75,182.1,184.45,2558500,184.45
2017-02-03,184.2,187.3,181.3,183.3,2777600,183.3
2017-02-06,184,184.9,181.35,182.15,1670300,182.15
2017-02-07,181.7,185,180.45,182.65,2725100,182.65
2017-02-08,182.3,186.65,181.45,185.9,2462100,185.9
2017-02-09,186.3,187.85,182.25,183.6,1739400,183.6
2017-02-10,183.6,184.25,181.05,182.45,2590000,182.45
2017-02-13,183.3,183.3,178.25,179.25,1726600,179.25
2017-02-14,180,180,174.5,175.45,1972100,175.45
2017-02-15,174.55,176.85,173.35,174.2,2517900,174.2
2017-02-16,174.3,179.7,171.6,178.9,4054400,178.9
2017-02-17,179.95,181.5,176.6,179.5,2274400,179.5
2017-02-20,179,182,178.15,179.75,2545200,179.75
2017-02-21,180.45,180.85,178.85,180,2152800,180
2017-02-22,180.85,182.8,178.9,179.9,3638500,179.9
2017-02-23,180.7,185.15,179.6,184.45,4030400,184.45
2017-02-24,184.45,184.45,184.45,184.45,0,184.45
2017-02-27,185.2,187,183.75,185.05,2991600,185.05
2017-02-28,185.8,189.45,185.1,187.6,3301300,187.6
2017-03-01,188.95,191.15,184.6,185.65,2229300,185.65
2017-03-02,186.9,187.65,180.6,181.4,1864400,181.4
2017-03-03,180.8,184,179.65,183.45,2264800,183.45
2017-03-06,184.2,184.45,181.8,182.7,1515300,182.7
2017-03-07,182.4,183.5,180.55,181.25,1249200,181.25
2017-03-08,180.25,182.35,177.8,179.9,1628900,179.9
2017-03-09,179.9,182.55,179.05,179.5,2079200,179.5
2017-03-10,181.9,181.9,178.45,179.1,1590700,179.1
2017-03-13,179.1,179.1,179.1,179.1,0,179.1
2017-03-14,183,187.3,181.25,186.1,3340300,186.1
2017-03-15,187.2,196.5,187,194.1,9848900,194.1
2017-03-16,195.7,198.65,194.6,196.25,3822800,196.25
2017-03-17,197.4,199.8,191.8,198.85,4872900,198.85
2017-03-20,204,205.9,202,203,8999500,203
2017-03-21,204,205.95,199.2,204.95,4512000,204.95
2017-03-22,203.8,207.95,202.1,204.65,7102300,204.65
2017-03-23,206.6,208,204,206.5,4474200,206.5
2017-03-24,206.7,211.3,205.1,209.25,6289900,209.25
2017-03-27,208.75,211.9,206.6,210.6,4714800,210.6
2017-03-28,211,212.5,203.3,203.95,4666600,203.95
2017-03-29,203.5,210.5,200.65,209.4,6029000,209.4
2017-03-30,211.1,211.1,207.15,207.9,2759000,207.9
2017-03-31,208.9,210.9,207.6,208.7,1893600,208.7
2017-04-03,209,211.45,208.65,210.25,1688800,210.25
2017-04-04,210.25,210.25,210.25,210.25,0,210.25
2017-04-05,211.5,214.15,210.9,211.95,2484400,211.95
2017-04-06,212,215.3,210.3,212.85,3386100,212.85
2017-04-07,211.5,216.5,210,213.45,3579000,213.45
2017-04-10,216,218,214.15,216.7,3368600,216.7
2017-04-11,217.55,232.95,216.75,227.75,9480800,227.75
2017-04-12,229.9,229.9,220.1,221.2,4711400,221.2
2017-04-13,221.25,227.3,220.95,222.35,3646000,222.35
2017-04-14,222.35,222.35,222.35,222.35,0,222.35
2017-04-17,223,231.4,220.75,229.25,5253100,229.25
2017-04-18,229.95,236.45,225.3,227,5388400,227
2017-04-19,227.7,233,226.15,230.55,3249800,230.55
2017-04-20,231.45,241,228.95,240.1,5839400,240.1
2017-04-21,241.9,242.35,233.2,237.1,4537900,237.1
