"Date","SUNPHARMA.NS.Open","SUNPHARMA.NS.High","SUNPHARMA.NS.Low","SUNPHARMA.NS.Close","SUNPHARMA.NS.Volume","SUNPHARMA.NS.Adjusted"
2016-08-08,842.04999,844.84998,830.40002,832.79999,3382700,831.73127
2016-08-09,834,835.20001,822.59998,829.34998,1896200,828.28568
2016-08-10,831.70001,833,815.04999,817.65002,1315700,816.60074
2016-08-11,814.29999,818.79999,785.20001,808.25,6662200,807.21278
2016-08-12,816.79999,825.90002,790.54999,800.54999,8732700,799.52265
2016-08-15,800.54999,800.54999,800.54999,800.54999,0,799.52265
2016-08-16,808.34998,808.34998,781.20001,782.70001,5115400,781.69558
2016-08-17,778.75,790.79999,772.79999,785,3550400,783.99262
2016-08-18,790,794.40002,785.5,788.79999,1585900,787.78773
2016-08-19,792.75,793.5,779.59998,783.79999,3217400,782.79415
2016-08-22,784.25,785,765,770.09998,5501600,769.11172
2016-08-23,770.70001,770.70001,760,762.34998,3756200,761.37166
2016-08-24,765,775.34998,763.54999,769.70001,3806300,768.71227
2016-08-25,773.95001,777.29999,762.04999,764.95001,2285000,763.96836
2016-08-26,766.25,768.65002,752.75,755.25,1978900,754.2808
2016-08-29,757.90002,762.40002,746.59998,759.29999,2362400,758.32559
2016-08-30,763.79999,777,760.95001,774.84998,1726300,773.85562
2016-08-31,778,782,771.29999,775.65002,3405100,774.65464
2016-09-01,775.59998,778.90002,767.25,770.04999,1183800,769.06179
2016-09-02,774,784.29999,768,782.34998,1867600,781.346
2016-09-05,782.34998,782.34998,782.34998,782.34998,0,781.346
2016-09-06,786,789,778.29999,782.65002,1556400,781.64566
2016-09-07,783,784.54999,776.54999,779.25,1353100,778.25
2016-09-08,780,809.75,777.29999,808.04999,3663700,808.04999
2016-09-09,811,818.5,794.09998,797.45001,4003100,797.45001
2016-09-12,789,795.90002,779.09998,787.04999,2621800,787.04999
2016-09-13,787.04999,787.04999,787.04999,787.04999,0,787.04999
2016-09-14,795,796.20001,774.40002,779.84998,3858500,779.84998
2016-09-15,784,792.59998,782.15002,786.34998,1479300,786.34998
2016-09-16,790.04999,794,781.25,783.79999,2303900,783.79999
2016-09-19,784.54999,789.70001,780.54999,782.5,1283400,782.5
2016-09-20,785,786.59998,777,778.75,2078600,778.75
2016-09-21,782,784.5,776.34998,778.84998,1572700,778.84998
2016-09-22,786.04999,788.84998,783.29999,786.75,1730300,786.75
2016-09-23,790.09998,790.75,778,780.04999,1768000,780.04999
2016-09-26,781,784.25,764.59998,766.15002,2308800,766.15002
2016-09-27,766.5,776.90002,766.15002,770.15002,1556400,770.15002
2016-09-28,766.20001,773.75,763.40002,764.79999,2342600,764.79999
2016-09-29,769,770,732,735.84998,5321200,735.84998
2016-09-30,739.95001,745,735.09998,742.70001,2051300,742.70001
2016-10-03,750,761,750,757.04999,1856000,757.04999
2016-10-04,762,773,759.25,764.29999,2557800,764.29999
2016-10-05,768.5,768.5,757.29999,759.45001,1847100,759.45001
2016-10-06,765,766.54999,750.09998,752.90002,1755100,752.90002
2016-10-07,756,756.20001,748.79999,751.20001,1554300,751.20001
2016-10-10,752.95001,758,750,755.45001,1365900,755.45001
2016-10-11,755.45001,755.45001,755.45001,755.45001,0,755.45001
2016-10-12,755.45001,755.45001,755.45001,755.45001,0,755.45001
2016-10-13,749.20001,753.90002,735.09998,739.70001,2996600,739.70001
2016-10-14,740.90002,747,737.40002,745.5,1849500,745.5
2016-10-17,747.29999,747.40002,732,733.95001,1510200,733.95001
2016-10-18,735.95001,745.29999,735.5,743.5,1901100,743.5
2016-10-19,748.40002,759,747.04999,750.25,2267300,750.25
2016-10-20,754.75,755.90002,742.95001,745.5,1360500,745.5
2016-10-21,747,749,740.54999,747.75,1807600,747.75
2016-10-24,749.90002,753.70001,745.25,747.15002,1014700,747.15002
2016-10-25,749.09998,759,746.25,747.40002,1924600,747.40002
2016-10-26,749,749,736.09998,738.70001,1206600,738.70001
2016-10-27,742,750.70001,737.20001,746.90002,2686300,746.90002
2016-10-28,747,752,741.95001,743.40002,1900000,743.40002
2016-10-31,743.40002,743.40002,743.40002,743.40002,0,743.40002
2016-11-01,749,749,732.09998,733.75,2566600,733.75
2016-11-02,732.79999,732.79999,713.09998,714.04999,3286300,714.04999
2016-11-03,714,717,700.40002,703.65002,4374200,703.65002
2016-11-04,679.90002,679.90002,647.09998,651.5,17908900,651.5
2016-11-07,676,677,653,654.90002,6663500,654.90002
2016-11-08,660,663.04999,632.29999,635.40002,9896600,635.40002
2016-11-09,600,669.15002,571.90002,660.75,14963300,660.75
2016-11-10,680,693.59998,664.09998,666.20001,9357500,666.20001
2016-11-11,690,708,680,688,13184300,688
2016-11-14,688,688,688,688,0,688
2016-11-15,697.95001,705.54999,674.65002,682.45001,5816500,682.45001
2016-11-16,691,694.75,660,667.40002,4722900,667.40002
2016-11-17,668.75,681.34998,660,669.25,3756200,669.25
2016-11-18,671.5,692.5,662.04999,688.84998,6150700,688.84998
2016-11-21,692,697.09998,676.04999,690.34998,5090700,690.34998
2016-11-22,699,699.40002,685,689.90002,3359100,689.90002
2016-11-23,696,704.90002,691.04999,701.29999,4496500,701.29999
2016-11-24,699.5,699.5,680,682.5,3783600,682.5
2016-11-25,689.5,717,685.09998,714.15002,4410500,714.15002
2016-11-28,713.65002,720.20001,710.04999,715.15002,2607800,715.15002
2016-11-29,719.90002,721.5,702,706.5,3674000,706.5
2016-11-30,710.90002,719.5,706.29999,709.79999,4359400,709.79999
2016-12-01,709.79999,724.5,707,721.5,2796900,721.5
2016-12-02,719.29999,730.95001,716.09998,720.34998,3163400,720.34998
2016-12-05,722,725,710.34998,713.09998,2946400,713.09998
2016-12-06,716.54999,721.70001,704.15002,706.15002,2939600,706.15002
2016-12-07,700,700,660,664,12922300,664
2016-12-08,664,679.59998,658.84998,675.70001,6865000,675.70001
2016-12-09,678,682.79999,671.25,673,3298700,673
2016-12-12,673.20001,681.90002,670,676.40002,2155100,676.40002
2016-12-13,676,685.70001,666.54999,684.34998,4508100,684.34998
2016-12-14,685.95001,692.65002,675,678.40002,3202300,678.40002
2016-12-15,672.79999,673.59998,645,649.95001,9539100,649.95001
2016-12-16,650.84998,651.90002,633.59998,647.34998,10780800,647.34998
2016-12-19,644,644,630.09998,632.25,4214700,632.25
2016-12-20,635,638,622.09998,627.90002,3984200,627.90002
2016-12-21,632,633.90002,613.04999,614.45001,7404100,614.45001
2016-12-22,616.25,625,608,609.15002,5479100,609.15002
2016-12-23,614,629.5,611.20001,623.5,6105600,623.5
2016-12-26,624.54999,624.90002,610,611.25,3005500,611.25
2016-12-27,614,622.20001,612.59998,621.09998,2289000,621.09998
2016-12-28,624,628.65002,619.04999,621.34998,2516700,621.34998
2016-12-29,621.5,624.95001,611.84998,614.70001,4788900,614.70001
2016-12-30,619,632,616.65002,630,3523500,630
2017-01-02,633,640.34998,627,634.04999,2266200,634.04999
2017-01-03,637,641.95001,631.84998,636.09998,2821800,636.09998
2017-01-04,638,643.79999,634.79999,637.34998,2500400,637.34998
2017-01-05,646.09998,647.90002,641.5,643.45001,2589500,643.45001
2017-01-06,648.09998,649.75,639.45001,640.75,1864300,640.75
2017-01-09,641.09998,646.90002,631,632.04999,1827400,632.04999
2017-01-10,635,639.90002,627.09998,638.54999,2559600,638.54999
2017-01-11,640,649.54999,639.29999,648.20001,2784800,648.20001
2017-01-12,629,646.90002,629,644.75,6269900,644.75
2017-01-13,647,657.40002,642.45001,653,3524900,653
2017-01-16,651,654.90002,642.20001,643.5,1349600,643.5
2017-01-17,645,652.70001,644.45001,649.70001,3016400,649.70001
2017-01-18,649,654,644.5,649.95001,4013600,649.95001
2017-01-19,647,653.70001,641.09998,643.45001,2089600,643.45001
2017-01-20,642.84998,647.40002,640,641.54999,3671300,641.54999
2017-01-23,640,645.25,632.5,633.65002,2955800,633.65002
2017-01-24,636,644.5,636,641.40002,2187700,641.40002
2017-01-25,644,646.70001,634.20001,635.84998,3068000,635.84998
2017-01-26,635.84998,635.84998,635.84998,635.84998,0,635.84998
2017-01-27,638.29999,643,633.79999,640.5,2362300,640.5
2017-01-30,640.04999,654.90002,639,644.75,2406000,644.75
2017-01-31,644.5,649,630,631.5,1926900,631.5
2017-02-01,631,637.45001,618.40002,625.54999,3507200,625.54999
2017-02-02,626.20001,644.70001,620,641.40002,3819300,641.40002
2017-02-03,644.5,649.79999,640.25,647.25,2048000,647.25
2017-02-06,650,677.29999,645,675.15002,5835900,675.15002
2017-02-07,675,689.54999,667.20001,669.59998,4274100,669.59998
2017-02-08,668.65002,677,659.20001,662.20001,2959200,662.20001
2017-02-09,665,669,653.34998,655.5,3295400,655.5
2017-02-10,655.5,662.09998,650.09998,655.04999,2814300,655.04999
2017-02-13,656.5,659.45001,648,654.70001,1885700,654.70001
2017-02-14,659,662.84998,640.90002,649.29999,3393600,649.29999
2017-02-15,650.20001,651.75,621.5,623.04999,10352700,623.04999
2017-02-16,624,652,623.45001,649.29999,6158000,649.29999
2017-02-17,653.5,677.95001,649.09998,675.5,6165100,675.5
2017-02-20,678,686.40002,672.5,679.65002,4597800,679.65002
2017-02-21,681.70001,685,670.09998,673.20001,2972100,673.20001
2017-02-22,674,675.40002,662.75,670.34998,2662200,670.34998
2017-02-23,673.90002,681.29999,667.04999,674.54999,4522300,674.54999
2017-02-24,674.54999,674.54999,674.54999,674.54999,0,674.54999
2017-02-27,674.09998,685.5,671.09998,674.45001,3477000,674.45001
2017-02-28,675,682.29999,675,679,2711500,679
2017-03-01,681.09998,697.40002,679,694.65002,4972100,694.65002
2017-03-02,700,701.29999,672.90002,676.15002,4783000,676.15002
2017-03-03,672,688.45001,671.09998,686.45001,2495200,686.45001
2017-03-06,684,684.5,675.09998,683,2858100,683
2017-03-07,683.59998,684.84998,675.25,679.65002,2152300,679.65002
2017-03-08,675,688.84998,673,680.40002,3480800,680.40002
2017-03-09,680.34998,686,676.09998,685.15002,2408800,685.15002
2017-03-10,680.04999,691.09998,680,682.95001,1987700,682.95001
2017-03-13,682.95001,682.95001,682.95001,682.95001,0,682.95001
2017-03-14,693.5,729.04999,677.09998,708.20001,9857200,708.20001
2017-03-15,713,717.45001,704.25,705.84998,3046800,705.84998
2017-03-16,711,719.5,707.09998,710.79999,3087300,710.79999
2017-03-17,715,716.40002,702,707.5,3067000,707.5
2017-03-20,709,711,704.5,706.54999,1418600,706.54999
2017-03-21,704,705.90002,684.15002,698.04999,3691900,698.04999
2017-03-22,694,703,690.84998,701.45001,2414200,701.45001
2017-03-23,704,705,699.25,703.15002,1294400,703.15002
2017-03-24,703.5,709.65002,700.20001,703.90002,1357500,703.90002
2017-03-27,701,703.34998,689.5,691.20001,1859300,691.20001
2017-03-28,694.79999,702.54999,693.70001,698.59998,1626400,698.59998
2017-03-29,701,701.40002,685,687.65002,5152700,687.65002
2017-03-30,689.79999,694.04999,685.20001,687.04999,2558200,687.04999
2017-03-31,685.20001,694.04999,684.59998,688.15002,2898400,688.15002
2017-04-03,688.75,693.79999,685.09998,692.40002,1347300,692.40002
2017-04-04,692.40002,692.40002,692.40002,692.40002,0,692.40002
2017-04-05,694.5,696.70001,686.5,690.70001,1977400,690.70001
2017-04-06,692.95001,692.95001,683.15002,686.90002,2015400,686.90002
2017-04-07,684.90002,684.90002,662.20001,665.95001,6076700,665.95001
2017-04-10,667,669.90002,661.20001,667.75,2138600,667.75
2017-04-11,668.04999,673,666.09998,670.40002,1344700,670.40002
2017-04-12,672.75,689.5,663.40002,683.25,2653600,683.25
2017-04-13,688.5,699.84998,681.5,692.75,2918700,692.75
2017-04-14,692.75,692.75,692.75,692.75,0,692.75
2017-04-17,682,683,670.29999,677.04999,2411200,677.04999
2017-04-18,677.95001,679.5,663.95001,665.15002,1734200,665.15002
2017-04-19,668.95001,676,661.40002,663.34998,2241100,663.34998
2017-04-20,666,667.70001,655.04999,655.95001,2071400,655.95001
2017-04-21,659.45001,659.45001,636.59998,639.59998,6091200,639.59998
