"Date","GRANULES.NS.Open","GRANULES.NS.High","GRANULES.NS.Low","GRANULES.NS.Close","GRANULES.NS.Volume","GRANULES.NS.Adjusted"
2016-10-12,120.3,120.3,120.3,120.3,0,119.86
2016-10-13,122,122.05,117.5,119.25,1192300,118.814
2016-10-14,120.35,121.05,119.25,120,623500,119.561
2016-10-17,123.85,125.6,120.1,121.2,3168200,120.756
2016-10-18,122,123.1,121.9,122.4,594400,121.952
2016-10-19,123.3,124.8,122.6,123.1,1150900,122.649
2016-10-20,123.9,124.9,121.8,122.5,1344700,122.052
2016-10-21,122.6,124,122.5,122.95,797600,122.5
2016-10-24,123.8,126.3,123.25,125.1,1196800,124.642
2016-10-25,125.95,127.8,123.85,125,3550600,124.542
2016-10-26,126,126,121.75,122.15,954200,121.703
2016-10-27,121.2,122.85,119.35,121.45,1253700,121.005
2016-10-28,121.6,122.75,120.7,121.65,562500,121.205
2016-10-31,121.65,121.65,121.65,121.65,0,121.205
2016-11-01,122.4,124.2,121.7,122.05,707400,121.603
2016-11-02,120.7,121.3,115.4,117.1,844900,116.671
2016-11-03,116.55,118.75,114.4,115.5,975800,115.274
2016-11-04,115.7,116.55,110.6,111.9,1483500,111.681
2016-11-07,114,116.2,114,114.7,725400,114.476
2016-11-08,115.5,115.75,112,114.1,750100,113.877
2016-11-09,103,109.9,91.45,108.25,5906100,108.038
2016-11-10,112.5,116.9,111.05,113.55,1280300,113.328
2016-11-11,113,113.9,108.05,108.65,1093300,108.438
2016-11-14,108.65,108.65,108.65,108.65,0,108.438
2016-11-15,109.5,110.65,104.55,105.1,1483300,104.894
2016-11-16,107.8,108.25,101.1,101.7,1138900,101.501
2016-11-17,102.4,104.3,101.1,102.5,862900,102.3
2016-11-18,103.2,104.5,101.75,103.2,602900,102.998
2016-11-21,104,104.1,98.4,99.1,948800,98.906
2016-11-22,100.5,103.7,98.65,103.05,1148600,102.849
2016-11-23,104.1,107.2,103.15,106.4,1163900,106.192
2016-11-24,106,106.4,102.6,104.35,1425900,104.146
2016-11-25,105,109.4,104.5,108.55,1001800,108.338
2016-11-28,108.95,110.2,106.7,108.3,693700,108.088
2016-11-29,108.9,109.6,107.6,108.45,490400,108.238
2016-11-30,109.6,110,108.1,109.6,501300,109.386
2016-12-01,110.4,113.8,109,111.4,1284900,111.182
2016-12-02,111.4,112.45,108.65,111.5,1871200,111.282
2016-12-05,113,114.2,111.25,112,1254700,111.781
2016-12-06,113,113.4,111.7,112.1,446300,111.881
2016-12-07,112.5,113.1,110.6,111.1,447800,110.883
2016-12-08,111.4,112.9,111.4,112.3,477400,112.08
2016-12-09,113.2,113.2,111.5,112.45,404700,112.23
2016-12-12,112.6,115.7,110.55,111.15,946100,110.933
2016-12-13,111.9,112.15,110.55,111.2,364600,110.983
2016-12-14,111.2,112.3,109.85,111.4,563700,111.182
2016-12-15,110,117.7,109.5,116.4,2253400,116.172
2016-12-16,117,118,115.3,116.1,1114300,115.873
2016-12-19,115.9,116.5,114.05,115.6,696000,115.374
2016-12-20,112,113.75,110.25,110.65,1245500,110.434
2016-12-21,111.5,113.95,108.4,112.35,1026600,112.13
2016-12-22,110.6,112.4,108.75,109.2,770800,108.986
2016-12-23,109.2,111.05,108.25,108.55,444700,108.338
2016-12-26,108.45,108.65,101.15,102.1,1200500,101.9
2016-12-27,101.55,106.3,101.55,105.05,1014900,104.845
2016-12-28,105.75,107.3,104.55,105.15,675800,104.944
2016-12-29,105,108,104.6,107.25,795000,107.04
2016-12-30,107.65,109.2,107.05,108.05,695300,107.839
2017-01-02,108.2,109.4,103.55,108.2,797100,107.988
2017-01-03,108.6,112.2,107.2,111.65,1257900,111.432
2017-01-04,111.65,112.8,109.6,110,501300,109.785
2017-01-05,110.3,112.6,110.3,111.8,581400,111.581
2017-01-06,111.8,113.45,111,112.25,745700,112.031
2017-01-09,107.4,107.4,97.75,101.2,11784200,101.002
2017-01-10,102.1,105.75,101.7,104.75,3369100,104.545
2017-01-11,105.1,105.9,104.05,104.65,1198500,104.445
2017-01-12,103.5,104.25,102,103.5,1017600,103.298
2017-01-13,103.65,105,102.3,104.3,1124100,104.096
2017-01-16,104,109.15,103,108.25,2512900,108.038
2017-01-17,108.6,112.05,108.25,111.7,2518900,111.482
2017-01-18,111.35,114.5,111,113.85,1533300,113.627
2017-01-19,113.4,114.9,112.3,113.6,1056200,113.378
2017-01-20,113.4,114.15,110.5,111.2,1188900,110.983
2017-01-23,110.9,113.45,110,112.1,764100,111.881
2017-01-24,112.25,113.9,111.8,112.8,958600,112.579
2017-01-25,113.7,116.1,112.3,115.35,1589100,115.124
2017-01-26,115.35,115.35,115.35,115.35,0,115.124
2017-01-27,116.25,117.25,114.5,114.9,1515000,114.675
2017-01-30,117.5,117.85,115.3,116.05,1670700,115.823
2017-01-31,116.3,116.7,112.9,113.3,862200,113.078
2017-02-01,113.9,114.4,109.75,113.7,1300800,113.478
2017-02-02,114,116.9,112.8,116.15,1138000,115.923
2017-02-03,117.7,130.4,116,127.9,8786400,127.65
2017-02-06,130.25,131.35,127,127.85,3315900,127.6
2017-02-07,127.5,128.2,124.4,125.85,1690100,125.85
2017-02-08,126,131.9,125,130.7,2841300,130.7
2017-02-09,132,133,127.8,131.05,2123900,131.05
2017-02-10,131.05,134.9,130.1,130.85,2074900,130.85
2017-02-13,131,131.25,125.35,127.4,1604000,127.4
2017-02-14,127.45,128.3,125.5,125.85,784900,125.85
2017-02-15,126.5,128.45,121.55,122.3,2242000,122.3
2017-02-16,122.3,128.6,121,127.6,2479700,127.6
2017-02-17,128.9,129.85,125.1,126.4,1617100,126.4
2017-02-20,125.7,127.1,124.15,125.25,1310000,125.25
2017-02-21,126.7,132.45,126.35,131.05,4760700,131.05
2017-02-22,132,132.35,127.5,128.55,2161700,128.55
2017-02-23,128,132.8,126.7,128.6,3375300,128.6
2017-02-24,128.6,128.6,128.6,128.6,0,128.6
2017-02-27,129,134.8,129,134,3438200,134
2017-02-28,134.85,137,132.85,134.5,2203600,134.5
2017-03-01,134.5,137.05,133.65,134.15,1368600,134.15
2017-03-02,134.75,135.25,127.5,128.2,1474300,128.2
2017-03-03,128.2,130,127.7,129,840000,129
2017-03-06,129.45,132.15,128.6,130.55,831100,130.55
2017-03-07,131,131.7,129,129.4,683100,129.4
2017-03-08,130,130.85,127.85,129.5,908200,129.5
2017-03-09,128.7,130.7,128.2,128.95,707700,128.95
2017-03-10,130,130.7,127.9,128.5,471800,128.5
2017-03-13,128.5,128.5,128.5,128.5,0,128.5
2017-03-14,131.95,131.95,128.7,129.75,925000,129.75
2017-03-15,130,132.4,129.6,130.4,997400,130.4
2017-03-16,131,131.9,129.85,130.45,598900,130.45
2017-03-17,131,131.25,128.25,129.8,890200,129.8
2017-03-20,130.75,135.15,129.85,134.45,3003100,134.45
2017-03-21,134.95,135.4,133.45,134.65,1794500,134.65
2017-03-22,133,138.75,131.95,135.8,3012000,135.8
2017-03-23,136,137.75,135.6,136.95,1182500,136.95
2017-03-24,137,139.2,136.8,137.55,1532100,137.55
2017-03-27,137.5,141.3,136.95,139.75,2534100,139.75
2017-03-28,140.5,141.75,139.8,140.1,1223600,140.1
2017-03-29,140,140.85,136.9,138.2,1466100,138.2
2017-03-30,138,141.8,137.6,139.1,2977800,139.1
2017-03-31,140.4,140.8,138.5,138.85,827900,138.85
2017-04-03,139.5,143.4,138.5,142.4,1388700,142.4
2017-04-04,142.4,142.4,142.4,142.4,0,142.4
2017-04-05,142,143.45,141.05,141.75,749500,141.75
2017-04-06,141.95,143.15,140.5,141.05,733800,141.05
2017-04-07,139.1,142.2,138.15,138.9,1166000,138.9
2017-04-10,139.15,139.9,136.1,138.35,901800,138.35
2017-04-11,138.1,140.5,137.45,139.2,1416000,139.2
2017-04-12,139,139.6,136.55,138.35,1444000,138.35
2017-04-13,138.1,140.8,137.3,139,975100,139
2017-04-14,139,139,139,139,0,139
2017-04-17,139.05,139.8,137.65,137.9,550200,137.9
2017-04-18,138,140.3,136.15,137.5,1768400,137.5
2017-04-19,137.45,142.7,136.6,141.6,1684600,141.6
2017-04-20,142.2,146,142,144.75,2352800,144.75
2017-04-21,145.05,152.7,144.9,150.3,4397100,150.3
