"Date","MARUTI.NS.Open","MARUTI.NS.High","MARUTI.NS.Low","MARUTI.NS.Close","MARUTI.NS.Volume","MARUTI.NS.Adjusted"
2016-08-19,4916,4933.2,4889.05,4900.1,426400,4866.26
2016-08-22,4896,4897,4828,4837.75,292800,4804.34
2016-08-23,4835.05,4855.2,4800,4833.8,270800,4800.41
2016-08-24,4890,4983.8,4886.45,4948.55,952400,4914.37
2016-08-25,4973.8,4982.8,4906.25,4933.7,914300,4899.63
2016-08-26,4934.8,4964.9,4910.1,4920.9,337700,4886.91
2016-08-29,4925,4955,4920.9,4927.4,299600,4893.37
2016-08-30,4955,5103.9,4951,5067.65,996100,5032.65
2016-08-31,5063.9,5103.85,5036.3,5053.65,804200,5053.65
2016-09-01,5074,5100,5019.3,5060.75,870400,5060.75
2016-09-02,5078,5188.65,5075,5160.45,956000,5160.45
2016-09-05,5160.45,5160.45,5160.45,5160.45,0,5160.45
2016-09-06,5201,5335,5201,5319.7,970000,5319.7
2016-09-07,5319,5362,5290.1,5336.05,734000,5336.05
2016-09-08,5321,5499,5319,5489.4,942300,5489.4
2016-09-09,5489.7,5489.95,5377.05,5403,547500,5403
2016-09-12,5305,5350,5251,5329,795600,5329
2016-09-13,5329,5329,5329,5329,0,5329
2016-09-14,5330.05,5384.75,5330.05,5363.9,539700,5363.9
2016-09-15,5356,5461,5349.55,5452.4,704300,5452.4
2016-09-16,5473,5619.9,5473,5573.3,1669900,5573.3
2016-09-19,5569,5569,5485,5491.9,632800,5491.9
2016-09-20,5525,5560,5498.35,5514.85,423000,5514.85
2016-09-21,5526,5542.5,5462.1,5501.25,549300,5501.25
2016-09-22,5565.35,5634.1,5564.95,5597.1,526400,5597.1
2016-09-23,5630,5630,5565.6,5601.8,559500,5601.8
2016-09-26,5586,5625,5555.55,5568.9,418200,5568.9
2016-09-27,5598.95,5599.95,5500,5511.4,427900,5511.4
2016-09-28,5510.6,5555,5506,5521.8,449800,5521.8
2016-09-29,5575,5577,5395,5438.6,693200,5438.6
2016-09-30,5420,5497.5,5382.6,5477.3,646600,5477.3
2016-10-03,5661,5720,5631.8,5681,840900,5681
2016-10-04,5715.15,5717.95,5650,5680,464900,5680
2016-10-05,5707,5767,5673,5689.2,644700,5689.2
2016-10-06,5700,5745.6,5700,5710.45,416800,5710.45
2016-10-07,5709.45,5717.25,5667.3,5683.8,309400,5683.8
2016-10-10,5724.9,5734.4,5695.95,5712.35,205800,5712.35
2016-10-11,5712.35,5712.35,5712.35,5712.35,0,5712.35
2016-10-12,5712.35,5712.35,5712.35,5712.35,0,5712.35
2016-10-13,5690,5752.8,5652.6,5718.55,441100,5718.55
2016-10-14,5760.2,5766.95,5669.1,5690.45,352300,5690.45
2016-10-17,5699,5699,5574.6,5599.1,400500,5599.1
2016-10-18,5621,5645.35,5580.1,5626.7,487700,5626.7
2016-10-19,5633.7,5647.9,5593.05,5604.6,384600,5604.6
2016-10-20,5615,5683.5,5615,5644.5,311700,5644.5
2016-10-21,5650.5,5670,5616,5650.2,224500,5650.2
2016-10-24,5666,5748,5666,5713.9,412400,5713.9
2016-10-25,5734,5799,5725.65,5781.45,339500,5781.45
2016-10-26,5796.6,5898,5785,5869.1,590800,5869.1
2016-10-27,5897,5948,5789.1,5860.15,1864800,5860.15
2016-10-28,5922,5928.55,5865.75,5876.15,935500,5876.15
2016-10-31,5876.15,5876.15,5876.15,5876.15,0,5876.15
2016-11-01,5919,5974,5855.2,5878.1,1163800,5878.1
2016-11-02,5805,5864.9,5785,5794.6,522300,5794.6
2016-11-03,5799.9,5859.9,5780,5805.55,585700,5805.55
2016-11-04,5789,5789,5667.3,5704.85,679800,5704.85
2016-11-07,5763,5784.85,5708,5715.95,532200,5715.95
2016-11-08,5727.8,5731,5581.5,5669,684000,5669
2016-11-09,5305,5553,5305,5392.95,1299600,5392.95
2016-11-10,5505.5,5517.25,5305,5328.5,942900,5328.5
2016-11-11,5290,5292.95,5103,5134.25,1058400,5134.25
2016-11-14,5134.25,5134.25,5134.25,5134.25,0,5134.25
2016-11-15,5101.9,5119.05,4806.4,4846.6,2793900,4846.6
2016-11-16,4924,5009.4,4901.55,4990.8,1952200,4990.8
2016-11-17,5030,5048,4916.3,4925.55,668700,4925.55
2016-11-18,4935,4989.9,4887.9,4950.9,699300,4950.9
2016-11-21,4990,4990,4765.3,4787.45,864600,4787.45
2016-11-22,4830,4956,4825.55,4934.55,845900,4934.55
2016-11-23,4945,4945,4860,4880.85,757700,4880.85
2016-11-24,4862,4883.9,4804,4830.15,550300,4830.15
2016-11-25,4849,4905,4792.45,4873.6,669500,4873.6
2016-11-28,4866,4913,4833,4893.75,1387000,4893.75
2016-11-29,4898,5119,4896,5088.15,874800,5088.15
2016-11-30,5110.55,5282,5100.1,5266,1270600,5266
2016-12-01,5266,5307.5,5204.25,5252.1,1221800,5252.1
2016-12-02,5220,5236.2,5046,5068.1,772200,5068.1
2016-12-05,5063.9,5219.9,5055,5202.95,578900,5202.95
2016-12-06,5220,5261,5118.05,5135.2,646600,5135.2
2016-12-07,5150.95,5209.75,5035.05,5116.65,590400,5116.65
2016-12-08,5172,5269.9,5170,5234.6,845900,5234.6
2016-12-09,5290,5312.5,5201.2,5235,562500,5235
2016-12-12,5228,5228,5120.05,5144.4,357400,5144.4
2016-12-13,5178.75,5207,5134.05,5163.15,484200,5163.15
2016-12-14,5179.95,5214.75,5130.2,5141.05,371600,5141.05
2016-12-15,5099.95,5197,5080,5152.05,457300,5152.05
2016-12-16,5174.5,5207,5151.2,5188.65,1170500,5188.65
2016-12-19,5175,5195.45,5104.05,5115.05,369100,5115.05
2016-12-20,5135.9,5147.5,5072,5108,377600,5108
2016-12-21,5119.4,5160,5073.55,5137.85,413000,5137.85
2016-12-22,5144,5144,5053,5084.4,399500,5084.4
2016-12-23,5050,5214,5041,5197.15,589000,5197.15
2016-12-26,5179,5257.8,5151.1,5167.35,510900,5167.35
2016-12-27,5185,5237.4,5117.2,5224,486700,5224
2016-12-28,5250,5278,5219.45,5231.25,595500,5231.25
2016-12-29,5217.2,5349,5217.2,5314.8,655300,5314.8
2016-12-30,5347,5377.9,5303,5319.55,559800,5319.55
2017-01-02,5320.05,5474.2,5267.8,5466,651300,5466
2017-01-03,5466,5524.2,5432.6,5508.4,631700,5508.4
2017-01-04,5530,5554.7,5494,5502.15,679400,5502.15
2017-01-05,5525.1,5649.9,5525.1,5634.95,744200,5634.95
2017-01-06,5650,5657.3,5597,5615.55,544600,5615.55
2017-01-09,5644.8,5680,5610.6,5658.5,345000,5658.5
2017-01-10,5680,5693.7,5641,5674.85,410400,5674.85
2017-01-11,5691,5772.9,5691,5762.35,539300,5762.35
2017-01-12,5770,5795,5742,5777.35,421600,5777.35
2017-01-13,5792,5794,5683.65,5699.5,1086800,5699.5
2017-01-16,5697.95,5725.2,5661,5676.9,290100,5676.9
2017-01-17,5690,5718.9,5657.05,5669.4,343000,5669.4
2017-01-18,5685,5719,5665,5684.45,308400,5684.45
2017-01-19,5675,5728,5675,5718.35,239000,5718.35
2017-01-20,5717,5749,5642,5668.95,444200,5668.95
2017-01-23,5668.95,5712.75,5643.8,5700,297500,5700
2017-01-24,5704,5745.75,5688.95,5737.2,301600,5737.2
2017-01-25,5763.9,5834,5708.05,5802.55,1148700,5802.55
2017-01-26,5802.55,5802.55,5802.55,5802.55,0,5802.55
2017-01-27,5842,5927.7,5825.05,5915.9,576900,5915.9
2017-01-30,5916,5939,5885,5894.95,323400,5894.95
2017-01-31,5889,5934.9,5875.5,5894.25,374600,5894.25
2017-02-01,5900,6203.5,5886,6179.2,1212000,6179.2
2017-02-02,6170,6218.35,6130,6144.35,745200,6144.35
2017-02-03,6147.9,6156.65,6096.55,6115.45,304000,6115.45
2017-02-06,6157,6187,6125,6149.7,322200,6149.7
2017-02-07,6166,6231.5,6144,6213.2,456400,6213.2
2017-02-08,6219.7,6233.9,6165.15,6194.65,410300,6194.65
2017-02-09,6195.5,6204,6111.6,6157.1,511600,6157.1
2017-02-10,6170,6173.75,6096.4,6112.25,284400,6112.25
2017-02-13,6092,6139.9,6002,6022,404600,6022
2017-02-14,6045,6045,5928.1,5939.85,439700,5939.85
2017-02-15,5950,5961.8,5842.2,5862.7,609700,5862.7
2017-02-16,5860,6037.95,5860,6024.55,576300,6024.55
2017-02-17,6038,6055.85,5955.05,5989.75,326300,5989.75
2017-02-20,5989.75,6120.75,5912.3,6093.15,504400,6093.15
2017-02-21,6071.1,6090.65,6043,6063.15,287800,6063.15
2017-02-22,6073,6116.15,6040,6079.65,431200,6079.65
2017-02-23,6090,6092.1,6015.05,6031,461000,6031
2017-02-24,6031,6031,6031,6031,0,6031
2017-02-27,6005,6050.95,5940,5951.5,394300,5951.5
2017-02-28,5946.3,6000,5914.8,5922.5,558800,5922.5
2017-03-01,5960,5998.8,5885.15,5919.6,559800,5919.6
2017-03-02,5951,5998.8,5900.25,5918.75,473700,5918.75
2017-03-03,5924,5928.95,5875,5887.75,362000,5887.75
2017-03-06,5925.5,5974.8,5912,5934.85,361200,5934.85
2017-03-07,5931,5954,5881,5888.5,373100,5888.5
2017-03-08,5895,5904.9,5800,5864.15,639900,5864.15
2017-03-09,5884,5975,5864.15,5964.4,598300,5964.4
2017-03-10,5997,6008.4,5936.05,5955.6,443900,5955.6
2017-03-13,5955.6,5955.6,5955.6,5955.6,0,5955.6
2017-03-14,6060,6144.4,6010,6132.4,875000,6132.4
2017-03-15,6115,6168.8,6092.5,6137.35,384000,6137.35
2017-03-16,6159.6,6186.3,6131.7,6155.45,252700,6155.45
2017-03-17,6165,6226.8,6150,6192.6,1048000,6192.6
2017-03-20,6220,6220,6151.1,6158.9,207700,6158.9
2017-03-21,6164.75,6200.55,6051.85,6076.3,532100,6076.3
2017-03-22,6046.4,6053.4,5977.4,6005.8,462700,6005.8
2017-03-23,6015.9,6069,6015.9,6034.8,447500,6034.8
2017-03-24,6047,6047,5992.1,6004.65,573200,6004.65
2017-03-27,5977,6020,5965.65,5985.8,340500,5985.8
2017-03-28,5971.2,6049,5962.55,5974.25,505900,5974.25
2017-03-29,6008.9,6008.9,5929.35,5944.15,494500,5944.15
2017-03-30,5965,6000.9,5935.05,5956.6,898900,5956.6
2017-03-31,5952,6041,5940.1,6015.7,501900,6015.7
2017-04-03,6095,6095,6030,6072,378700,6072
2017-04-04,6072,6072,6072,6072,0,6072
2017-04-05,6110,6359,6071.05,6342.4,1076600,6342.4
2017-04-06,6335,6336,6260,6291.65,505800,6291.65
2017-04-07,6250,6336,6236.05,6259.35,467200,6259.35
2017-04-10,6282,6307.8,6245.05,6268.85,318400,6268.85
2017-04-11,6274.8,6305,6230,6247.8,373100,6247.8
2017-04-12,6263.9,6263.9,6126.7,6154.5,415300,6154.5
2017-04-13,6155,6175,6066.9,6077.95,386800,6077.95
2017-04-14,6077.95,6077.95,6077.95,6077.95,0,6077.95
2017-04-17,6070.6,6137.5,6021,6115.55,342200,6115.55
2017-04-18,6120,6234.35,6120,6137.15,453300,6137.15
2017-04-19,6131.9,6222.35,6113.8,6196.95,366500,6196.95
2017-04-20,6200,6303.15,6188,6273.5,466900,6273.5
2017-04-21,6283.9,6295.05,6177,6185.8,294800,6185.8
