"Date","CONCOR.NS.Open","CONCOR.NS.High","CONCOR.NS.Low","CONCOR.NS.Close","CONCOR.NS.Volume","CONCOR.NS.Adjusted"
2016-07-08,1471.1,1479.25,1457.55,1465.9,140900,1144.1594
2016-07-11,1471.9501,1485.9,1443.2001,1451.9501,214400,1133.2712
2016-07-12,1460.2499,1465.5,1422.35,1427.7,306200,1114.3437
2016-07-13,1434.95,1449.9001,1415,1428.2001,319900,1114.734
2016-07-14,1430.8,1456.6499,1422.1001,1443.45,764600,1126.6368
2016-07-15,1453.9999,1477.95,1453.0499,1466.1,300500,1144.3155
2016-07-18,1475,1478.4,1408.7,1422.5,94500,1110.285
2016-07-19,1430.2,1440,1412,1434.2999,129800,1119.495
2016-07-20,1433.9999,1459.9001,1433.9999,1455.45,100300,1136.003
2016-07-21,1460,1466.0001,1432.5,1445.5,172700,1128.2369
2016-07-22,1448.75,1473.9999,1439.1,1457.05,218200,1137.2518
2016-07-25,1457.1001,1489.95,1457.1001,1478.75,341200,1154.189
2016-07-26,1480,1493.9999,1400.3,1445.0999,325400,1127.9246
2016-07-27,1450,1475,1427.45,1466.4999,174400,1144.6277
2016-07-28,1466.4999,1489.7501,1461.05,1470,433800,1147.3595
2016-07-29,1470,1511.3499,1462.15,1499.9001,371600,1170.697
2016-08-01,1515,1528.9999,1494.2,1508.5001,248100,1177.4094
2016-08-02,1508,1540,1505,1517.95,291900,1184.7853
2016-08-03,1524.9001,1530.0999,1476.7999,1485.15,148700,1159.1843
2016-08-04,1506.9,1507.3,1426.7999,1437.7,285400,1122.1489
2016-08-05,1443.9999,1455,1410,1442.65,233300,1126.0124
2016-08-08,1450,1454.25,1403.55,1431.9501,136100,1117.6609
2016-08-09,1443,1482.55,1425.35,1458.95,338300,1138.7348
2016-08-10,1425,1495,1425,1467.35,490900,1145.2911
2016-08-11,1452,1460,1405.0999,1418.9,153200,1107.4751
2016-08-12,1431.4,1437,1391.6,1397.55,191400,1090.8111
2016-08-15,1397.55,1397.55,1397.55,1397.55,0,1090.8111
2016-08-16,1400,1416.55,1395.3,1399.1499,169700,1092.0598
2016-08-17,1398.9999,1414.4,1396.7,1410.05,196900,1100.5676
2016-08-18,1413.9999,1416.9,1386.2,1388.9,138600,1084.0596
2016-08-19,1390,1390,1362.2,1366.45,229700,1066.537
2016-08-22,1366.0001,1383.8,1358,1364.2,125500,1064.7808
2016-08-23,1374.4,1378.45,1341.0001,1354.35,118700,1057.0927
2016-08-24,1354.35,1368.9999,1350,1362.1001,94500,1063.1418
2016-08-25,1362,1390,1351.0001,1376.3499,458500,1074.2641
2016-08-26,1368.9999,1380.7001,1360,1366.05,82100,1066.2248
2016-08-29,1377.7,1382,1359.1,1373.75,56800,1072.2348
2016-08-30,1383.75,1383.75,1365.8,1373.0499,148800,1071.6884
2016-08-31,1375,1414.7,1365,1394.55,222800,1088.4695
2016-09-01,1400,1406.9501,1380.0999,1389.1,67600,1084.2157
2016-09-02,1395,1395.35,1365,1374.05,127400,1077.8032
2016-09-05,1374.05,1374.05,1374.05,1374.05,0,1077.8032
2016-09-06,1376.4,1384.8,1363,1375.2,274700,1078.7053
2016-09-07,1380.8501,1391.55,1374.1,1379.65,98700,1082.1958
2016-09-08,1386.6499,1387.45,1370.65,1382.2,73200,1084.1961
2016-09-09,1389.9001,1391.0001,1366.0001,1371.05,90000,1075.45
2016-09-12,1355.3,1363.45,1311.0001,1319.55,119800,1035.0535
2016-09-13,1319.55,1319.55,1319.55,1319.55,0,1035.0535
2016-09-14,1328,1336.4999,1287.7,1299.1,264100,1019.0126
2016-09-15,1300,1305,1265.55,1286.2,239400,1008.8938
2016-09-16,1298,1327,1290,1299.85,362900,1019.6008
2016-09-19,1311.9,1317.8999,1296.45,1308.4,197500,1026.3074
2016-09-20,1308.4,1323,1303.95,1309.35,105100,1027.0526
2016-09-21,1308.95,1336.9501,1305,1324.4501,268000,1038.8971
2016-09-22,1335,1343.9999,1324.2,1336.1,95600,1048.0353
2016-09-23,1340,1364.5,1334.4,1336.85,355900,1048.6236
2016-09-26,1336.9,1351.85,1330,1336.9,115900,1048.6628
2016-09-27,1339.35,1355,1335.7001,1351.7,217800,1060.2719
2016-09-28,1352.4001,1369.95,1350.8,1362.65,120000,1068.8611
2016-09-29,1368.15,1373.9999,1303.9999,1356.25,1160600,1063.8409
2016-09-30,1354.9001,1385.2,1312,1379.4,240300,1081.9998
2016-10-03,1378.9999,1390,1364.2999,1385,70600,1086.3924
2016-10-04,1382,1389.6001,1371.0001,1381.7999,62600,1083.8823
2016-10-05,1381.0001,1415,1378.45,1404.1,134700,1101.3744
2016-10-06,1405.0999,1422.8,1386.7,1396.7,139900,1095.5698
2016-10-07,1396.0001,1413.0499,1382,1401.7,139100,1099.4918
2016-10-10,1402,1406.0001,1378.2001,1384.4501,124800,1085.961
2016-10-11,1384.4501,1384.4501,1384.4501,1384.4501,0,1085.961
2016-10-12,1384.4501,1384.4501,1384.4501,1384.4501,0,1085.961
2016-10-13,1380,1384.4,1346.0001,1365.5499,157600,1071.1358
2016-10-14,1368.9,1382,1306.4,1338.1,225000,1049.6041
2016-10-17,1348.2001,1363.75,1315,1321.4,114500,1036.5046
2016-10-18,1329.95,1367,1322,1362.8999,153600,1069.0571
2016-10-19,1363,1373.9,1356.0001,1364.6001,52400,1070.3907
2016-10-20,1363.6501,1370,1348,1363.45,69700,1069.4886
2016-10-21,1363,1380,1340,1346.3,68700,1056.0362
2016-10-24,1347.5,1361.45,1340.2499,1348.25,67900,1057.5657
2016-10-25,1348.25,1358.4,1343,1349.65,63900,1058.6639
2016-10-26,1349.65,1367,1343,1351.55,86500,1060.1542
2016-10-27,1348.9,1370,1332.1001,1358.6501,283900,1065.7235
2016-10-28,1357.85,1380.3999,1346.6,1375.5499,116600,1078.9798
2016-10-31,1375.5499,1375.5499,1375.5499,1375.5499,0,1078.9798
2016-11-01,1375,1390,1365,1370.5,69700,1075.0186
2016-11-02,1354.8,1378.9999,1354.7,1368.7,108100,1073.6067
2016-11-03,1358.3,1377.4001,1356.6499,1369.05,133800,1073.8812
2016-11-04,1363.9999,1393,1363.9999,1382.7499,436400,1084.6275
2016-11-07,1385,1434.5,1360.0999,1370.65,195900,1075.1363
2016-11-08,1378,1388.9999,1352.5,1383.0499,70200,1084.8628
2016-11-09,1328,1370,1262.35,1353.6,121700,1061.7623
2016-11-10,1367,1381.7999,1359.95,1365.3,126000,1070.9397
2016-11-11,1357.8999,1359.85,1331.0001,1351.05,131600,1059.762
2016-11-14,1351.05,1351.05,1351.05,1351.05,0,1059.762
2016-11-15,1332.7499,1373.95,1285.5,1304.2999,216500,1023.0914
2016-11-16,1290.0999,1335.15,1268.8,1283.3,341800,1006.619
2016-11-17,1280.35,1300,1246.3,1254.35,407000,983.9107
2016-11-18,1250,1259,1216,1219,225600,956.1822
2016-11-21,1225,1231.8,1134.55,1157.15,218200,907.6671
2016-11-22,1155,1167,1133.05,1161.15,195000,910.8047
2016-11-23,1161,1174.15,1120.35,1127.25,193000,884.2136
2016-11-24,1134,1239.95,1122.6,1184.7,355400,929.2773
2016-11-25,1174.1,1174.6,1147.25,1156,417800,906.765
2016-11-28,1157.45,1179.4,1157.45,1168.85,96200,916.8446
2016-11-29,1175.3,1185,1165.65,1167.55,99700,915.8248
2016-11-30,1170.5,1178.4,1161,1170,229000,917.7466
2016-12-01,1175,1179.9,1149.1,1155.8,572800,906.6082
2016-12-02,1152,1166.7,1127.25,1136.4,109500,891.3908
2016-12-05,1142.9,1144.15,1105.95,1122.4,319900,880.4092
2016-12-06,1130,1130,1105,1111.6,1279100,871.9378
2016-12-07,1117.2,1124,1107.05,1112.8,104200,872.879
2016-12-08,1120,1131.4,1107,1110.4,412100,870.9965
2016-12-09,1120.95,1126.35,1111.3,1118.5,347000,877.3501
2016-12-12,1123.9,1152.8,1113.6,1128.45,240100,885.1549
2016-12-13,1139,1139,1111,1121.15,453900,879.4287
2016-12-14,1121.15,1130.95,1113,1120.45,179700,878.8797
2016-12-15,1116,1130.95,1111,1112.75,84200,872.8398
2016-12-16,1114.7,1122.45,1093.25,1098.8,222900,861.8974
2016-12-19,1098.1,1108.75,1078,1081.7,389300,848.4842
2016-12-20,1084.95,1092,1071,1074.5,66300,842.8365
2016-12-21,1080,1102.35,1055.55,1092.25,1158200,856.7596
2016-12-22,1090.05,1107,1082.7,1100.9,225100,863.5447
2016-12-23,1106,1111.45,1094,1102.2,167900,864.5644
2016-12-26,1102,1122,1086.4,1093.05,215400,857.3872
2016-12-27,1098.9,1104,1084,1098.8,150600,861.8974
2016-12-28,1108.5,1118.9,1083.7,1089.75,128800,854.7986
2016-12-29,1091,1120,1090.55,1109,470700,869.8983
2016-12-30,1113.75,1121,1102.05,1110.05,103900,870.7219
2017-01-02,1119.15,1152,1103.05,1141.05,239000,895.0383
2017-01-03,1152,1186,1150,1176.8,384800,923.0806
2017-01-04,1180,1185,1144.1,1151.3,119500,903.0784
2017-01-05,1163.9,1178,1157.8,1174.3,64100,921.1196
2017-01-06,1179.5,1192.75,1164,1167.75,148300,915.9818
2017-01-09,1166.15,1239,1160,1181.05,349900,926.4143
2017-01-10,1191.9,1196,1165.4,1192.15,332900,935.1211
2017-01-11,1199.95,1205,1177.1,1183.55,289300,928.3753
2017-01-12,1193,1222,1178.1,1217.35,300800,954.8879
2017-01-13,1219.8,1228,1203,1206.25,223800,946.1811
2017-01-16,1207.6,1218,1193,1197.35,92900,939.2
2017-01-17,1202,1220,1193.2,1200.45,217700,941.6316
2017-01-18,1200.45,1200.45,1180.1,1189.3,224300,932.8855
2017-01-19,1197,1197,1173.4,1180.3,211300,925.8259
2017-01-20,1181,1184.55,1161.55,1170.75,262900,918.3349
2017-01-23,1178.5,1189,1161,1170.4,109400,918.0604
2017-01-24,1179.5,1196.35,1171.15,1191.75,159800,934.8073
2017-01-25,1193,1199.45,1186,1193.8,315400,936.4153
2017-01-26,1193.8,1193.8,1193.8,1193.8,0,936.4153
2017-01-27,1186,1211.95,1186,1203.2,137500,943.7887
2017-01-30,1191.55,1212,1191.55,1203.2,93000,943.7887
2017-01-31,1206.9,1206.9,1136,1185.45,1609600,929.8656
2017-02-01,1190,1204,1163.8,1189.85,353800,933.317
2017-02-02,1201,1201,1169,1196.3,281200,938.3763
2017-02-03,1197.8,1225,1180.65,1216.4,211400,954.1427
2017-02-06,1222.5,1298.9999,1206.05,1270.35,1848800,996.4611
2017-02-07,1282.8,1289.7501,1250.1,1259.4,536000,987.8719
2017-02-08,1264,1295,1261,1288.6,303500,1010.7764
2017-02-09,1295,1318.9999,1285.5,1313.1,318200,1029.9941
2017-02-10,1320,1332,1313.25,1326.75,330800,1040.7012
2017-02-13,1335,1336.0001,1290.8501,1303.9,390600,1022.7776
2017-02-14,1300,1300,1237,1276.75,889400,1001.4812
2017-02-15,1269,1269,1227.05,1229.65,454500,964.536
2017-02-16,1228,1248.85,1226.05,1233.85,273700,967.8305
2017-02-17,1239.95,1243.2,1218,1221.5,220800,958.1432
2017-02-20,1227,1237.75,1222,1224.65,298100,960.614
2017-02-21,1223,1232.55,1222.55,1224.65,106200,970.12
2017-02-22,1222.4,1223.95,1203.3,1214.85,208200,971.88
2017-02-23,1210,1221.9,1183,1186.5,196700,949.2
2017-02-24,1186.5,1186.5,1186.5,1186.5,0,949.2
2017-02-27,1187.8,1226,1180,1217.6,949800,974.08
2017-02-28,1219,1232.7,1204,1215.9,797400,972.72
2017-03-01,1225,1232,1216.35,1223.65,451500,978.92
2017-03-02,1230,1235.7,1216.3,1227.8,425800,982.24
2017-03-03,1230,1239,1225,1233.45,221500,986.76
2017-03-06,1244.45,1247,1230.05,1238.05,189400,990.44
2017-03-07,1243.65,1254.9,1238.55,1247.1,246300,997.68
2017-03-08,1241.1,1242,1202.05,1227.65,618900,982.12
2017-03-09,1227,1233,1215,1219.95,311700,975.96
2017-03-10,1221,1254.15,1215.55,1241.4,259400,993.12
2017-03-13,1241.4,1241.4,1241.4,1241.4,0,993.12
2017-03-14,1255.5,1266.5,1237.1,1241.8,542900,993.44
2017-03-15,1249.35,1264.95,1237,1254.1,284500,1003.28
2017-03-16,1259.5,1265.2,1223.55,1240.05,617100,992.04
2017-03-17,1249,1258,1232.15,1241.4,605500,993.12
2017-03-20,992.28,1014.96,992.28,997.88,422000,798.304
2017-03-21,1003.92,1007.12,988.92,991.8,334000,793.44
2017-03-22,988.8,996,974,993.08,1535800,794.464
2017-03-23,1001.6,1006.4,992.36,996.36,199700,797.088
2017-03-24,1000.64,1013.6,998.08,1000.32,376100,800.256
2017-03-27,1008,1008.88,984.08,987.56,373200,790.048
2017-03-28,989.68,999.2,980,995.12,751000,796.096
2017-03-29,997.6,1009.12,987.68,1006.28,514000,805.024
2017-03-30,1006.28,1026.36,992.88,1014.24,920600,811.392
2017-03-31,1023.4,1030.48,1014.88,1018.96,426300,815.168
2017-04-03,1019.04,1030.6,999.28,1011.2,959700,808.96
2017-04-04,1011.2,1011.2,1011.2,1011.2,0,808.96
2017-04-05,986,1023.7,984.4,1012.8,1486400,1012.8
2017-04-06,1025,1060,1023.75,1051.8,956200,1051.8
2017-04-07,1058.55,1138.85,1047.5,1121.25,1985300,1121.25
2017-04-10,1139.95,1146,1102.55,1131.3,640700,1131.3
2017-04-11,1130.3,1161,1128.8,1155.1,469100,1155.1
2017-04-12,1160,1165,1136.05,1146.6,361600,1146.6
2017-04-13,1147.85,1188,1141.05,1179,441800,1179
2017-04-14,1179,1179,1179,1179,0,1179
2017-04-17,1185,1190,1154.1,1183.75,366600,1183.75
2017-04-18,1176.5,1197,1176,1190.6,347300,1190.6
2017-04-19,1190.7,1227.5,1185,1218.45,450200,1218.45
2017-04-20,1220,1240,1162.05,1177.95,948200,1177.95
2017-04-21,1185,1206.7,1175.15,1194.35,381800,1194.35
