"Date","BAJFINANCE.NS.Open","BAJFINANCE.NS.High","BAJFINANCE.NS.Low","BAJFINANCE.NS.Close","BAJFINANCE.NS.Volume","BAJFINANCE.NS.Adjusted"
2016-06-30,1542.98999,1605,1536.01001,1599.33997,1341000,793.1423
2016-07-01,1610,1648,1599,1633.43994,1111400,810.05311
2016-07-04,1635.09998,1656.37,1620,1640.87,423500,813.73781
2016-07-05,1640.87,1644,1622.19995,1634,476000,810.33085
2016-07-06,1634,1634,1634,1634,0,810.33085
2016-07-07,1628.19995,1639.98999,1616.08997,1619.13,445700,802.95654
2016-07-08,1620,1647.79004,1613.62,1641.56006,554800,814.08002
2016-07-11,1659.91003,1743,1650.01001,1713.5,2626600,849.75637
2016-07-12,1736,1742,1714,1725.43005,968900,855.67271
2016-07-13,1727.97998,1751,1704.70996,1715.06006,1180500,850.53003
2016-07-14,1723.96997,1744.43994,1715,1734.03003,924600,867.01501
2016-07-15,1739.98999,1757,1732.01001,1740.01001,714800,870.005
2016-07-18,1758,1767.19995,1750,1760.14001,727600,880.07001
2016-07-19,1761.97998,1766,1720,1728.60999,858200,864.30499
2016-07-20,1733.19995,1750.59998,1717.47998,1728.02002,628800,864.01001
2016-07-21,1745.80005,1756.79004,1730.33997,1741.56995,2367400,870.78497
2016-07-22,1741.40002,1774.97998,1736.64001,1767.56006,732000,883.78003
2016-07-25,1776.40002,1806,1770.69995,1796.72998,2290100,898.36499
2016-07-26,1819.97998,1997.97998,1780,1969.67004,9564600,984.83502
2016-07-27,1980,1987.53003,1903.07996,1958.68994,3840300,979.34497
2016-07-28,1958,2092,1935.48999,2063.36011,5956300,1031.68005
2016-07-29,2077.97998,2095.67993,2050,2074.54004,2824800,1037.27002
2016-08-01,2092,2281.71997,2085.97998,2245.23999,5296000,1122.62
2016-08-02,2260,2354,2160,2188.82007,4098100,1094.41003
2016-08-03,2190,2190,1988,2001.12,5446100,1000.56
2016-08-04,2025,2063.52002,1944.68994,1993.93994,3806800,996.96997
2016-08-05,2040,2052.43994,1963.03003,2018.93994,2681200,1009.46997
2016-08-08,2053.3999,2056.28003,1994.59998,2006.85999,1656900,1003.42999
2016-08-09,2020,2052,1982,2035.95996,1440400,1017.97998
2016-08-10,2030,2054,1980,1999.66003,1144700,999.83002
2016-08-11,2009.97998,2015.09998,1969.80005,2001.45996,890100,1000.72998
2016-08-12,2004.19995,2039.80005,1996.31995,2030.88,797500,1015.44
2016-08-15,2030.88,2030.88,2030.88,2030.88,0,1015.44
2016-08-16,2032.02002,2065,2004.07996,2040.71997,906300,1020.35999
2016-08-17,2040,2050,2026.83997,2041.76001,395500,1020.88
2016-08-18,2046.85999,2058.67993,2013.80005,2026.92004,618800,1013.46002
2016-08-19,2040,2048,2025.02002,2036.62,406700,1018.31
2016-08-22,2033.57996,2046.40002,2024.21997,2033.21997,494200,1016.60999
2016-08-23,2047.90002,2047.90002,1983,2008.14001,669500,1004.07001
2016-08-24,2025.80005,2029.80005,2005.30005,2010.71997,437500,1005.35999
2016-08-25,2012,2068.3999,2005.19995,2057.91992,1254500,1028.95996
2016-08-26,2071.12012,2124,2069.47998,2096.17993,916200,1048.08997
2016-08-29,2115.6001,2161.54004,2083.62012,2148.71997,1064600,1074.35999
2016-08-30,2174.3999,2188,2141.12012,2155.47998,1394200,1077.73999
2016-08-31,2200,2232.6001,2162.19995,2202.21997,1910000,1101.10999
2016-09-01,2206.1001,2252,2200,2232.15991,1291900,1116.07996
2016-09-02,1122.90002,1128,1107.90002,1113.97998,1001600,556.98999
2016-09-05,1113.97998,1113.97998,1113.97998,1113.97998,0,556.98999
2016-09-06,1120.09998,1129.90002,1117.60999,1126.57996,755300,563.28998
2016-09-07,1129.5,1174,1129.40002,1139.32996,2519300,569.66498
2016-09-08,1153.90002,1173.59998,1080,1162.80005,1604900,1162.80005
2016-09-09,1171,1183.90002,1144.55005,1153.55005,758400,1153.55005
2016-09-12,1124.80005,1133.84998,1050,1094.40002,1034600,1094.40002
2016-09-13,1094.40002,1094.40002,1094.40002,1094.40002,0,1094.40002
2016-09-14,1103,1108,1068,1101.05005,1049700,1101.05005
2016-09-15,1108.90002,1113,1085,1099,661500,1099
2016-09-16,1109,1117.09998,1080.69995,1087.84998,803900,1087.84998
2016-09-19,1096.5,1096.5,1072.19995,1075.90002,824800,1075.90002
2016-09-20,1050.05005,1088.94995,1050.05005,1075.05005,597100,1075.05005
2016-09-21,1084.90002,1084.90002,1066.05005,1070.25,722800,1070.25
2016-09-22,1083.25,1132.19995,1070.75,1127.94995,1363600,1127.94995
2016-09-23,1138.40002,1144.5,1118.30005,1126.5,1160400,1126.5
2016-09-26,1118,1139.84998,1115.55005,1122.80005,648500,1122.80005
2016-09-27,1130,1130,1091.84998,1098.59998,905300,1098.59998
2016-09-28,1105,1113.90002,1092.05005,1106.09998,875300,1106.09998
2016-09-29,1120,1123,1011.20001,1037.15002,1550000,1037.15002
2016-09-30,1039.94995,1066.05005,1020.54999,1055.90002,1151700,1055.90002
2016-10-03,1069,1090,1068.30005,1086.69995,881400,1086.69995
2016-10-04,1092,1096.34998,1072,1083.75,490000,1083.75
2016-10-05,1090,1093.84998,1068.30005,1074.25,729100,1074.25
2016-10-06,1076.05005,1105,1066,1077.25,1182600,1077.25
2016-10-07,1086.69995,1090,1076,1082.5,606800,1082.5
2016-10-10,1085.15002,1092.65002,1072.5,1073.94995,382400,1073.94995
2016-10-11,1073.94995,1073.94995,1073.94995,1073.94995,0,1073.94995
2016-10-12,1073.94995,1073.94995,1073.94995,1073.94995,0,1073.94995
2016-10-13,1085,1085,1040.19995,1053.94995,969000,1053.94995
2016-10-14,1061.80005,1069.80005,1040.09998,1061.30005,819400,1061.30005
2016-10-17,1064.69995,1085,1051.05005,1078.84998,920800,1078.84998
2016-10-18,1089,1121,1085.09998,1117.34998,1356200,1117.34998
2016-10-19,1123.30005,1129.94995,1111.25,1118.84998,648100,1118.84998
2016-10-20,1123.5,1135,1117.59998,1121.40002,535900,1121.40002
2016-10-21,1126,1139,1115.30005,1134.30005,466000,1134.30005
2016-10-24,1136.5,1142.15002,1125.19995,1128.94995,399800,1128.94995
2016-10-25,1128,1145,1115.09998,1141.69995,417200,1141.69995
2016-10-26,1140,1163.30005,1125.05005,1148.40002,971600,1148.40002
2016-10-27,1150.94995,1162,1098,1104.80005,2014600,1104.80005
2016-10-28,1105.09998,1107,1052.69995,1072.55005,1452400,1072.55005
2016-10-31,1072.55005,1072.55005,1072.55005,1072.55005,0,1072.55005
2016-11-01,1087,1089.94995,1056.30005,1060.80005,903700,1060.80005
2016-11-02,1048,1050,1015.59998,1019.84998,1329800,1019.84998
2016-11-03,1029.80005,1046.15002,1015,1030.84998,968000,1030.84998
2016-11-04,1035,1036.19995,970.09998,993.15002,1666700,993.15002
2016-11-07,1009.79999,1028.40002,985.20001,990.40002,1063200,990.40002
2016-11-08,996.70001,1001.90002,972,983.70001,960300,983.70001
2016-11-09,920,934.5,836.15002,929.15002,3384800,929.15002
2016-11-10,950,979.29999,923.90002,929.20001,1753900,929.20001
2016-11-11,920,920,850,858.09998,2780600,858.09998
2016-11-14,858.09998,858.09998,858.09998,858.09998,0,858.09998
2016-11-15,868.59998,868.59998,762.29999,815.04999,4368300,815.04999
2016-11-16,827,942.70001,803.54999,899.79999,7757300,899.79999
2016-11-17,903.5,903.5,860,871.15002,1929300,871.15002
2016-11-18,872,901.45001,865,878.40002,1647200,878.40002
2016-11-21,891.45001,891.45001,815.5,832.20001,2076700,832.20001
2016-11-22,850.04999,863,830.25,858,1434000,858
2016-11-23,871,871.45001,844.5,850.25,1161500,850.25
2016-11-24,847.5,850.84998,816.15002,820.70001,1613000,820.70001
2016-11-25,831,884,823.25,877.90002,1623000,877.90002
2016-11-28,876.20001,899,857.79999,879.25,1818800,879.25
2016-11-29,884.5,926.29999,883.90002,907.25,2546400,907.25
2016-11-30,910,927.84998,909.04999,919.79999,1775300,919.79999
2016-12-01,926,929.90002,910,914.20001,997400,914.20001
2016-12-02,904,910,880,886.5,1818200,886.5
2016-12-05,887,907.79999,885,902.25,797800,902.25
2016-12-06,903.29999,923.90002,893.29999,898.04999,878400,898.04999
2016-12-07,906.70001,910.75,875.65002,891.04999,888000,891.04999
2016-12-08,908,915.90002,904.09998,911.54999,1001900,911.54999
2016-12-09,913.79999,917.70001,891.54999,896.34998,651700,896.34998
2016-12-12,896.75,896.75,834,843.59998,2395400,843.59998
2016-12-13,820,843.40002,805,836.75,2913900,836.75
2016-12-14,839.70001,857.84998,832.79999,848.75,1423500,848.75
2016-12-15,835.09998,866.90002,831.04999,853.79999,833400,853.79999
2016-12-16,860.90002,863,848,850.79999,626400,850.79999
2016-12-19,853.20001,853.20001,818.90002,822.90002,808300,822.90002
2016-12-20,825,829.5,786.29999,805.79999,2029600,805.79999
2016-12-21,811,814.79999,783.04999,788.59998,1608200,788.59998
2016-12-22,784.79999,784.79999,760.5,765.40002,1836200,765.40002
2016-12-23,776.70001,827.90002,761.29999,808.95001,3365200,808.95001
2016-12-26,810,821.29999,782.04999,810,2133900,810
2016-12-27,811,827.90002,799.34998,809.75,3505500,809.75
2016-12-28,816.34998,840.90002,811,820.20001,2124600,820.20001
2016-12-29,820,839.75,816.25,833.34998,1594000,833.34998
2016-12-30,840,854.70001,833,842.20001,842500,842.20001
2017-01-02,852,873.90002,842,870.04999,949900,870.04999
2017-01-03,870,889,859.25,884,1260200,884
2017-01-04,887.09998,891,868,871.90002,971400,871.90002
2017-01-05,883.34998,903,875.04999,899.75,1423400,899.75
2017-01-06,911,914.90002,875.90002,878.45001,4040600,878.45001
2017-01-09,887.79999,893.75,875.09998,878.25,615300,878.25
2017-01-10,884.70001,901.95001,880.04999,899.75,1147200,899.75
2017-01-11,905,909.5,891,896.15002,2005100,896.15002
2017-01-12,902.5,909.95001,886,891.20001,737700,891.20001
2017-01-13,893.20001,905.5,888.09998,900.04999,821100,900.04999
2017-01-16,900,920.09998,894.45001,917.70001,1117500,917.70001
2017-01-17,923.90002,924.59998,910.5,914.34998,849500,914.34998
2017-01-18,918.70001,938,915,930.34998,1525100,930.34998
2017-01-19,929.79999,932.29999,916,926.29999,598900,926.29999
2017-01-20,924.79999,930,904,907.70001,697800,907.70001
2017-01-23,909.40002,931.70001,905.15002,929.65002,829600,929.65002
2017-01-24,934.95001,934.95001,921,929.75,826200,929.75
2017-01-25,931.20001,1006,931.20001,999.84998,3874900,999.84998
2017-01-26,999.84998,999.84998,999.84998,999.84998,0,999.84998
2017-01-27,1000,1020,991.34998,995.84998,1386900,995.84998
2017-01-30,990,1059,989.15002,1054.80005,4866300,1054.80005
2017-01-31,1058.90002,1072,1030.75,1036.90002,2304500,1036.90002
2017-02-01,1039,1069.90002,1025,1066.15002,1860300,1066.15002
2017-02-02,1067.40002,1083.94995,1050,1054.15002,1681700,1054.15002
2017-02-03,1055.30005,1068,1042.30005,1047.34998,903000,1047.34998
2017-02-06,1056,1085.5,1050.09998,1073.69995,1218000,1073.69995
2017-02-07,1070,1075,1052.40002,1060.94995,658700,1060.94995
2017-02-08,1060,1069.40002,1025,1049.44995,1046200,1049.44995
2017-02-09,1058,1061.65002,1026,1040.84998,916800,1040.84998
2017-02-10,1045.19995,1059,1038,1055.44995,643300,1055.44995
2017-02-13,1057,1070,1043.25,1058.94995,484400,1058.94995
2017-02-14,1064,1069,1055,1059.5,438100,1059.5
2017-02-15,1060.30005,1065,1029,1040.40002,679200,1040.40002
2017-02-16,1040.90002,1106,1035,1094.34998,1035000,1094.34998
2017-02-17,1110,1118,1081.09998,1089.5,1408800,1089.5
2017-02-20,1092.94995,1109.5,1035,1095.90002,617500,1095.90002
2017-02-21,1092.19995,1105.94995,1085,1095.90002,335400,1095.90002
2017-02-22,1095,1104.15002,1065,1076.25,1000600,1076.25
2017-02-23,1083,1099,1066.5,1068.19995,1196100,1068.19995
2017-02-24,1068.19995,1068.19995,1068.19995,1068.19995,0,1068.19995
2017-02-27,1070.84998,1104,1069,1091.59998,1223400,1091.59998
2017-02-28,1097.75,1119,1096,1108.19995,1257400,1108.19995
2017-03-01,1120,1128.90002,1070.59998,1075.84998,2045000,1075.84998
2017-03-02,1083,1089.59998,1019.09998,1048.75,2587100,1048.75
2017-03-03,1047.5,1056.90002,1024.15002,1046.25,1185700,1046.25
2017-03-06,1054,1056,1026.40002,1033.94995,1176000,1033.94995
2017-03-07,1034.90002,1055.80005,1022.40002,1052.40002,1534600,1052.40002
2017-03-08,1057.75,1084,1049,1081.19995,1763400,1081.19995
2017-03-09,1074.69995,1095,1068,1087.19995,1391400,1087.19995
2017-03-10,1092.5,1100,1085.09998,1094.5,748400,1094.5
2017-03-13,1094.5,1094.5,1094.5,1094.5,0,1094.5
2017-03-14,1112,1135.44995,1103.40002,1126.69995,1254600,1126.69995
2017-03-15,1129,1143.19995,1124.25,1134.55005,781500,1134.55005
2017-03-16,1139.69995,1178,1130.84998,1163.5,1234500,1163.5
2017-03-17,1170,1183.69995,1151.30005,1159.30005,822800,1159.30005
2017-03-20,1165,1192.30005,1142.75,1172.55005,978300,1172.55005
2017-03-21,1172.05005,1184.94995,1146,1174.55005,2284700,1174.55005
2017-03-22,1155.09998,1167.94995,1150,1159.69995,691500,1159.69995
2017-03-23,1161.5,1191.69995,1161.5,1185.75,873700,1185.75
2017-03-24,1190.40002,1198,1170.55005,1177.05005,668000,1177.05005
2017-03-27,1177,1189,1171,1185,479200,1185
2017-03-28,1194,1206,1186.75,1194.75,809900,1194.75
2017-03-29,1199.40002,1205,1172,1180.75,632600,1180.75
2017-03-30,1180,1190.09998,1173,1181.05005,657900,1181.05005
2017-03-31,1188,1188,1167.5,1171.09998,474500,1171.09998
2017-04-03,1170.05005,1189,1162,1181.75,473600,1181.75
2017-04-04,1181.75,1181.75,1181.75,1181.75,0,1181.75
2017-04-05,1190,1190,1165,1173.09998,680700,1173.09998
2017-04-06,1177.80005,1204.05005,1165.75,1198.09998,856800,1198.09998
2017-04-07,1198,1224,1192.19995,1201.59998,1099900,1201.59998
2017-04-10,1201.69995,1252,1190,1240.75,1046600,1240.75
2017-04-11,1246,1274,1242,1255.94995,1142900,1255.94995
2017-04-12,1260,1278,1248,1266.19995,1062000,1266.19995
2017-04-13,1267.80005,1292,1261,1273.90002,613300,1273.90002
2017-04-14,1273.90002,1273.90002,1273.90002,1273.90002,0,1273.90002
2017-04-17,1274.90002,1282,1246.55005,1259.55005,609400,1259.55005
2017-04-18,1254.40002,1270.69995,1229.90002,1236.05005,583700,1236.05005
2017-04-19,1237.80005,1252.5,1217.55005,1242.94995,777200,1242.94995
2017-04-20,1253,1258.5,1243,1252,443600,1252
2017-04-21,1252,1259.90002,1236.30005,1246.94995,380100,1246.94995
