"Date","PFC.NS.Open","PFC.NS.High","PFC.NS.Low","PFC.NS.Close","PFC.NS.Volume","PFC.NS.Adjusted"
2016-10-04,123.2,126.3,122.1,125.7,6135600,121.432
2016-10-05,126.5,127.6,124.9,126.45,4722700,122.156
2016-10-06,127.1,127.4,123.05,123.75,5112000,119.548
2016-10-07,124,125.3,121.85,123.05,2668800,118.872
2016-10-10,123.9,124.55,121.5,121.95,2172600,117.809
2016-10-11,121.95,121.95,121.95,121.95,0,117.809
2016-10-12,121.95,121.95,121.95,121.95,0,117.809
2016-10-13,122.65,125.35,120.2,123.45,4708700,119.258
2016-10-14,124,124.45,121.4,122.3,1307900,118.147
2016-10-17,122.7,125.4,121.8,122.95,3493200,118.775
2016-10-18,123.5,124.45,121.45,123.6,3539800,119.403
2016-10-19,123.95,125.1,122.3,122.85,3519300,118.679
2016-10-20,123.9,125,123.1,123.95,1275000,119.741
2016-10-21,124.9,127.9,123.4,127.65,4559400,123.316
2016-10-24,128.9,130.4,126.5,127.3,4192100,122.977
2016-10-25,128.2,128.35,125.75,126.4,1942800,122.108
2016-10-26,126.35,128.2,124,124.65,2227300,120.417
2016-10-27,124.6,125.2,121.3,124.3,5758200,120.079
2016-10-28,124.35,125.7,123,124.1,2491700,119.886
2016-10-31,124.1,124.1,124.1,124.1,0,119.886
2016-11-01,124.6,124.95,121.6,122.2,2661200,118.051
2016-11-02,120.9,120.9,118,118.2,1575200,114.186
2016-11-03,117.85,119.4,115.2,115.6,2282400,111.675
2016-11-04,115.6,115.75,110.55,113.85,2989400,109.984
2016-11-07,116,117.25,114.8,115.2,2103400,111.288
2016-11-08,115.4,116.4,113.8,114.6,1710800,110.709
2016-11-09,110,117.65,103.15,116.4,4852800,112.448
2016-11-10,118.4,123.4,118.4,121.45,3826300,117.326
2016-11-11,119.9,122.85,117.5,118.25,4429000,114.235
2016-11-14,118.25,118.25,118.25,118.25,0,114.235
2016-11-15,119.6,120.9,115.2,116.1,4897100,112.158
2016-11-16,118.1,121.9,116.5,117.7,4351800,113.703
2016-11-17,118.5,121.9,117,120.95,2966800,116.843
2016-11-18,122.05,125.75,121.35,125.05,5150100,120.804
2016-11-21,126.05,126.05,118.1,118.55,3342400,114.525
2016-11-22,119.15,125.45,119.15,124.35,3516600,120.128
2016-11-23,126,127.45,123,126.95,3368700,122.639
2016-11-24,126.1,127.7,124.2,127.3,14299400,122.977
2016-11-25,128,132.95,127.4,132.6,7270600,128.097
2016-11-28,133.4,133.8,128.9,129.8,4043300,125.393
2016-11-29,129.95,132.7,129.9,131.7,3760200,127.228
2016-11-30,132,135.6,131.5,134.2,5304800,129.643
2016-12-01,134.6,135.7,132.8,133.6,2502300,129.064
2016-12-02,132,133.25,130.25,131.45,3193100,126.986
2016-12-05,131,131.4,127.55,129.55,3211200,125.151
2016-12-06,130,131.45,129,129.85,1548200,125.441
2016-12-07,130,132.9,127.25,129.15,2609400,124.765
2016-12-08,131.45,133.8,130.4,132.65,2048600,128.146
2016-12-09,133.5,136.4,133.5,135.2,3400400,130.609
2016-12-12,135.2,135.4,130.65,131.7,1874800,127.228
2016-12-13,131.65,132.75,129.4,130.95,2258400,126.503
2016-12-14,131.4,131.95,127,127.85,4985000,123.509
2016-12-15,127.3,129.85,126,128.2,1615200,123.847
2016-12-16,129,129.05,125.1,125.5,2362200,121.239
2016-12-19,125,130.05,123.6,127.4,4851700,123.074
2016-12-20,128.65,130.3,124.8,128.55,4471700,124.185
2016-12-21,131,131.25,127,127.3,2568000,122.977
2016-12-22,127,127.5,123.85,124.75,1382400,120.514
2016-12-23,124.5,124.85,118.9,119.7,3177000,115.635
2016-12-26,118.5,118.8,115.1,115.65,1851300,111.723
2016-12-27,115.5,117.65,112.9,117.15,3050800,113.172
2016-12-28,117.5,123.25,117.35,119.8,4674900,115.732
2016-12-29,119.35,122,118.5,120.7,4795300,116.602
2016-12-30,121.3,123.5,121.1,121.95,1379600,117.809
2017-01-02,122.95,124.3,120.65,124,1673800,119.789
2017-01-03,124,125.9,123.2,125.2,1360100,120.949
2017-01-04,125.2,126.2,123.1,123.65,1852200,119.451
2017-01-05,124.15,129.1,124,128.5,2487000,124.137
2017-01-06,128,131.9,127.5,129.45,8102800,125.054
2017-01-09,129.95,130.95,129.35,130.6,3117600,126.165
2017-01-10,131.6,132.8,128.05,129.2,4938600,124.813
2017-01-11,129.55,133.4,129.55,132.35,3718700,127.856
2017-01-12,132,137,132,136.05,6574900,131.43
2017-01-13,137.25,137.3,134.25,136.75,4796700,132.107
2017-01-16,136.2,138.85,136,138.35,4070300,133.652
2017-01-17,138.6,139.5,135.55,137,3485700,132.348
2017-01-18,137.3,137.6,133,133.4,4520700,128.87
2017-01-19,133.6,134.85,132.1,132.7,3932200,128.194
2017-01-20,132.1,134.2,129.85,130.55,4094200,126.117
2017-01-23,131.2,134.5,130.65,133.7,3083400,129.16
2017-01-24,132.5,135,129.6,134.45,3850300,129.885
2017-01-25,135.45,139.8,133.6,138.7,11183100,133.99
2017-01-26,138.7,138.7,138.7,138.7,0,133.99
2017-01-27,139.1,140.25,137.1,138.25,6972600,133.556
2017-01-30,137.4,139.2,134.2,135.1,2809800,130.513
2017-01-31,134.4,134.95,129.3,130.15,13073400,125.731
2017-02-01,130.9,136.3,130.25,135.65,8622600,131.044
2017-02-02,135.3,136.85,134.1,134.45,4820400,129.885
2017-02-03,134.5,137.3,134.5,136.1,4485900,131.479
2017-02-06,136.55,137.15,134.95,135.75,2812000,131.14
2017-02-07,135.9,139.55,131,131.9,6422900,127.421
2017-02-08,132.7,135.65,131.7,134.6,4862200,130.03
2017-02-09,135.75,137.7,133.8,135.45,4765400,130.851
2017-02-10,136.3,137,134.4,135.2,3625200,130.609
2017-02-13,135.3,136,130.9,134.45,5732200,129.885
2017-02-14,135,135.3,131.3,132,4084900,127.518
2017-02-15,131.8,132.9,127,127.55,4187300,123.219
2017-02-16,127.25,131.9,126.45,131.45,3925600,126.986
2017-02-17,132.5,132.8,130.5,130.85,3262100,126.407
2017-02-20,131.25,134,131.15,133.5,5080900,128.967
2017-02-21,134.4,136.8,134.4,136.1,4640200,131.479
2017-02-22,137.3,141.9,136.5,137.45,14111600,132.783
2017-02-23,138.35,138.35,134.25,134.85,10133700,130.271
2017-02-24,134.85,134.85,134.85,134.85,0,130.271
2017-02-27,135.6,137.7,135.4,135.95,5372100,131.334
2017-02-28,136,138.2,135.2,136,6135900,131.382
2017-03-01,136.6,139.7,136.5,137.2,7034700,132.541
2017-03-02,138,138.9,134.6,135.65,4833700,131.044
2017-03-03,135.3,136.65,133.55,135.25,3740600,130.657
2017-03-06,135.8,140.15,135.8,137.85,6999800,133.169
2017-03-07,138.5,139.7,136.1,136.95,5734600,132.3
2017-03-08,137.25,137.65,132.8,133.05,6507100,128.532
2017-03-09,132.55,133.8,129.95,131.8,6317100,127.325
2017-03-10,132.8,134.1,130.5,130.7,4147400,126.262
2017-03-13,130.7,130.7,130.7,130.7,0,126.262
2017-03-14,134.5,135.7,132.45,133.75,6446300,129.208
2017-03-15,133.9,136.5,133.5,135.1,4684600,130.513
2017-03-16,136.3,138.7,136,137.1,5989200,132.445
2017-03-17,138,142,137.75,141.4,11926000,136.599
2017-03-20,142.95,148,140.85,145.75,16948700,140.801
2017-03-21,146.85,146.95,142.6,143.6,7429600,138.724
2017-03-22,142.2,146.15,141.7,143.95,16852400,139.062
2017-03-23,144.9,145.7,142.75,143.05,9438100,138.193
2017-03-24,144.7,148.35,144.6,145.15,11985600,140.221
2017-03-27,143.7,144.6,141,142.15,6421400,137.323
2017-03-28,142.25,147.6,141.15,144.4,9235800,139.497
2017-03-29,147.9,148.4,145.2,147.25,8548300,142.25
2017-03-30,142.3,144.45,141.5,142.7,16351400,142.7
2017-03-31,143.5,147.15,143.5,145.9,8277700,145.9
2017-04-03,147,148.35,145.5,147.7,5308500,147.7
2017-04-04,147.7,147.7,147.7,147.7,0,147.7
2017-04-05,147.7,154.8,147.3,154.35,8914000,154.35
2017-04-06,154,156.7,152.75,154.95,7524700,154.95
2017-04-07,153.7,154.9,151.3,152.35,5016600,152.35
2017-04-10,152.8,153.75,149.7,152.4,3626800,152.4
2017-04-11,152,168.9,151.7,163.8,34663400,163.8
2017-04-12,164.4,165.95,159.4,161.95,16046900,161.95
2017-04-13,161,164.2,161,162.7,6495800,162.7
2017-04-14,162.7,162.7,162.7,162.7,0,162.7
2017-04-17,162,168.85,153.1,157.05,20726100,157.05
2017-04-18,157.3,160.8,154.8,155.65,6161500,155.65
2017-04-19,154.5,159.15,153.9,155.75,6629400,155.75
2017-04-20,157.5,158.95,154.55,155.6,5578700,155.6
2017-04-21,156.9,157.5,154.8,156.55,4367000,156.55
