"Date","ICICIBANK.NS.Open","ICICIBANK.NS.High","ICICIBANK.NS.Low","ICICIBANK.NS.Close","ICICIBANK.NS.Volume","ICICIBANK.NS.Adjusted"
2016-09-22,276,277.9,272.3,275.5,13532900,275.5
2016-09-23,275.8,275.85,269.9,271.25,16343200,271.25
2016-09-26,268.5,268.7,261.8,262.55,14426100,262.55
2016-09-27,263.55,264.3,259,260,15778900,260
2016-09-28,260.4,262.45,259.05,260.75,16256100,260.75
2016-09-29,263,263.5,243.3,250.35,43764200,250.35
2016-09-30,248.05,253.3,246.95,252.15,13731700,252.15
2016-10-03,251,256.9,250.1,256.15,16420200,256.15
2016-10-04,256.85,259.95,254.9,258.2,14728400,258.2
2016-10-05,259.95,260.6,254.6,255.45,14581400,255.45
2016-10-06,257,257.05,249.2,251.25,12594900,251.25
2016-10-07,250.9,253.9,248.2,250.6,9551500,250.6
2016-10-10,251.9,253.2,249.15,250.1,6010100,250.1
2016-10-11,250.1,250.1,250.1,250.1,0,250.1
2016-10-12,250.1,250.1,250.1,250.1,0,250.1
2016-10-13,247.8,248.4,239.1,241.15,18851600,241.15
2016-10-14,241.2,243,239.7,241.75,9783400,241.75
2016-10-17,246,259.9,245.55,258.75,62802200,258.75
2016-10-18,259.55,271.4,259.5,270.35,38056000,270.35
2016-10-19,271.35,271.7,263.25,265.05,18153400,265.05
2016-10-20,267.15,278.9,267.15,277.6,32981900,277.6
2016-10-21,276.25,280.05,274.1,277.4,23966200,277.4
2016-10-24,279.15,286.45,279.15,284.55,20199400,284.55
2016-10-25,289.2,291.6,284.6,289.25,22809700,289.25
2016-10-26,284.45,284.45,277,278.4,27288800,278.4
2016-10-27,277.4,285,275,284.3,18061800,284.3
2016-10-28,282,282.5,275.55,276.85,16649200,276.85
2016-10-31,276.85,276.85,276.85,276.85,0,276.85
2016-11-01,279.45,279.75,274.5,275.35,10613900,275.35
2016-11-02,270,273.25,268.75,271.9,13764200,271.9
2016-11-03,272,276.4,268.4,269.75,11349700,269.75
2016-11-04,271.9,272.5,265.35,269.8,14874000,269.8
2016-11-07,275.8,281.2,272.5,278.7,17037200,278.7
2016-11-08,285.8,287.45,278.25,283.2,31957900,283.2
2016-11-09,254.9,284.75,245,281.45,46413600,281.45
2016-11-10,288.5,298.4,286.7,292.6,26488600,292.6
2016-11-11,287.25,294.25,274.5,276.4,30033300,276.4
2016-11-14,276.4,276.4,276.4,276.4,0,276.4
2016-11-15,277,280.8,266.15,269.75,34510400,269.75
2016-11-16,276.6,278.2,264.2,266.2,24066500,266.2
2016-11-17,267.95,270.65,264,267.65,13321900,267.65
2016-11-18,268.45,269,262.3,264.6,9076300,264.6
2016-11-21,266.2,267,254.85,261.2,19659800,261.2
2016-11-22,265,266.6,259.3,262.7,21733400,262.7
2016-11-23,264.1,265.85,260.5,264.95,15595300,264.95
2016-11-24,263.8,263.8,258,259.3,20511900,259.3
2016-11-25,262.4,262.4,257.05,260.1,15101500,260.1
2016-11-28,256.65,256.65,253.5,255.3,29945200,255.3
2016-11-29,255.5,259.4,254.3,255.45,29390600,255.45
2016-11-30,257.45,266.5,255.95,265.55,18846400,265.55
2016-12-01,266.25,268,257.75,259.15,14356400,259.15
2016-12-02,258,264.6,255.85,259.5,11159400,259.5
2016-12-05,259.6,261.4,257.8,260.85,7550000,260.85
2016-12-06,262.25,262.65,259.55,261,7577400,261
2016-12-07,262.8,264.4,251,258.7,12396000,258.7
2016-12-08,260.55,263.4,258.4,262.75,10305600,262.75
2016-12-09,263.95,269.8,263,268.45,15939300,268.45
2016-12-12,267.5,268.3,263.85,264.85,6832600,264.85
2016-12-13,263.4,265.35,262.5,264.4,9332300,264.4
2016-12-14,264.5,264.7,260,260.55,13062700,260.55
2016-12-15,258.7,261.7,257.75,260.3,21899600,260.3
2016-12-16,260,260,254.85,255.6,22713000,255.6
2016-12-19,255.4,258.95,254.75,257.1,6743300,257.1
2016-12-20,256.7,256.7,250.25,251.6,10536300,251.6
2016-12-21,253,255.35,251.2,253.25,6987000,253.25
2016-12-22,252.7,254.8,250.65,252.95,8137700,252.95
2016-12-23,252.95,254.75,250.15,251.85,6302300,251.85
2016-12-26,252.25,252.45,247.1,248.15,6151900,248.15
2016-12-27,249,254.35,246.7,253.55,8267700,253.55
2016-12-28,254,254.8,251.05,251.75,8342500,251.75
2016-12-29,252.1,253,250.05,251.1,5799600,251.1
2016-12-30,252,257.5,251.35,255.3,10514300,255.3
2017-01-02,256.3,256.3,248.1,251.95,9458500,251.95
2017-01-03,252.1,255.4,249.3,254.4,9306000,254.4
2017-01-04,254.25,255.75,250.4,251.1,6273800,251.1
2017-01-05,253.2,258.5,252.2,257.25,12573300,257.25
2017-01-06,258.25,261.4,257.2,258.15,8231900,258.15
2017-01-09,257.9,259.85,256,258.7,7159300,258.7
2017-01-10,260,261.9,258.3,260.2,13440000,260.2
2017-01-11,262.5,268.1,261.6,264.7,17786900,264.7
2017-01-12,266.6,269.5,265.45,268.35,10646600,268.35
2017-01-13,270,270,264.8,268.05,7100300,268.05
2017-01-16,267.4,270.85,264.8,269.3,8057800,269.3
2017-01-17,269.5,271.5,265.5,268.4,6334600,268.4
2017-01-18,267.4,272.1,266.75,268.45,9168700,268.45
2017-01-19,268.8,270.7,266.2,269.7,7823300,269.7
2017-01-20,267,267.95,262.55,263.45,11097300,263.45
2017-01-23,261.8,261.8,255.15,257.55,39812100,257.55
2017-01-24,258.55,258.55,255.65,257.15,24109100,257.15
2017-01-25,259,260.8,255.6,259.95,37343700,259.95
2017-01-26,259.95,259.95,259.95,259.95,0,259.95
2017-01-27,263.05,274,260.7,272,81303300,272
2017-01-30,273,275.6,269.7,270.8,15488600,270.8
2017-01-31,268.8,274,266.45,268.95,18668300,268.95
2017-02-01,265.85,283.5,262.8,281,40588400,281
2017-02-02,282,287.5,280.55,285.8,26282600,285.8
2017-02-03,284.95,284.95,278.8,281.55,18235300,281.55
2017-02-06,283.55,292.25,283.55,290.3,20474400,290.3
2017-02-07,288,292.7,285.3,288.1,11663000,288.1
2017-02-08,288,288.5,282.7,285.8,15148100,285.8
2017-02-09,286.6,288.75,278.6,285,15119200,285
2017-02-10,285.6,286.15,280.1,281.6,15246700,281.6
2017-02-13,282.5,284.1,279.55,281.65,11949400,281.65
2017-02-14,283,285.9,281.3,284.65,11717400,284.65
2017-02-15,285.2,286.4,278.6,280.75,13109700,280.75
2017-02-16,281.3,281.45,272.85,278.8,18416200,278.8
2017-02-17,279.7,286.1,275.85,283,25905700,283
2017-02-20,283.05,286.15,281.1,282.35,9043200,282.35
2017-02-21,283,285.8,281.2,284.8,10262300,284.8
2017-02-22,287.9,287.9,281.15,286.15,27988400,286.15
2017-02-23,284.7,288.75,282.05,284.5,23181000,284.5
2017-02-24,284.5,284.5,284.5,284.5,0,284.5
2017-02-27,285,285.55,277.1,278.85,13670800,278.85
2017-02-28,278.95,280.1,275.7,276.35,16527100,276.35
2017-03-01,277.6,280.95,277.25,279.1,18166500,279.1
2017-03-02,282.05,284.5,277,278.65,18219000,278.65
2017-03-03,278.6,278.9,275.05,275.95,8414600,275.95
2017-03-06,275.95,279.35,275.5,276.75,11422700,276.75
2017-03-07,277,279.25,275,276,8287500,276
2017-03-08,276.2,276.55,272.1,274.4,11790600,274.4
2017-03-09,274,275.95,272.6,273.5,10588900,273.5
2017-03-10,275.15,276.5,269.4,270.55,14317400,270.55
2017-03-13,270.55,270.55,270.55,270.55,0,270.55
2017-03-14,281.1,288.2,281.1,287.25,39532700,287.25
2017-03-15,285.9,287,284.1,285.15,12195300,285.15
2017-03-16,286.55,287.45,282.45,284.5,9738300,284.5
2017-03-17,286.1,286.7,279.65,280.6,22742000,280.6
2017-03-20,279.7,279.7,274,275.05,11048300,275.05
2017-03-21,276,276.8,271.1,272.05,14821800,272.05
2017-03-22,267.9,268.75,264.5,265,22303600,265
2017-03-23,266.5,268.25,264.8,266.95,12008600,266.95
2017-03-24,269.65,276.85,269.65,274.75,17479300,274.75
2017-03-27,280,280,272.2,273.15,11219600,273.15
2017-03-28,277,277.55,275.1,277,12621800,277
2017-03-29,278.95,282.8,276.65,282.2,17191600,282.2
2017-03-30,281.25,283.25,279.75,281.35,15039100,281.35
2017-03-31,280.35,282.9,275.7,276.85,17947100,276.85
2017-04-03,278.8,287.4,276.85,286.7,18590500,286.7
2017-04-04,286.7,286.7,286.7,286.7,0,286.7
2017-04-05,286.5,286.5,282.9,284.85,9608600,284.85
2017-04-06,281.9,283.7,279.25,280.85,15468100,280.85
2017-04-07,280.1,283,275.75,277.35,17267300,277.35
2017-04-10,278.4,279,276.1,277.65,9450300,277.65
2017-04-11,278.3,284.25,276.75,283.65,12486100,283.65
2017-04-12,283.8,285.95,278.15,280.8,16593500,280.8
2017-04-13,280.3,285.8,279.4,282.8,13798900,282.8
2017-04-14,282.8,282.8,282.8,282.8,0,282.8
2017-04-17,283,285.7,280.5,282.4,7500700,282.4
2017-04-18,283.4,291.6,282.55,283.4,17338200,283.4
2017-04-19,283.4,285,278.85,280.55,13808700,280.55
2017-04-20,274.95,276.25,271.8,272.75,29011100,272.75
2017-04-21,272.65,273.8,267,269.15,16514400,269.15
