"Date","MINDTREE.NS.Open","MINDTREE.NS.High","MINDTREE.NS.Low","MINDTREE.NS.Close","MINDTREE.NS.Volume","MINDTREE.NS.Adjusted"
2016-09-02,552.7,553.9,546.1,548.85,386200,540.3821
2016-09-05,548.85,548.85,548.85,548.85,0,540.3821
2016-09-06,514.8,530.8,504.1,525,3068200,516.9001
2016-09-07,525,529.1,515.5,518.9,801800,510.8942
2016-09-08,519.2,520.7,512,515.3,519200,507.3498
2016-09-09,515.3,529,515.3,522.8,453300,514.734
2016-09-12,513,526,511,516.5,492800,508.5312
2016-09-13,516.5,516.5,516.5,516.5,0,508.5312
2016-09-14,517,523.45,510,513.5,658700,505.5775
2016-09-15,512,516.15,511.95,514,459600,506.0698
2016-09-16,515.25,517.5,509,512.2,535000,504.2976
2016-09-19,515,515.45,505,505.25,1612000,497.4548
2016-09-20,502,513.2,500,502.1,1924400,494.3534
2016-09-21,505,518.4,503,510.25,943400,502.3777
2016-09-22,516,519,508.45,509.75,365900,501.8854
2016-09-23,510.5,513.4,504.05,505.2,465100,497.4056
2016-09-26,505.1,505.9,496.2,497.75,380600,490.0705
2016-09-27,495,497,491.5,493,391800,485.3938
2016-09-28,495,496.85,491.5,492.95,322100,485.3446
2016-09-29,496,497.05,463.75,481.6,629100,474.1697
2016-09-30,481,485,475,482.15,331100,474.7112
2016-10-03,485,499.1,484.3,488.55,358500,481.0125
2016-10-04,494.95,497.85,488.65,495.95,431600,488.2983
2016-10-05,497,503,495,498.4,243500,490.7105
2016-10-06,500,501.9,487.55,491.2,238100,483.6216
2016-10-07,491.25,493.45,486.6,491.85,127700,484.2616
2016-10-10,492,503.5,492,500.9,395500,493.1719
2016-10-11,500.9,500.9,500.9,500.9,0,493.1719
2016-10-12,500.9,500.9,500.9,500.9,0,493.1719
2016-10-13,496.35,502.15,485,489.7,350200,482.1447
2016-10-14,497,509.95,485.3,501.05,518300,493.3196
2016-10-17,501.05,503.85,486.8,490.6,338100,483.0309
2016-10-18,490.6,493.5,475,476.85,1407500,469.493
2016-10-19,477,485.9,474.85,476.95,901100,469.5915
2016-10-20,478.95,482,476.4,479.05,550000,471.659
2016-10-21,484.1,489,477,479,1022200,471.6098
2016-10-24,460,465.5,451.55,456,3054100,448.9647
2016-10-25,456.05,458.4,450.5,454.9,1282600,447.8816
2016-10-26,456.7,458.95,447.05,450.2,487300,443.2542
2016-10-27,449.8,450.1,438,441.5,1092800,434.6884
2016-10-28,442,446.4,434.2,435.95,596700,432.1606
2016-10-31,435.95,435.95,435.95,435.95,0,432.1606
2016-11-01,441,445.7,436,439.55,344500,435.7293
2016-11-02,436,436.9,430,433.55,336400,429.7814
2016-11-03,435,435,425,428.35,694200,424.6266
2016-11-04,433,433,421,425.15,597600,421.4544
2016-11-07,411,431,411,429.25,395700,425.5188
2016-11-08,435,447.2,434.9,442.65,775400,438.8023
2016-11-09,420,439.9,399,436.15,820900,432.3588
2016-11-10,446.5,452.2,435.05,437.4,511700,433.5979
2016-11-11,437,438,421.35,423.55,467700,419.8683
2016-11-14,423.55,423.55,423.55,423.55,0,419.8683
2016-11-15,424.7,433.7,415.2,430.55,641100,426.8075
2016-11-16,435,450,430.6,437.9,768800,434.0936
2016-11-17,439,447.8,438,441.75,429600,437.9101
2016-11-18,443,448.25,438.6,442.25,295100,438.4058
2016-11-21,442.25,444.9,431,441.8,411600,437.9597
2016-11-22,449,455.5,438.05,453.15,477600,449.211
2016-11-23,455,460,450,453.5,364700,449.558
2016-11-24,450.5,466,450.05,462.85,472700,458.8267
2016-11-25,468.7,485,465.5,478.25,667200,474.0929
2016-11-28,478,487,476,477.8,573700,473.6468
2016-11-29,477.85,481,470.5,473.65,240600,469.5328
2016-11-30,474.65,480.5,470.2,477.35,326400,473.2007
2016-12-01,477.35,481.95,464.45,466.6,313200,462.5441
2016-12-02,465,469.25,459.05,460.45,277600,456.4476
2016-12-05,459.9,459.9,443.25,448.35,513700,444.4528
2016-12-06,449.3,464,449.3,459.8,440100,455.8032
2016-12-07,462.15,471,455,457.75,936100,453.7711
2016-12-08,458.95,469.9,457.3,462.2,400500,458.1824
2016-12-09,465,472.9,464,470.65,180800,466.5589
2016-12-12,470.1,472.9,461.05,468.25,168000,464.1798
2016-12-13,469.9,496.8,461.3,492.5,1169800,488.219
2016-12-14,498.9,508.55,497,502.9,1723300,498.5286
2016-12-15,500,510.8,490.8,495.3,698500,490.9947
2016-12-16,497,506.9,497,501.35,308900,496.9921
2016-12-19,504,505,496.45,500.1,220400,495.7529
2016-12-20,505,506,492.8,494.1,176700,489.8051
2016-12-21,496,499,490.5,493.95,158400,489.6564
2016-12-22,490.05,504.95,490.05,495.4,438100,491.0938
2016-12-23,497.85,507.5,495,496.9,644200,492.5807
2016-12-26,496.9,497.95,485.25,487.9,236300,483.659
2016-12-27,489.85,489.85,478,486.2,311100,481.9738
2016-12-28,489.9,516.6,486.4,510.15,1326200,505.7156
2016-12-29,515,530,512.05,523.85,1326100,519.2965
2016-12-30,534,534,518.25,521.65,505000,517.1156
2017-01-02,522,525.9,515.05,516.7,325100,512.2087
2017-01-03,516.9,516.9,506.45,507.9,336500,503.4851
2017-01-04,513.9,528.5,510,526.4,808700,521.8244
2017-01-05,533,536,521.15,523.7,731000,519.1478
2017-01-06,522,523.4,496.05,500.2,1235300,495.8521
2017-01-09,495.05,499.95,487,495.5,674200,491.1929
2017-01-10,498,499.95,485.6,487.15,465600,482.9155
2017-01-11,486.9,494.4,483.5,487.3,389800,483.0642
2017-01-12,490.95,497.35,487.1,491.3,482500,487.0294
2017-01-13,497,500.95,487.35,490.85,370500,486.5833
2017-01-16,485.3,488.95,481.25,484.95,210100,480.7346
2017-01-17,484.95,488.7,481.65,484.85,210000,480.6355
2017-01-18,483.95,498,482.5,495.5,426400,491.1929
2017-01-19,498.55,500,483,485.1,508900,480.8833
2017-01-20,481,483,470.5,475.25,960200,471.1189
2017-01-23,470,477.7,465.2,471.3,619900,467.2033
2017-01-24,471,475.4,468.2,470.25,247400,466.1624
2017-01-25,470.3,471,460.2,461.65,608300,459.5918
2017-01-26,461.65,461.65,461.65,461.65,0,459.5918
2017-01-27,462,475,461.5,472.5,421200,470.3934
2017-01-30,472.9,475,463.55,465.55,315100,463.4744
2017-01-31,467.5,467.5,445.1,450.5,1236100,448.4915
2017-02-01,449.6,462,433.35,459.85,998000,457.7999
2017-02-02,459.7,464,450.65,461,484600,458.9447
2017-02-03,461.05,464.9,455.1,459.35,716600,457.3021
2017-02-06,460.55,467.8,457.9,464.85,408200,462.7776
2017-02-07,465.1,467.35,451.1,452.8,601500,450.7813
2017-02-08,454,457.8,448.35,450.1,582000,448.0933
2017-02-09,453.95,459,448.1,457.6,652600,455.5599
2017-02-10,459,468,458.75,466.65,810300,464.5695
2017-02-13,468,471.75,462.65,468.15,361800,466.0628
2017-02-14,468.5,470.25,451.15,455.1,468000,453.071
2017-02-15,455,465,452.1,457.65,694900,455.6096
2017-02-16,459.05,470,459,468,458200,465.9135
2017-02-17,472.7,477.8,467.45,475.15,590900,473.0316
2017-02-20,479.3,479.3,470.7,474.4,307100,472.285
2017-02-21,479,482,472.75,474.4,433500,472.285
2017-02-22,471,477,465,468.2,330000,466.1126
2017-02-23,471.6,475,467.25,469.9,472800,467.805
2017-02-24,469.9,469.9,469.9,469.9,0,467.805
2017-02-27,470,474.95,469.15,471.15,317400,469.0495
2017-02-28,472,475.5,468.8,474.3,237400,472.1854
2017-03-01,474.8,477,469.25,471.95,304700,469.8459
2017-03-02,472,476.2,458.25,460.3,331900,458.2478
2017-03-03,458.7,466,457,464.6,206100,462.5287
2017-03-06,462.4,465.1,455.6,460.25,226100,458.1981
2017-03-07,460.25,481.6,458.9,478.7,893100,476.5658
2017-03-08,475.1,479.9,465.5,469.25,528500,467.1579
2017-03-09,469.95,480.35,469.2,472.65,478100,470.5428
2017-03-10,474.45,484.8,473,474.8,737200,472.6832
2017-03-13,474.8,474.8,474.8,474.8,0,472.6832
2017-03-14,482,482,469.1,470.85,330100,468.7508
2017-03-15,473.95,474,465.1,466.55,485400,464.47
2017-03-16,467.1,472.5,467.1,469.75,380900,467.6557
2017-03-17,472,475.5,467.1,473.45,380600,471.3392
2017-03-20,475,482,472.45,474.1,647200,471.9863
2017-03-21,478,478,471.05,474.85,631600,472.733
2017-03-22,472.05,479,471.05,472.3,398800,470.1943
2017-03-23,475.9,476.9,469.35,472.2,258200,470.0948
2017-03-24,472.2,475.8,468,469.55,194600,467.4566
2017-03-27,471.25,472,460.5,461.3,270400,459.2434
2017-03-28,461.3,463.65,458.3,459.95,287400,457.8994
2017-03-29,462.9,465,455,456.1,356700,454.0666
2017-03-30,456.8,461.15,451.85,453.2,1283200,451.1795
2017-03-31,455.7,458.35,451.15,452.95,943200,450.9306
2017-04-03,454,459,450.95,457.6,272200,455.5599
2017-04-04,457.6,457.6,457.6,457.6,0,455.5599
2017-04-05,454.95,457.65,450.1,454.45,268600,452.4239
2017-04-06,455,456.7,446.55,448.6,284300,446.6
2017-04-07,446,452.35,444,446.65,381100,446.65
2017-04-10,445,453.05,444.25,445.2,288300,445.2
2017-04-11,444,452.5,444,450.85,214900,450.85
2017-04-12,452.55,452.9,445.85,448.05,367100,448.05
2017-04-13,448.5,448.5,442,442.9,196200,442.9
2017-04-14,442.9,442.9,442.9,442.9,0,442.9
2017-04-17,442.9,444.9,435,436.2,364500,436.2
2017-04-18,438,444.25,436.35,440.75,339900,440.75
2017-04-19,441.85,446.35,437,441.65,262000,441.65
2017-04-20,444,447.45,435.05,442.6,548100,442.6
2017-04-21,447,461,445.45,449.85,1945700,449.85
