"Date","BEL.NS.Open","BEL.NS.High","BEL.NS.Low","BEL.NS.Close","BEL.NS.Volume","BEL.NS.Adjusted"
2016-06-03,11750,11765,11400,11433.0005,174600,1127.7743
2016-06-06,11470,11940.5005,11470,11863.4998,403300,1170.2397
2016-06-07,11910,12230,11900.9998,12173.4998,586800,1200.8187
2016-06-08,12300,13002.5,12300,12891.9995,1264400,1271.693
2016-06-09,12830,13139.4995,12500,12616.5002,765400,1244.5172
2016-06-10,12650,12940,12550,12656.9995,468100,1248.5121
2016-06-13,12596.9995,12640.9998,12380,12459.0002,230400,1228.981
2016-06-14,12530.9998,12620,12313.4998,12433.0005,212800,1226.4164
2016-06-15,12500,12788.0005,12460,12595.5005,256200,1242.4457
2016-06-16,12670,12825.9998,12580,12693.0005,422300,1252.0633
2016-06-17,12780,12811.5002,12550,12574.0002,201600,1240.3249
2016-06-20,12510,13015,12449.4995,12847.5,429800,1267.3034
2016-06-21,12960,13039.0002,12771.9995,12836.5002,368300,1266.2184
2016-06-22,12830,12889.0002,12520,12646.5002,269800,1247.4764
2016-06-23,12640.9998,12789.0002,12555.5005,12744.0002,167400,1257.094
2016-06-24,12020,12569.4995,11800.5005,12481.9995,327400,1231.2497
2016-06-27,12550,12689.0002,12470,12575.9998,204300,1240.5221
2016-06-28,12594.0002,12671.9995,12440.5005,12489.0002,323000,1231.9403
2016-06-29,12553.0005,12798.0005,12553.0005,12705.9998,282700,1253.3456
2016-06-30,12800,12870,12610,12670.9998,331800,1249.8931
2016-07-01,12700,12829.4995,12697.5,12717.5,239300,1254.48
2016-07-04,12798.0005,12897.5,12712.5,12745,318500,1257.1926
2016-07-05,12789.4995,12917.5,12700,12746.9995,170700,1257.3899
2016-07-06,12746.9995,12746.9995,12746.9995,12746.9995,0,1257.3899
2016-07-07,12880,12890,12650.5005,12699.0002,176600,1252.6551
2016-07-08,12728.0005,12728.0005,12500,12583.0005,133600,1241.2127
2016-07-11,12659.0002,12770,12555.5005,12580.5005,205900,1240.9661
2016-07-12,12620,12690,12582.5,12618.0005,131100,1244.6651
2016-07-13,12650,12778.0005,12409.0002,12463.0005,250100,1229.3756
2016-07-14,12500,12820,12360,12789.4995,415800,1261.5822
2016-07-15,12815.9998,12859.0002,12489.0002,12526.5002,314200,1235.6394
2016-07-18,12596.9995,12646.9995,12401.5002,12430.5005,154200,1226.1698
2016-07-19,12479.4995,12591.9995,12323.0005,12415.5005,175300,1224.6901
2016-07-20,12430,12650,12400,12496.5002,195100,1232.6801
2016-07-21,12510.5005,12619.4995,12357.5,12375.5005,272500,1220.7445
2016-07-22,12373.0005,12465,12265.9998,12360.9998,282400,1219.3141
2016-07-25,12374.4995,12520,12260.5005,12437.5,250500,1226.8602
2016-07-26,12505,12529.4995,12210,12263.4998,141300,1209.6965
2016-07-27,12300,12381.5002,12110.9998,12191.5002,211400,1202.5943
2016-07-28,12380,12489.4995,12164.0002,12210.9998,463600,1204.5178
2016-07-29,12240,12408.4998,12220,12359.0002,306500,1219.1168
2016-08-01,12360,12580,12353.0005,12406.9995,320500,1223.8516
2016-08-02,12549.4995,12560.5005,12300,12395.5005,275700,1222.7173
2016-08-03,12390,12519.4995,12227.5,12365.5005,369200,1219.758
2016-08-04,12438.0005,12448.0005,12270,12309.4995,124700,1214.234
2016-08-05,12384.0002,12670,12365.9998,12593.4998,426100,1242.2483
2016-08-08,12400,12520,12270,12423.4998,477900,1225.4792
2016-08-09,12449.0002,12560,12385,12416.5002,262800,1224.7888
2016-08-10,12420,12470,12300,12319.0002,169900,1215.1712
2016-08-11,12319.0002,12335.9998,12015.5005,12110.9998,242000,1194.6536
2016-08-12,12150,12320,12105.9998,12287.5,104200,1212.0639
2016-08-15,12287.5,12287.5,12287.5,12287.5,0,1212.0639
2016-08-16,12309.0002,12429.0002,12180.5005,12358.0005,139000,1219.0182
2016-08-17,12380,12484.0002,12322.5,12404.4995,133300,1223.605
2016-08-18,12320,12425,12215.9998,12259.4995,111300,1223.605
2016-08-19,12300,12398.0005,12251.9995,12295.9998,81400,1227.248
2016-08-22,12290,12370,12200.5005,12224.0002,119000,1220.0619
2016-08-23,12234.0002,12243.4998,12124.0002,12205.9998,121400,1218.2652
2016-08-24,12219.4995,12331.5002,12184.4995,12280,98800,1225.6511
2016-08-25,12270,12315.9998,12010,12058.0005,197700,1203.4936
2016-08-26,12090.9998,12258.0005,12070,12191.9995,99000,1216.8679
2016-08-29,12210.5005,12290,12100.9998,12149.0002,75900,1212.5762
2016-08-30,12161.5002,12255.9998,12160.5005,12189.4995,89600,1216.6184
2016-08-31,12237.5,12430,12125.5005,12204.4995,163100,1218.1155
2016-09-01,12218.0005,12340,12157.5,12248.0005,85400,1222.4573
2016-09-02,12250,12330,12125,12190,116100,1216.6683
2016-09-05,12190,12190,12190,12190,0,1216.6683
2016-09-06,12198.4998,12275.9998,12105.9998,12132.5,102100,1210.9293
2016-09-07,12240,12240,12050.9998,12099.4995,229500,1207.6356
2016-09-08,12100,12132.5,12000,12026.5002,370500,1200.3496
2016-09-09,12060,12180,12060,12111.9995,161900,1208.8832
2016-09-12,11950.9998,12215.9998,11810.9998,11999.0002,204000,1197.6049
2016-09-13,11999.0002,11999.0002,11999.0002,11999.0002,0,1197.6049
2016-09-14,12040,12040,11900,11922.5,136100,1189.9695
2016-09-15,11998.0005,12230,11930,12192.5,372000,1216.9179
2016-09-16,12269.4995,12340,12055.9998,12119.0002,336600,1209.5819
2016-09-19,12230,12400,12210.5005,12355.5005,339200,1233.1867
2016-09-20,12420,12535.9998,12325,12379.4995,449100,1235.582
2016-09-21,12440,12550,12352.5,12452.5,378700,1242.8681
2016-09-22,12590,12598.0005,12460,12563.4998,379300,1253.9469
2016-09-23,12600,12750,12555,12613.4998,796000,1258.9373
2016-09-26,12530,12750,12499.4995,12651.5002,812800,1262.7301
2016-09-27,12679.4995,12840.9998,12679.4995,12796.9995,867000,1277.2522
2016-09-28,12880,12880,12770,12809.4995,398700,1278.4998
2016-09-29,12845,12990,12262.5,12323.0005,1722800,1229.9429
2016-09-30,12436.5002,12544.0002,12323.0005,12447.5,380900,1242.3691
2016-10-03,12448.0005,12800,12448.0005,12729.0002,257000,1270.4653
2016-10-04,12827.5,12827.5,12626.5002,12698.0005,179200,1267.3712
2016-10-05,12786.9995,12786.9995,12670,12729.4995,358400,1270.5151
2016-10-06,12740,12855,12656.5002,12721.5002,354600,1269.7167
2016-10-07,12721.9995,12761.9995,12601.5002,12675.9998,158300,1265.1753
2016-10-10,12749.0002,12750,12530,12540,179300,1251.6014
2016-10-11,12540,12540,12540,12540,0,1251.6014
2016-10-12,12540,12540,12540,12540,0,1251.6014
2016-10-13,12584.4995,12584.4995,12400.5005,12440.9998,209600,1241.7203
2016-10-14,12480,12748.4998,12411.9995,12695,359600,1267.0717
2016-10-17,12798.4998,12799.4995,12630,12647.5,290400,1262.3308
2016-10-18,12670,12847.5,12552.5,12817.5,405700,1279.2983
2016-10-19,12850,12894.0002,12677.5,12725.5005,305800,1270.1159
2016-10-20,12720,12811.9995,12701.5002,12759.0002,179400,1273.4595
2016-10-21,12759.4995,12799.0002,12575,12640.9998,106600,1261.682
2016-10-24,12728.4998,12800,12641.9995,12685.5005,103500,1266.1236
2016-10-25,12690,12740,12600,12682.5,64000,1265.8241
2016-10-26,12682.5,12700,12551.5002,12594.4995,78300,1257.0409
2016-10-27,12520.5005,12690,12520.5005,12594.0002,173400,1256.9911
2016-10-28,13000,13275,12840.5005,13011.9995,1264600,1298.7111
2016-10-31,13011.9995,13011.9995,13011.9995,13011.9995,0,1298.7111
2016-11-01,13300,13436.9995,13200,13301.9995,490900,1327.6556
2016-11-02,13160,13160,12997.5,13018.4998,207600,1299.3598
2016-11-03,13030,13243.0005,13010.9998,13053.4998,289900,1302.8531
2016-11-04,13129.0002,13185.9998,12861.9995,12998.4998,332100,1297.3637
2016-11-07,13110,13238.0005,12988.0005,13020,152100,1299.5096
2016-11-08,13077.5,13280,13077.5,13193.0005,157400,1316.7765
2016-11-09,12690,13134.0002,12041.9995,13036.5002,355200,1301.1564
2016-11-10,13160,13839.4995,13144.4995,13634.0002,307300,1360.7922
2016-11-11,13469.0002,13583.0005,12991.5002,13020.9998,203400,1299.6094
2016-11-14,13020.9998,13020.9998,13020.9998,13020.9998,0,1299.6094
2016-11-15,13174.0002,13174.4995,12670.5005,12893.0005,236600,1286.8339
2016-11-16,13080,13239.4995,12824.0002,13063.4998,228000,1303.8512
2016-11-17,12965.5005,13250,12840,13147.5,173800,1312.2352
2016-11-18,13072.5,13190,13006.5002,13079.0002,243900,1305.3983
2016-11-21,13079.0002,13140,12675,12781.5002,215400,1275.7052
2016-11-22,12850,13085.9998,12749.0002,13001.9995,230700,1297.713
2016-11-23,13090,13114.4995,12815,12940.9998,421500,1291.6247
2016-11-24,12840,13140,12821.9995,12985,279500,1296.0163
2016-11-25,13114.0002,13211.9995,12966.9995,13047.5,203400,1302.2543
2016-11-28,12990,13950,12990,13850.9998,822200,1382.4506
2016-11-29,13998.4998,14270,13875.5005,14073.0005,891900,1404.6082
2016-11-30,14073.0005,14450,14059.0002,14390.5005,644200,1436.2975
2016-12-01,14390.9998,14570.9998,14246.9995,14339.0002,542800,1431.1573
2016-12-02,14354.4995,14550,14123.4998,14190.5005,308300,1416.3357
2016-12-05,14286.9995,14380,14190.5005,14314.4995,225900,1428.7119
2016-12-06,14440,14770,14350,14568.0005,601100,1454.0135
2016-12-07,14669.0002,14749.4995,14500.5005,14585,443800,1455.7102
2016-12-08,14873.0005,15055,14620.5005,14802.5,472200,1477.4186
2016-12-09,15040,15190,14875.5005,15085.5005,473200,1505.6645
2016-12-12,15000,15250,14866.9995,15057.5,331700,1502.8698
2016-12-13,15000,15140,14685,14736.5002,306600,1470.8313
2016-12-14,14773.0005,14880,14210,14248.4998,348600,1422.1246
2016-12-15,14020,14625.9998,14020,14392.5,343500,1436.497
2016-12-16,14490,14549.4995,14323.4998,14449.4995,204700,1442.1861
2016-12-19,14550,14727.5,14335,14395.5005,327700,1436.7965
2016-12-20,14470.9998,14509.0002,14080,14120.5005,213900,1409.3491
2016-12-21,14199.0002,14350,14015,14138.4998,218400,1411.1456
2016-12-22,14130,14139.0002,13720,13942.5,344100,1391.5831
2016-12-23,14002.5,14100,13751.9995,13849.4995,292700,1382.3009
2016-12-26,13900,13930,13455.9998,13561.9995,198000,1353.6058
2016-12-27,13600,13810,13301.9995,13721.5002,293600,1369.5254
2016-12-28,13800,13850,13510,13590,203000,1356.4005
2016-12-29,13660.5005,13799.0002,13510,13676.5002,465700,1365.034
2016-12-30,13774.4995,13935,13690,13750.5005,378800,1372.4199
2017-01-02,13850,13850,13530,13655,272500,1362.8881
2017-01-03,13720,14255,13667.5,14231.5002,615600,1420.4279
2017-01-04,14340,14503.0005,14250,14321.9995,556300,1429.4605
2017-01-05,14400,14519.4995,14220.9998,14317.5,222000,1429.0114
2017-01-06,14353.4998,14479.0002,14084.0002,14116.5002,495100,1408.9499
2017-01-09,14162.5,15050,14010.9998,14541.9995,950800,1451.4184
2017-01-10,14689.4995,15280,14632.5,15116.9995,1379800,1508.8084
2017-01-11,15430,15484.0002,15188.0005,15276.5002,865300,1524.728
2017-01-12,15314.4995,15682.5,15299.4995,15509.0002,708900,1547.9335
2017-01-13,15550,15570,15200,15286.5002,328600,1525.7261
2017-01-16,15286.5002,15385,15104.4995,15295.9998,247300,1526.6742
2017-01-17,15419.0002,15441.9995,15070,15146.9995,184400,1511.8027
2017-01-18,15146.9995,15286.5002,15025,15119.4995,362600,1509.0579
2017-01-19,15150,15220,14822.5,14900,414000,1487.15
2017-01-20,14870,14980.5005,14560,14749.0002,309000,1472.0789
2017-01-23,14800,15200,14725.9998,15143.0005,451600,1511.4035
2017-01-24,15280,15338.0005,15125.5005,15199.4995,351500,1517.0426
2017-01-25,15310,15330,15099.0002,15144.4995,368700,1511.5532
2017-01-26,15144.4995,15144.4995,15144.4995,15144.4995,0,1511.5532
2017-01-27,15170,15694.4995,15154.0002,15408.4998,699900,1537.9027
2017-01-30,15900,16250,15759.0002,15849.0002,1934900,1581.8685
2017-01-31,15839.4995,15847.5,15360,15400,1427700,1537.0543
2017-02-01,15496.9995,15736.9995,15431.9995,15684.0002,780900,1565.4
2017-02-02,15639.4995,15794.0002,15412.5,15456.9995,497300,1545.7
2017-02-03,15460,15694.4995,15351.5002,15443.4998,478400,1544.35
2017-02-06,15495,15654.0002,15330.5005,15369.4995,345600,1536.95
2017-02-07,15400,15724.0002,15400,15650.5005,565100,1565.05
2017-02-08,15760,15880.5005,15465.5005,15654.4995,404600,1565.45
2017-02-09,15769.0002,15812.5,15550.5005,15643.4998,338400,1564.35
2017-02-10,15644.0002,15688.0005,15412.5,15439.0002,211200,1543.9
2017-02-13,15500,15510.9998,15171.5002,15265.9998,229000,1526.6
2017-02-14,15330,15434.0002,15070.9998,15099.0002,563400,1509.9
2017-02-15,15227.5,15428.0005,15210,15245.5005,700900,1524.55
2017-02-16,15288.0005,15330,15180,15264.0002,372100,1526.4
2017-02-17,15341.5002,15469.0002,15210.9998,15276.9995,241800,1527.7
2017-02-20,15280,15449.4995,15210.5005,15358.4998,340200,1535.85
2017-02-21,15400,15700,15350.9998,15600.9998,343600,1560.1
2017-02-22,15140,15279.0002,15071.9995,15105.5005,1282100,1510.55
2017-02-23,15080,15439.0002,15005.5005,15054.4995,1351700,1505.45
2017-02-24,15054.4995,15054.4995,15054.4995,15054.4995,0,1505.45
2017-02-27,15089.0002,15199.4995,14981.9995,15080.5005,2356000,1508.05
2017-02-28,15104.0002,15238.0005,15103.4998,15155.9998,774200,1515.6
2017-03-01,15170,15249.4995,15162.5,15211.5002,403700,1521.15
2017-03-02,15216.5002,15316.9995,15000,15034.0002,384300,1503.4
2017-03-03,15000,15088.4998,14863.0005,14948.0005,497800,1494.8
2017-03-06,14999.0002,15338.4998,14998.0005,15300.9998,469500,1530.1
2017-03-07,15400,15411.9995,15244.0002,15305,336600,1530.5
2017-03-08,15319.0002,15331.5002,15100.5005,15213.4998,261600,1521.35
2017-03-09,15226.5002,15599.0002,15160,15544.4995,825800,1554.45
2017-03-10,1560,1572.9,1550,1567.65,722000,156.765
2017-03-13,1567.65,1567.65,1567.65,1567.65,0,156.765
2017-03-14,1590,1593.55,1566,1571.9,496700,157.19
2017-03-15,1574.9,1591.85,1565.2,1569.65,3770300,156.965
2017-03-16,159.4,166.3,158,165.15,9148100,165.15
2017-03-17,165.95,166.5,160.8,161.6,6153200,161.6
2017-03-20,161.65,163.2,159.45,162.5,3478200,162.5
2017-03-21,162.5,162.9,156.9,159.5,4333500,159.5
2017-03-22,158.2,158.4,153.3,153.8,6339700,153.8
2017-03-23,154.75,157.7,153.75,157.2,3300700,157.2
2017-03-24,157.55,157.7,155.1,155.55,1859000,155.55
2017-03-27,155.5,160,154.55,158.8,4798300,158.8
2017-03-28,159,160.4,157.7,158.4,3819500,158.4
2017-03-29,158.9,158.9,155.05,155.65,3051100,155.65
2017-03-30,156.1,157.5,153.05,153.45,7396200,153.45
2017-03-31,154,157.65,153.2,156.75,5443400,156.75
2017-04-03,159.2,161.4,158.2,159.9,5016600,159.9
2017-04-04,159.9,159.9,159.9,159.9,0,159.9
2017-04-05,160.5,161.9,160.2,161.35,4531000,161.35
2017-04-06,161.85,166.8,160.5,165.5,9723800,165.5
2017-04-07,164.95,169.3,164,167.65,7405300,167.65
2017-04-10,167.6,173.4,166.15,171.9,8084700,171.9
2017-04-11,173,178,173,176.6,8654100,176.6
2017-04-12,177.9,178,171,174.65,4217900,174.65
2017-04-13,174.95,174.95,168.5,169.95,4246200,169.95
2017-04-14,169.95,169.95,169.95,169.95,0,169.95
2017-04-17,170,173,169.55,171.1,2658400,171.1
2017-04-18,172.3,177.4,170.6,171.9,3835900,171.9
2017-04-19,174.25,182.3,174.05,178.7,12904400,178.7
2017-04-20,180.15,182.5,177,178.1,7625600,178.1
2017-04-21,180.1,182.85,179.5,180.5,5223600,180.5
