"Date","TECHM.NS.Open","TECHM.NS.High","TECHM.NS.Low","TECHM.NS.Close","TECHM.NS.Volume","TECHM.NS.Adjusted"
2016-09-13,463.85,463.85,463.85,463.85,0,463.85
2016-09-14,466.7,472.6,463.65,466.7,1321000,466.7
2016-09-15,469,471.9,460.8,462.75,956800,462.75
2016-09-16,467.4,469,459,465.3,1477000,465.3
2016-09-19,468.2,474.7,464.35,466.6,1134500,466.6
2016-09-20,469,469,460.25,462.2,913100,462.2
2016-09-21,464,465.75,455.1,461.15,2142300,461.15
2016-09-22,465,466.8,453.75,454.75,2766900,454.75
2016-09-23,458,458,452.85,454.6,2221100,454.6
2016-09-26,452.05,454.2,446,448.95,1027100,448.95
2016-09-27,446,453.4,446,447.85,1306400,447.85
2016-09-28,449,449,439.4,440.5,1785700,440.5
2016-09-29,444,444,424.3,427.15,4331700,427.15
2016-09-30,435,435,418.7,419.85,2210400,419.85
2016-10-03,420,425,418.2,420.7,1754700,420.7
2016-10-04,424.65,431.9,422.25,428.7,2145500,428.7
2016-10-05,431.1,433,423.25,425.3,1476200,425.3
2016-10-06,425,428.65,419.15,420.75,1559000,420.75
2016-10-07,421.9,424.4,417.2,419.75,1562900,419.75
2016-10-10,421.5,424.8,417,421.85,997500,421.85
2016-10-11,421.85,421.85,421.85,421.85,0,421.85
2016-10-12,421.85,421.85,421.85,421.85,0,421.85
2016-10-13,421.7,424.7,417.5,422.2,2473000,422.2
2016-10-14,423.5,429.65,418,419.1,6379600,419.1
2016-10-17,421,421,405.5,408.55,3248100,408.55
2016-10-18,408,430.8,405.75,425.1,7264100,425.1
2016-10-19,427.85,436.45,419.1,424.9,4525000,424.9
2016-10-20,424.25,429.2,421.2,425,2133600,425
2016-10-21,428.85,436.1,422.2,434.1,4853200,434.1
2016-10-24,436,438.5,427.6,429.15,2292100,429.15
2016-10-25,431,437.75,429.3,434.05,1684600,434.05
2016-10-26,434,435,421.95,423.05,2685900,423.05
2016-10-27,423,426.55,412.65,414.1,3706800,414.1
2016-10-28,429,444,429,435.65,12710300,435.65
2016-10-31,435.65,435.65,435.65,435.65,0,435.65
2016-11-01,436,436,429.55,433.55,4643900,433.55
2016-11-02,422.25,433.45,422.25,429.8,3387300,429.8
2016-11-03,431,432,424,428,2159000,428
2016-11-04,428,434.9,414.8,430.05,7835800,430.05
2016-11-07,435,449.45,430.55,444.85,7039200,444.85
2016-11-08,446.2,455.8,445.35,454.15,5501800,454.15
2016-11-09,419.9,444,409,434.5,4852400,434.5
2016-11-10,447.5,449.15,435,442.25,3301200,442.25
2016-11-11,440,440,428,429.4,1161600,429.4
2016-11-14,429.4,429.4,429.4,429.4,0,429.4
2016-11-15,435,437.2,427.3,430.95,6787200,430.95
2016-11-16,434,448,433,443.6,9156100,443.6
2016-11-17,447,455,439.5,441.85,2616300,441.85
2016-11-18,440,449,437.8,445.3,2041600,445.3
2016-11-21,445.9,452,440.9,447.15,2718900,447.15
2016-11-22,448,455,446.2,453.4,2409600,453.4
2016-11-23,457,458.95,448.05,453.1,1950800,453.1
2016-11-24,450.7,464.5,450.1,458.65,2574400,458.65
2016-11-25,461.9,489.5,461.15,487.25,4561900,487.25
2016-11-28,485.95,495.85,482.5,489.35,2279400,489.35
2016-11-29,489.4,494.4,481.3,483.85,2029100,483.85
2016-11-30,487.25,489.8,481.35,485.2,2604800,485.2
2016-12-01,480.05,485.2,471.4,475.05,2059500,475.05
2016-12-02,477,481.95,471,473.4,2450500,473.4
2016-12-05,467,476.6,459.35,462.4,1727400,462.4
2016-12-06,463,469.5,462.4,465.45,1073600,465.45
2016-12-07,468.85,470,453.75,455.6,1540200,455.6
2016-12-08,459.9,465.6,457.1,463.75,1158600,463.75
2016-12-09,467,474.95,465,471.7,2017000,471.7
2016-12-12,473.95,474.05,466.7,469.4,709900,469.4
2016-12-13,470,487.5,467.3,484.55,1863400,484.55
2016-12-14,484,487,473.35,476.65,1702300,476.65
2016-12-15,475.25,482,468.05,477.45,3292400,477.45
2016-12-16,481.4,482.1,475,477.15,2185700,477.15
2016-12-19,474,475.6,470.45,473.35,1389000,473.35
2016-12-20,476.9,480.75,473.65,476.75,1919700,476.75
2016-12-21,478,479.6,472.5,474.45,667500,474.45
2016-12-22,472.3,477.2,464.55,473.95,932700,473.95
2016-12-23,474,477.45,465.25,467.1,942200,467.1
2016-12-26,463.25,468.05,460.4,463.6,572300,463.6
2016-12-27,460.5,474,460.05,468.2,1061500,468.2
2016-12-28,469,477,469,474.15,1658300,474.15
2016-12-29,471.05,484.45,469.5,482.7,2079900,482.7
2016-12-30,482,493,482,488.9,1817100,488.9
2017-01-02,494.5,496.9,486.5,488,1203100,488
2017-01-03,488.7,495,487.2,491.55,1006500,491.55
2017-01-04,490,504.5,488.55,500.6,1989100,500.6
2017-01-05,505,507,485.95,488.1,2295800,488.1
2017-01-06,487.5,487.9,466.2,469.75,3307500,469.75
2017-01-09,465.05,477.9,462,473.45,1812400,473.45
2017-01-10,474.35,475,467.65,473.5,1634800,473.5
2017-01-11,473.3,478.45,469,474.05,2058600,474.05
2017-01-12,475,486.8,472.2,481.2,1970000,481.2
2017-01-13,484.2,492.9,481.9,488.5,2754700,488.5
2017-01-16,488.25,490.55,479,487.15,1258500,487.15
2017-01-17,488,495,484.7,486.75,1233800,486.75
2017-01-18,488,494.9,481.5,483.65,1336500,483.65
2017-01-19,480,485.25,477.45,481.4,1586500,481.4
2017-01-20,476,484,466,468.65,1442100,468.65
2017-01-23,465,471.8,460.8,469.7,1400600,469.7
2017-01-24,471.4,473.5,465.4,469.9,1255900,469.9
2017-01-25,470.25,473.75,462.2,465.65,3368700,465.65
2017-01-26,465.65,465.65,465.65,465.65,0,465.65
2017-01-27,465.4,470.6,463.2,467.1,1795000,467.1
2017-01-30,467,478,461.2,471.6,3024000,471.6
2017-01-31,484.7,484.7,425.5,452.2,7804600,452.2
2017-02-01,452.25,457,436.45,449.7,4061000,449.7
2017-02-02,449.7,465,440,461.1,3771000,461.1
2017-02-03,464.1,482,464.1,480.45,2677000,480.45
2017-02-06,481.05,488.6,471.2,477.5,2105300,477.5
2017-02-07,480,480,469.1,470.85,1794300,470.85
2017-02-08,470,483.75,468.8,474.6,1754200,474.6
2017-02-09,477.9,486.75,474.5,485,3013000,485
2017-02-10,490,503.5,486,499.9,7225400,499.9
2017-02-13,500,504.7,495.5,499.65,1903800,499.65
2017-02-14,501,508.55,500.35,504.6,2664700,504.6
2017-02-15,503.25,511.6,489.1,495.65,2584100,495.65
2017-02-16,494.05,505.5,494.05,504.5,2591400,504.5
2017-02-17,502.3,505,496,503.5,1688500,503.5
2017-02-20,503.55,507.4,497,499.95,2610900,499.95
2017-02-21,500,515.25,500,507.9,3268800,507.9
2017-02-22,508.5,511.4,503.6,507.95,3036400,507.95
2017-02-23,508,515,499.8,503.65,5868500,503.65
2017-02-24,503.65,503.65,503.65,503.65,0,503.65
2017-02-27,500.25,510.05,495,499.8,2250200,499.8
2017-02-28,506,509,488.45,499.4,31171400,499.4
2017-03-01,488.95,502.2,487.95,499.75,1979400,499.75
2017-03-02,503,505.05,497.3,499.9,2392400,499.9
2017-03-03,501.1,505.35,500,503.7,2136800,503.7
2017-03-06,499.8,505.75,494.6,499.95,1234100,499.95
2017-03-07,506,507.25,498.6,499.95,3221100,499.95
2017-03-08,499.5,503.1,488.1,491.9,1430400,491.9
2017-03-09,493,495.5,487.55,488.95,1752300,488.95
2017-03-10,493.5,497.3,474.5,475.8,3875700,475.8
2017-03-13,475.8,475.8,475.8,475.8,0,475.8
2017-03-14,482,485.9,476.2,479.85,4483100,479.85
2017-03-15,483.4,484.75,471.6,479.65,3941500,479.65
2017-03-16,482,483.85,478.5,481.1,4191300,481.1
2017-03-17,485.5,487.8,469.35,484.25,5857400,484.25
2017-03-20,483,491,480.1,481.9,3734200,481.9
2017-03-21,482,484.5,475.05,476.95,4422800,476.95
2017-03-22,477,479.5,472.85,475.4,2797500,475.4
2017-03-23,476.9,483.5,475.6,482.15,3259700,482.15
2017-03-24,482,482,472,474.15,2203300,474.15
2017-03-27,474,477.65,463.2,468.8,2457100,468.8
2017-03-28,471.7,471.7,454.65,455.7,5722200,455.7
2017-03-29,459,459.9,451.2,458.25,3227100,458.25
2017-03-30,459.5,463.5,455.5,461.2,4028800,461.2
2017-03-31,462,464,454.6,459.15,2581900,459.15
2017-04-03,457,459,450.75,453.1,1914400,453.1
2017-04-04,453.1,453.1,453.1,453.1,0,453.1
2017-04-05,454,456.6,445.45,446.95,2902900,446.95
2017-04-06,446.95,448.4,441.3,446.9,1926000,446.9
2017-04-07,447.95,454.55,442.05,443.2,3125200,443.2
2017-04-10,445,448.7,441.5,443.05,2111300,443.05
2017-04-11,443.1,446.7,440,445.2,1861000,445.2
2017-04-12,446.7,447.35,435.55,437.65,1728800,437.65
2017-04-13,438,442.8,427.85,429.95,1543600,429.95
2017-04-14,429.95,429.95,429.95,429.95,0,429.95
2017-04-17,429.95,429.95,420.05,421.95,2595100,421.95
2017-04-18,422,425.9,416.95,418.9,2338400,418.9
2017-04-19,419.5,425.5,412.45,414.3,2638600,414.3
2017-04-20,415,422.8,414.5,420.5,2818200,420.5
2017-04-21,425,431.8,422.2,427.65,2668700,427.65
