"Date","ITC.NS.Open","ITC.NS.High","ITC.NS.Low","ITC.NS.Close","ITC.NS.Volume","ITC.NS.Adjusted"
2015-02-25,397.60048,400.00049,393.44998,399.70052,15751800,251.60914
2015-02-26,397.9005,401.40001,391.94998,395.6505,11702500,249.05967
2015-02-27,394.80002,396.64952,384.04948,393.70052,34417100,247.83217
2015-03-02,358.00051,358.00051,342,343.24949,50722600,216.07355
2015-03-03,343.5,345.49949,339,341.55,44994000,215.00372
2015-03-04,345,350.80051,342.90001,344.25,32171900,216.70336
2015-03-05,346.99949,349.0995,341.7,346.24949,20499300,217.96203
2015-03-06,346.24949,346.24949,346.24949,346.24949,0,217.96203
2015-03-09,343.69949,344.8995,337.24949,338.3505,16301900,212.98966
2015-03-10,340.00051,342.70049,335.09999,338.55,13036800,213.11524
2015-03-11,340.34999,340.69949,337.54951,338.20049,12702700,212.89523
2015-03-12,339.04951,348.25051,338.80051,346.65001,27323100,218.21415
2015-03-13,348.3,349.99949,336.70049,339.4005,15651500,213.65063
2015-03-16,340.99949,341.5995,334.99949,335.40001,8595200,211.13234
2015-03-17,339.49949,340.65001,336.25051,340.00051,10940500,214.02833
2015-03-18,341.25,341.25,336,336.6495,8757000,211.91889
2015-03-19,338.50051,340.8495,331.5,333.3495,10462300,209.84156
2015-03-20,333.70049,333.70049,326.40001,327.45,10572900,206.12786
2015-03-23,326.3505,329.80051,325.00051,327.4005,11393500,206.0967
2015-03-24,327.1005,329.80051,325.99949,326.55,10715400,205.56131
2015-03-25,328.65001,328.65001,325.99949,326.74949,7249700,205.68689
2015-03-26,325.99949,328.95,320.5995,322.3995,24193000,202.9486
2015-03-27,324,325.24949,315.1005,317.50051,21403200,199.86471
2015-03-30,319.65001,329.50051,319.65001,327.55051,16516700,206.19113
2015-03-31,328.8,328.8,324,325.8495,12279500,205.12036
2015-04-01,325.8495,333,324.15001,332.44949,10839700,209.27501
2015-04-02,332.44949,332.44949,332.44949,332.44949,0,209.27501
2015-04-03,332.44949,332.44949,332.44949,332.44949,0,209.27501
2015-04-06,329.3505,341.6505,329.09999,340.99949,19315900,214.65718
2015-04-07,341.09999,343.00051,337.00051,340.6005,10549500,214.40602
2015-04-08,342,346.95,341.50051,346.24949,12381600,217.96203
2015-04-09,346.9005,348.94949,343.99949,347.1495,7667500,218.52858
2015-04-10,346.99949,347.5995,342.25051,346.65001,5593300,218.21415
2015-04-13,346.99949,352.3995,344.84999,351.49949,10891600,221.26687
2015-04-14,351.49949,351.49949,351.49949,351.49949,0,221.26687
2015-04-15,354,358.6005,351.4005,354.94949,17492200,223.43863
2015-04-16,352.8495,356.40001,346.65001,350.09999,7865700,220.3859
2015-04-17,350.50051,353.25,347.7,351.8505,8807300,221.48783
2015-04-20,352.0995,352.0995,340.6005,341.8995,11275500,215.22373
2015-04-21,341.84999,348.70049,340.99949,341.95049,10890300,215.25584
2015-04-22,340.00051,345,338.55,343.3995,10768500,216.16798
2015-04-23,343.3995,346.5,338.29951,342.1005,8924600,215.35026
2015-04-24,342,349.95,341.1495,347.95049,17318800,219.0328
2015-04-27,348.90001,351.79951,344.20049,344.84999,9371800,217.08105
2015-04-28,344.8995,345,333.59999,337.54951,10686600,212.48544
2015-04-29,335.05051,336,327.3,328.1505,10091000,206.56882
2015-04-30,327.79951,328.3995,321.19949,322.34999,20037600,202.91743
2015-05-01,322.34999,322.34999,322.34999,322.34999,0,202.91743
2015-05-04,323.40001,330.90001,320.09999,330.19949,7209300,207.85865
2015-05-05,328.6005,328.99949,323.5995,326.25,13458000,205.37247
2015-05-06,325.99949,327.8505,316.2,318.3495,20211800,200.39915
2015-05-07,318.49949,323.7,315.59999,322.54951,10601800,203.04303
2015-05-08,325.54951,329.29951,322.65001,328.00051,12156900,206.4744
2015-05-11,330,330.75,324.4005,326.44949,8795900,205.49805
2015-05-12,327.49949,328.00051,323.09999,324.25051,14296200,204.1138
2015-05-13,326.84999,329.80051,321,327.8505,10627900,206.37997
2015-05-14,327,327,322.3995,324.70049,8038200,204.39706
2015-05-15,325.0995,327.90001,324.8505,326.40001,5449100,205.4669
2015-05-18,327.3,333.90001,326.25,333,6909500,209.62155
2015-05-19,331.75051,335.8995,330.75,332.55,8570900,209.33828
2015-05-20,332.50051,334.2,330.49949,331.95,5162000,208.96059
2015-05-21,333,333.4005,325.99949,327.4005,7181800,206.0967
2015-05-22,328.99949,333.25051,325.45049,329.1495,12481600,207.19768
2015-05-25,321.45,324.49949,316.3995,316.8,23429800,199.42374
2015-05-26,317.50051,317.50051,312.75,313.99949,11023600,197.66084
2015-05-27,315,318.75,313.99949,317.7,9133600,199.99029
2015-05-28,318.1005,322.45049,316.5,321.45,19995200,202.3509
2015-05-29,322.00051,329.95049,318.6495,327.1005,19800800,205.90785
2015-06-01,325.5,333.75,325.5,332.05051,10060500,209.02385
2015-06-02,328.9005,329.29951,317.5995,318.6495,10848600,200.588
2015-06-03,313.8,313.8495,300.59999,304.3995,20673900,197.42618
2015-06-04,304.99949,306.6495,298.2,301.6005,11005200,195.61082
2015-06-05,301.45049,307.9005,295.00051,304.30051,16952300,197.36198
2015-06-08,307.00051,308.25,302.25,304.34999,10292900,197.39407
2015-06-09,301.9005,303,299.7,300.59999,9910800,194.96191
2015-06-10,300.59999,303.4005,298.6005,301.0995,9495600,195.28588
2015-06-11,301.99949,301.99949,295.2,297.04951,11093500,192.65915
2015-06-12,296.80051,300.15001,295.00051,297.55051,8332100,192.98409
2015-06-15,297,302.74949,294,298.5,8358500,193.59991
2015-06-16,298.00051,300.15001,295.24949,298.95,7925800,193.89177
2015-06-17,298.5,303.1005,297.25051,301.0995,10478300,195.28588
2015-06-18,301.2,304.3995,300.19949,301.9005,10877200,195.80539
2015-06-19,302.80051,305.44949,302.40001,304.99949,8432300,197.81532
2015-06-22,306.19949,312.15001,304.69949,310.3995,6930500,201.31763
2015-06-23,310.3995,315,307.6005,314.55,7304800,204.00955
2015-06-24,315.19949,318.1005,311.05051,313.65001,7095400,203.42584
2015-06-25,310.6005,315.45,309.75,312.3495,10481700,202.58236
2015-06-26,312.3495,312.3495,307.05,307.95,5303300,199.72895
2015-06-29,305.20049,310.95,303.75,309.94949,9358800,201.02577
2015-06-30,310.2,316.8495,308.05051,315.15001,11208200,204.3987
2015-07-01,315.25051,316.3995,312.49949,313.6005,8522500,203.39373
2015-07-02,314.09999,317.29951,313.5,315.04951,6318800,204.33352
2015-07-03,314.29951,316.9005,312.3495,315.59999,4932200,204.69055
2015-07-06,312.90001,318.6495,312,318.4005,4255400,206.50689
2015-07-07,318.6495,319.30051,316.0995,317.3505,7314000,205.82589
2015-07-08,315.15001,316.00051,309.4005,312.94949,11181100,202.9715
2015-07-09,312.79951,314.8995,309.8505,310.6005,6463000,201.448
2015-07-10,309,311.7,306.55051,309.90001,7216000,200.99368
2015-07-13,313.00051,316.3995,308.95049,314.5995,6378100,204.04166
2015-07-14,313.95,316.5,310.65001,312.3,5262600,202.55025
2015-07-15,311.3505,315.19949,311.3505,313.99949,5476800,203.6525
2015-07-16,314.80051,319.9005,312.3,317.95049,5621900,206.21503
2015-07-17,318.55051,323.8995,317.6505,322.30051,5906100,209.03634
2015-07-20,321.79951,323.44949,319.2,320.50051,4762900,207.86891
2015-07-21,320.50051,322.45049,312.49949,313.3995,6807500,203.26336
2015-07-22,312.1005,317.95049,310.69949,314.50051,7761300,203.97745
2015-07-23,315.1005,317.44949,312,315.1005,5422100,204.36659
2015-07-24,315,315.59999,312.49949,314.55,4043700,204.00955
2015-07-27,311.50051,313.34999,309.79951,311.6505,5118300,202.129
2015-07-28,311.95049,313.9005,309.55051,311.20049,6543500,201.83714
2015-07-29,310.99949,312,300.59999,304.00051,9357900,197.16741
2015-07-30,304.00051,317.84999,300,315.94949,19974700,204.91723
2015-07-31,317.95049,327.4005,315.3,325.99949,16320400,211.43541
2015-08-03,325.99949,333.49949,325.0995,331.54951,14353000,215.03502
2015-08-04,331.45049,331.54951,324.55051,329.8995,9935200,213.96486
2015-08-05,329.8995,333.04951,326.5995,331.8,5709900,215.19748
2015-08-06,330.55051,331.00051,324,326.25,8460100,211.59789
2015-08-07,324,325.6005,322.00051,324.45,4471800,210.43045
2015-08-10,324.49949,327.25051,319.34999,320.95049,5584800,208.16076
2015-08-11,320.09999,321.90001,316.34999,320.09999,5315600,207.60914
2015-08-12,319.99949,319.99949,316.00051,316.75051,11926600,205.43675
2015-08-13,317.40001,319.69949,303,316.34999,6644700,205.17698
2015-08-14,317.50051,320.25,314.5995,318.15001,7597800,206.34443
2015-08-17,319.30051,319.8,315.49949,316.9005,4328900,205.53403
2015-08-18,316.5,318.59999,312.59999,314.84999,9079800,204.20412
2015-08-19,313.99949,318,309,316.9005,7373800,205.53403
2015-08-20,318.1005,330.3495,316.34999,329.3505,18008400,213.6088
2015-08-21,328.95,331.30051,322.75051,330.75,17768200,214.51648
2015-08-24,321.04951,329.50051,315.59999,320.20049,16485100,207.67432
2015-08-25,322.05,326.1495,312.49949,319.9005,21275200,207.47975
2015-08-26,317.5995,320.84999,313.6005,317.6505,16155600,206.02046
2015-08-27,323.50051,327.55051,316.34999,325.69949,20038800,211.24084
2015-08-28,329.3505,329.3505,324.70049,327,9725300,212.08432
2015-08-31,324.75,328.5,321.59999,325.1505,9634600,210.88478
2015-09-01,322.5,323.8995,314.29951,315.45,9470800,204.59327
2015-09-02,318.90001,323.05051,315.15001,320.09999,13014600,207.60914
2015-09-03,319.34999,324.70049,319.0995,319.99949,10088400,207.54396
2015-09-04,319.99949,321.49949,314.74949,317.09999,15716500,205.66341
2015-09-07,316.30051,319.5,311.1495,313.45049,7112300,203.29644
2015-09-08,313.0995,315.59999,310.30051,312.90001,10240500,202.93941
2015-09-09,315.25051,316.3995,312.8505,314.40001,6123200,203.91227
2015-09-10,310.99949,315.79951,310.34999,313.34999,8968200,203.23125
2015-09-11,314.7,316.1505,312.15001,313.75051,6712300,203.49102
2015-09-14,313.75051,315.19949,311.5995,313.65001,7474400,203.42584
2015-09-15,313.00051,317.8995,312.49949,317.05051,5174800,205.63132
2015-09-16,318.6495,322.8495,317.20049,322.1505,5589500,208.93905
2015-09-17,322.1505,322.1505,322.1505,322.1505,0,208.93905
2015-09-18,325.00051,328.00051,314.74949,318,12828200,206.24714
2015-09-21,316.3995,317.29951,313.3995,314.25,6798400,203.81498
2015-09-22,315.90001,318.25051,310.00051,312.15001,14938500,202.45297
2015-09-23,307.00051,319.05,307.00051,316.0995,11655000,205.01452
2015-09-24,314.80051,323.3505,314.50051,322.54951,14121200,209.19784
2015-09-25,322.54951,322.54951,322.54951,322.54951,0,209.19784
2015-09-28,323.1495,325.00051,318.4005,319.24949,6358300,207.05753
2015-09-29,318.94949,325.00051,316.99949,320.40001,8298500,207.80372
2015-09-30,322.00051,329.84999,319.99949,328.8,13463300,213.25175
2015-10-01,327.04951,333.8505,327.04951,328.75051,6206700,213.21966
2015-10-02,328.75051,328.75051,328.75051,328.75051,0,213.21966
2015-10-05,330,331.5,326.80051,329.50051,9321100,213.70609
2015-10-06,331.99949,343.65001,328.8,342.8505,10720500,222.36457
2015-10-07,343.95,349.99949,342.3,347.25,10707500,225.21798
2015-10-08,346.75051,346.75051,335.40001,339.1005,9368300,219.93241
2015-10-09,340.9005,344.80051,340.2,343.45049,5534700,222.75371
2015-10-12,343.05,348.4005,338.84999,340.75051,6068400,221.00257
2015-10-13,340.00051,345.90001,339.6495,344.05051,7005200,223.14287
2015-10-14,344.20049,345.6495,342.49949,344.09999,9082600,223.17496
2015-10-15,343.99949,352.3995,343.65001,349.3995,9495500,226.61209
2015-10-16,348.04951,349.99949,343.5,348.8505,9636800,226.25603
2015-10-19,348,352.00051,345.19949,351,11187700,227.65014
2015-10-20,350.50051,351.25051,347.80051,348.6495,7386600,226.12566
2015-10-21,349.0995,349.99949,347.6505,348.55051,5465700,226.06146
2015-10-22,348.55051,348.55051,348.55051,348.55051,0,226.06146
2015-10-23,350.09999,358.95,350.09999,358.34999,8724700,232.41717
2015-10-26,358.8495,359.80051,355.00051,356.50051,7896500,231.21764
2015-10-27,354.70049,356.95049,353.25,355.99949,14940100,230.89269
2015-10-28,354.3495,358.95,354,355.2,9712400,230.37416
2015-10-29,355.0995,355.99949,347.09999,349.99949,7638600,227.00123
2015-10-30,351.45,351.45,330.90001,334.65001,27778000,217.04593
2015-11-02,333,339.70049,329.95049,337.2,10326000,218.6998
2015-11-03,336.79951,338.8995,332.80051,334.8495,3911000,217.17532
2015-11-04,336.8505,338.20049,334.00051,335.7,4980000,217.72693
2015-11-05,334.00051,339.19949,333.25051,337.1505,5388100,218.66769
2015-11-06,335.6505,339.45,334.99949,337.69949,4463200,219.02375
2015-11-09,331.5,343.99949,330.3495,343.05,11999800,222.49396
2015-11-10,340.8,345.04951,335.1495,336.75,7228700,218.40793
2015-11-11,336.75,336.75,336.75,336.75,0,218.40793
2015-11-12,336.75,336.75,336.75,336.75,0,218.40793
2015-11-13,330.4005,333.79951,327.1005,329.80051,18630900,213.90066
2015-11-16,330,339,329.5995,338.29951,8773700,219.41291
2015-11-17,342.19949,350.25,339.1005,349.0995,11572800,226.41752
2015-11-18,351,351.15001,344.09999,347.84999,9966200,225.60712
2015-11-19,349.99949,352.99949,348.79951,352.05,16937700,228.33114
2015-11-20,352.24949,352.24949,343.0995,344.44949,9858100,223.40164
2015-11-23,343.34999,344.84999,336.25051,337.24949,8989700,218.73189
2015-11-24,339.15001,339.59999,332.29951,335.8995,13086300,217.85632
2015-11-25,335.8995,335.8995,335.8995,335.8995,0,217.85632
2015-11-26,336.15001,345,334.8495,342.79951,9415400,222.3315
2015-11-27,344.40001,345,338.84999,344.3505,5677100,223.33744
2015-11-30,343.2,346.8,340.54951,346.1505,17255100,224.50487
2015-12-01,345.19949,346.99949,340.99949,346.24949,10126900,224.56907
2015-12-02,346.00051,349.75051,342.4005,349.3995,4635000,226.61209
2015-12-03,346.0995,347.8995,342.3,343.34999,5594200,222.68853
2015-12-04,341.29951,341.74949,334.99949,335.95049,13623800,217.88939
2015-12-07,334.99949,335.8995,310.54951,313.54951,50870400,203.36065
2015-12-08,310.99949,318.19949,310.6005,314.74949,19004200,204.13893
2015-12-09,319.5,319.5,315.25051,317.40001,15074400,205.858
2015-12-10,317.50051,321.75,316.99949,321.25051,8328300,208.35534
2015-12-11,321,322.45049,315.4005,321,9011200,208.19286
2015-12-14,319.99949,322.3995,317.1495,320.09999,7292100,207.60914
2015-12-15,319.99949,323.8995,318,322.95,10089500,209.45759
2015-12-16,322.99949,324.6495,318.1005,319.24949,7798600,207.05753
2015-12-17,319.69949,321.75,316.30051,320.50051,8683800,207.86891
2015-12-18,320.8995,322.99949,316.3995,317.09999,14226300,205.66341
2015-12-21,319.99949,327.45,317.05051,326.55,8042600,211.79246
2015-12-22,325.05,325.5,319.5,320.25,6092200,207.70643
2015-12-23,322.00051,324,319.99949,321.49949,5272500,208.51682
2015-12-24,322.99949,324.75,320.5995,323.7,3658200,209.94402
2015-12-25,323.7,323.7,323.7,323.7,0,209.94402
2015-12-28,322.69949,327.04951,322.45049,326.20049,9082300,211.56578
2015-12-29,326.44949,328.00051,323.3505,324.8505,4435300,210.69021
2015-12-30,326.50051,327.49949,324.25051,326.55,4799700,211.79246
2015-12-31,325.5,330,323.3505,327.79951,8033000,212.60286
2016-01-01,327.59999,328.99949,325.65001,327.49949,1479400,212.40828
2016-01-04,325.5,326.09999,321.55051,325.0995,5906400,210.8517
2016-01-05,325.0995,326.40001,324.04951,324.8505,5816400,210.69021
2016-01-06,327,327,314.55,315.1005,15234400,204.36659
2016-01-07,313.8,313.8,308.6505,309.59999,11809200,200.79909
2016-01-08,311.20049,316.99949,309.75,313.65001,9840300,203.42584
2016-01-11,310.00051,316.8,309.75,316.05,6876700,204.98241
2016-01-12,315.25051,316.9005,312.49949,315.15001,6954700,204.3987
2016-01-13,317.3505,320.40001,314.6505,315.75,6862500,204.78784
2016-01-14,313.65001,318.75,312.25051,317.25,11491200,205.7607
2016-01-15,315.1005,317.40001,312.3,313.9005,7979700,203.5883
2016-01-18,313.9005,318.6495,313.24949,315.4005,11830000,204.56116
2016-01-19,315.25051,317.50051,311.95049,314.05051,6836100,203.68559
2016-01-20,310.3995,319.99949,304.99949,308.95049,9643700,200.37784
2016-01-21,311.6505,311.6505,303.6495,306.4005,12559200,198.72398
2016-01-22,309,312.75,302.5995,308.74949,15241400,200.24748
2016-01-25,305.3505,311.84999,304.05,309.4005,9329400,200.66971
2016-01-26,309.4005,309.4005,309.4005,309.4005,0,200.66971
2016-01-27,309.45,314.20049,306.94949,312.94949,8511400,202.9715
2016-01-28,312.70049,321.8505,311.6505,318.55051,13890500,206.60418
2016-01-29,322.8495,325.99949,316.8495,320.20049,12496200,207.67432
2016-02-01,318.6495,325.00051,314.84999,324.75,7351500,210.62502
2016-02-02,323.8995,325.9005,321.45,324.25051,7066800,210.30107
2016-02-03,321.75,324.25051,319.6005,321.94949,4921700,208.80868
2016-02-04,322.3995,324.59999,321,321.79951,3186700,208.71141
2016-02-05,322.99949,325.95,322.00051,323.95049,6504000,210.10648
2016-02-08,324.79951,324.90001,314.25,315.25051,6267800,204.46388
2016-02-09,313.24949,313.75051,309.75,312.4005,11473200,202.61543
2016-02-10,312.1005,312.94949,307.00051,309,7865600,200.40995
2016-02-11,310.69949,310.69949,297.45,298.54951,14039900,193.63202
2016-02-12,299.20049,305.1495,298.8495,300.1005,13195500,194.63795
2016-02-15,303,306,298.3995,303.70049,12016100,196.97282
2016-02-16,304.5,306,293.6505,295.5,10581400,191.65418
2016-02-17,296.50051,301.8,289.05,299.84999,13094300,194.47548
2016-02-18,301.5,306.70049,300.8505,305.44949,9389500,198.10718
2016-02-19,304.99949,306.1005,301.00051,304.54951,6927200,197.52347
2016-02-22,302.6505,302.6505,293.40001,299.84999,14704200,194.47548
2016-02-23,297.94949,297.94949,292.65001,293.80051,8856900,190.55193
2016-02-24,292.99949,295.3995,286.00051,287.5995,13820900,186.53011
2016-02-25,284.5995,290.29951,283.99949,286.2,14568000,185.62243
2016-02-26,289.00051,292.00051,285.15001,290.95049,12006100,188.70348
2016-02-29,289.99949,301.65001,268.00051,295.65001,76486200,191.75147
2016-03-01,304.99949,327,304.99949,325.34999,64902400,211.01416
2016-03-02,328.00051,333.90001,318.45,319.54951,23765300,207.25211
2016-03-03,322.99949,325.00051,316.75051,318.15001,9848200,206.34443
2016-03-04,319.99949,321.75,314.74949,315.19949,11380100,204.4308
2016-03-07,315.19949,315.19949,315.19949,315.19949,0,204.4308
2016-03-08,316.00051,324,316.00051,320.25,12623600,207.70643
2016-03-09,316.99949,320.7,312.70049,319.9005,20128400,207.47975
2016-03-10,319.75051,321.79951,312.8505,316.0995,13399800,205.01452
2016-03-11,316.0995,322.00051,315,321.3,11699400,208.38743
2016-03-14,322.5,325.99949,322.00051,325.05,7422800,210.81959
2016-03-15,325.99949,325.99949,315,316.5,15608700,205.27427
2016-03-16,316.54951,323.40001,316.00051,322.05,9367600,208.87387
2016-03-17,323.25,325.00051,321.49949,323.6505,12552000,209.91191
2016-03-18,325.3995,326.80051,322.00051,324.75,13850500,210.62502
2016-03-21,326.74949,336.19949,326.25,331.45049,16159500,214.9708
2016-03-22,328.5,330.79951,322.24949,323.1495,19048300,209.58698
2016-03-23,325.00051,325.0995,320.3505,324.25051,15421400,210.30107
2016-03-24,324.25051,324.25051,324.25051,324.25051,0,210.30107
2016-03-25,324.25051,324.25051,324.25051,324.25051,0,210.30107
2016-03-28,327,329.80051,320.29951,322.45049,16439900,209.13362
2016-03-29,321.15001,327.04951,319.00051,319.99949,18008000,207.54396
2016-03-30,320.5995,329.25,320.5995,327.3495,13899900,212.311
2016-03-31,325.8,332.50051,324.90001,328.24949,27471100,212.89471
2016-04-01,326.09999,336.79951,325.5,336.04951,14300000,217.95361
2016-04-04,327,333,326.05051,330.70049,13682400,214.48437
2016-04-05,328.0995,330.3495,324.19949,326.44949,8631600,211.72727
2016-04-06,326.84999,328.9005,325.00051,325.9005,6636900,211.37121
2016-04-07,327,327,319.00051,319.45049,10026600,207.18789
2016-04-08,319.5,322.45049,319.00051,321.19949,4800800,208.32225
2016-04-11,322.00051,328.30051,316.99949,327.25051,13833000,212.2468
2016-04-12,325.00051,325.65001,321,322.3995,5958200,209.10055
2016-04-13,325.00051,332.7,324.49949,331.24949,11937800,214.84044
2016-04-14,331.24949,331.24949,331.24949,331.24949,0,214.84044
2016-04-15,331.24949,331.24949,331.24949,331.24949,0,214.84044
2016-04-18,334.99949,338.3505,331.05,335.40001,14199500,217.53236
2016-04-19,335.40001,335.40001,335.40001,335.40001,0,217.53236
2016-04-20,335.3505,338.29951,332.5995,335.50051,8999000,217.59755
2016-04-21,335.5995,336.49949,327.59999,329.95049,6944700,213.99794
2016-04-22,325.95,331.1505,324.45,325.8,6273400,211.30603
2016-04-25,321.3,325.5,320.40001,320.95049,6089900,208.16076
2016-04-26,313.2,328.34999,312.49949,327.4005,14466100,212.34407
2016-04-27,326.05051,334.5,326.05051,333.55051,9318700,216.33282
2016-04-28,330,331.99949,321.55051,322.9005,19474900,209.42548
2016-04-29,323.1495,326.09999,320.09999,324.94949,10331400,210.75441
2016-05-02,323.25,324,319.3995,321.15001,3262500,208.29016
2016-05-03,321.59999,323.44949,313.99949,316.05,10711700,204.98241
2016-05-04,315,319.5,310.1505,312.6495,6165200,202.77693
2016-05-05,312,320.29951,311.5995,317.6505,6332500,206.02046
2016-05-06,312.94949,319.3995,306,317.7,15583700,206.05257
2016-05-09,319.99949,325.9005,319.5,324.79951,8528900,210.65713
2016-05-10,325.00051,325.99949,321.70049,323.50051,8246700,209.81464
2016-05-11,319.99949,321.75,316.0995,318,10740900,206.24714
2016-05-12,319.05,321.1005,315.1005,318.19949,5568400,206.37652
2016-05-13,318,321.70049,315.15001,319.34999,9440900,207.12271
2016-05-16,318.3,330,317.09999,329.40001,12970100,213.64091
2016-05-17,330,333.45,328.69949,330.49949,11982800,214.354
2016-05-18,327.59999,334.8,325.8,332.7,7615300,215.78121
2016-05-19,334.00051,334.00051,322.5,324.8505,8587700,210.69021
2016-05-20,326.74949,338.7,324.79951,330.3495,20264100,214.25673
2016-05-23,349.65001,354.49949,339.49949,346.8495,52818600,224.95823
2016-05-24,348,351.79951,346.65001,348.04951,15668500,225.73652
2016-05-25,350.40001,357.45,349.8495,356.05051,9955400,230.92578
2016-05-26,355.99949,364.00051,353.5995,362.44949,12589400,235.07601
2016-05-27,241.967,242.60001,237.467,239.533,10520200,155.35533
2016-05-30,235.60001,239,235.2,237.66701,7362500,158.44467
2016-05-31,237.33299,239.633,232.83299,234.033,14496500,156.022
2016-06-01,235.33299,241.467,235.33299,240.933,11949300,160.622
2016-06-02,239.89999,240.33299,235.467,238.66701,13199800,159.11134
2016-06-03,239.89999,239.89999,235.033,235.933,7107400,157.28867
2016-06-06,235.8,237.967,234.233,237.067,7409400,158.04467
2016-06-07,238,242.5,238,241.83299,10599800,161.222
2016-06-08,242.66701,243.33299,240.467,241.867,7329500,161.24467
2016-06-09,241.733,241.967,235.067,236.067,11617600,157.378
2016-06-10,235.367,239.10001,233.367,233.8,10749300,155.86667
2016-06-13,232.39999,235.7,230.433,233.267,11732800,155.51133
2016-06-14,233.933,236,231.867,235.533,7558300,157.022
2016-06-15,236,240,235.83299,239.7,9523200,159.8
2016-06-16,239.60001,239.60001,234.067,236.60001,8721800,157.73334
2016-06-17,236.89999,240.467,236.89999,239.89999,8980300,159.93333
2016-06-20,240.33299,240.66701,236.733,238.7,8686200,159.13333
2016-06-21,238.33299,239.8,237,239,6657300,159.33333
2016-06-22,237.3,239.433,235.033,236.467,8912000,157.64466
2016-06-23,236.66701,241,236.66701,240.16701,8657700,160.11134
2016-06-24,235.033,240.067,233.467,236.067,12047300,157.378
2016-06-27,236.067,240.933,236.067,239.3,10245000,159.53334
2016-06-28,240,246.10001,239.3,245.66701,15696500,163.778
2016-06-29,246.633,246.633,242.66701,244.2,11554800,162.8
2016-06-30,245.33299,247.8,244.10001,245.60001,20901900,163.73334
2016-07-01,243.3,259.75,242.60001,252.35001,27944200,252.35001
2016-07-04,254,254,244,244.89999,13996800,244.89999
2016-07-05,245.85001,247,242.2,243.55,8989600,243.55
2016-07-06,243.55,243.55,243.55,243.55,0,243.55
2016-07-07,244.5,248.64999,243.89999,247,8960800,247
2016-07-08,247.39999,247.39999,242.5,245.85001,6899700,245.85001
2016-07-11,248.3,251.60001,246.75,249.14999,7268000,249.14999
2016-07-12,250.95,251.95,247,248.39999,4143300,248.39999
2016-07-13,248.45,249.2,246,247.10001,4343100,247.10001
2016-07-14,247,251,245.10001,248.7,6091900,248.7
2016-07-15,249,252.55,247.55,248.85001,9345900,248.85001
2016-07-18,249.05,249.95,247.60001,248.89999,6825300,248.89999
2016-07-19,249,250,245.60001,249.05,6721200,249.05
2016-07-20,249.05,252,247.95,250.25,9312500,250.25
