"Date","BOSCHLTD.NS.Open","BOSCHLTD.NS.High","BOSCHLTD.NS.Low","BOSCHLTD.NS.Close","BOSCHLTD.NS.Volume","BOSCHLTD.NS.Adjusted"
2016-08-30,23770,24805,23770,24734.2,24900,24650.25
2016-08-31,24530,24699.4,24075,24167.8,25200,24085.77
2016-09-01,24280,24629.9,23957,24118.1,13800,24036.24
2016-09-02,24399,24439.9,23902,24010.8,12700,23929.3
2016-09-05,24010.8,24010.8,24010.8,24010.8,0,23929.3
2016-09-06,24051,24500,24051,24460.2,14600,24377.18
2016-09-07,24470,24844.2,24211,24267.7,11100,24185.33
2016-09-08,24350,24575,24292.1,24447.7,10300,24364.72
2016-09-09,24450,24450,24070,24164.1,18400,24082.08
2016-09-12,23950,24000,23400,23481.5,13500,23401.8
2016-09-13,23481.5,23481.5,23481.5,23481.5,0,23401.8
2016-09-14,23500,23598.8,22950,23020.7,25500,22942.56
2016-09-15,23299.9,23333.8,22990,23197.2,9900,23118.46
2016-09-16,23300,23600.2,23116.8,23438.1,20600,23358.54
2016-09-19,23450,23450,23153.8,23392.8,13300,23313.4
2016-09-20,23500,23500,22991,23255.5,9100,23176.57
2016-09-21,23255,23617.3,23200,23346.9,19000,23267.66
2016-09-22,23480.1,23625.5,23327.1,23403.6,7600,23324.16
2016-09-23,23403,23501.2,23226.8,23340.1,8100,23260.88
2016-09-26,23299.5,23333.6,22720.9,22844.7,12000,22767.16
2016-09-27,22902.1,23100,22611,22747.8,6900,22670.59
2016-09-28,22700.1,23320,22621.5,23189.4,21500,23110.69
2016-09-29,23330.1,23590,22459.5,22634.2,27600,22557.37
2016-09-30,22737,22903.4,22524.1,22797.8,10700,22720.42
2016-10-03,22930,23127,22695.7,22752.9,20000,22675.67
2016-10-04,22950,23040,22702.4,22838.3,15800,22760.78
2016-10-05,22860,22935,22707.1,22803.6,6700,22726.2
2016-10-06,22850,23550,22761,23098.3,36800,23019.9
2016-10-07,23100,23205,22860.2,23135.6,11200,23057.07
2016-10-10,23160,23220.6,23030.1,23101.6,13800,23023.19
2016-10-11,23101.6,23101.6,23101.6,23101.6,0,23023.19
2016-10-12,23101.6,23101.6,23101.6,23101.6,0,23023.19
2016-10-13,22900,23037.9,22716,22784.1,17600,22706.76
2016-10-14,22840,23006.4,22650,22803.8,10400,22726.4
2016-10-17,22879.9,22879.9,22060,22150.9,12600,22075.71
2016-10-18,22250,22563.2,22180,22485.7,8900,22409.38
2016-10-19,22508.3,22600,22210,22376.2,9300,22300.25
2016-10-20,22433,22689.9,22294.5,22406.4,4900,22330.35
2016-10-21,22406.4,22668.8,22240,22633.6,7300,22556.78
2016-10-24,22600,23098.8,22504.8,22936.3,14300,22858.45
2016-10-25,22936.4,22938.7,22551,22622.6,6000,22545.81
2016-10-26,22625,22654.9,22378.5,22462.2,6700,22385.96
2016-10-27,22460,22507.1,22100,22207.8,12300,22132.42
2016-10-28,22349,22381.4,21800,21891.1,14200,21816.8
2016-10-31,21891.1,21891.1,21891.1,21891.1,0,21816.8
2016-11-01,21900,22377.6,21815,22314.2,15800,22238.46
2016-11-02,22199.9,22199.9,21650,21678.9,9200,21605.32
2016-11-03,21700,21875,21410,21510.2,10400,21437.19
2016-11-04,21500,21750,20921.7,21511,12200,21437.99
2016-11-07,21670,22221,21300,21422.6,19100,21349.89
2016-11-08,21550,21800,21406,21580.9,9100,21507.65
2016-11-09,20400,21399,19593,21259.4,29100,21187.24
2016-11-10,22200,22200,20675.2,20866.3,19700,20795.48
2016-11-11,20700,20999.9,19902.7,20023,21000,19955.04
2016-11-14,20023,20023,20023,20023,0,19955.04
2016-11-15,20150,20280,19311.1,19511.2,14900,19444.97
2016-11-16,19700,19800,19130,19174.2,16400,19109.12
2016-11-17,19200,19579.9,18966,19016.8,20200,18952.25
2016-11-18,19061,19342.4,18905.6,19226.8,15000,19161.54
2016-11-21,19500,19500,18233.8,18407.9,18200,18345.42
2016-11-22,18500.5,18750,17671.6,18523.8,21600,18460.93
2016-11-23,18690,19061.2,18477.6,18975.2,15500,18910.79
2016-11-24,18900,19333.9,18627.7,18828.1,17900,18764.19
2016-11-25,18852,19075,18750,18840.9,11600,18776.95
2016-11-28,18940,19490.2,18900,19407.6,11000,19341.73
2016-11-29,19475,20327.7,19300,20171.1,24700,20102.63
2016-11-30,20340.5,20579,20150,20525.3,27400,20455.63
2016-12-01,20511,20550,20180,20382.3,17800,20313.12
2016-12-02,20339,20662.2,20000,20361.7,10900,20292.59
2016-12-05,20300,20980,20300,20850.8,21000,20780.03
2016-12-06,20990,20998,20400.5,20465.6,10800,20396.13
2016-12-07,20675,20700,20171.2,20253.5,9600,20184.75
2016-12-08,20450,21300,20400.5,20922.6,19400,20851.58
2016-12-09,20922.1,20943.3,20501,20739.1,10300,20668.71
2016-12-12,20700,21248.9,20500,20764.9,15300,20694.42
2016-12-13,20780,21000,20451.8,20916.6,10900,20845.6
2016-12-14,20987,21049.1,20300,20366.2,8900,20297.07
2016-12-15,20239,20500,19800,19974.8,17400,19907
2016-12-16,20050,20289,19910,20123.4,16700,20055.1
2016-12-19,20187,20187,19737.3,19822.2,8800,19754.92
2016-12-20,19750,19750,19150.9,19235.7,29600,19170.41
2016-12-21,19340,19600,19240,19314.2,12800,19248.64
2016-12-22,19350,19399.9,18973.3,19234.9,9500,19169.61
2016-12-23,19314,19880,19225.2,19715.9,14200,19648.98
2016-12-26,19600,19650,19235.1,19318.2,9900,19252.63
2016-12-27,19250,20300.1,19250,19958.8,15100,19891.06
2016-12-28,19960,20485.8,19960,20172,15300,20103.53
2016-12-29,20200,20717.1,20197.8,20650,14100,20579.91
2016-12-30,20700,21200,20650,21049.9,19000,20978.45
2017-01-02,21200,21285.1,20839.9,21096.1,9000,21024.49
2017-01-03,21095,21154.2,20745,20798.6,7700,20728
2017-01-04,20900,20999.9,20020,20336.8,23200,20267.77
2017-01-05,20530,21000,20410.1,20903.8,15100,20832.85
2017-01-06,20750,21949,20715,21111.3,16300,21039.64
2017-01-09,21280,21299.7,20740.1,20904.3,6200,20833.35
2017-01-10,21051.8,21224,20908.1,21146.3,6800,21074.53
2017-01-11,21274,21274,20934.8,21194.4,10700,21122.46
2017-01-12,21194.4,21570,21105.3,21449.3,11600,21376.5
2017-01-13,21499,21499,21144.7,21270,5400,21197.8
2017-01-16,21300,22100,21001,21478.8,12300,21405.9
2017-01-17,21510,21765.1,21199.9,21416.2,7800,21343.51
2017-01-18,21349.9,21589.7,21001.1,21100.9,12900,21029.28
2017-01-19,21100.9,21345,21012,21245,6700,21172.89
2017-01-20,21250,21607,20990,21301.9,19700,21229.6
2017-01-23,21301.9,21393,21022.4,21266.2,17100,21194.02
2017-01-24,21390,21915,21300.6,21819.4,11500,21745.34
2017-01-25,21848,23035,21666.2,22877.9,47900,22800.25
2017-01-26,22877.9,22877.9,22877.9,22877.9,0,22800.25
2017-01-27,22861,22950,22234,22459.7,25200,22383.47
2017-01-30,22370,22445,22101.1,22254.9,9000,22179.36
2017-01-31,22254.9,22544.7,22070,22130.8,14200,22055.68
2017-02-01,22319,24000,22181.3,23299.7,25900,23220.61
2017-02-02,23310.4,23350,22650,22947.2,16000,22869.31
2017-02-03,22755,22947,22300,22419.3,14400,22343.2
2017-02-06,22688,22688,22200.1,22558.8,11100,22482.23
2017-02-07,22499.9,22694.1,22100,22479.8,18500,22403.5
2017-02-08,22430,23000,22359.8,22962.2,12200,22884.26
2017-02-09,22998.8,23280,22559.7,22966.1,18100,22888.15
2017-02-10,23020,23114.3,22376,22680.4,30200,22603.42
2017-02-13,22680,22899.9,22301,22346.2,17300,22270.35
2017-02-14,22394,22559.9,22276.8,22411.3,16300,22335.23
2017-02-15,22400,22780,21801,22096.2,28400,22021.2
2017-02-16,22267.8,22267.8,21750.4,21825.7,15800,21825.7
2017-02-17,22000,22217.8,21831.2,21919.1,12400,21919.1
2017-02-20,21919.6,22050,21629.1,21718.3,13100,21718.3
2017-02-21,21880,21880,21600,21732,9800,21732
2017-02-22,21789,22326.1,21652.1,22061.2,19200,22061.2
2017-02-23,22179.9,22179.9,21750,21990.9,21900,21990.9
2017-02-24,21990.9,21990.9,21990.9,21990.9,0,21990.9
2017-02-27,22190,22190,21556.1,21645.8,10500,21645.8
2017-02-28,21700,21849.6,21176,21583.2,30200,21583.2
2017-03-01,21600,21800,21417.5,21514.6,14700,21514.6
2017-03-02,21674,21736.8,21525,21608.2,16700,21608.2
2017-03-03,21600,21600,21070.1,21158.9,24300,21158.9
2017-03-06,21269.9,21549,21079.5,21365.3,11200,21365.3
2017-03-07,21500,21549.9,21300,21364.5,12400,21364.5
2017-03-08,21320,21990,21320,21889.2,13300,21889.2
2017-03-09,21670,22160,21639.9,22028.5,13900,22028.5
2017-03-10,22000,23080,22000,22761.2,32900,22761.2
2017-03-13,22761.2,22761.2,22761.2,22761.2,0,22761.2
2017-03-14,23000,23140,22222,22591.4,31400,22591.4
2017-03-15,22550,22918.7,22300.6,22784.8,23000,22784.8
2017-03-16,22899,23012.6,22790,22927,15500,22927
2017-03-17,22999.8,22999.9,22640,22798.8,15700,22798.8
2017-03-20,22798.8,22925,22615.2,22674.7,7900,22674.7
2017-03-21,22819,23250,22700.1,22902.9,25000,22902.9
2017-03-22,22800,23067.5,22556.8,22987.2,29900,22987.2
2017-03-23,22979.9,23077.2,22750,22982.2,9600,22982.2
2017-03-24,22970,23025,22815.3,22972.9,11900,22972.9
2017-03-27,22910,23000,22692.6,22814.7,11800,22814.7
2017-03-28,22859.9,23025,22859.9,22986.3,12700,22986.3
2017-03-29,23002.8,23020,22790.1,22916.3,26600,22916.3
2017-03-30,22900,23399,22525,22599.9,31700,22599.9
2017-03-31,22660,23000,22600.1,22751.2,16500,22751.2
2017-04-03,22640,22880,22550,22635.8,9100,22635.8
2017-04-04,22635.8,22635.8,22635.8,22635.8,0,22635.8
2017-04-05,22619.2,23150,22619.2,22899.2,15100,22899.2
2017-04-06,22865,22948.2,22670,22897.8,11500,22897.8
2017-04-07,22725,22998,22641,22826.8,25100,22826.8
2017-04-10,22872.2,23038.1,22649,22730.2,13500,22730.2
2017-04-11,22759,22850,22640.1,22747.8,11300,22747.8
2017-04-12,22681,23700,22650,23362.3,19300,23362.3
2017-04-13,23500,23650,23185.6,23272.8,22000,23272.8
2017-04-14,23272.8,23272.8,23272.8,23272.8,0,23272.8
2017-04-17,23210,23375,22657.8,22812,20400,22812
2017-04-18,22835.1,22980,22501,22610.3,9700,22610.3
2017-04-19,22749.9,22749.9,22401,22475.3,8400,22475.3
2017-04-20,22645.4,22645.4,22401,22598.6,9200,22598.6
2017-04-21,22610,22690,22331.5,22406.2,7300,22406.2
