"Date","SBIN.NS.Open","SBIN.NS.High","SBIN.NS.Low","SBIN.NS.Close","SBIN.NS.Volume","SBIN.NS.Adjusted"
2016-09-29,255,256.75,243.5,247.25,27870600,247.25
2016-09-30,246.85,252.5,245.8,251.25,14826200,251.25
2016-10-03,253,256.65,252.65,255.3,9314600,255.3
2016-10-04,255.8,262,253.8,259.75,21532800,259.75
2016-10-05,262,264.9,259.55,260.85,20868500,260.85
2016-10-06,261.35,262,255.65,256.8,11081100,256.8
2016-10-07,257.25,259.9,255.25,258.7,11934100,258.7
2016-10-10,259.35,260.3,256.05,256.6,9399800,256.6
2016-10-11,256.6,256.6,256.6,256.6,0,256.6
2016-10-12,256.6,256.6,256.6,256.6,0,256.6
2016-10-13,254.95,255.35,245.85,249.65,18050600,249.65
2016-10-14,251,253.55,249.1,252.1,12133900,252.1
2016-10-17,253.75,256.45,252,253.2,16865500,253.2
2016-10-18,254.9,257.7,253.8,256.9,20218300,256.9
2016-10-19,258,258,254.85,255.4,9546400,255.4
2016-10-20,255.7,260.9,255.3,260.2,14179500,260.2
2016-10-21,259.75,259.75,256.1,258.5,8833300,258.5
2016-10-24,259.3,264.9,259.3,262.95,14483200,262.95
2016-10-25,264,264.55,260.75,261.45,9079100,261.45
2016-10-26,260.4,264.85,256.8,258.75,15020600,258.75
2016-10-27,258,258.1,254.3,255.4,10938000,255.4
2016-10-28,255.9,258.8,254,258,11430100,258
2016-10-31,258,258,258,258,0,258
2016-11-01,257,260.9,256.5,258.95,10000600,258.95
2016-11-02,254.1,256,250.55,251.05,13716200,251.05
2016-11-03,251.15,252.8,244.85,245.65,12902300,245.65
2016-11-04,246.25,247.4,240.3,242.85,12657600,242.85
2016-11-07,248,253.9,245.5,252.7,11224400,252.7
2016-11-08,253.7,254.1,248.65,252.65,9367200,252.65
2016-11-09,235,261.05,235,260,31761600,260
2016-11-10,267,284.2,265.25,281.3,50227500,281.3
2016-11-11,278.75,288.8,270.5,273,57937100,273
2016-11-14,273,273,273,273,0,273
2016-11-15,275.15,283.45,270.7,278.2,48658800,278.2
2016-11-16,284,284.8,276.15,277.2,27532700,277.2
2016-11-17,278,282.2,275.6,277.45,19500700,277.45
2016-11-18,278.15,280,274.85,275.8,13389600,275.8
2016-11-21,277.15,277.6,255.85,257.35,26002000,257.35
2016-11-22,260.8,262.65,251.15,257.35,25631400,257.35
2016-11-23,259.8,260.35,254.75,258.65,16190000,258.65
2016-11-24,257.8,263,254.55,261.75,28927700,261.75
2016-11-25,263.5,264.5,258.35,260.95,19303500,260.95
2016-11-28,253.45,257.75,248,253.55,22315100,253.55
2016-11-29,254.25,256.5,252,252.7,12656700,252.7
2016-11-30,254,260.15,252.7,258.35,16501600,258.35
2016-12-01,259.65,261,254.65,255.65,12986100,255.65
2016-12-02,253.95,261.4,253,254.1,21139700,254.1
2016-12-05,254.4,257.8,253.2,256.9,8406900,256.9
2016-12-06,258.5,260.15,256.35,259.1,10048400,259.1
2016-12-07,260.35,262.75,251.65,255.6,22193200,255.6
2016-12-08,258.45,260.5,258.05,259.9,9047700,259.9
2016-12-09,260.8,267.2,258.8,266.65,16004100,266.65
2016-12-12,268.9,269.35,262.3,263.65,14296200,263.65
2016-12-13,264.9,266.75,261.55,266.15,9084100,266.15
2016-12-14,266,266.25,262.3,262.9,8672500,262.9
2016-12-15,259.9,267.5,259,265.4,12274400,265.4
2016-12-16,266.35,266.35,263.05,264.75,11017500,264.75
2016-12-19,263.35,264.5,260.85,261.35,8371200,261.35
2016-12-20,261.85,262.9,253.25,254.55,12765300,254.55
2016-12-21,256.1,258,254.1,255.35,8778400,255.35
2016-12-22,254.25,254.25,248.35,249.8,12981500,249.8
2016-12-23,249.75,251.8,247.8,249.15,10557100,249.15
2016-12-26,248,248.3,243.6,244.2,8592900,244.2
2016-12-27,244.6,249.95,243.1,248.75,8756500,248.75
2016-12-28,249.25,252.5,247.15,247.75,11747000,247.75
2016-12-29,247.65,248.85,245.5,247.65,10658600,247.65
2016-12-30,247.75,252.3,247.25,250.2,10538400,250.2
2017-01-02,252.5,253.65,242.6,243.6,25988900,243.6
2017-01-03,244,246.4,241.1,244.9,15963000,244.9
2017-01-04,245.8,246.4,242.2,242.9,11225900,242.9
2017-01-05,245,245.9,243.7,245.35,11970900,245.35
2017-01-06,246,249,245.5,245.9,12354300,245.9
2017-01-09,246.4,248.35,246,247.05,8329200,247.05
2017-01-10,247.7,249,246.4,248.3,9352000,248.3
2017-01-11,249.65,253.2,249,252.15,13415300,252.15
2017-01-12,252.9,254.45,250.55,251.25,11282300,251.25
2017-01-13,252,252.6,249.1,250.9,9333700,250.9
2017-01-16,251.05,256.4,250.7,255.75,13234700,255.75
2017-01-17,257.45,258.65,254.4,256,9480200,256
2017-01-18,257.1,259.3,256.6,258.35,8048800,258.35
2017-01-19,257.2,262,256.5,258.4,13029100,258.4
2017-01-20,258.5,260.5,250.3,251.05,15341700,251.05
2017-01-23,251,255.2,250.1,254.15,9339900,254.15
2017-01-24,255.1,257,254,254.9,13540200,254.9
2017-01-25,255.55,261,254.2,259.2,16343500,259.2
2017-01-26,259.2,259.2,259.2,259.2,0,259.2
2017-01-27,260.3,268.2,259.5,266.45,18039300,266.45
2017-01-30,265.85,267.9,263.4,263.95,11884700,263.95
2017-01-31,261.15,263.85,259.65,260.35,8899100,260.35
2017-02-01,262,271.9,261.6,270.7,27253100,270.7
2017-02-02,271.85,275,268.7,273.3,20139900,273.3
2017-02-03,273,278.55,272,277.55,15366800,277.55
2017-02-06,280,282.5,276,277.05,14725200,277.05
2017-02-07,277.85,280,276.3,277.9,10981900,277.9
2017-02-08,278.1,279.25,272.6,277.2,13622000,277.2
2017-02-09,278.8,280.3,270.85,275.85,16080100,275.85
2017-02-10,278.75,282.8,275,276.35,37580400,276.35
2017-02-13,277.8,278.25,270.2,271.65,19853000,271.65
2017-02-14,272,273,268.1,270.2,13306700,270.2
2017-02-15,270.95,272.5,267.05,268.95,12201500,268.95
2017-02-16,277,277,269.65,270.5,21794600,270.5
2017-02-17,271.15,273.65,267.7,269.35,17830500,269.35
2017-02-20,269.9,271.55,268,269.65,9229300,269.65
2017-02-21,270,271.5,268.65,270.7,7754100,270.7
2017-02-22,271.9,274.7,269.5,272.3,12617600,272.3
2017-02-23,271.7,273,269.6,270.45,13146100,270.45
2017-02-24,270.45,270.45,270.45,270.45,0,270.45
2017-02-27,270.8,271.45,267.6,268.25,9645300,268.25
2017-02-28,268.9,271.25,268,269.2,7941500,269.2
2017-03-01,270,273.3,269.8,271.75,7656800,271.75
2017-03-02,273,274.7,266.5,267.3,14220800,267.3
2017-03-03,266.25,268.9,264.25,265.05,10120000,265.05
2017-03-06,266.6,270.35,266.35,269.85,9515000,269.85
2017-03-07,270.8,270.9,266.4,267.8,11599100,267.8
2017-03-08,267.8,270.3,266,269.9,9122900,269.9
2017-03-09,269,273.9,268.4,273.25,15594400,273.25
2017-03-10,274.5,275.55,269.5,272.05,9557000,272.05
2017-03-13,272.05,272.05,272.05,272.05,0,272.05
2017-03-14,278.4,278.4,273.8,274.65,15734800,274.65
2017-03-15,272.65,280.5,272.65,277.35,20055900,277.35
2017-03-16,278,280.2,276.05,279.3,18005100,279.3
2017-03-17,279.45,279.5,273.5,274.15,14265600,274.15
2017-03-20,274.75,274.75,271.8,273.9,9678100,273.9
2017-03-21,274.4,277.05,270.15,272.35,11898200,272.35
2017-03-22,270.3,271,266.8,267.5,9887200,267.5
2017-03-23,269,269.4,266.7,268.5,7998100,268.5
2017-03-24,269.5,278.95,268.65,276.5,20133400,276.5
2017-03-27,276,280.8,275.2,279.45,15966100,279.45
2017-03-28,280.65,282.9,278.5,282.1,18673300,282.1
2017-03-29,283.15,289.9,283.15,288.45,31008400,288.45
2017-03-30,289,293.75,288.85,291.05,19683100,291.05
2017-03-31,292,295,288.5,293.4,20185200,293.4
2017-04-03,294.8,295.7,292.2,293.15,10509600,293.15
2017-04-04,293.15,293.15,293.15,293.15,0,293.15
2017-04-05,293.3,298.75,289.65,297.35,21936600,297.35
2017-04-06,295.45,297.55,291.45,292.85,18413100,292.85
2017-04-07,291.7,294.8,287.65,289.45,10765500,289.45
2017-04-10,289.8,290.35,286.55,289.35,10307800,289.35
2017-04-11,289.3,295.15,288.8,294.5,11682000,294.5
2017-04-12,294,295.45,289.1,290.15,13251400,290.15
2017-04-13,290.25,293.1,290,291.55,9944000,291.55
2017-04-14,291.55,291.55,291.55,291.55,0,291.55
2017-04-17,291.1,292.75,288.5,289.9,8146800,289.9
2017-04-18,291.05,296.9,288.4,290.3,13457000,290.3
2017-04-19,291.55,291.75,282.9,284.05,18149900,284.05
2017-04-20,283.9,286.9,282.2,284.8,14514900,284.8
2017-04-21,287,287,279.25,282.2,12042300,282.2
