"Date","IFCI.NS.Open","IFCI.NS.High","IFCI.NS.Low","IFCI.NS.Close","IFCI.NS.Volume","IFCI.NS.Adjusted"
2016-09-16,28.25,28.55,27.75,28.05,6990500,28.05
2016-09-19,28.6,28.85,28.4,28.55,5349200,28.55
2016-09-20,28.6,30.35,28.5,29.6,36432900,29.6
2016-09-21,29.6,30.15,29.05,29.45,17643500,29.45
2016-09-22,29.9,30.6,29.65,30.05,20287400,30.05
2016-09-23,30.4,30.9,30.3,30.45,14796200,30.45
2016-09-26,29,29.5,28.65,28.8,16359000,28.8
2016-09-27,28.95,29,28.1,28.35,7649300,28.35
2016-09-28,28.35,28.75,28.25,28.4,6899700,28.4
2016-09-29,28.4,28.6,25.3,25.7,29215100,25.7
2016-09-30,25.5,26.5,25.5,26.3,8397200,26.3
2016-10-03,26.55,26.9,26.25,26.7,7465000,26.7
2016-10-04,26.7,27.2,26.4,26.95,5632000,26.95
2016-10-05,27.15,27.2,26.55,26.65,4663400,26.65
2016-10-06,26.75,26.85,26,26.25,4318000,26.25
2016-10-07,26.9,27.95,26.6,27.15,15457400,27.15
2016-10-10,27.3,27.35,26.65,26.75,3533700,26.75
2016-10-11,26.75,26.75,26.75,26.75,0,26.75
2016-10-12,26.75,26.75,26.75,26.75,0,26.75
2016-10-13,26.75,26.9,25.75,26.15,6307800,26.15
2016-10-14,26.25,26.45,26,26.3,3310500,26.3
2016-10-17,26.45,26.65,25.85,26.05,3555100,26.05
2016-10-18,26.1,26.55,26.1,26.45,5458600,26.45
2016-10-19,26.55,26.6,26.15,26.2,5134200,26.2
2016-10-20,26.3,26.65,26.3,26.55,2951400,26.55
2016-10-21,26.5,26.6,26.3,26.5,3252900,26.5
2016-10-24,26.5,26.85,26.5,26.75,4753100,26.75
2016-10-25,26.8,26.95,26.45,26.8,3924400,26.8
2016-10-26,26.75,26.9,26.45,26.6,3595000,26.6
2016-10-27,26.6,26.6,25.75,25.85,6666800,25.85
2016-10-28,25.9,26.15,25.75,26,3128400,26
2016-10-31,26,26,26,26,0,26
2016-11-01,26,26.15,25.75,25.9,2943700,25.9
2016-11-02,25.75,25.75,25.15,25.25,3723800,25.25
2016-11-03,25.25,25.4,24.8,24.9,3864900,24.9
2016-11-04,24.95,24.95,24.05,24.15,4901500,24.15
2016-11-07,24.4,24.75,24.35,24.55,2944100,24.55
2016-11-08,24.55,24.75,24.4,24.65,2577100,24.65
2016-11-09,23.2,23.9,21.8,23.45,11590700,23.45
2016-11-10,23.9,24.8,23.9,24.35,5595000,24.35
2016-11-11,24.15,24.2,23.3,23.45,4354100,23.45
2016-11-14,23.45,23.45,23.45,23.45,0,23.45
2016-11-15,23.25,23.4,22.35,22.65,5781800,22.65
2016-11-16,22.85,23.4,22.2,22.35,5356500,22.35
2016-11-17,22.05,22.6,22.05,22.3,2649500,22.3
2016-11-18,22.15,22.7,22.15,22.5,4209400,22.5
2016-11-21,22.3,22.55,21.4,21.5,4785600,21.5
2016-11-22,21.8,21.85,21.25,21.65,5586000,21.65
2016-11-23,22,22.2,21.6,22.05,4654400,22.05
2016-11-24,21.95,23.75,21.6,23.05,49786500,23.05
2016-11-25,22.45,22.7,22.25,22.55,9436100,22.55
2016-11-28,22.55,23.3,22.35,23,5967700,23
2016-11-29,23,23.5,22.9,23,5865900,23
2016-11-30,23,23.4,23,23.35,3980400,23.35
2016-12-01,23.4,23.45,23.05,23.15,5611800,23.15
2016-12-02,23,23.2,22.6,22.7,5268400,22.7
2016-12-05,22.65,23.1,22.6,22.9,6469500,22.9
2016-12-06,22.95,23.25,22.85,23,3546300,23
2016-12-07,23.2,23.55,22.85,23.1,6419300,23.1
2016-12-08,23.15,23.5,23.15,23.4,3117000,23.4
2016-12-09,23.4,27.6,23.2,27.25,50330000,27.25
2016-12-12,27.2,27.25,26.15,26.45,16900500,26.45
2016-12-13,26.35,26.75,26.1,26.3,8931800,26.3
2016-12-14,26.45,26.6,25.85,26,8463200,26
2016-12-15,25.9,27.75,25.8,27.2,22326800,27.2
2016-12-16,27.4,28.2,27,27.85,24937300,27.85
2016-12-19,27.8,28.4,27.45,27.9,17282000,27.9
2016-12-20,28.1,28.15,26.9,27.05,12057800,27.05
2016-12-21,27.25,27.75,26.55,26.8,14893200,26.8
2016-12-22,26.7,26.7,25.95,26.1,9950500,26.1
2016-12-23,26.05,26.25,25.65,25.9,9184800,25.9
2016-12-26,25.65,25.7,24.3,24.45,10146200,24.45
2016-12-27,24.45,24.9,24,24.8,9727900,24.8
2016-12-28,25,25.25,24.55,24.65,8074600,24.65
2016-12-29,26.7,28.65,26.4,28.05,89122500,28.05
2016-12-30,28.5,28.5,26.95,27.2,27953300,27.2
2017-01-02,27.25,27.8,27,27.4,14720700,27.4
2017-01-03,27.6,27.65,27.1,27.35,11357000,27.35
2017-01-04,27.5,28.05,27.15,27.75,10952400,27.75
2017-01-05,28.05,28.5,27.4,27.95,12803700,27.95
2017-01-06,27.95,28.25,27.65,27.75,7434700,27.75
2017-01-09,27.8,28.1,27.65,27.9,7158900,27.9
2017-01-10,27.95,28.8,27.9,28.2,14800100,28.2
2017-01-11,28.25,28.3,27.85,28,6943900,28
2017-01-12,28.1,28.35,27.75,28.1,7475500,28.1
2017-01-13,28,28.4,27.85,28,5931400,28
2017-01-16,28,28.2,27.8,28,3754200,28
2017-01-17,28,28.15,27.6,27.8,4628800,27.8
2017-01-18,27.85,28.05,27.5,27.7,5367000,27.7
2017-01-19,27.7,28,27.65,27.75,4250900,27.75
2017-01-20,27.7,27.85,26.9,27,6862300,27
2017-01-23,27,27.35,26.9,27.2,3587100,27.2
2017-01-24,27.3,27.9,27.3,27.75,9747300,27.75
2017-01-25,27.9,28.2,27.7,27.95,24383200,27.95
2017-01-26,27.95,27.95,27.95,27.95,0,27.95
2017-01-27,28.1,30.85,27.9,30.15,44882500,30.15
2017-01-30,29.8,30.6,29.45,30,17342800,30
2017-01-31,30,32.1,29.35,30.8,43165800,30.8
2017-02-01,31.05,31.55,29.8,30.55,19648900,30.55
2017-02-02,30.35,31.7,30.35,31,14323900,31
2017-02-03,31.3,32.6,31.2,31.75,22675600,31.75
2017-02-06,32.15,32.45,31.5,31.95,12578300,31.95
2017-02-07,31.95,32.45,31.45,31.65,15633600,31.65
2017-02-08,31.65,32,30.9,31.6,12499500,31.6
2017-02-09,31.75,32,30.75,31.1,12191400,31.1
2017-02-10,31.2,31.5,30.65,30.8,9577500,30.8
2017-02-13,30.15,30.15,28.3,28.85,16966500,28.85
2017-02-14,28.85,29.2,28.2,28.55,9230000,28.55
2017-02-15,28.5,29.45,27.75,28.15,12658500,28.15
2017-02-16,28.15,28.6,27.85,28.3,5140500,28.3
2017-02-17,28.4,28.75,28.3,28.4,4062400,28.4
2017-02-20,28.4,28.9,28.25,28.7,6121500,28.7
2017-02-21,28.9,29.5,28.5,29.25,7316200,29.25
2017-02-22,29.4,29.7,28.9,29.35,8076000,29.35
2017-02-23,29.6,30.15,29.3,29.65,17198600,29.65
2017-02-24,29.65,29.65,29.65,29.65,0,29.65
2017-02-27,29.65,29.65,29,29.1,4721900,29.1
2017-02-28,29.2,29.7,28.85,29.2,8392500,29.2
2017-03-01,29.2,29.35,28.9,29,5929900,29
2017-03-02,29.1,29.65,28.45,28.55,11178400,28.55
2017-03-03,28.55,29.15,28.3,28.55,10238000,28.55
2017-03-06,28.6,29,28.5,28.9,6780700,28.9
2017-03-07,29.1,29.1,28.6,28.75,3498000,28.75
2017-03-08,28.75,29.1,28.15,28.3,9138600,28.3
2017-03-09,28.25,28.4,28.05,28.15,3815700,28.15
2017-03-10,28.3,28.4,27.6,27.85,4869000,27.85
2017-03-13,27.85,27.85,27.85,27.85,0,27.85
2017-03-14,28.55,28.75,27.95,28.2,6391600,28.2
2017-03-15,28.25,29.05,28.05,28.7,6743600,28.7
2017-03-16,28.85,29.45,28.8,29.25,8849200,29.25
2017-03-17,29.3,29.6,28.75,29.05,5595300,29.05
2017-03-20,29.1,29.55,28.65,29.4,4553800,29.4
2017-03-21,29.45,30.75,28.9,30.55,18086500,30.55
2017-03-22,30.2,30.4,29.45,29.6,11636700,29.6
2017-03-23,29.6,30.45,29.55,30.25,12005100,30.25
2017-03-24,30.2,30.55,29.85,29.95,9316700,29.95
2017-03-27,29.95,30.35,29.4,29.95,9787100,29.95
2017-03-28,30.05,30.35,29.5,29.6,7779100,29.6
2017-03-29,29.75,30.1,29.25,29.55,6756300,29.55
2017-03-30,29.65,30.3,29.5,29.9,21697600,29.9
2017-03-31,30,30.2,29.6,29.65,7571300,29.65
2017-04-03,29.75,30.2,29.45,30.1,10902900,30.1
2017-04-04,30.1,30.1,30.1,30.1,0,30.1
2017-04-05,30.25,30.6,30.05,30.2,8848400,30.2
2017-04-06,30.2,30.65,29.8,30.1,16474800,30.1
2017-04-07,29.95,30.15,29.5,29.65,6821100,29.65
2017-04-10,29.75,30.1,29.6,29.85,6873700,29.85
2017-04-11,29.8,30.3,29.7,30.05,15936400,30.05
2017-04-12,30.1,30.2,29.5,29.55,7153800,29.55
2017-04-13,29.55,29.9,29.2,29.3,6335600,29.3
2017-04-14,29.3,29.3,29.3,29.3,0,29.3
2017-04-17,29.3,29.4,28.85,28.9,4804900,28.9
2017-04-18,29,29.35,28.2,28.3,8585500,28.3
2017-04-19,28.4,28.45,27.95,28.15,4731700,28.15
2017-04-20,28.5,29.25,28.5,28.95,10850100,28.95
2017-04-21,29.1,29.7,28.95,29.35,8671400,29.35
