"Date","KSCL.NS.Open","KSCL.NS.High","KSCL.NS.Low","KSCL.NS.Close","KSCL.NS.Volume","KSCL.NS.Adjusted"
2016-11-11,396,412.5,388.85,393.95,208000,393.95
2016-11-14,393.95,393.95,393.95,393.95,0,393.95
2016-11-15,389.7,398.5,378.2,386.8,444200,386.8
2016-11-16,394.95,394.95,367.5,380.7,249500,380.7
2016-11-17,383,394.05,376.2,381,415900,381
2016-11-18,380,385.75,376,377.9,203300,377.9
2016-11-21,382.25,389.3,362.25,372.55,701700,372.55
2016-11-22,376.4,378.95,358.55,367.95,284000,367.95
2016-11-23,368.4,384.2,358.1,381.45,515700,381.45
2016-11-24,379.95,388.45,372.1,385.6,1358200,385.6
2016-11-25,389.35,402.95,389.35,394.7,594100,394.7
2016-11-28,393.5,418.4,391.95,410.4,581300,410.4
2016-11-29,411.05,419.6,403.6,411.55,741800,411.55
2016-11-30,413.6,418.8,412.45,415.3,197900,415.3
2016-12-01,415.35,416.8,404,406.6,172900,406.6
2016-12-02,405,412.55,401.75,411.05,228000,411.05
2016-12-05,403.6,412.95,403.6,409.45,172200,409.45
2016-12-06,409.6,425.9,409.6,417.95,530000,417.95
2016-12-07,422.7,422.7,414.15,417.75,233300,417.75
2016-12-08,421.4,424.7,418.25,423.15,201500,423.15
2016-12-09,425,427.4,420.5,423.65,226400,423.65
2016-12-12,423.25,430,418.5,422.7,212100,422.7
2016-12-13,422.65,432.45,418.85,429.65,409900,429.65
2016-12-14,444.8,444.8,389,392.95,2927100,392.95
2016-12-15,392,401,385.5,394.25,865500,394.25
2016-12-16,391,399.95,391,394.75,298200,394.75
2016-12-19,396,406.95,389.7,403.7,1014500,403.7
2016-12-20,405.4,408,395,397.85,575000,397.85
2016-12-21,399,403.8,393.3,397.8,444900,397.8
2016-12-22,398,398.95,389.5,391.1,323200,391.1
2016-12-23,390,396.4,386.1,392.1,641400,392.1
2016-12-26,393.8,394.6,383.1,388.8,474500,388.8
2016-12-27,392,396.8,380.15,393.55,474000,393.55
2016-12-28,394.5,399.5,393.75,395.7,294800,395.7
2016-12-29,397.5,410.9,396,408.65,468800,408.65
2016-12-30,411,414.45,406.6,409.7,259900,409.7
2017-01-02,416.5,416.5,409,411.05,131000,411.05
2017-01-03,416.8,419.75,411.2,418.05,266600,418.05
2017-01-04,417.55,423.25,411.6,414.8,378800,414.8
2017-01-05,416,421,416,418.25,126000,418.25
2017-01-06,418.25,422.35,414.4,416.55,321600,416.55
2017-01-09,417,418.95,409.2,412.7,228900,412.7
2017-01-10,414.9,427,400.3,424.8,670800,424.8
2017-01-11,429.8,440,428.5,436.55,921200,436.55
2017-01-12,436.55,440,430,434.1,225900,434.1
2017-01-13,431,464.4,427.1,458.6,2154300,458.6
2017-01-16,458,468.5,450.7,453.05,1509400,453.05
2017-01-17,455,480.8,451.5,471.55,2097600,471.55
2017-01-18,470,480.7,466,472.5,964200,472.5
2017-01-19,472,487.9,469.05,482.1,1175000,482.1
2017-01-20,479.2,493.4,478.1,481.05,1295700,481.05
2017-01-23,479.1,493.7,473.35,484.15,951600,484.15
2017-01-24,487.05,493,482.15,490.45,603300,490.45
2017-01-25,490.1,497.6,486.4,490.85,890100,490.85
2017-01-26,490.85,490.85,490.85,490.85,0,490.85
2017-01-27,491.95,499.55,466.5,470.45,850700,470.45
2017-01-30,470,470,460,464.3,366900,464.3
2017-01-31,465.1,478,447.4,458.9,1219800,458.9
2017-02-01,458.7,466.95,450.1,453.65,763200,453.65
2017-02-02,457.7,478,452,475.65,961800,475.65
2017-02-03,475.1,485,473,476.05,576000,476.05
2017-02-06,479.7,484.3,471.5,474.1,418200,474.1
2017-02-07,477,478.6,461.3,465.95,720400,465.95
2017-02-08,463.15,473.6,463.15,468.1,426500,468.1
2017-02-09,469,481.95,460.5,476.4,579500,476.4
2017-02-10,481.9,487,472.35,482.9,693700,482.9
2017-02-13,486,487.5,475,476.75,532000,476.75
2017-02-14,477,479.5,459.1,463.4,414400,463.4
2017-02-15,462.4,464.4,448.4,452.8,493500,452.8
2017-02-16,453,465.5,452.1,460.45,512200,460.45
2017-02-17,464.8,464.8,455.65,459.4,359800,459.4
2017-02-20,459.95,464.7,457.25,459.75,642900,459.75
2017-02-21,460.05,469.8,456,465.35,360500,465.35
2017-02-22,470.75,472.45,457.25,459.8,571000,459.8
2017-02-23,458.2,463.5,452.2,454.6,606900,454.6
2017-02-24,454.6,454.6,454.6,454.6,0,454.6
2017-02-27,454.95,473.75,453.55,466.1,706800,466.1
2017-02-28,469.95,499.15,468.95,496.6,2114900,496.6
2017-03-01,498.05,511.6,494.3,496.6,1913300,496.6
2017-03-02,496.3,506.45,481.8,488,1422600,488
2017-03-03,490,497.6,488,492.25,499000,492.25
2017-03-06,495,504.55,486.55,498.4,907800,498.4
2017-03-07,501.2,526,497.8,522.15,1999600,522.15
2017-03-08,524.95,529.8,513,516.15,1384200,516.15
2017-03-09,515.8,520.55,506,507.85,391600,507.85
2017-03-10,512.7,518.2,507,509.2,581700,509.2
2017-03-13,509.2,509.2,509.2,509.2,0,509.2
2017-03-14,520.1,521,511.6,512.95,353800,512.95
2017-03-15,515,525.6,509.6,518.3,809800,518.3
2017-03-16,521,540.55,520.3,533.2,1319900,533.2
2017-03-17,538.7,539.5,527.45,531.95,607500,531.95
2017-03-20,535,553.5,530.05,551.15,1720100,551.15
2017-03-21,550,556,532,547.85,1722400,547.85
2017-03-22,543.5,545,533.25,536.7,481000,536.7
2017-03-23,538.6,554,538.6,550.2,888400,550.2
2017-03-24,554,568.5,553.65,560.25,2194500,560.25
2017-03-27,563.4,563.85,542.2,546.4,1698000,546.4
2017-03-28,548.95,552.9,533.75,537.65,829000,537.65
2017-03-29,539,548.2,538.1,539.55,613200,539.55
2017-03-30,540,548,539.5,542.1,1116700,542.1
2017-03-31,537.1,572,537.1,558.2,1092700,558.2
2017-04-03,561,564.65,554,557,376500,557
2017-04-04,557,557,557,557,0,557
2017-04-05,558.9,560.75,550.1,554.45,653700,554.45
2017-04-06,553.8,556.3,548,551.4,274500,551.4
2017-04-07,550,556.1,545.2,550.2,538600,550.2
2017-04-10,550.45,560.8,548.5,557.9,497600,557.9
2017-04-11,558.3,573.75,555,557,858500,557
2017-04-12,557.8,560.6,546.2,550.5,330400,550.5
2017-04-13,549.9,552.55,542,544,261500,544
2017-04-14,544,544,544,544,0,544
2017-04-17,543,552.75,539.5,545.95,427300,545.95
2017-04-18,546.05,557,541.25,543.9,289500,543.9
2017-04-19,544.7,554.25,544.7,551.45,233900,551.45
2017-04-20,554.7,559.8,551.15,556.4,306100,556.4
2017-04-21,560,576,556.75,565.35,1498600,565.35
