"Date","ULTRACEMCO.NS.Open","ULTRACEMCO.NS.High","ULTRACEMCO.NS.Low","ULTRACEMCO.NS.Close","ULTRACEMCO.NS.Volume","ULTRACEMCO.NS.Adjusted"
2016-08-15,3722.1,3722.1,3722.1,3722.1,0,3722.1
2016-08-16,3723.5,3762.65,3708.55,3739.45,264500,3739.45
2016-08-17,3720,3738,3672,3699.3,130500,3699.3
2016-08-18,3717.6,3888,3717.6,3874.35,414400,3874.35
2016-08-19,3890,3954.95,3881.15,3926.8,270500,3926.8
2016-08-22,3921,3926.95,3847.3,3865.4,193100,3865.4
2016-08-23,3889,3889,3770.65,3826.3,279900,3826.3
2016-08-24,3831,3850,3794,3812.3,259700,3812.3
2016-08-25,3810.1,3844.7,3756,3789.5,491800,3789.5
2016-08-26,3820,3850,3767.45,3803.45,151800,3803.45
2016-08-29,3800,3802.95,3758.05,3782.5,60400,3782.5
2016-08-30,3802,3910,3802,3891.85,175900,3891.85
2016-08-31,3925,4063.9,3920,4028.7,436300,4028.7
2016-09-01,3960,4093,3960,4062.9,451500,4062.9
2016-09-02,4092,4094.95,4038.05,4085.35,279400,4085.35
2016-09-05,4085.35,4085.35,4085.35,4085.35,0,4085.35
2016-09-06,4095,4104.8,4054.2,4074.8,300600,4074.8
2016-09-07,4090,4120,4070,4085.6,116100,4085.6
2016-09-08,4079.9,4129.7,4063.5,4115.35,138500,4115.35
2016-09-09,4119,4119.05,3933.4,3953.7,349100,3953.7
2016-09-12,3900,3939.9,3844.55,3866.15,202900,3866.15
2016-09-13,3866.15,3866.15,3866.15,3866.15,0,3866.15
2016-09-14,3870,3965,3833.6,3944.25,213400,3944.25
2016-09-15,3949,3955,3885,3928.65,202100,3928.65
2016-09-16,3951.9,4028,3883.1,3924,400200,3924
2016-09-19,3941,4005,3892.15,3990.45,276000,3990.45
2016-09-20,4019.45,4030,3969.45,3988.7,298500,3988.7
2016-09-21,3992.8,4023.9,3938.5,3960.75,305200,3960.75
2016-09-22,4009,4009,3960.05,3980,292900,3980
2016-09-23,4010,4013.95,3951,3964.2,268100,3964.2
2016-09-26,3954.1,3957.95,3905.5,3923.15,124000,3923.15
2016-09-27,3910.5,3975,3902,3914.8,182300,3914.8
2016-09-28,3906,3987,3906,3972.65,262200,3972.65
2016-09-29,3990.1,4000.3,3843.65,3861.3,367200,3861.3
2016-09-30,3850,3895.4,3838.05,3851.55,241000,3851.55
2016-10-03,3874.9,3935,3853.6,3928.45,249500,3928.45
2016-10-04,3932.5,3990,3932.5,3953.2,224100,3953.2
2016-10-05,3958.5,4044.75,3939.05,4033.15,325400,4033.15
2016-10-06,4037.3,4044,3945.95,3960.2,192900,3960.2
2016-10-07,3980,3980,3905.55,3933.9,117800,3933.9
2016-10-10,3934.95,3995,3934.95,3976.75,202200,3976.75
2016-10-11,3976.75,3976.75,3976.75,3976.75,0,3976.75
2016-10-12,3976.75,3976.75,3976.75,3976.75,0,3976.75
2016-10-13,3969.6,4014.95,3942.55,3985.75,345500,3985.75
2016-10-14,3989,4057.95,3970.05,4036.5,214400,4036.5
2016-10-17,4045,4074.7,3963.3,4012.85,648200,4012.85
2016-10-18,4030,4050,3986.9,4022.75,218000,4022.75
2016-10-19,4011,4050,4005.1,4032.55,269900,4032.55
2016-10-20,4034,4046.45,3993.75,4007.1,199600,4007.1
2016-10-21,4008,4025.25,3950,3980.9,231800,3980.9
2016-10-24,3994.95,4017.85,3961.05,3971.5,108800,3971.5
2016-10-25,3981,4031.85,3964.8,4017.05,110300,4017.05
2016-10-26,3980.05,3999.9,3929.9,3937.55,268800,3937.55
2016-10-27,3950,3970,3913,3941.55,355000,3941.55
2016-10-28,3941,3989.8,3890,3982.7,189100,3982.7
2016-10-31,3982.7,3982.7,3982.7,3982.7,0,3982.7
2016-11-01,3984,3990,3952,3976.75,166000,3976.75
2016-11-02,3958.9,3964.8,3878,3896.1,214700,3896.1
2016-11-03,3888,3932.75,3881,3906.65,246700,3906.65
2016-11-04,3925,3928.85,3818.25,3854.55,227300,3854.55
2016-11-07,3884.7,3945,3870.1,3908.5,254900,3908.5
2016-11-08,3910.25,3969,3901,3958.95,171900,3958.95
2016-11-09,3799.7,3870,3584.25,3765.75,747000,3765.75
2016-11-10,3930,3930,3815.85,3841.25,382600,3841.25
2016-11-11,3800.3,3801.15,3610.9,3634.1,623300,3634.1
2016-11-14,3634.1,3634.1,3634.1,3634.1,0,3634.1
2016-11-15,3615,3615,3343.5,3364.15,1362700,3364.15
2016-11-16,3400,3466.9,3343,3370.25,833100,3370.25
2016-11-17,3370,3405.7,3317,3335.85,745800,3335.85
2016-11-18,3329.6,3405.15,3275,3392.8,683500,3392.8
2016-11-21,3400,3408,3303.05,3322.3,525300,3322.3
2016-11-22,3335.25,3434.1,3300,3422.75,540700,3422.75
2016-11-23,3469,3475.15,3381,3452.2,430800,3452.2
2016-11-24,3436,3505,3404.95,3483.75,688900,3483.75
2016-11-25,3500,3509.95,3451.1,3497.45,497400,3497.45
2016-11-28,3479,3563.8,3475.5,3504.85,416300,3504.85
2016-11-29,3485,3563,3485,3536.25,378400,3536.25
2016-11-30,3569.9,3640,3555.6,3603.45,5134800,3603.45
2016-12-01,3619.7,3620.85,3561.2,3570.7,267100,3570.7
2016-12-02,3550,3599.25,3528,3585.65,266000,3585.65
2016-12-05,3588,3632.25,3551.5,3582.75,296900,3582.75
2016-12-06,3600,3617.8,3556.45,3601.9,234400,3601.9
2016-12-07,3605.65,3668,3554.6,3568.05,381900,3568.05
2016-12-08,3588,3631,3576.3,3593,206000,3593
2016-12-09,3604.7,3607.95,3554.25,3568.95,149900,3568.95
2016-12-12,3576,3576.05,3441.35,3462.35,207200,3462.35
2016-12-13,3468,3477.9,3355.55,3366.75,366700,3366.75
2016-12-14,3380.85,3380.85,3302.05,3315.05,209700,3315.05
2016-12-15,3290,3311,3255,3264.5,335900,3264.5
2016-12-16,3284,3284,3163.35,3177.65,758000,3177.65
2016-12-19,3189.9,3189.9,3101,3107.7,408300,3107.7
2016-12-20,3116.7,3169.5,3103.6,3145.6,317500,3145.6
2016-12-21,3180,3211.45,3166.5,3192.35,304700,3192.35
2016-12-22,3183.5,3183.55,3130,3143.7,239900,3143.7
2016-12-23,3158.9,3158.9,3068.35,3107.1,288500,3107.1
2016-12-26,3085,3120,3067.05,3088.75,162600,3088.75
2016-12-27,3070,3164,3050,3156.55,258400,3156.55
2016-12-28,3147,3199,3126,3159.5,202400,3159.5
2016-12-29,3159.5,3240,3137.85,3216.2,338500,3216.2
2016-12-30,3230,3283.65,3216,3250.2,229400,3250.2
2017-01-02,3300,3379,3300,3371.35,243500,3371.35
2017-01-03,3375,3386.45,3313.5,3326.7,279900,3326.7
2017-01-04,3330,3360,3287.5,3301.4,223800,3301.4
2017-01-05,3304.85,3399,3304.85,3382.85,210800,3382.85
2017-01-06,3380,3394.9,3312,3322.75,228300,3322.75
2017-01-09,3324.5,3334.95,3281,3291.85,138700,3291.85
2017-01-10,3305.6,3314.95,3261,3279.45,236600,3279.45
2017-01-11,3295.2,3360,3288.35,3353.1,160300,3353.1
2017-01-12,3370,3395,3336.05,3352.5,131100,3352.5
2017-01-13,3353.6,3368.55,3310.1,3319.7,95000,3319.7
2017-01-16,3316,3345,3300,3340.2,104500,3340.2
2017-01-17,3344.4,3392.25,3335,3380.25,159800,3380.25
2017-01-18,3384,3531.05,3384,3501.65,249800,3501.65
2017-01-19,3506,3516.9,3425.05,3461.45,282700,3461.45
2017-01-20,3440,3522.5,3422.1,3471.65,314500,3471.65
2017-01-23,3507.95,3569.45,3481.2,3527.8,389900,3527.8
2017-01-24,3556,3674.5,3535.05,3656.85,425200,3656.85
2017-01-25,3665,3693.75,3625,3680.4,464900,3680.4
2017-01-26,3680.4,3680.4,3680.4,3680.4,0,3680.4
2017-01-27,3680,3764,3671,3686.3,285300,3686.3
2017-01-30,3690,3730,3655.8,3693.9,199700,3693.9
2017-01-31,3705,3736,3666.1,3694.45,214700,3694.45
2017-02-01,3710.1,3793.5,3669.8,3779.75,289800,3779.75
2017-02-02,3800,3800.5,3712.8,3721.55,239500,3721.55
2017-02-03,3731,3769,3716.1,3737.5,203100,3737.5
2017-02-06,3750,3803.95,3738.8,3754.85,150100,3754.85
2017-02-07,3740.2,3745,3676.15,3696,146700,3696
2017-02-08,3692,3745.95,3680.05,3717.9,289300,3717.9
2017-02-09,3723,3761,3715.15,3752.45,113500,3752.45
2017-02-10,3766.8,3780,3750.8,3761.9,130400,3761.9
2017-02-13,3770.6,3800.5,3756,3767.7,156500,3767.7
2017-02-14,3772,3777,3681,3705.65,159900,3705.65
2017-02-15,3720,3761.7,3664.1,3678.15,280700,3678.15
2017-02-16,3676.1,3744,3634.1,3714.25,174600,3714.25
2017-02-17,3710,3747,3679.55,3718.5,140500,3718.5
2017-02-20,3725.8,3765,3687.6,3756.65,219700,3756.65
2017-02-21,3746,3784,3725,3769.35,190100,3769.35
2017-02-22,3776,3805,3756,3777.8,272500,3777.8
2017-02-23,3776.6,3800,3760,3786.1,313400,3786.1
2017-02-24,3786.1,3786.1,3786.1,3786.1,0,3786.1
2017-02-27,3780,3782.15,3721.75,3737.2,250800,3737.2
2017-02-28,3756.9,3784.8,3721.5,3774.55,363600,3774.55
2017-03-01,3781,3781,3720,3731.1,281700,3731.1
2017-03-02,3745,3849.65,3745,3817.8,1005600,3817.8
2017-03-03,3815,3862,3782.05,3801.75,568500,3801.75
2017-03-06,3815.05,3830,3790.05,3824.1,207300,3824.1
2017-03-07,3823.9,3824.5,3775,3786.9,124900,3786.9
2017-03-08,3762,3812,3762,3803.6,283400,3803.6
2017-03-09,3789.55,3831.55,3789.55,3822.85,124400,3822.85
2017-03-10,3840,3889,3827,3852.45,139800,3852.45
2017-03-13,3852.45,3852.45,3852.45,3852.45,0,3852.45
2017-03-14,3900,4009.95,3900,3998.95,527700,3998.95
2017-03-15,4005.95,4036.4,3966,4017.45,224100,4017.45
2017-03-16,4024,4093.95,4024,4056.55,176600,4056.55
2017-03-17,4069.75,4073.5,4018.5,4039.8,295300,4039.8
2017-03-20,4039.8,4042,3990,3999.8,556500,3999.8
2017-03-21,4009.7,4028.4,3972.85,4007.8,341300,4007.8
2017-03-22,3997.3,3997.35,3912.2,3970.25,248200,3970.25
2017-03-23,3985.9,4001,3959.6,3974.25,118900,3974.25
2017-03-24,3975.5,4010,3944.05,3973.95,124900,3973.95
2017-03-27,3985,3985,3934.5,3951.25,119700,3951.25
2017-03-28,3964,3994,3963.95,3987.3,96600,3987.3
2017-03-29,3987.3,4035.4,3981.55,3999.35,294600,3999.35
2017-03-30,4001,4009,3971.55,3988.45,324400,3988.45
2017-03-31,4000,4055,3957.25,3984.75,290100,3984.75
2017-04-03,4028.9,4059,4011,4026.75,163900,4026.75
2017-04-04,4026.75,4026.75,4026.75,4026.75,0,4026.75
2017-04-05,4036.4,4090,4027.9,4081.25,169400,4081.25
2017-04-06,4080,4148.8,4034.5,4111.15,138500,4111.15
2017-04-07,4090,4152.75,4065,4081,124300,4081
2017-04-10,4065,4107.65,4021,4058.9,146900,4058.9
2017-04-11,4030,4080,4025.3,4033.3,224400,4033.3
2017-04-12,4069,4069,4014.1,4033.1,112500,4033.1
2017-04-13,4040,4043.9,4010.05,4019.35,275400,4019.35
2017-04-14,4019.35,4019.35,4019.35,4019.35,0,4019.35
2017-04-17,4021.5,4041,3993.2,3999.85,166200,3999.85
2017-04-18,4000,4063.95,3955.6,3972.2,263700,3972.2
2017-04-19,3971.5,4006.85,3926,3939.8,266500,3939.8
2017-04-20,3950,4020.9,3941.85,4006.75,138100,4006.75
2017-04-21,4024.9,4034.5,3963.65,3978.35,173500,3978.35
