"Date","GLENMARK.NS.Open","GLENMARK.NS.High","GLENMARK.NS.Low","GLENMARK.NS.Close","GLENMARK.NS.Volume","GLENMARK.NS.Adjusted"
2016-09-27,925.95,947.75,922.3,939.85,732000,939.85
2016-09-28,944,955.9,939.1,950.4,876700,950.4
2016-09-29,955,956,879.55,905.75,1078800,905.75
2016-09-30,906,926.55,898.55,923.45,442000,923.45
2016-10-03,925,937.9,922.8,927.25,729800,927.25
2016-10-04,930,945,930,939.8,476800,939.8
2016-10-05,941,945.95,925.2,930.55,354100,930.55
2016-10-06,932,944,906.8,923.6,509900,923.6
2016-10-07,920,932.75,917.2,929.95,389200,929.95
2016-10-10,934,940.9,925.2,927.25,1228100,927.25
2016-10-11,927.25,927.25,927.25,927.25,0,927.25
2016-10-12,927.25,927.25,927.25,927.25,0,927.25
2016-10-13,929,931,886,899.2,416600,899.2
2016-10-14,900.05,929.15,888.15,924.9,305700,924.9
2016-10-17,922,927.5,905.1,908.2,172100,908.2
2016-10-18,907.5,939.95,907.2,937.2,247700,937.2
2016-10-19,940,951.5,931.5,936.8,740700,936.8
2016-10-20,938,943.55,926,929.6,106400,929.6
2016-10-21,929.6,935.5,918.75,932.8,193000,932.8
2016-10-24,937,937,921.85,934.65,233000,934.65
2016-10-25,945,945,925.4,933.6,320400,933.6
2016-10-26,928,928.8,907,909.6,234200,909.6
2016-10-27,901.05,925,900,902.35,467300,902.35
2016-10-28,908.5,948.85,906.05,933.05,1274000,933.05
2016-10-31,933.05,933.05,933.05,933.05,0,933.05
2016-11-01,940,994,935,965.25,1818800,965.25
2016-11-02,958.9,960,933.65,941.2,738400,941.2
2016-11-03,943.75,954.45,903.45,912.55,1131800,912.55
2016-11-04,908.45,908.45,851.3,869.15,1386200,869.15
2016-11-07,893.5,909.95,885,897.1,804900,897.1
2016-11-08,899,907.3,884.4,896.4,670400,896.4
2016-11-09,834.2,912.1,807,899.5,1221300,899.5
2016-11-10,915,926.95,912.7,915.45,719800,915.45
2016-11-11,905,925,869.55,882.3,782300,882.3
2016-11-14,882.3,882.3,882.3,882.3,0,882.3
2016-11-15,884,903,860.5,870.3,5e+05,870.3
2016-11-16,884.8,894.5,863,870.4,398500,870.4
2016-11-17,871,888.95,865,883.95,268900,883.95
2016-11-18,883.8,908.8,870.5,901.4,415600,901.4
2016-11-21,908,908,872.2,884.7,591400,884.7
2016-11-22,884.35,894.95,872.65,883.4,645700,883.4
2016-11-23,885.1,909.45,881,903,507900,903
2016-11-24,900,908.95,881.8,889.3,525200,889.3
2016-11-25,892.75,910,882,906.55,616900,906.55
2016-11-28,903.7,917.3,899,903.1,391400,903.1
2016-11-29,906,906,881.55,886.4,624200,886.4
2016-11-30,888.2,894.5,873.1,875.6,704700,875.6
2016-12-01,884.75,889.8,872,876.4,447700,876.4
2016-12-02,876.55,876.6,859.3,861.85,390400,861.85
2016-12-05,862.05,874.7,852.05,871.55,559500,871.55
2016-12-06,877,886.75,867.25,870.35,381600,870.35
2016-12-07,872,877,862.2,871.1,314700,871.1
2016-12-08,877,895,868.55,892.05,335200,892.05
2016-12-09,893,907.4,878.5,903,438300,903
2016-12-12,914,924.8,901.8,914.3,734100,914.3
2016-12-13,924,924,906.7,913,384500,913
2016-12-14,912,918,906,909.85,279400,909.85
2016-12-15,904.8,913.75,887.65,905.6,211300,905.6
2016-12-16,906.65,934,896.75,930,1005400,930
2016-12-19,943.9,954.9,930.7,942.05,894300,942.05
2016-12-20,943.1,944.8,927.45,937.25,444600,937.25
2016-12-21,932.5,952.2,929.8,940.95,540900,940.95
2016-12-22,939.7,941.95,922.6,925.55,494300,925.55
2016-12-23,924.7,935.5,919.75,925.7,490400,925.7
2016-12-26,925,925,877,888.7,371400,888.7
2016-12-27,898.5,904.5,883.3,890.2,478900,890.2
2016-12-28,893.1,912.8,893.1,897.8,442300,897.8
2016-12-29,900,904,884.3,887.75,292700,887.75
2016-12-30,890,894.9,885,888.45,383900,888.45
2017-01-02,894,896.45,881.2,884,333600,884
2017-01-03,888.8,895.95,880.6,893.15,203500,893.15
2017-01-04,905,913.3,896.1,899,728000,899
2017-01-05,902.8,909,896,897.65,438300,897.65
2017-01-06,896,906,890,892.65,398900,892.65
2017-01-09,893.8,901.35,886.8,894.75,415800,894.75
2017-01-10,897,906.7,895.2,899.9,533400,899.9
2017-01-11,904.8,909.35,901.3,904.5,376300,904.5
2017-01-12,896.1,904.4,888.2,890.4,590400,890.4
2017-01-13,886,898,870,894.45,545000,894.45
2017-01-16,895.85,898.95,884.5,888.1,170600,888.1
2017-01-17,890,895,883.05,884.35,177000,884.35
2017-01-18,884.8,897,881,887.9,284900,887.9
2017-01-19,887.3,896.95,887.3,891.05,324000,891.05
2017-01-20,889,897.8,884,889.1,295900,889.1
2017-01-23,881.1,885.75,865.8,876.4,622400,876.4
2017-01-24,877.4,883.85,869.25,874.75,411700,874.75
2017-01-25,881.95,881.95,863,874.2,405000,874.2
2017-01-26,874.2,874.2,874.2,874.2,0,874.2
2017-01-27,870,905,870,898.55,374300,898.55
2017-01-30,901,924.7,901,917.2,464000,917.2
2017-01-31,918.25,919.85,891,893.85,325000,893.85
2017-02-01,890.25,903.7,880.5,898,368000,898
2017-02-02,904.95,923.8,899.55,909.05,858000,909.05
2017-02-03,970,970,940.65,947.3,2365800,947.3
2017-02-06,957,965.25,939.6,958.65,702600,958.65
2017-02-07,958.9,972.95,953.2,959.35,438500,959.35
2017-02-08,964,964,945.1,957.7,304600,957.7
2017-02-09,957.6,968,945,955.8,684900,955.8
2017-02-10,957.9,958.4,949.15,953.15,230600,953.15
2017-02-13,952.3,957.15,933.5,941.5,237300,941.5
2017-02-14,938.6,955.8,937.7,945.75,399700,945.75
2017-02-15,944.6,944.6,913.1,927.5,329000,927.5
2017-02-16,933.7,938,913,931.75,597300,931.75
2017-02-17,939.5,953.8,933.3,946.5,403000,946.5
2017-02-20,946,954.7,938.2,940.65,234600,940.65
2017-02-21,925,955,917,950,421800,950
2017-02-22,950,957.95,932,942.85,449000,942.85
2017-02-23,940,950,926.2,933.45,796200,933.45
2017-02-24,933.45,933.45,933.45,933.45,0,933.45
2017-02-27,935,942,931.25,935.05,323800,935.05
2017-02-28,930.2,942.55,922.15,925.5,358500,925.5
2017-03-01,925,936.75,925,929.45,246600,929.45
2017-03-02,934,944.1,901.6,905.6,497600,905.6
2017-03-03,905,914,900.6,908.2,481700,908.2
2017-03-06,912,917.35,904.85,910.4,345100,910.4
2017-03-07,910,912.05,895,900.4,329900,900.4
2017-03-08,905,910,891.25,893.85,370600,893.85
2017-03-09,900.5,901.15,883.2,885.7,264400,885.7
2017-03-10,892.35,892.4,876.7,878.95,390800,878.95
2017-03-13,878.95,878.95,878.95,878.95,0,878.95
2017-03-14,886.7,891.95,883.4,889.6,430200,889.6
2017-03-15,920,927.65,892.35,899.45,1182000,899.45
2017-03-16,905,906.2,891.2,896.15,498500,896.15
2017-03-17,902.85,903.65,877.8,884.25,908700,884.25
2017-03-20,879.9,887,871.95,878.7,1042400,878.7
2017-03-21,887.95,892.05,875.4,889.3,1625200,889.3
2017-03-22,884.7,888,875.5,884.3,377900,884.3
2017-03-23,888,898.85,885.8,895.5,494300,895.5
2017-03-24,896.5,898.15,883.1,886.55,367000,886.55
2017-03-27,888,888.95,870.3,875.85,319100,875.85
2017-03-28,875.85,884,873.5,876.05,223200,876.05
2017-03-29,878,881.25,866.3,869.15,378500,869.15
2017-03-30,880,881.5,859.35,862.2,587700,862.2
2017-03-31,861,872.75,830,852.1,594000,852.1
2017-04-03,850,863.45,846,857.75,679600,857.75
2017-04-04,857.75,857.75,857.75,857.75,0,857.75
2017-04-05,860,879,858.6,877.35,1001500,877.35
2017-04-06,876.9,876.9,863,867.35,608900,867.35
2017-04-07,866.9,873,860.4,862.9,636700,862.9
2017-04-10,865,874,862,871.85,439300,871.85
2017-04-11,872.05,877,866.95,876.5,412300,876.5
2017-04-12,876.1,894,872.6,890.7,544000,890.7
2017-04-13,895,898.45,883.95,888.8,346400,888.8
2017-04-14,888.8,888.8,888.8,888.8,0,888.8
2017-04-17,890,898,884.55,889.1,294900,889.1
2017-04-18,886.1,907.75,885,891.7,457100,891.7
2017-04-19,891,914.9,889.85,911.1,643900,911.1
2017-04-20,913.45,915.9,902.3,908.9,412400,908.9
2017-04-21,910,913.05,897.55,903.55,203200,903.55
