"Date","HDIL.NS.Open","HDIL.NS.High","HDIL.NS.Low","HDIL.NS.Close","HDIL.NS.Volume","HDIL.NS.Adjusted"
2016-09-16,92,92.65,87.6,88.9,11939100,88.9
2016-09-19,89,91.2,84.6,87.85,37210400,87.85
2016-09-20,88.25,88.9,82.75,83.5,18874600,83.5
2016-09-21,83.9,85.7,83.2,83.7,10682500,83.7
2016-09-22,84.85,85.8,83.75,84.35,11115100,84.35
2016-09-23,84.7,86.95,84.5,85.15,16249600,85.15
2016-09-26,84.4,85.85,83.1,83.4,11171800,83.4
2016-09-27,84.1,84.4,81.25,82.65,13085200,82.65
2016-09-28,83.05,85.5,82.55,84.45,13980700,84.45
2016-09-29,85.2,85.8,76.35,77.3,19074100,77.3
2016-09-30,76.9,80.5,76.05,79.6,14482100,79.6
2016-10-03,81.4,83.4,80.05,82.95,15580300,82.95
2016-10-04,83.65,84,82.15,83.25,13529300,83.25
2016-10-05,83.6,85.3,82.6,84.45,15953800,84.45
2016-10-06,84.8,85.1,80.3,81.4,13548500,81.4
2016-10-07,81.6,82.3,80.75,81.7,8939900,81.7
2016-10-10,82.15,82.5,80.15,81,5792300,81
2016-10-11,81,81,81,81,0,81
2016-10-12,81,81,81,81,0,81
2016-10-13,80.7,80.7,76.85,78.8,11495100,78.8
2016-10-14,79,79.95,78.55,79.5,7351400,79.5
2016-10-17,79.4,80.45,77.2,77.75,8824200,77.75
2016-10-18,78.25,80.9,78.2,80.05,8189100,80.05
2016-10-19,80.3,80.45,78.5,79.2,6266900,79.2
2016-10-20,79.6,80.75,79.25,79.75,6088700,79.75
2016-10-21,79.75,81.35,79.3,80.55,9060900,80.55
2016-10-24,80.9,81.65,80.05,80.75,6259300,80.75
2016-10-25,80.8,80.8,79.3,80.2,4343800,80.2
2016-10-26,79.7,81.3,79,79.7,5840500,79.7
2016-10-27,79.6,80.9,79.05,80.05,8049400,80.05
2016-10-28,80.35,83.8,79.3,83.25,14403200,83.25
2016-10-31,83.25,83.25,83.25,83.25,0,83.25
2016-11-01,83,83.1,80.7,80.9,9824900,80.9
2016-11-02,79.5,79.6,76.65,76.95,9623200,76.95
2016-11-03,77,78.15,75.4,75.8,8126000,75.8
2016-11-04,76.1,76.1,72.4,73.35,10510000,73.35
2016-11-07,75.45,75.8,74.55,74.75,5400500,74.75
2016-11-08,74.95,75.4,73.15,74.5,5314100,74.5
2016-11-09,67.05,67.05,56.45,61.95,30336200,61.95
2016-11-10,64.05,68.85,63.65,65.1,17614800,65.1
2016-11-11,62.9,64.55,61.25,62.5,18100500,62.5
2016-11-14,62.5,62.5,62.5,62.5,0,62.5
2016-11-15,62.1,62.55,59.05,60.2,12411300,60.2
2016-11-16,61.55,61.9,57.8,58.1,11281300,58.1
2016-11-17,57.2,59.15,56.35,57.05,12857400,57.05
2016-11-18,57.95,58.9,57.15,57.75,9758700,57.75
2016-11-21,58.7,58.7,55.15,55.85,11745700,55.85
2016-11-22,55.85,56.8,53.95,56.45,12654500,56.45
2016-11-23,57.1,58.7,56.5,58.1,12053700,58.1
2016-11-24,58,59.15,57,57.85,11910200,57.85
2016-11-25,58.1,59.4,57.05,58.7,9898100,58.7
2016-11-28,58,60.1,57.9,58.95,7763200,58.95
2016-11-29,59.1,62.75,58.85,61.15,16514700,61.15
2016-11-30,61.6,62.2,60.55,61.95,8427300,61.95
2016-12-01,62.4,63,60.7,61.3,7675300,61.3
2016-12-02,60.05,60.8,59.5,59.95,7764000,59.95
2016-12-05,59.6,62.55,59.6,62.15,7845000,62.15
2016-12-06,62.9,64.45,62.85,63.35,10623900,63.35
2016-12-07,63.8,64.1,59.9,60.5,10944100,60.5
2016-12-08,61.5,62.95,61,61.95,8969300,61.95
2016-12-09,62.3,63,61.6,62.75,6316300,62.75
2016-12-12,62.55,62.95,61.15,61.8,6870000,61.8
2016-12-13,61.8,62.65,60.3,61.2,7873400,61.2
2016-12-14,61.4,62.85,61.05,61.4,7363300,61.4
2016-12-15,60.4,62.4,60.4,61.7,8152700,61.7
2016-12-16,61.95,62.65,60.15,60.65,5928400,60.65
2016-12-19,61,61.15,58.6,59.3,8428600,59.3
2016-12-20,59.15,59.95,57.1,57.9,10098100,57.9
2016-12-21,58.1,59.85,57.75,59.35,8994700,59.35
2016-12-22,59,59.3,57.65,58.4,7248200,58.4
2016-12-23,58.5,58.75,57.7,58.05,5136700,58.05
2016-12-26,57.4,57.6,54,54.25,9508600,54.25
2016-12-27,53.9,55.35,52.3,55.05,8866300,55.05
2016-12-28,55.55,56.45,54.75,55.3,8322100,55.3
2016-12-29,55.3,56,54.7,55.75,7973800,55.75
2016-12-30,55.8,60.75,55.8,59.9,24182400,59.9
2017-01-02,62.3,63.2,61.05,61.7,20986000,61.7
2017-01-03,62.2,62.6,61.35,61.95,11293600,61.95
2017-01-04,62,63.75,61.3,62.8,19395500,62.8
2017-01-05,63.2,64.2,62.65,63.65,14453300,63.65
2017-01-06,63.75,64.5,63.05,63.4,12497900,63.4
2017-01-09,63.5,63.85,62.5,63.05,9423500,63.05
2017-01-10,63.25,63.75,62.55,63.4,6283300,63.4
2017-01-11,64,64.25,63.2,63.5,7227600,63.5
2017-01-12,63.75,63.9,62.75,63,6178700,63
2017-01-13,63.1,63.5,62,62.6,5993200,62.6
2017-01-16,62.4,66,62.4,64.6,21083400,64.6
2017-01-17,64.8,65,63.05,63.5,10814000,63.5
2017-01-18,63.5,64.3,62.8,63.55,9143000,63.55
2017-01-19,63.75,64,62.8,63.25,7458800,63.25
2017-01-20,62.8,63.55,60.2,60.45,10514200,60.45
2017-01-23,60.25,62.35,60.25,61.15,9748000,61.15
2017-01-24,61.8,62.75,61.15,62.6,7302500,62.6
2017-01-25,62.9,63.85,62.55,63.25,18070600,63.25
2017-01-26,63.25,63.25,63.25,63.25,0,63.25
2017-01-27,63.3,63.95,62.1,62.3,11271500,62.3
2017-01-30,62.5,64.1,62.2,62.7,11448600,62.7
2017-01-31,62.95,63.2,61.5,62.4,9038300,62.4
2017-02-01,62.8,66.6,61.85,66.05,37120000,66.05
2017-02-02,66.45,66.45,63.6,64.4,20297800,64.4
2017-02-03,64.75,66.1,64.1,65.35,13095200,65.35
2017-02-06,66.2,72.5,65.9,70.35,45993700,70.35
2017-02-07,70.2,70.2,67.5,68.1,13903600,68.1
2017-02-08,68.45,69.75,66,68.8,12634500,68.8
2017-02-09,69.15,71.2,68.25,69.85,17737500,69.85
2017-02-10,70.25,70.45,68.55,69.4,9349200,69.4
2017-02-13,69.75,70.4,67.1,68.4,8884300,68.4
2017-02-14,68.45,69.75,67.75,68.55,9333800,68.55
2017-02-15,65.5,66.95,63.2,63.85,18646900,63.85
2017-02-16,63.6,65.5,62.85,64.95,12323200,64.95
2017-02-17,66.5,66.5,64.7,65.05,7609300,65.05
2017-02-20,65.4,67.1,64.8,65.65,8943100,65.65
2017-02-21,66,66.85,65.45,66.25,5895200,66.25
2017-02-22,66.4,66.8,65.3,65.8,8116000,65.8
2017-02-23,66.3,68.65,66.25,68.25,15495300,68.25
2017-02-24,68.25,68.25,68.25,68.25,0,68.25
2017-02-27,67.85,68.45,66.8,67.05,6964600,67.05
2017-02-28,66.6,69.5,66.6,68.9,12633600,68.9
2017-03-01,69.3,70.3,68.3,69.8,15605600,69.8
2017-03-02,70,71.15,67.15,67.8,19215100,67.8
2017-03-03,67.5,68.9,67.25,68.25,6359900,68.25
2017-03-06,68.6,70.9,68.5,70.65,10761200,70.65
2017-03-07,71,72.1,70.5,70.95,12304500,70.95
2017-03-08,71,71.5,68.5,69.6,10483700,69.6
2017-03-09,69.45,72.5,69.45,71.25,14966600,71.25
2017-03-10,71.5,73.25,71.4,72.2,13200600,72.2
2017-03-13,72.2,72.2,72.2,72.2,0,72.2
2017-03-14,75,76.25,73.8,75.7,18822100,75.7
2017-03-15,75.65,76.6,75.1,76.1,9521200,76.1
2017-03-16,76.8,77.25,75.55,76.1,7426600,76.1
2017-03-17,76,76.6,74.4,75.4,7391100,75.4
2017-03-20,75,77.3,75,76.35,6160300,76.35
2017-03-21,76.5,79.2,75.7,78.35,16167200,78.35
2017-03-22,77.9,79.65,76.4,76.9,14704800,76.9
2017-03-23,77.1,78.8,77,77.95,6806800,77.95
2017-03-24,78,78.6,76.55,77.7,5409600,77.7
2017-03-27,77.75,79.2,77.1,78.6,7757300,78.6
2017-03-28,79.7,80.7,78.2,78.65,7745400,78.65
2017-03-29,78.9,79.3,76.9,77.8,7285400,77.8
2017-03-30,77.85,82.4,77.85,82,18219200,82
2017-03-31,81.6,82.85,81.1,81.95,7896900,81.95
2017-04-03,82.5,82.95,81.8,82.25,5155600,82.25
2017-04-04,82.25,82.25,82.25,82.25,0,82.25
2017-04-05,82.3,84.45,81.8,83.25,10064300,83.25
2017-04-06,82.9,85.4,82.55,84.25,10787700,84.25
2017-04-07,83.95,85.35,82.05,82.45,7250200,82.45
2017-04-10,83.25,83.85,82.1,82.8,6954200,82.8
2017-04-11,82.8,84.6,82.8,84.3,7756800,84.3
2017-04-12,83.95,85.65,81.25,84.9,13298500,84.9
2017-04-13,84.5,86.95,84.5,85.7,14142000,85.7
2017-04-14,85.7,85.7,85.7,85.7,0,85.7
2017-04-17,86.05,94.25,86,93.15,43477500,93.15
2017-04-18,93.5,94.75,86.35,87.8,24984000,87.8
2017-04-19,86,91.2,85,90.05,21690300,90.05
2017-04-20,90,91.65,89.05,89.9,10179400,89.9
2017-04-21,90.8,96.5,90.5,91.85,42781400,91.85
