"Date","WIPRO.NS.Open","WIPRO.NS.High","WIPRO.NS.Low","WIPRO.NS.Close","WIPRO.NS.Volume","WIPRO.NS.Adjusted"
2016-07-29,552.29999,553,542.65002,545.04999,1394000,542.65943
2016-08-01,545.04999,561.75,545,557.70001,2273100,555.25397
2016-08-02,558,559,548,549.59998,1165500,547.18946
2016-08-03,548,555.15002,546.79999,547.95001,1444400,545.54673
2016-08-04,547.79999,552,545.34998,548.20001,1149700,545.79564
2016-08-05,545.95001,552.5,545.59998,547.20001,582800,544.80002
2016-08-08,546.25,552.84998,546.25,549,1025300,546.59211
2016-08-09,547.70001,552.5,546.29999,551.34998,876900,548.93178
2016-08-10,550,551,540.04999,542.65002,631800,540.26999
2016-08-11,540.90002,547.54999,540,543,499800,540.61843
2016-08-12,540.5,549.5,540.5,543.75,780600,541.36514
2016-08-15,543.75,543.75,543.75,543.75,0,541.36514
2016-08-16,543.75,546,534.79999,536.5,926000,534.14694
2016-08-17,536.70001,538.15002,526.59998,527.79999,993800,525.48508
2016-08-18,529.95001,530.04999,523.20001,525.09998,909700,522.79691
2016-08-19,526.90002,529.79999,519.04999,520.09998,1031900,517.81884
2016-08-22,518,520,514.5,515.5,1016700,513.23904
2016-08-23,515.25,520.5,515,519.59998,1154200,517.32104
2016-08-24,520.09998,522,517.04999,519.65002,1047500,517.37087
2016-08-25,521,521.25,502.25,504,4837100,501.78948
2016-08-26,504,506.04999,488,490,3318400,487.85089
2016-08-29,491,491.54999,477.10001,478.79999,5095600,476.7
2016-08-30,478.89999,490.45001,478.14999,489.45001,4531000,487.30331
2016-08-31,491.79999,496,486.25,491.64999,2811000,489.49364
2016-09-01,489.70001,489.70001,481.5,483.95001,1988400,481.82743
2016-09-02,484,485.54999,479.29999,483.60001,1614600,481.47896
2016-09-05,483.60001,483.60001,483.60001,483.60001,0,481.47896
2016-09-06,485,485.39999,480,482.89999,1592000,480.78202
2016-09-07,487.79999,489.75,480.04999,481.75,2147400,479.63707
2016-09-08,477,479.64999,470.20001,473.95001,2229700,471.87129
2016-09-09,477.60001,483,474.29999,480.64999,1896200,478.54189
2016-09-12,474.79999,483.39999,472.14999,480.39999,1887800,478.29298
2016-09-13,480.39999,480.39999,480.39999,480.39999,0,478.29298
2016-09-14,484.5,484.95001,475.85001,478.04999,1842400,475.95329
2016-09-15,479.79999,479.79999,474.25,478.45001,1814600,476.35156
2016-09-16,481.29999,482.29999,478,479.39999,2310800,477.29737
2016-09-19,480,481.95001,476.20001,479.95001,2118700,477.84498
2016-09-20,482.5,482.5,478.10001,481.04999,1092900,478.94013
2016-09-21,482.95001,484.5,480.25,483.85001,1625300,481.72787
2016-09-22,485,485.20001,479.60001,481.75,1431100,479.63707
2016-09-23,483.25,483.70001,479.04999,480.20001,2306400,478.09388
2016-09-26,480.39999,481,476.10001,479.29999,2238600,477.1978
2016-09-27,480.35001,485,479,484.20001,1852100,482.07634
2016-09-28,484.39999,484.70001,480.35001,483.70001,795900,481.57853
2016-09-29,483.70001,483.95001,470,472.20001,4940800,470.12897
2016-09-30,473,480,473,478.95001,2103100,476.84936
2016-10-03,480,480.10001,474.29999,478.95001,1000600,476.84936
2016-10-04,479,484.95001,479,481.79999,1330400,479.68684
2016-10-05,481.79999,483.14999,476.64999,479.54999,1413400,477.44671
2016-10-06,480,480.60001,477.04999,478,1386700,475.90352
2016-10-07,478,479.70001,475.60001,476.95001,1043600,474.85813
2016-10-10,477.20001,479.75,476.10001,477,663300,474.9079
2016-10-11,477,477,477,477,0,474.9079
2016-10-12,477,477,477,477,0,474.9079
2016-10-13,477,479,474.39999,478.25,1374200,476.15242
2016-10-14,477.79999,481.20001,474.29999,475,1290700,472.91667
2016-10-17,475.04999,475.64999,471.60001,472.14999,1555900,470.07917
2016-10-18,473.10001,484.10001,473,482.75,1087700,480.63268
2016-10-19,485,496.89999,483.75,495,2320900,492.82896
2016-10-20,497.89999,501.14999,492.20001,495.39999,1172300,493.2272
2016-10-21,499.85001,501,493.29999,499.20001,1990700,497.01055
2016-10-24,490,490,477.60001,483.95001,3483600,481.82743
2016-10-25,484,484.60001,479.20001,481.39999,3487300,479.2886
2016-10-26,480.75,480.75,470.54999,471.54999,1374200,469.48179
2016-10-27,471.29999,473.64999,460,461.70001,1883000,459.67502
2016-10-28,461.70001,466.39999,454.10001,462.10001,2310000,460.07326
2016-10-31,462.10001,462.10001,462.10001,462.10001,0,460.07326
2016-11-01,465.04999,466.45001,460,460.75,710000,458.72917
2016-11-02,457.70001,460.85001,452.39999,457.89999,1410600,455.89167
2016-11-03,458,459.95001,446.04999,447.60001,1510100,445.63686
2016-11-04,447.75,453.75,444.20001,452.5,1227600,450.51536
2016-11-07,455,455.45001,448.45001,450,1337700,448.02632
2016-11-08,453,455.89999,446.45001,451.75,1296700,449.76865
2016-11-09,425,450.45001,408.10001,446.89999,2167200,444.93991
2016-11-10,451.14999,451.39999,440.10001,444.95001,1559300,442.99848
2016-11-11,441.89999,444.14999,434.04999,442.35001,1966000,440.40988
2016-11-14,442.35001,442.35001,442.35001,442.35001,0,440.40988
2016-11-15,441.5,451.39999,439.54999,447.95001,7069800,445.98533
2016-11-16,449,454.5,442.10001,445.29999,1655400,443.34693
2016-11-17,443.10001,444.95001,433.79999,438.39999,2076800,436.47719
2016-11-18,439.95001,442,432.60001,437.14999,1080500,435.23268
2016-11-21,437.5,443.75,437.20001,441.79999,1670500,439.86228
2016-11-22,442,453,439.10001,450.39999,1104600,448.42456
2016-11-23,450.39999,451.85001,442.10001,448.89999,1266900,446.93114
2016-11-24,448.45001,454.89999,446.60001,450.75,1382600,448.77303
2016-11-25,453,467,451,464.75,1279200,462.71163
2016-11-28,468,468,455.60001,460.60001,1150400,458.57984
2016-11-29,461.39999,466.5,460.5,465.14999,625000,463.10987
2016-11-30,465,470.95001,462,465.25,2172600,463.20944
2016-12-01,469.70001,470.95001,464.25,468.29999,619100,466.24605
2016-12-02,470.5,471,458.5,460.39999,757700,458.3807
2016-12-05,460,460,453.04999,456.64999,595500,454.64715
2016-12-06,456,462.85001,455.89999,457.79999,629500,455.7921
2016-12-07,458.39999,459.75,452,453.35001,589600,451.36164
2016-12-08,455,459.45001,454.10001,458.60001,1049300,456.58861
2016-12-09,458.10001,461.20001,456.5,458.10001,1018100,456.0908
2016-12-12,455,455.89999,451.5,453.54999,718300,451.56074
2016-12-13,456.5,464.04999,455.04999,463.75,1175400,461.71602
2016-12-14,464.14999,468.35001,463.25,466.29999,1032700,464.25482
2016-12-15,460.60001,471.89999,460.60001,466.10001,1033300,464.05572
2016-12-16,466.29999,470.14999,459.95001,463.5,1653500,461.46711
2016-12-19,462.75,466.5,462.45001,463.54999,777100,461.51688
2016-12-20,466.89999,469.89999,461.64999,466.64999,812600,464.60329
2016-12-21,468.5,470.5,461.20001,462.45001,1028700,460.42173
2016-12-22,462.60001,466.20001,459.29999,461.70001,808600,459.67502
2016-12-23,464.64999,465,455.39999,458.75,672200,456.73795
2016-12-26,458.39999,460.5,453.29999,456.10001,621900,454.09958
2016-12-27,455,466,454.10001,465.20001,553500,463.15967
2016-12-28,466,475.45001,465.04999,469.35001,1191300,467.29146
2016-12-29,469,477,464.04999,472.35001,2045200,470.2783
2016-12-30,473.64999,476.5,471.04999,474.45001,521100,472.3691
2017-01-02,475.04999,478.39999,470.5,471.54999,461400,469.48179
2017-01-03,473,474.10001,465.70001,467,691300,464.95176
2017-01-04,467,477.60001,466.10001,475.60001,1134400,473.51405
2017-01-05,477.10001,485.89999,477.10001,480.39999,978100,478.29298
2017-01-06,478.5,480.10001,469,469.95001,1571500,467.88884
2017-01-09,469,474.45001,461.79999,472,735400,469.92983
2017-01-10,472.60001,478.85001,471.25,476.5,661500,474.4101
2017-01-11,477.89999,481.5,475,476.20001,845000,474.11142
2017-01-12,476,484.25,474.25,483.20001,701500,481.08072
2017-01-13,485.10001,486.45001,480.35001,484.64999,810500,482.52434
2017-01-16,482.89999,487.70001,479.79999,484.75,605100,482.62391
2017-01-17,485.35001,487.70001,480.5,482.39999,552900,480.28421
2017-01-18,482.39999,487,480,482.95001,536900,480.83182
2017-01-19,483.39999,484.45001,475.25,479,897200,476.89913
2017-01-20,476.54999,479.79999,475,477.89999,764400,475.80395
2017-01-23,472.54999,484.29999,471.75,479.75,1145300,477.64584
2017-01-24,482.64999,483,476,481.5,735200,479.38817
2017-01-25,482,484,471.20001,473.70001,2044900,471.62239
2017-01-26,473.70001,473.70001,473.70001,473.70001,0,471.62239
2017-01-27,469.5,473.70001,464.29999,465.54999,1926000,463.50811
2017-01-30,464,468,457.5,465.75,1847600,463.70724
2017-01-31,465.79999,465.79999,445.35001,458,2742800,455.99124
2017-02-01,461,461,450,456,1640700,454.00001
2017-02-02,456,457.95001,446.10001,455.64999,1532200,455.64999
2017-02-03,456,459.60001,454.10001,457.75,877900,457.75
2017-02-06,458.64999,462.79999,454.5,461.10001,1237400,461.10001
2017-02-07,462,462,455.54999,458.54999,836200,458.54999
2017-02-08,458.35001,465.14999,457.10001,460.5,1313900,460.5
2017-02-09,458.29999,466.85001,457.35001,466,988900,466
2017-02-10,467.35001,472.20001,464.39999,469.25,767500,469.25
2017-02-13,468,476,467.25,474.45001,848100,474.45001
2017-02-14,477.14999,477.70001,472.20001,476.70001,866000,476.70001
2017-02-15,476.54999,479.29999,468.60001,474.70001,1057500,474.70001
2017-02-16,473,481.89999,473,480.79999,1062500,480.79999
2017-02-17,482,483.64999,474.04999,475.35001,789500,475.35001
2017-02-20,475,477.39999,473.04999,475.64999,572700,475.64999
2017-02-21,475,480.75,474.14999,475.79999,1280500,475.79999
2017-02-22,475.10001,477.54999,470.20001,474.5,1042200,474.5
2017-02-23,474.5,489.25,471.54999,486.10001,1630100,486.10001
2017-02-24,486.10001,486.10001,486.10001,486.10001,0,486.10001
2017-02-27,480,492.60001,479.64999,489.75,1411500,489.75
2017-02-28,490,492.20001,487.04999,488.79999,1012700,488.79999
2017-03-01,488,495.14999,485.79999,488.54999,1017400,488.54999
2017-03-02,494,495.45001,488.10001,490.20001,1016800,490.20001
2017-03-03,490.79999,495.64999,487.20001,493.85001,740100,493.85001
2017-03-06,491.29999,492.64999,488.60001,491.89999,589300,491.89999
2017-03-07,493.5,499.60001,491.89999,495.14999,1650200,495.14999
2017-03-08,494.64999,496.20001,489.29999,495.10001,574600,495.10001
2017-03-09,493,493,483.35001,484.5,704800,484.5
2017-03-10,485.10001,488.95001,483.60001,487.04999,546400,487.04999
2017-03-13,487.04999,487.04999,487.04999,487.04999,0,487.04999
2017-03-14,490,504.60001,489.39999,501.35001,1228700,501.35001
2017-03-15,505.70001,505.89999,492.39999,494.79999,1801400,494.79999
2017-03-16,497.29999,502.89999,495,500.54999,1659100,500.54999
2017-03-17,504,507,498.95001,504.25,1664200,504.25
2017-03-20,504,504.25,495.20001,497.5,703400,497.5
2017-03-21,493.10001,502,493.10001,498.64999,1115800,498.64999
2017-03-22,493.5,503.39999,492,500.54999,1991200,500.54999
2017-03-23,503,512,500.89999,510,2798000,510
2017-03-24,509.45001,514,509.45001,513.25,1511600,513.25
2017-03-27,508.35001,512.45001,502.79999,504,981100,504
2017-03-28,505,511,502.70001,507.54999,623100,507.54999
2017-03-29,508.45001,513.90002,502.20001,512.25,1008800,512.25
2017-03-30,510.75,518.70001,506.39999,515.95001,2679400,515.95001
2017-03-31,512.20001,517.65002,509.79999,515.70001,1511500,515.70001
2017-04-03,516.45001,516.5,505.64999,507.10001,780000,507.10001
2017-04-04,507.10001,507.10001,507.10001,507.10001,0,507.10001
2017-04-05,506,512,502.10001,510.64999,1219200,510.64999
2017-04-06,507.10001,515.54999,506.45001,514.70001,1496300,514.70001
2017-04-07,513.40002,513.5,508.89999,511.89999,2286900,511.89999
2017-04-10,514.95001,517.79999,502.5,504.39999,2587200,504.39999
2017-04-11,503.79999,511.39999,500.20001,510.14999,1181900,510.14999
2017-04-12,509.70001,509.85001,499.29999,500.75,1360900,500.75
2017-04-13,500.75,503.95001,492.29999,495.39999,1814000,495.39999
2017-04-14,495.39999,495.39999,495.39999,495.39999,0,495.39999
2017-04-17,495.75,495.75,490.10001,492.29999,1462100,492.29999
2017-04-18,491,497.75,490.60001,494,1178400,494
2017-04-19,497.5,499.54999,490.29999,498.25,1226800,498.25
2017-04-20,498,505.10001,496.04999,499.75,942300,499.75
2017-04-21,500,503.39999,483,491.25,1583500,491.25
