"Date","CASTROLIND.NS.Open","CASTROLIND.NS.High","CASTROLIND.NS.Low","CASTROLIND.NS.Close","CASTROLIND.NS.Volume","CASTROLIND.NS.Adjusted"
2016-10-06,486.9,490.75,470,474,1041200,469.0227
2016-10-07,481,485.9,473.2,481.65,1275600,476.5924
2016-10-10,482.05,484.65,472.55,474.55,655100,469.567
2016-10-11,474.55,474.55,474.55,474.55,0,469.567
2016-10-12,474.55,474.55,474.55,474.55,0,469.567
2016-10-13,475,475.9,463,466.15,1238400,461.2552
2016-10-14,467.05,471.75,463.5,467.6,653400,462.6899
2016-10-17,469.85,469.85,460.85,462.55,540400,457.693
2016-10-18,466,475.9,464.1,473.45,641300,468.4785
2016-10-19,474,474.65,468.55,469.45,575700,464.5205
2016-10-20,470.9,478,470.05,472.3,1032800,467.3406
2016-10-21,472.9,473.7,463.8,467.35,460200,462.4426
2016-10-24,467.2,473,466.2,467.4,878100,462.492
2016-10-25,469.5,471,465.45,468.35,406900,463.4321
2016-10-26,469,472.6,464.95,470,535400,465.0647
2016-10-27,470.2,471.65,456,457.65,1890600,452.8444
2016-10-28,447.05,463,443.25,458.4,2276300,453.5865
2016-10-31,458.4,458.4,458.4,458.4,0,453.5865
2016-11-01,458,460.85,450.05,452.15,477500,447.4022
2016-11-02,449.8,449.8,432.5,434.8,1264600,430.2343
2016-11-03,435.9,441,431.5,433.5,446200,428.948
2016-11-04,433.9,436.8,420.55,430,1623300,425.4848
2016-11-07,433,439.85,431.5,434.35,868700,429.7891
2016-11-08,436.6,438.85,430,434.4,375800,429.8386
2016-11-09,419.35,438,391.55,434.65,1560400,430.0859
2016-11-10,438.95,445.75,431,432.7,1077300,428.1564
2016-11-11,429.7,430.55,417,419.7,752200,415.2929
2016-11-14,419.7,419.7,419.7,419.7,0,415.2929
2016-11-15,420,421.05,393.2,405.55,1756700,401.2915
2016-11-16,409,409.5,395,398.3,1560700,394.1176
2016-11-17,397.8,404.35,392.4,401.05,539100,396.8387
2016-11-18,398.35,401.55,388.2,391,1254100,386.8943
2016-11-21,392.55,394.9,382.05,385.6,843400,381.551
2016-11-22,388,392.35,383.1,386.3,865300,382.2436
2016-11-23,389.85,395,386.65,393.25,393800,389.1207
2016-11-24,393,393.2,382.4,384.7,1486400,380.6605
2016-11-25,387.5,400.55,385.2,397.75,1291400,393.5734
2016-11-28,397.3,399.3,393.35,395.4,1178100,391.2481
2016-11-29,396,405.75,394.55,401.85,1292900,397.6304
2016-11-30,404.85,411.1,402.1,407.65,1565800,403.3694
2016-12-01,407,408.3,396.35,397.7,479600,393.5239
2016-12-02,396.25,396.8,390.3,393.3,368900,389.1701
2016-12-05,393.4,400.95,391.3,397.9,619300,393.7218
2016-12-06,397,402.1,395.65,398,354800,393.8208
2016-12-07,400,401.5,395.8,398.1,288700,393.9197
2016-12-08,398.7,406.25,398.7,403.65,261400,399.4114
2016-12-09,405.5,408.95,400.2,400.95,342900,396.7398
2016-12-12,404,404,392.25,393.15,306000,389.0217
2016-12-13,394.05,398.4,387.6,388.75,436500,384.6679
2016-12-14,389.9,391.5,382.1,383.1,1065000,379.0772
2016-12-15,380,384.4,375,376.05,1311900,372.1013
2016-12-16,375.3,376.55,370.05,371.15,1193400,367.2527
2016-12-19,372.5,376.8,371,374.9,514300,370.9633
2016-12-20,376.4,377,370.15,370.9,330700,367.0053
2016-12-21,372.35,374.55,370.6,371.8,273800,367.8959
2016-12-22,371.85,371.85,362.15,362.9,614100,359.0893
2016-12-23,363.1,369.6,362.2,366.55,515700,362.701
2016-12-26,366,366.05,356.15,358,580400,354.2408
2016-12-27,359.4,368.8,353.2,367,868700,363.1463
2016-12-28,369.9,375.65,368.5,374.25,1545300,370.3202
2016-12-29,375,379.25,373.95,377.6,1120300,373.635
2016-12-30,378.2,385,378.2,380.65,505100,376.653
2017-01-02,380.45,387,379,385.5,259000,381.452
2017-01-03,386.9,389,384.45,385.7,368200,381.6499
2017-01-04,386.9,388,382.3,386.05,357200,381.9963
2017-01-05,387.45,395.45,386.45,391.5,644700,387.389
2017-01-06,392.9,394.05,389.15,390.2,354200,386.1027
2017-01-09,390.45,391.6,385.35,389.2,262200,385.1132
2017-01-10,389.3,391.25,387.05,389.05,338300,384.9647
2017-01-11,389.6,392.9,389.4,392.1,394900,387.9827
2017-01-12,392.85,398.25,390.1,396.9,1055600,392.7323
2017-01-13,398.45,400.8,393.5,395.65,393400,391.4955
2017-01-16,396.3,400.05,393.2,398.35,610300,394.1671
2017-01-17,397.05,401.65,393.85,395.8,310400,391.6439
2017-01-18,395.95,397,392.5,395.05,672900,390.9017
2017-01-19,393.75,407.7,393.75,406.55,689200,402.281
2017-01-20,407,408.55,391.1,393.15,529100,389.0217
2017-01-23,393,399.75,393,395.8,315600,391.6439
2017-01-24,398.7,404.45,396.75,401.95,726500,397.7293
2017-01-25,404.2,405.9,397.5,399.65,705800,395.4534
2017-01-26,399.65,399.65,399.65,399.65,0,395.4534
2017-01-27,401.1,405.9,398.45,400.15,476900,395.9482
2017-01-30,401.8,414.5,401,413.15,894500,408.8117
2017-01-31,415.85,417.75,403.5,405.25,1046900,400.9947
2017-02-01,405.85,412,405.15,408.15,621100,403.8642
2017-02-02,409,417.45,408,415.85,776400,411.4834
2017-02-03,416.3,420.4,412.25,418.35,714200,413.9571
2017-02-06,418.25,426.95,415.35,422.5,853900,418.0635
2017-02-07,421,424.8,414,415.5,330900,411.137
2017-02-08,416.85,422.8,411.85,419.6,604900,415.194
2017-02-09,421.6,423.65,416.35,418.35,341800,413.9571
2017-02-10,419.8,420.85,416.25,417.75,249000,413.3634
2017-02-13,419.45,420.85,412.6,415.2,518400,410.8402
2017-02-14,414.25,417.7,410.1,416.15,372300,411.7802
2017-02-15,416.5,419.85,411.1,413.4,768300,409.0591
2017-02-16,412.4,417.9,407.4,416.35,544000,411.9781
2017-02-17,419.95,434.8,418,432.6,1443600,428.0575
2017-02-20,434,438.8,430,431.4,948900,426.8701
2017-02-21,433,435.85,430.1,433.05,1591100,428.5027
2017-02-22,430,434,421.25,424.05,1794400,419.5972
2017-02-23,425.5,426.7,415.85,417.1,1522600,412.7202
2017-02-24,417.1,417.1,417.1,417.1,0,412.7202
2017-02-27,418,422.35,414,415.55,689300,411.1865
2017-02-28,417.9,418.8,406,407,816200,402.7263
2017-03-01,409.7,415.5,408,410.15,834000,405.8432
2017-03-02,413,415.3,403.55,404.95,548600,400.6978
2017-03-03,405.45,409.75,402.6,408.2,253800,403.9137
2017-03-06,408.35,415.85,407.1,412.4,835900,408.0696
2017-03-07,412.45,414.8,407.45,409.4,397400,405.1011
2017-03-08,411.4,411.8,407.05,408.45,292800,404.1611
2017-03-09,408,411.8,406.8,409.65,206500,405.3484
2017-03-10,411.15,412.4,405.55,406.55,195800,402.281
2017-03-13,406.55,406.55,406.55,406.55,0,402.281
2017-03-14,411,412.05,404.5,408.3,705600,404.0126
2017-03-15,409,423.1,408.5,415.95,1588100,411.5823
2017-03-16,418.1,423,417.7,422,637000,417.5688
2017-03-17,423.45,428,417.05,427,917400,422.5163
2017-03-20,427.95,427.95,420.85,421.7,391600,417.2719
2017-03-21,423.75,425,418.45,419.8,304700,415.3919
2017-03-22,418.45,418.45,413.05,414.5,345700,410.1475
2017-03-23,415.3,419.6,414.95,418.5,539600,414.1055
2017-03-24,419.8,423.95,418.25,419.5,541300,415.095
2017-03-27,419,421.25,415.2,416.3,238000,411.9286
2017-03-28,417.25,421.3,413.9,415.75,560500,411.3844
2017-03-29,416,424.75,416,422.55,1058600,418.113
2017-03-30,423.35,432.8,422.8,429.05,1837200,424.5447
2017-03-31,432,435.95,431.1,432.4,1164200,427.8596
2017-04-03,432.45,438,427.5,433.2,1049200,428.6512
2017-04-04,433.2,433.2,433.2,433.2,0,428.6512
2017-04-05,432,435.45,427,427.9,794600,423.4068
2017-04-06,427,430.3,423.9,426.6,369800,422.1205
2017-04-07,423.55,428,422.25,423.3,991200,418.8551
2017-04-10,424,440.35,423,432.85,2986900,428.3048
2017-04-11,434.55,437.4,432.5,434.65,538500,430.0859
2017-04-12,436.75,436.75,422.35,427.75,1384700,423.2584
2017-04-13,428.05,434.35,428.05,432.25,582000,427.7111
2017-04-14,432.25,432.25,432.25,432.25,0,427.7111
2017-04-17,432.3,432.3,426.6,428.45,449300,423.9511
2017-04-18,430.4,432.85,427,429.1,619500,424.5942
2017-04-19,431.8,437.9,430.35,434.9,1093700,430.3333
2017-04-20,436,436.1,430,430.85,693700,426.3258
2017-04-21,431.05,434.85,426.8,428.55,454100,424.05
