"Date","ZEEL.NS.Open","ZEEL.NS.High","ZEEL.NS.Low","ZEEL.NS.Close","ZEEL.NS.Volume","ZEEL.NS.Adjusted"
2016-10-24,524,525,510.2,512.05,1361500,512.05
2016-10-25,515,522.2,506.8,513.95,6353600,513.95
2016-10-26,512.5,519.15,509.5,516.7,1642900,516.7
2016-10-27,520,520.95,499.7,504.35,2678700,504.35
2016-10-28,504,522.45,504,520.35,3035400,520.35
2016-10-31,520.35,520.35,520.35,520.35,0,520.35
2016-11-01,521.7,522.45,507.6,509.35,1849900,509.35
2016-11-02,501.25,506.05,498.6,500.9,912900,500.9
2016-11-03,500,507,496.35,503.25,1665000,503.25
2016-11-04,503.9,509.7,499.6,506.15,2161200,506.15
2016-11-07,508.5,516,503.1,507.4,2083400,507.4
2016-11-08,510.05,515,501.15,505.2,1493500,505.2
2016-11-09,475,515.75,456,506.15,3941700,506.15
2016-11-10,513.15,521.75,502.75,505.95,1970200,505.95
2016-11-11,501,501,479.45,482.15,3202400,482.15
2016-11-14,482.15,482.15,482.15,482.15,0,482.15
2016-11-15,483,490,450.5,453.5,3447000,453.5
2016-11-16,460.05,482.2,459.4,475.3,5472800,475.3
2016-11-17,475,479.75,455.95,459,2716800,459
2016-11-18,466.7,466.7,442.4,446.65,2718200,446.65
2016-11-21,451.9,453,429.25,434,5082300,434
2016-11-22,442,451,437.55,449.4,2330600,449.4
2016-11-23,450.3,463.2,439.75,457.1,2756600,457.1
2016-11-24,459,459,437.1,439.1,3893900,439.1
2016-11-25,444.7,451.35,431.8,439.5,5241700,439.5
2016-11-28,442,462,439.5,457.7,2630300,457.7
2016-11-29,454,465.95,452.75,457.4,2024900,457.4
2016-11-30,461.1,462.5,451.15,455.65,2154400,455.65
2016-12-01,456.9,463.7,455,457.6,2194400,457.6
2016-12-02,456.35,457,441.15,443.1,2048200,443.1
2016-12-05,443.25,446.65,430.5,442.55,2651900,442.55
2016-12-06,445,453.7,443.55,446.7,1254600,446.7
2016-12-07,446,447.9,436.65,441.45,1857300,441.45
2016-12-08,445,454.8,443.5,452.85,1673800,452.85
2016-12-09,458,464,455.25,460.05,2444100,460.05
2016-12-12,459.85,467.9,450,452.3,1764700,452.3
2016-12-13,450,450.5,439.55,441.8,2783000,441.8
2016-12-14,447,447,438,442.45,2180400,442.45
2016-12-15,435.2,447.6,434,437.75,2329600,437.75
2016-12-16,439.85,446.9,437,442.1,2510400,442.1
2016-12-19,443.25,448,440,441.45,1530800,441.45
2016-12-20,442.2,450,440,448.5,2433200,448.5
2016-12-21,449,449,440.1,441.45,1281000,441.45
2016-12-22,442.05,445.85,438.25,441.55,1551800,441.55
2016-12-23,438,445,427.65,442.65,2423300,442.65
2016-12-26,440,441.9,430.1,431.8,1139200,431.8
2016-12-27,432.2,438.55,430.35,436.3,973400,436.3
2016-12-28,436.7,448,436.7,443.1,1741900,443.1
2016-12-29,440.7,449.95,437.15,447.6,2261100,447.6
2016-12-30,446.5,455.2,446.5,453.05,1152200,453.05
2017-01-02,453.05,458.4,450.4,451.6,869000,451.6
2017-01-03,454,459.65,450,458.3,1015800,458.3
2017-01-04,459,461.75,453.45,458.6,1856500,458.6
2017-01-05,464,474.4,459.55,470.7,2003000,470.7
2017-01-06,474.5,474.9,462,463.1,1468900,463.1
2017-01-09,464.9,468,461.85,465.1,780000,465.1
2017-01-10,464,469,463.35,467.75,1745400,467.75
2017-01-11,468,481.9,468,478.3,2458800,478.3
2017-01-12,480.5,485.5,473.6,476.45,2125600,476.45
2017-01-13,477.05,480.6,466.5,477.55,1482800,477.55
2017-01-16,478,486.45,478,481,1493600,481
2017-01-17,481,488.3,477.6,480.15,1636200,480.15
2017-01-18,482.3,484.5,476.35,482.05,1153900,482.05
2017-01-19,482.5,482.65,476,477.55,1331400,477.55
2017-01-20,477.15,478.4,465.05,467.15,1984400,467.15
2017-01-23,469.95,485.3,468.35,482.95,2891300,482.95
2017-01-24,482,489,473.5,479.4,4600200,479.4
2017-01-25,483,503.05,480.8,498.2,5501700,498.2
2017-01-26,498.2,498.2,498.2,498.2,0,498.2
2017-01-27,493,511,484.5,496.75,3272800,496.75
2017-01-30,497.15,501.95,490.85,496.35,1011800,496.35
2017-01-31,496,496,487.35,489.15,852700,489.15
2017-02-01,491,506.55,487.4,504.45,1553800,504.45
2017-02-02,507,510.25,494,507.4,2282500,507.4
2017-02-03,507.55,514.15,491.6,495.85,2404100,495.85
2017-02-06,498.05,505.5,495.95,504,1204400,504
2017-02-07,507,507,493.6,502.25,1655200,502.25
2017-02-08,503,514,500.35,512.25,2284800,512.25
2017-02-09,513,524.5,508,522.6,2178800,522.6
2017-02-10,522,524,511,518.05,1588100,518.05
2017-02-13,519,526,515.5,524.3,1270300,524.3
2017-02-14,522,522.85,511.25,512.95,2379000,512.95
2017-02-15,512,526.5,511.45,520.7,2240000,520.7
2017-02-16,516,520.85,508.35,518.5,1917100,518.5
2017-02-17,523.9,524.9,516.85,521.2,868700,521.2
2017-02-20,523.9,532.85,517.4,528.6,1448200,528.6
2017-02-21,527,527.65,520.15,523.25,1084300,523.25
2017-02-22,520.55,527,512.55,516.15,1429200,516.15
2017-02-23,518.9,522.5,513.05,518.55,1594200,518.55
2017-02-24,518.55,518.55,518.55,518.55,0,518.55
2017-02-27,514,516.05,501.35,503.8,3193200,503.8
2017-02-28,504.6,513.15,504.6,509.45,1710300,509.45
2017-03-01,510,511.65,504.5,506.4,1411400,506.4
2017-03-02,509.8,511.95,498.75,501.65,1263200,501.65
2017-03-03,500,505,493.65,503,1381400,503
2017-03-06,502.05,508.5,495.35,507.25,1686700,507.25
2017-03-07,509,512.25,502.55,506.65,1560300,506.65
2017-03-08,507.9,515.85,505.05,514.45,1347200,514.45
2017-03-09,515.35,518.85,512.35,517.4,1442500,517.4
2017-03-10,516.9,522.25,511.15,514.8,1261800,514.8
2017-03-13,514.8,514.8,514.8,514.8,0,514.8
2017-03-14,521,525.5,519.15,522.65,1692900,522.65
2017-03-15,517.6,528.15,517.6,525.6,1247700,525.6
2017-03-16,527.95,527.95,521.8,525.45,900500,525.45
2017-03-17,527,527.45,515.3,519.25,1898300,519.25
2017-03-20,522,525.2,516.65,521.1,823100,521.1
2017-03-21,521,525,516.3,523.4,1338700,523.4
2017-03-22,520,526.65,517.25,520.8,1941500,520.8
2017-03-23,521.5,525,518.45,523.6,1567800,523.6
2017-03-24,524,525.9,515.5,518.45,1067900,518.45
2017-03-27,518.8,519.05,511.9,516.5,909100,516.5
2017-03-28,515.55,531.9,515.55,530.35,1604100,530.35
2017-03-29,530,536.55,528.75,530.95,1769500,530.95
2017-03-30,531,538.45,529.2,532.4,2074800,532.4
2017-03-31,532,541,530.6,535.55,1616900,535.55
2017-04-03,535.55,539.3,527.15,528.55,1423600,528.55
2017-04-04,528.55,528.55,528.55,528.55,0,528.55
2017-04-05,535,545.25,527.05,543.5,1749700,543.5
2017-04-06,540,554.85,539,553.4,1635500,553.4
2017-04-07,549,551,543,547.6,1005800,547.6
2017-04-10,545.65,555,543.9,553.45,717500,553.45
2017-04-11,552.7,552.7,537.15,540.15,1593300,540.15
2017-04-12,540,541.9,528.1,530.45,1571700,530.45
2017-04-13,531,534.55,520,521.55,1596400,521.55
2017-04-14,521.55,521.55,521.55,521.55,0,521.55
2017-04-17,517.3,527.75,517.3,521.2,762400,521.2
2017-04-18,524,532.5,515.7,517.6,1448400,517.6
2017-04-19,518.25,524.4,516.6,521.9,1669700,521.9
2017-04-20,523.4,535.35,520.4,533.45,1199500,533.45
2017-04-21,536.85,537.6,526.3,528.6,576200,528.6
