"Date","EICHERMOT.NS.Open","EICHERMOT.NS.High","EICHERMOT.NS.Low","EICHERMOT.NS.Close","EICHERMOT.NS.Volume","EICHERMOT.NS.Adjusted"
2016-08-26,22122,22350,22100,22331,23300,22331
2016-08-29,22300,22350,22160,22308.1,46500,22308.1
2016-08-30,22400,23084,22175.9,23043.1,59500,23043.1
2016-08-31,23100,23429.2,22601,22750.9,143600,22750.9
2016-09-01,22751,22950.1,22675.4,22774.2,36500,22774.2
2016-09-02,22890,23024.2,22755,22817,30100,22817
2016-09-05,22817,22817,22817,22817,0,22817
2016-09-06,22841,23045.2,22827,22948.3,43800,22948.3
2016-09-07,23124,23124,22810,22972.8,44800,22972.8
2016-09-08,22972.8,23499,22858,23419.2,38400,23419.2
2016-09-09,23449,23572.9,22860.9,22925.1,32000,22925.1
2016-09-12,22695.8,22825,22445.2,22741.4,65200,22741.4
2016-09-13,22741.4,22741.4,22741.4,22741.4,0,22741.4
2016-09-14,22882,22914,22350,22598.2,58000,22598.2
2016-09-15,22600,22679.9,22266.1,22440.1,39200,22440.1
2016-09-16,22501.1,23239.9,22501.1,23135.2,55200,23135.2
2016-09-19,23043,23332.8,23000,23129.2,29100,23129.2
2016-09-20,23260.5,23545.1,23156.1,23427.8,55900,23427.8
2016-09-21,23420,24280,23333.7,24198.7,95600,24198.7
2016-09-22,24415,24850,24265.8,24808.9,71400,24808.9
2016-09-23,24844,25000,24550,24853.2,53700,24853.2
2016-09-26,24840,24995,24605,24693.8,52000,24693.8
2016-09-27,24752,24850,24480,24643.2,32300,24643.2
2016-09-28,24625,26045,24620.1,25786.6,102100,25786.6
2016-09-29,26344,26641.3,24451.5,24918.3,138500,24918.3
2016-09-30,25149.8,25550,24549.4,24827.8,72600,24827.8
2016-10-03,25320,25969,25143.5,25796.2,55200,25796.2
2016-10-04,25989.7,26077.4,25542,25842.4,39800,25842.4
2016-10-05,25850,26345.9,25612.2,26281.3,39300,26281.3
2016-10-06,26280,26505,26061.3,26240.8,38200,26240.8
2016-10-07,26340,26340,25750.1,25810.4,25900,25810.4
2016-10-10,25915.2,26082,25761.8,25804.6,20000,25804.6
2016-10-11,25804.6,25804.6,25804.6,25804.6,0,25804.6
2016-10-12,25804.6,25804.6,25804.6,25804.6,0,25804.6
2016-10-13,25700,25978,25567.2,25803.2,49900,25803.2
2016-10-14,25987.8,25990,25330.9,25400.2,45700,25400.2
2016-10-17,25430.1,25578.2,24564.9,24647.4,45600,24647.4
2016-10-18,24795,25220.3,24700,25069.1,41200,25069.1
2016-10-19,25110,25299,24900,24978.2,22300,24978.2
2016-10-20,25140,25240,24800,24988.6,27400,24988.6
2016-10-21,25124,25193.8,24815,25122.2,17800,25122.2
2016-10-24,25200,25323,24830.1,24914.4,18300,24914.4
2016-10-25,24920,25023.9,24599.7,24631,33400,24631
2016-10-26,24718,24798.9,24159.6,24418.8,37600,24418.8
2016-10-27,24460,24724,24058.9,24491.8,50900,24491.8
2016-10-28,24760,24799,23676.3,24020,95300,24020
2016-10-31,24020,24020,24020,24020,0,24020
2016-11-01,24350,25520.9,24301.3,25321,88400,25321
2016-11-02,25067.8,25183.9,24731.2,24779.8,36000,24779.8
2016-11-03,24830,25100,24402,24549.4,26000,24549.4
2016-11-04,24640,24745.1,23774.9,23929.8,33100,23929.8
2016-11-07,24271.9,24584.9,23955.1,24021.6,27400,24021.6
2016-11-08,24211,24485,23886.1,24267.8,24800,24267.8
2016-11-09,23000,23779.9,21842,23331.2,56000,23331.2
2016-11-10,23899.3,23999,22890.9,23066.2,36100,23066.2
2016-11-11,22896.7,22896.7,21573,21685.2,62400,21685.2
2016-11-14,21685.2,21685.2,21685.2,21685.2,0,21685.2
2016-11-15,21740,21740,19530,20281.2,153200,20281.2
2016-11-16,20700,21800,20010,21116.7,151600,21116.7
2016-11-17,21148.5,21400,20663.1,21036,57700,21036
2016-11-18,21188,21934.2,20881.1,21792.3,75200,21792.3
2016-11-21,21999.9,21999.9,20103,20361.6,85700,20361.6
2016-11-22,20611.3,20988.2,20172.1,20653.1,72000,20653.1
2016-11-23,20850.1,21466,20649.9,20960.3,70100,20960.3
2016-11-24,20775,20775,20222,20356.6,74800,20356.6
2016-11-25,20606.6,20699,19936.7,20222.6,88900,20222.6
2016-11-28,20249.9,20649.9,20000,20213.9,109700,20213.9
2016-11-29,20475,21440,20327.3,21294.1,112300,21294.1
2016-11-30,21500,21770.8,21123.3,21619.8,89200,21619.8
2016-12-01,21750,22444,21621.3,22202.2,129700,22202.2
2016-12-02,22202,22947.9,22126.1,22756.2,183000,22756.2
2016-12-05,22600,23189,22600,22748.3,72500,22748.3
2016-12-06,22845,22988,22380.1,22457.5,37000,22457.5
2016-12-07,22624,23516.8,22511.2,23382,111700,23382
2016-12-08,23650,23700.1,23056,23249.8,70300,23249.8
2016-12-09,23499.4,23623.8,22785.1,22844.3,76400,22844.3
2016-12-12,22800,23094.8,22051,22179.2,46100,22179.2
2016-12-13,22179.2,22486,22017.4,22334.1,50000,22334.1
2016-12-14,22584.1,22584.1,21711.2,21801.6,43600,21801.6
2016-12-15,21625.1,22066.8,21465,21515.3,50700,21515.3
2016-12-16,21570,21927,21500,21759.1,71500,21759.1
2016-12-19,21700,21700,21500,21600.8,21500,21600.8
2016-12-20,21750,21750,21100,21156.2,28600,21156.2
2016-12-21,21275,21626.6,21211.2,21304.7,30900,21304.7
2016-12-22,21300,21545.2,21150,21305.3,80400,21305.3
2016-12-23,21350,21437.8,20788,20921.9,40900,20921.9
2016-12-26,20800,20875.8,20228,20272.8,34000,20272.8
2016-12-27,20302,20830,20292,20701.1,34400,20701.1
2016-12-28,20759,21000,20730,20884.8,34900,20884.8
2016-12-29,20910,21584.7,20650,21491.2,61400,21491.2
2016-12-30,21600,21900,21600,21803.1,34100,21803.1
2017-01-02,22400,22848,22301.1,22523.9,67600,22523.9
2017-01-03,22555,22649.9,22321.6,22500.7,35200,22500.7
2017-01-04,22590,22615.7,22088.8,22196.5,28800,22196.5
2017-01-05,22315.4,22494.9,22218.1,22324.3,74000,22324.3
2017-01-06,22424.3,22851.4,22350.1,22717.8,49700,22717.8
2017-01-09,22899,23166.7,22850,22999.9,44300,22999.9
2017-01-10,23053.1,23217.7,22690,23005,33200,23005
2017-01-11,23055.5,23320,22935,23161.3,39800,23161.3
2017-01-12,23276.2,23341.8,22785,22826.5,38000,22826.5
2017-01-13,23000,23000,22679.2,22793.6,21800,22793.6
2017-01-16,22701,22701.3,22310,22343.3,38500,22343.3
2017-01-17,22325,22530,22175.1,22350.2,43800,22350.2
2017-01-18,22400,22701,22345,22449.9,35600,22449.9
2017-01-19,22450,23079.9,22185.7,22822.1,46900,22822.1
2017-01-20,22922.1,23070,22600.1,22789.2,26200,22789.2
2017-01-23,22705,22915,22550,22736.9,21500,22736.9
2017-01-24,22800,23049.5,22700.2,23000.7,27600,23000.7
2017-01-25,23040,23165,22885.8,22990.9,39300,22990.9
2017-01-26,22990.9,22990.9,22990.9,22990.9,0,22990.9
2017-01-27,23195.3,23650.7,23125.6,23482.7,75500,23482.7
2017-01-30,23590,23710.7,23100.5,23234.4,37500,23234.4
2017-01-31,23327.3,23396,22405.3,23028.4,56900,23028.4
2017-02-01,23198,24188,23050,24029.7,1e+05,24029.7
2017-02-02,24450,24450,23625,23779.2,71800,23779.2
2017-02-03,23825,23825,23313,23385.9,30500,23385.9
2017-02-06,23427.3,23940,23427.3,23815.4,25000,23815.4
2017-02-07,23800,23860,23502.9,23783.9,21000,23783.9
2017-02-08,23779,24025.8,23606.3,23959.3,26600,23959.3
2017-02-09,23959.3,24100,23500,23893.2,27700,23893.2
2017-02-10,23925,24069.8,23765.7,24013.1,19200,24013.1
2017-02-13,24110,24948,24102.2,24858.8,56500,24858.8
2017-02-14,24952,25488.8,24649,25315.3,59700,25315.3
2017-02-15,25280,25550,24520,24750.4,57800,24750.4
2017-02-16,24675,25480,24666.6,25331.3,46600,25331.3
2017-02-17,25370,25499.9,24720.2,25040.3,42800,25040.3
2017-02-20,25220.5,25295,24800.1,25139.1,20800,25139.1
2017-02-21,25160.1,25380,25047,25253.5,21600,25253.5
2017-02-22,25211,25212.6,24926.3,25070.3,49100,25070.3
2017-02-23,25079.5,25300,24686.8,24877.7,84600,24877.7
2017-02-24,24877.7,24877.7,24877.7,24877.7,0,24877.7
2017-02-27,24950,25046.4,24275,24337.3,44600,24337.3
2017-02-28,24437,24437,24024.1,24130.1,79200,24130.1
2017-03-01,24300,24390,23600.1,23709.7,71300,23709.7
2017-03-02,23750,23992.4,23333,23448.9,43100,23448.9
2017-03-03,23250,23379.9,22997.5,23089.3,37900,23089.3
2017-03-06,23150.6,23600,23000,23061.4,65600,23061.4
2017-03-07,23199,23299,23100,23211.2,31400,23211.2
2017-03-08,23249.9,23555,23113.6,23448.3,26600,23448.3
2017-03-09,23399.9,23598.2,23315.3,23396.9,28200,23396.9
2017-03-10,23560,23560,23201,23356.6,32900,23356.6
2017-03-13,23356.6,23356.6,23356.6,23356.6,0,23356.6
2017-03-14,24200,24214.9,23565.6,24001.2,41200,24001.2
2017-03-15,23990,24316.2,23903.1,24133.4,30300,24133.4
2017-03-16,24250,24582.3,24198.2,24514.8,30200,24514.8
2017-03-17,24549.5,24787.9,24292.9,24691.4,49200,24691.4
2017-03-20,24692.4,25192,24602.1,25099.3,39600,25099.3
2017-03-21,25150,25167.9,24730,24961.9,36100,24961.9
2017-03-22,24876,24880,24429.8,24541,42900,24541
2017-03-23,24641,24641,24070,24373.6,28500,24373.6
2017-03-24,24398.1,24649.9,24220,24350.2,14000,24350.2
2017-03-27,24415,24415,24020,24163.7,25700,24163.7
2017-03-28,24290,25150,24265,24897.8,39100,24897.8
2017-03-29,25001,25386,24460.1,25056.1,78700,25056.1
2017-03-30,24999,25799.9,24882,25658.6,84100,25658.6
2017-03-31,25700,25814.9,25107.6,25587.5,56100,25587.5
2017-04-03,25750,25750,25327.2,25543.7,36300,25543.7
2017-04-04,25543.7,25543.7,25543.7,25543.7,0,25543.7
2017-04-05,25564,25810.9,25422.6,25765.2,39700,25765.2
2017-04-06,25570,25750,25365.2,25596.3,29200,25596.3
2017-04-07,25559.9,25990,25451.3,25806.8,37300,25806.8
2017-04-10,25800,25800,25526,25578.2,26100,25578.2
2017-04-11,25570,25976.1,25443.7,25880.4,28000,25880.4
2017-04-12,26120,26500,26020.5,26422.5,71700,26422.5
2017-04-13,26399.9,26425,26049.6,26085.7,20600,26085.7
2017-04-14,26085.7,26085.7,26085.7,26085.7,0,26085.7
2017-04-17,26120,26360,26075,26125.4,16600,26125.4
2017-04-18,26026,26290,25450,25532.6,36200,25532.6
2017-04-19,25535,25722,25342.9,25457.6,21900,25457.6
2017-04-20,25450,25614.6,25321.1,25501.8,18900,25501.8
2017-04-21,25570,25817.4,25525.7,25610.6,23600,25610.6
