"Date","VOLTAS.NS.Open","VOLTAS.NS.High","VOLTAS.NS.Low","VOLTAS.NS.Close","VOLTAS.NS.Volume","VOLTAS.NS.Adjusted"
2016-10-12,389.15,389.15,389.15,389.15,0,389.15
2016-10-13,387.05,388.5,376.25,379.8,1009000,379.8
2016-10-14,379.1,400.8,378.25,397.6,1697100,397.6
2016-10-17,400,405.5,390.85,392.75,1698500,392.75
2016-10-18,392.35,402,392.35,399.5,1155600,399.5
2016-10-19,400.45,406.4,394.7,401.9,1363900,401.9
2016-10-20,403,406,395.1,396.35,1135700,396.35
2016-10-21,396,398.9,390.2,394.85,717600,394.85
2016-10-24,398.5,401.45,391.6,393.55,1138300,393.55
2016-10-25,389.9,401.4,383.3,397.55,1426000,397.55
2016-10-26,396.75,398.05,380.3,385.35,1122300,385.35
2016-10-27,383.95,387.8,378.05,381.15,1126900,381.15
2016-10-28,383,389,381.6,386.7,650400,386.7
2016-10-31,386.7,386.7,386.7,386.7,0,386.7
2016-11-01,386.6,388,381.4,385.85,731700,385.85
2016-11-02,378.65,380,370.4,372.65,706300,372.65
2016-11-03,369,373.25,362.3,364.85,813400,364.85
2016-11-04,366.2,370.5,358.2,360.05,1100700,360.05
2016-11-07,362.15,366.3,356.7,359.35,1185300,359.35
2016-11-08,360.5,361.8,351.3,357,1125500,357
2016-11-09,339.5,343,321.3,338.4,2657300,338.4
2016-11-10,348,357.45,344,349.65,1186100,349.65
2016-11-11,346.15,348.4,328.1,333.2,1700000,333.2
2016-11-14,333.2,333.2,333.2,333.2,0,333.2
2016-11-15,333,334.95,311.05,322.35,1505500,322.35
2016-11-16,324,332.05,315.35,328.4,2298800,328.4
2016-11-17,318.95,319.7,297.5,302.9,6767700,302.9
2016-11-18,302,302.55,291.4,292.7,4264300,292.7
2016-11-21,295,304,291.8,295.65,3918100,295.65
2016-11-22,301,305,287.15,301.8,2767000,301.8
2016-11-23,304.5,306.45,295.2,300.45,2023100,300.45
2016-11-24,295.5,303,293.3,299.85,2248200,299.85
2016-11-25,302,302.65,296.2,300.95,811000,300.95
2016-11-28,300,305.75,296.65,300.95,1123500,300.95
2016-11-29,300.95,311.75,300.1,307.9,1846500,307.9
2016-11-30,312,317,309.05,315.85,1192400,315.85
2016-12-01,319,319,308.35,310.1,824800,310.1
2016-12-02,308.95,310.7,304,307.65,1160200,307.65
2016-12-05,309.6,310.65,303.9,304.7,922000,304.7
2016-12-06,307.45,309.9,300.45,305.55,1238200,305.55
2016-12-07,306,313.4,300.6,311.4,2245400,311.4
2016-12-08,317,330,314.5,325.9,2587200,325.9
2016-12-09,324.9,330.75,320.85,326.85,1322000,326.85
2016-12-12,325,326.8,317,319.1,705900,319.1
2016-12-13,319.5,324.4,315.15,320.1,564800,320.1
2016-12-14,320.95,326,320,321.9,1068700,321.9
2016-12-15,316.45,325.2,316.45,322.65,562700,322.65
2016-12-16,321.9,326.8,317,318.45,530400,318.45
2016-12-19,318.3,320.5,315.15,318.95,1774800,318.95
2016-12-20,318.35,318.9,307.2,308.25,1432800,308.25
2016-12-21,307.6,312.1,304.1,310,567300,310
2016-12-22,308.95,313.4,306.25,310.65,741600,310.65
2016-12-23,309.75,321.7,300.7,316.2,1094200,316.2
2016-12-26,315,315.9,305.5,308.7,701900,308.7
2016-12-27,308.25,319.3,305.9,318,592500,318
2016-12-28,318.15,322,315.65,317.5,626300,317.5
2016-12-29,318.9,336.4,318.35,330.15,1845500,330.15
2016-12-30,329.25,331,322.6,328.25,1143600,328.25
2017-01-02,324.9,331.45,324.25,328.4,610000,328.4
2017-01-03,330,335.35,326.9,332.7,731300,332.7
2017-01-04,332.7,341.5,332.1,335.8,1356700,335.8
2017-01-05,337.8,346,336.9,344.45,827700,344.45
2017-01-06,346.35,347.9,334.6,336.45,1175400,336.45
2017-01-09,336.85,343.5,333.35,341.9,1033200,341.9
2017-01-10,340.4,347.35,337.55,344.4,1405800,344.4
2017-01-11,345.9,349.4,342.3,343.6,710600,343.6
2017-01-12,343.75,345.95,339.35,340.4,630400,340.4
2017-01-13,342,345.35,341.1,343.65,688600,343.65
2017-01-16,344.7,347,340.15,345.05,547300,345.05
2017-01-17,347.2,348.5,342.1,344.9,496800,344.9
2017-01-18,346,352.4,343.2,349.6,775400,349.6
2017-01-19,351.9,355.95,350.15,352.15,945300,352.15
2017-01-20,353.5,354.4,341.6,342.95,860100,342.95
2017-01-23,341.8,344.8,336.4,338.2,552500,338.2
2017-01-24,340,340.8,323,324.2,2596700,324.2
2017-01-25,324,326.7,321.1,326.05,2568000,326.05
2017-01-26,326.05,326.05,326.05,326.05,0,326.05
2017-01-27,326.1,339.9,326.1,336.75,4456300,336.75
2017-01-30,337.3,341.8,334.45,337.15,1631900,337.15
2017-01-31,337,337.6,325.2,326.95,1612800,326.95
2017-02-01,328.9,334.45,320.4,333.65,1862700,333.65
2017-02-02,333.7,333.7,327.1,331.05,1355400,331.05
2017-02-03,330.15,331.5,326.1,330.1,1466300,330.1
2017-02-06,333,338.4,331.95,335.6,1812500,335.6
2017-02-07,335.6,338.35,329.1,331.25,869000,331.25
2017-02-08,331.7,336.2,330.05,334.7,1254400,334.7
2017-02-09,336.65,345,336.35,342.65,3265700,342.65
2017-02-10,346.15,350.4,344.6,346.65,1535800,346.65
2017-02-13,347.55,348.8,332.75,339.9,1029900,339.9
2017-02-14,342.3,344.95,336.35,342.85,906600,342.85
2017-02-15,353.9,353.9,336.5,339.3,2442400,339.3
2017-02-16,340.5,346.9,337.1,345.05,1585100,345.05
2017-02-17,347.65,350.55,343,346,893300,346
2017-02-20,345,351,344.2,349.75,1056200,349.75
2017-02-21,350,364.5,349.75,362.8,2512100,362.8
2017-02-22,366.4,366.8,352.3,354.75,2758300,354.75
2017-02-23,355.25,363.75,354.35,356.8,1675300,356.8
2017-02-24,356.8,356.8,356.8,356.8,0,356.8
2017-02-27,358,372,358,366.75,2130600,366.75
2017-02-28,366.8,374.9,364,373.5,1641300,373.5
2017-03-01,373.4,381.5,372.3,378.05,2440800,378.05
2017-03-02,381.85,381.95,368.2,369.8,1276600,369.8
2017-03-03,370,373.35,366.25,371.75,771700,371.75
2017-03-06,370.25,384.7,368.1,383.95,1948500,383.95
2017-03-07,384.35,389.35,380.6,386.65,2272800,386.65
2017-03-08,387,387.95,376.15,385.1,1287400,385.1
2017-03-09,381.55,389,381.55,385.75,1197200,385.75
2017-03-10,387,387.55,380,380.95,1028300,380.95
2017-03-13,380.95,380.95,380.95,380.95,0,380.95
2017-03-14,388,388,382.5,384.95,946700,384.95
2017-03-15,385,393.5,384.2,389,2138700,389
2017-03-16,392.85,392.95,387.25,390.1,1007900,390.1
2017-03-17,391.4,393.15,385.1,388.45,1050500,388.45
2017-03-20,389.2,392.3,386.55,390.4,978300,390.4
2017-03-21,392,395,386.3,388.4,1145000,388.4
2017-03-22,385,387.4,381.5,384.35,820200,384.35
2017-03-23,388.9,388.9,382.65,385.95,2244500,385.95
2017-03-24,387.5,392.2,387,388.2,699900,388.2
2017-03-27,388.3,391.1,383.75,388,1096700,388
2017-03-28,391,393,387.25,391.25,938300,391.25
2017-03-29,394,415.6,393.65,413.25,5490900,413.25
2017-03-30,419,424.75,412,413.35,9005400,413.35
2017-03-31,414.4,416.2,410,412.1,1929700,412.1
2017-04-03,415.9,418,412.75,413.9,2066000,413.9
2017-04-04,413.9,413.9,413.9,413.9,0,413.9
2017-04-05,415,419.6,414.05,415.05,1669800,415.05
2017-04-06,413.4,415.25,409.45,413.05,1022300,413.05
2017-04-07,413.05,416.75,408.75,410.05,2050500,410.05
2017-04-10,410.4,413.65,407.15,411.75,642900,411.75
2017-04-11,413.55,417,410.6,414.25,2274500,414.25
2017-04-12,416,416,405.8,408.9,1518000,408.9
2017-04-13,410.4,410.4,403.3,404.55,1305200,404.55
2017-04-14,404.55,404.55,404.55,404.55,0,404.55
2017-04-17,405.25,409.9,401.3,407.45,552400,407.45
2017-04-18,409.7,415.85,406.2,407.8,1579600,407.8
2017-04-19,409.5,415.9,407.85,414.4,1158400,414.4
2017-04-20,415.4,420.4,412.1,418.95,2137800,418.95
2017-04-21,422,423.45,410.6,413.8,1146600,413.8
