"Date","SRTRANSFIN.NS.Open","SRTRANSFIN.NS.High","SRTRANSFIN.NS.Low","SRTRANSFIN.NS.Close","SRTRANSFIN.NS.Volume","SRTRANSFIN.NS.Adjusted"
2016-09-28,1150.1,1185.2,1150.1,1179.9,400300,1175.46
2016-09-29,1185.45,1197.4,1102.15,1123.5,733900,1119.27
2016-09-30,1123,1170,1122.3,1162.65,508200,1158.27
2016-10-03,1173.7,1230,1150,1219.15,703800,1214.56
2016-10-04,1222.7,1235,1201.55,1213.35,495300,1208.78
2016-10-05,1214,1242,1207.5,1232.2,453900,1227.56
2016-10-06,1233,1255,1197.35,1206.4,770100,1201.86
2016-10-07,1206.4,1219.1,1184.4,1191,596300,1186.52
2016-10-10,1202.35,1203.95,1175.5,1178.05,205300,1173.62
2016-10-11,1178.05,1178.05,1178.05,1178.05,0,1173.62
2016-10-12,1178.05,1178.05,1178.05,1178.05,0,1173.62
2016-10-13,1169.4,1169.4,1139.9,1151.3,449900,1146.97
2016-10-14,1155,1161.9,1142.8,1156.95,486600,1152.6
2016-10-17,1152.3,1168.15,1123.8,1131.5,457000,1127.24
2016-10-18,1132,1159.95,1112.3,1153.75,799900,1149.41
2016-10-19,1163,1175,1133.85,1141.7,638900,1137.4
2016-10-20,1155,1159.5,1132.8,1139.45,1019900,1135.16
2016-10-21,1135.5,1155,1132.3,1151.45,384800,1147.12
2016-10-24,1158.5,1170,1148.4,1154.6,487300,1150.26
2016-10-25,1154.2,1164,1143.1,1157.15,482800,1152.8
2016-10-26,1155.3,1155.3,1119.6,1127.95,695200,1123.71
2016-10-27,1129,1129,1081.05,1091.05,624800,1086.94
2016-10-28,1085,1109.5,1069,1079.8,602600,1075.74
2016-10-31,1079.8,1079.8,1079.8,1079.8,0,1075.74
2016-11-01,1081.25,1098.55,1050.1,1053.75,572500,1049.78
2016-11-02,1049,1067.9,1034.05,1062.95,882600,1058.95
2016-11-03,1052.5,1075,1041.1,1046.65,470200,1046.65
2016-11-04,1047.1,1055.05,1015.05,1030.85,450700,1030.85
2016-11-07,1039.15,1061.8,1018.55,1035.05,369900,1035.05
2016-11-08,1038.95,1065.6,1037.95,1056.45,537300,1056.45
2016-11-09,1010,1010,845.2,987.95,1610600,987.95
2016-11-10,1000,1037.55,958.6,966.45,1624300,966.45
2016-11-11,956.4,956.4,822.45,882.05,2433800,882.05
2016-11-14,882.05,882.05,882.05,882.05,0,882.05
2016-11-15,896,896,805,837.4,2232000,837.4
2016-11-16,860,885.95,841.1,852.2,1349900,852.2
2016-11-17,858.95,884.95,837.45,845.05,1546500,845.05
2016-11-18,847,855.45,828.25,831.75,928300,831.75
2016-11-21,839.85,839.85,795,828.55,1350700,828.55
2016-11-22,845,852.95,805.5,825.5,545700,825.5
2016-11-23,839.95,858.95,817,852.35,1341400,852.35
2016-11-24,851.75,882.95,844.05,871.65,1681700,871.65
2016-11-25,880,934.9,877,914.1,1337300,914.1
2016-11-28,909.9,938,905.05,928,738400,928
2016-11-29,929,938.95,903.8,908.55,832300,908.55
2016-11-30,917.6,917.6,898.2,904.45,901700,904.45
2016-12-01,907,917.55,890,901.6,545200,901.6
2016-12-02,881.1,904.2,881.1,895.55,595200,895.55
2016-12-05,895.6,907,891.5,896.5,883700,896.5
2016-12-06,904.8,928.9,900.95,920.55,603700,920.55
2016-12-07,925,925,890.9,898.2,2209400,898.2
2016-12-08,912,916,897,909.8,1805000,909.8
2016-12-09,898,912.45,877.5,889.75,1199300,889.75
2016-12-12,887.9,903,862.3,867.8,456000,867.8
2016-12-13,869,878,838.3,843.85,577300,843.85
2016-12-14,854,864,838,840.85,689700,840.85
2016-12-15,844,866.5,831.25,852.35,681800,852.35
2016-12-16,863.5,865.35,844.55,848.35,688500,848.35
2016-12-19,852,852,825,829.1,593100,829.1
2016-12-20,822.1,827.45,805,810.65,1086500,810.65
2016-12-21,815,824.5,806.4,809.65,793200,809.65
2016-12-22,810.6,820.85,788,791.45,1099500,791.45
2016-12-23,792,817.95,790,803.65,1297200,803.65
2016-12-26,801.15,802,778.05,785.25,527800,785.25
2016-12-27,791,811.95,785,808.35,320200,808.35
2016-12-28,810,829.45,803.65,814.65,498400,814.65
2016-12-29,815.6,839,815.6,832.05,814500,832.05
2016-12-30,839,863.55,836,853.45,777400,853.45
2017-01-02,856.65,890,855,884.4,796800,884.4
2017-01-03,890,907.9,880.3,892.95,642300,892.95
2017-01-04,886,915.25,886,911.8,677900,911.8
2017-01-05,919.7,924,909,914.85,1309200,914.85
2017-01-06,925,943.9,917.15,927.85,942100,927.85
2017-01-09,932,943.5,912.2,929.5,372100,929.5
2017-01-10,935.9,942,926,939.45,301000,939.45
2017-01-11,940,986.95,932.55,965.8,1143600,965.8
2017-01-12,972,976.7,933,942.6,1067000,942.6
2017-01-13,948.9,958.95,940.5,955.3,283200,955.3
2017-01-16,962,968.55,944.5,960.8,414900,960.8
2017-01-17,962,976.45,949,955.2,343700,955.2
2017-01-18,950,966.8,942.75,947.45,404100,947.45
2017-01-19,949,949.25,938.1,942.95,461600,942.95
2017-01-20,942.5,942.5,907.7,912.25,631300,912.25
2017-01-23,912.5,930.4,905,920.3,536100,920.3
2017-01-24,926.5,946.7,921.05,943.35,547600,943.35
2017-01-25,945.05,954.8,935.75,951.35,766800,951.35
2017-01-26,951.35,951.35,951.35,951.35,0,951.35
2017-01-27,954.7,980,947.1,961.45,823400,961.45
2017-01-30,962.5,983,936.8,978.05,537200,978.05
2017-01-31,987.8,996.65,933.6,954.75,995700,954.75
2017-02-01,948.7,985,935,979.75,924400,979.75
2017-02-02,980,984.7,964.65,970.7,428400,970.7
2017-02-03,974.8,980.85,960.2,963.95,445700,963.95
2017-02-06,970,979.9,955,964.3,342300,964.3
2017-02-07,967,970,938.4,949.45,317100,949.45
2017-02-08,954,962.95,938.9,954.65,445900,954.65
2017-02-09,952.85,961.45,940,952.5,1384900,952.5
2017-02-10,953,978.85,953,964.65,1114900,964.65
2017-02-13,967.35,971.9,955,966.3,283000,966.3
2017-02-14,968.4,968.4,947,951.1,574300,951.1
2017-02-15,935.1,963,925,933.55,653500,933.55
2017-02-16,937,951.9,927.3,942.15,397800,942.15
2017-02-17,949,958.95,929.1,939.65,446300,939.65
2017-02-20,942.25,945.8,934,941.75,295900,941.75
2017-02-21,942,951.8,935.15,948.5,376900,948.5
2017-02-22,952,952.8,936.5,944.45,588100,944.45
2017-02-23,945,954.25,928.1,933.6,2368500,933.6
2017-02-24,933.6,933.6,933.6,933.6,0,933.6
2017-02-27,933.5,941.8,930.25,933.55,378700,933.55
2017-02-28,935,937.95,925.6,929.2,538500,929.2
2017-03-01,931,935.45,911.45,925.65,691600,925.65
2017-03-02,926.9,934.15,895.05,899.2,492200,899.2
2017-03-03,890.4,928.5,888.2,919.6,1006900,919.6
2017-03-06,916.1,938,916.1,933.7,482100,933.7
2017-03-07,937,957,934.05,952.2,882100,952.2
2017-03-08,955,966.45,943.5,960.3,759800,960.3
2017-03-09,958.65,968.55,955.35,960.95,1314800,960.95
2017-03-10,958.5,965.65,954.85,959.35,408700,959.35
2017-03-13,959.35,959.35,959.35,959.35,0,959.35
2017-03-14,979.5,1023.8,979.5,1013.55,2405300,1013.55
2017-03-15,1005.1,1090,1005.1,1068.2,1470800,1068.2
2017-03-16,1071.65,1075.85,1038.8,1050.05,754500,1050.05
2017-03-17,1057,1060.4,1045.1,1056.6,1111900,1056.6
2017-03-20,1065,1065.9,1044.5,1053.7,346600,1053.7
2017-03-21,1056.7,1062.5,1021,1049.65,573200,1049.65
2017-03-22,1039,1041.2,1025.25,1034.35,702700,1034.35
2017-03-23,1035,1050.05,1021.55,1032.9,559000,1032.9
2017-03-24,1038,1047,1028.25,1031.9,711600,1031.9
2017-03-27,1029,1049.15,1016.15,1020.8,562500,1020.8
2017-03-28,1030,1079.55,1026,1073.6,1230500,1073.6
2017-03-29,1078,1078,1046.4,1062.2,642700,1062.2
2017-03-30,1067,1085,1041.65,1052.7,1425800,1052.7
2017-03-31,1062.5,1084.15,1052,1078,710100,1078
2017-04-03,1085,1109,1084.05,1104.1,546600,1104.1
2017-04-04,1104.1,1104.1,1104.1,1104.1,0,1104.1
2017-04-05,1105,1119.5,1088.65,1107.55,736100,1107.55
2017-04-06,1090,1105.05,1082.55,1094,618300,1094
2017-04-07,1087,1102.15,1080.05,1088.15,319600,1088.15
2017-04-10,1100,1110,1077.65,1089.45,776900,1089.45
2017-04-11,1090,1100,1074.1,1084.1,565800,1084.1
2017-04-12,1084,1088.35,1059.7,1066.8,770300,1066.8
2017-04-13,1065,1069.9,1046.1,1050.85,286900,1050.85
2017-04-14,1050.85,1050.85,1050.85,1050.85,0,1050.85
2017-04-17,1058,1082.6,1040.55,1078.45,288200,1078.45
2017-04-18,1080,1088.35,1056.35,1060.45,254100,1060.45
2017-04-19,1052,1098.4,1045,1094.95,680500,1094.95
2017-04-20,1095,1096.95,1071.05,1074.95,371200,1074.95
2017-04-21,1086,1086,1050.2,1053.5,599200,1053.5
