"Date","AMARAJABAT.NS.Open","AMARAJABAT.NS.High","AMARAJABAT.NS.Low","AMARAJABAT.NS.Close","AMARAJABAT.NS.Volume","AMARAJABAT.NS.Adjusted"
2016-09-02,970.59998,1002.34998,970.59998,998,750600,998
2016-09-05,998,998,998,998,0,998
2016-09-06,999,1079.69995,997.04999,1037.19995,1351700,1037.19995
2016-09-07,1040.15002,1051.40002,1011.25,1017.09998,557300,1017.09998
2016-09-08,1020,1046.80005,1017.20001,1026.69995,854700,1026.69995
2016-09-09,1026.69995,1031.09998,1008.59998,1019.20001,287700,1019.20001
2016-09-12,1014.70001,1014.70001,978.65002,985.20001,310900,985.20001
2016-09-13,985.20001,985.20001,985.20001,985.20001,0,985.20001
2016-09-14,989.09998,1011.5,980,1000,573100,1000
2016-09-15,1010.59998,1048.80005,1005.09998,1038.80005,517400,1038.80005
2016-09-16,1054.69995,1062.80005,997.15002,1003.40002,803800,1003.40002
2016-09-19,1010,1018,999.04999,1003.40002,286600,1003.40002
2016-09-20,1008.70001,1013,989.90002,991.59998,245600,991.59998
2016-09-21,999.09998,1006,989.09998,990.65002,240100,990.65002
2016-09-22,1006,1039,998.04999,1032.65002,724900,1032.65002
2016-09-23,1036.65002,1038.44995,1018,1023.29999,332600,1023.29999
2016-09-26,1021.95001,1045,1004.09998,1017.20001,510000,1017.20001
2016-09-27,1022,1031,1004,1010.65002,278900,1010.65002
2016-09-28,1013.04999,1035.80005,1011.45001,1028,746000,1028
2016-09-29,1040,1042,973,998.45001,493000,998.45001
2016-09-30,1000,1014.90002,995,1010.79999,295100,1010.79999
2016-10-03,1014.70001,1035,1010.34998,1029.80005,304100,1029.80005
2016-10-04,1039,1073.69995,1036.55005,1063.69995,908900,1063.69995
2016-10-05,1073.80005,1073.94995,1047.59998,1054.94995,296700,1054.94995
2016-10-06,1064.44995,1065.69995,1034.09998,1040.59998,167400,1040.59998
2016-10-07,1043.09998,1056.90002,1034.09998,1047.80005,304700,1047.80005
2016-10-10,1055,1065,1048.05005,1052.75,206900,1052.75
2016-10-11,1052.75,1052.75,1052.75,1052.75,0,1052.75
2016-10-12,1052.75,1052.75,1052.75,1052.75,0,1052.75
2016-10-13,1056.25,1056.25,1028,1034.65002,214500,1034.65002
2016-10-14,1033,1048,1033,1040.80005,172700,1040.80005
2016-10-17,1043,1045.34998,1012.04999,1018.45001,238300,1018.45001
2016-10-18,1019,1046.09998,1005.29999,1043,292600,1043
2016-10-19,1049.44995,1049.44995,1025,1039.40002,213900,1039.40002
2016-10-20,1040.90002,1057.84998,1028,1034.59998,317600,1034.59998
2016-10-21,1038.55005,1040,1022,1025.44995,151200,1025.44995
2016-10-24,1030,1044.44995,1027.09998,1038.09998,327500,1038.09998
2016-10-25,1045,1054,1029.75,1032.30005,313300,1032.30005
2016-10-26,1038,1038,1013.29999,1018.40002,98700,1018.40002
2016-10-27,1027.90002,1027.90002,995.20001,998.84998,246500,998.84998
2016-10-28,1010,1024.69995,1005,1012.34998,130500,1012.34998
2016-10-31,1012.34998,1012.34998,1012.34998,1012.34998,0,1012.34998
2016-11-01,1026.44995,1047,1024,1038.65002,371200,1038.65002
2016-11-02,1030,1036.94995,1020,1030.34998,258200,1030.34998
2016-11-03,1021,1042.90002,1018.40002,1024.25,155600,1024.25
2016-11-04,1024,1049.69995,1000.70001,1007.45001,399100,1007.45001
2016-11-07,1027,1029.09998,1007.5,1013.65002,182500,1013.65002
2016-11-08,1015.59998,1022.45001,993.25,1014.34998,174200,1014.34998
2016-11-09,963,1005,913,993.90002,452900,993.90002
2016-11-10,1001.15002,1034.75,1001.15002,1007.54999,254900,1007.54999
2016-11-11,1010,1015,957.90002,962,268800,962
2016-11-14,962,962,962,962,0,962
2016-11-15,968,968,841.79999,874.34998,445300,874.34998
2016-11-16,882,958.95001,881,933.34998,660700,933.34998
2016-11-17,941,952.79999,915.90002,929.54999,513800,929.54999
2016-11-18,932,943.90002,915.5,936.5,599200,936.5
2016-11-21,944,944,895,909.04999,496700,909.04999
2016-11-22,920,933.90002,915,926.95001,151800,926.95001
2016-11-23,930,946.75,910,938.34998,174100,938.34998
2016-11-24,935.90002,935.90002,913,919.15002,181500,919.15002
2016-11-25,920,935.29999,910.84998,927.65002,194700,927.65002
2016-11-28,930,946,920,924.59998,235400,924.59998
2016-11-29,929,939.79999,921.20001,926.75,181700,926.75
2016-11-30,928.84998,945,928,939.04999,269900,939.04999
2016-12-01,945,954,939.29999,944.59998,198900,944.59998
2016-12-02,948.79999,948.79999,916.90002,924.34998,168700,924.34998
2016-12-05,924.40002,927.90002,902.75,915.95001,208600,915.95001
2016-12-06,919.95001,925.34998,918.25,922.40002,94900,922.40002
2016-12-07,924.79999,926.90002,909.75,916.75,88900,916.75
2016-12-08,919.95001,936.29999,918,930.40002,178000,930.40002
2016-12-09,937,941.79999,923.04999,927.65002,102500,927.65002
2016-12-12,925.45001,926,892.59998,900.29999,468800,900.29999
2016-12-13,893.20001,910,888.34998,906.84998,216700,906.84998
2016-12-14,909.90002,909.90002,898.79999,900.45001,110200,900.45001
2016-12-15,900,918.90002,892,909.79999,138200,909.79999
2016-12-16,912.90002,918.70001,898.5,904,180300,904
2016-12-19,896.25,905.65002,896.25,900.90002,89500,900.90002
2016-12-20,901,911,876,879,125700,879
2016-12-21,875.20001,892.09998,872,887.09998,187400,887.09998
2016-12-22,895.79999,895.79999,862,869.54999,159000,869.54999
2016-12-23,860,900,840,887.04999,509500,887.04999
2016-12-26,887,887,867.70001,873,140500,873
2016-12-27,875.90002,885.5,856.5,869.59998,326300,869.59998
2016-12-28,870.20001,886,869.25,870.59998,175200,870.59998
2016-12-29,874.59998,879.90002,865,873.75,172200,873.75
2016-12-30,876,878.20001,868.20001,870.29999,165900,870.29999
2017-01-02,874.79999,900,866,896.59998,249000,896.59998
2017-01-03,898,898,882.29999,889.70001,163100,889.70001
2017-01-04,895,909.90002,889.70001,900.29999,372000,900.29999
2017-01-05,904,936,901,920.5,593100,920.5
2017-01-06,920,933.45001,916.54999,930.40002,197400,930.40002
2017-01-09,933,936,900.34998,904.29999,244300,904.29999
2017-01-10,902.40002,912,895.04999,902,195700,902
2017-01-11,905,911.95001,901.84998,906.79999,178600,906.79999
2017-01-12,914.90002,914.90002,891.09998,895.5,185300,895.5
2017-01-13,897.15002,910.70001,895.95001,900.20001,238000,900.20001
2017-01-16,900,903.70001,891,893.59998,227400,893.59998
2017-01-17,899.25,907.84998,876,905.70001,126600,905.70001
2017-01-18,902,927.65002,902,926.09998,319600,926.09998
2017-01-19,925,941,915.40002,924.65002,314000,924.65002
2017-01-20,924.65002,934.90002,895.04999,901.45001,171900,901.45001
2017-01-23,889.34998,890.04999,855,870.59998,571000,870.59998
2017-01-24,871.79999,879,855.54999,858.09998,591600,858.09998
2017-01-25,866,892.45001,863,886.15002,479300,886.15002
2017-01-26,886.15002,886.15002,886.15002,886.15002,0,886.15002
2017-01-27,890,915.95001,888.90002,904,371300,904
2017-01-30,902,925,895,914.15002,291100,914.15002
2017-01-31,913.09998,916.65002,892.15002,897.95001,172800,897.95001
2017-02-01,898.95001,904.59998,879,900.15002,458300,900.15002
2017-02-02,900,925,895.25,909.54999,369600,909.54999
2017-02-03,914,915.5,900.65002,908.15002,135300,908.15002
2017-02-06,915,915,885.09998,892.75,481700,892.75
2017-02-07,891.95001,895.5,882.04999,886.54999,255900,886.54999
2017-02-08,889,891.95001,871.25,874.90002,388400,874.90002
2017-02-09,878.90002,885.59998,871.70001,880.29999,162400,880.29999
2017-02-10,890,890,870,872.40002,222200,872.40002
2017-02-13,878.65002,879.45001,861.09998,869.29999,223200,869.29999
2017-02-14,872.25,873.95001,858,860.29999,204600,860.29999
2017-02-15,864.90002,864.90002,842.54999,848.5,242400,848.5
2017-02-16,854.90002,854.90002,831.5,849.5,721300,849.5
2017-02-17,859.90002,864.65002,847.70001,854.40002,757300,854.40002
2017-02-20,859,866.40002,855,863.09998,650300,863.09998
2017-02-21,863,867.5,857,859,379000,859
2017-02-22,856.20001,859.70001,847.79999,849,289300,849
2017-02-23,850,855,842,845.70001,382600,845.70001
2017-02-24,845.70001,845.70001,845.70001,845.70001,0,845.70001
2017-02-27,846,864.75,843,861.40002,340300,861.40002
2017-02-28,865,874.90002,856.79999,858.40002,572300,858.40002
2017-03-01,863,863.75,850.09998,851.59998,380700,851.59998
2017-03-02,856.59998,859.40002,842.15002,844.54999,253300,844.54999
2017-03-03,850.5,853.75,835.95001,850.09998,368700,850.09998
2017-03-06,853.79999,854.5,842.54999,848.70001,207400,848.70001
2017-03-07,850.04999,853,840.25,841.20001,453600,841.20001
2017-03-08,843.90002,845.70001,829.5,831.95001,360900,831.95001
2017-03-09,826.20001,831.04999,821.54999,823.25,270400,823.25
2017-03-10,825,838,823,828.54999,722400,828.54999
2017-03-13,828.54999,828.54999,828.54999,828.54999,0,828.54999
2017-03-14,845,845,831,832.29999,564500,832.29999
2017-03-15,834.90002,870,831.79999,865.40002,1536200,865.40002
2017-03-16,873,896,872.45001,884.90002,1061200,884.90002
2017-03-17,891,892,870.75,877.75,362000,877.75
2017-03-20,880.90002,886,868.25,874.25,414400,874.25
2017-03-21,874.34998,874.40002,855.15002,862.79999,264600,862.79999
2017-03-22,856,878,848,869,481400,869
2017-03-23,873.90002,883.25,871.15002,881.04999,490800,881.04999
2017-03-24,887,894.5,872,875.95001,674300,875.95001
2017-03-27,875.95001,880.54999,859,860.59998,326500,860.59998
2017-03-28,863,875.34998,863,871.34998,213700,871.34998
2017-03-29,871.79999,881.09998,870.70001,873.70001,286100,873.70001
2017-03-30,877.5,882.20001,867.04999,870.29999,351200,870.29999
2017-03-31,871.29999,894,871.29999,890.04999,525800,890.04999
2017-04-03,898,915.09998,895,908.34998,861500,908.34998
2017-04-04,908.34998,908.34998,908.34998,908.34998,0,908.34998
2017-04-05,913,913.95001,894.20001,896.04999,618300,896.04999
2017-04-06,890.09998,905.90002,889.29999,902.70001,415800,902.70001
2017-04-07,899.75,905,888.04999,892.04999,175100,892.04999
2017-04-10,894.79999,901,883.5,886.20001,187600,886.20001
2017-04-11,888,903,876.79999,880.65002,642700,880.65002
2017-04-12,881.5,889.20001,867,868.95001,564500,868.95001
2017-04-13,867.45001,875.70001,863.25,865.75,223800,865.75
2017-04-14,865.75,865.75,865.75,865.75,0,865.75
2017-04-17,862.75,870,853.75,855.65002,246500,855.65002
2017-04-18,855.65002,870,853,855.65002,424300,855.65002
2017-04-19,856,874.25,848.90002,868.84998,556700,868.84998
2017-04-20,875,888,863.5,867,1190000,867
2017-04-21,872.79999,877.40002,867,874.75,550300,874.75
