"Date","CAIRN.NS.Open","CAIRN.NS.High","CAIRN.NS.Low","CAIRN.NS.Close","CAIRN.NS.Volume","CAIRN.NS.Adjusted"
2016-09-30,194.55,202.2,192.5,200.05,1660300,187.65
2016-10-03,202.5,209,200.45,208.45,2196600,195.53
2016-10-04,208,218.3,207.6,217.25,3528600,203.79
2016-10-05,218.3,223,217.05,221.7,2415600,207.96
2016-10-06,222.9,231.75,220.35,227.8,3291900,213.68
2016-10-07,227.75,228.6,221.6,223.25,5087400,209.41
2016-10-10,224.25,229.85,224.25,227.55,2812300,213.45
2016-10-11,227.55,227.55,227.55,227.55,0,213.45
2016-10-12,227.55,227.55,227.55,227.55,0,213.45
2016-10-13,225.15,226.6,219.7,223.6,2143000,209.74
2016-10-14,224,226,221.7,224.65,1385800,210.73
2016-10-17,223.2,227,220,221.6,1329600,207.87
2016-10-18,223,225,220.7,224.05,3026600,210.16
2016-10-19,225,228.75,223.8,226.5,2420500,212.46
2016-10-20,228.4,236.6,228,235.75,3293900,221.14
2016-10-21,235.15,235.95,230,232.1,1437500,217.72
2016-10-24,235,235.6,230.8,231.45,3157600,217.11
2016-10-25,231,232.45,226.4,230.55,3203200,216.26
2016-10-26,229.6,232.35,224.9,226.95,1870100,212.88
2016-10-27,226,227.35,223,223.7,2959700,209.84
2016-10-28,224,228.15,223.5,226,5667400,211.99
2016-10-31,226,226,226,226,0,211.99
2016-11-01,228,245.8,225.9,242.7,9363300,227.66
2016-11-02,238,244.85,237.15,240.95,6151200,226.02
2016-11-03,239.1,246.8,237.15,240.1,5608800,225.22
2016-11-04,240.65,243.35,230.9,237.5,3906200,222.78
2016-11-07,241.4,245,240.25,242.4,1949500,227.38
2016-11-08,243.4,249.75,241.4,245.15,2956300,229.96
2016-11-09,230.1,243.9,223.6,242.6,2925600,227.56
2016-11-10,248,258.9,248,253.45,2928400,237.74
2016-11-11,251,257.3,249.1,252.15,2790300,236.52
2016-11-14,252.15,252.15,252.15,252.15,0,236.52
2016-11-15,250.1,257,232,233.7,4069100,219.22
2016-11-16,239.2,240.05,229.8,231.25,2388300,216.92
2016-11-17,231.25,241.3,229.05,236.8,4879200,222.12
2016-11-18,236.8,239,224.8,226.5,4212500,212.46
2016-11-21,227.3,230.45,215.65,221.1,2983100,207.4
2016-11-22,224.5,232.25,223.95,231.5,4053400,217.15
2016-11-23,234.5,242.5,232.4,241.05,2995900,226.11
2016-11-24,241.9,246.45,240,244.25,4323500,229.11
2016-11-25,245,249.4,241.25,243.45,2362500,228.36
2016-11-28,242.1,251.65,241.65,250,3477700,234.51
2016-11-29,251.9,253,246.3,247.85,2535900,232.49
2016-11-30,248,254.3,242.7,251.6,3897700,236.01
2016-12-01,257,257.5,248.7,249.85,3080000,234.37
2016-12-02,248.4,250.95,244,245.9,1960100,230.66
2016-12-05,244.5,251.4,244.3,250.5,1294400,234.98
2016-12-06,253.25,253.25,248.8,251,1283900,235.44
2016-12-07,251.8,255.5,249.6,252.75,1191700,237.09
2016-12-08,256,264.3,255.5,263.5,2800600,247.17
2016-12-09,264.85,266.1,261.8,264.65,1599400,248.25
2016-12-12,266.7,268.1,264.6,266.35,1592900,249.84
2016-12-13,267,267,260.5,262.45,1393500,246.18
2016-12-14,262,263.55,259,261,1522000,244.82
2016-12-15,258,263.05,256.3,261.55,1077600,245.34
2016-12-16,260.6,262.6,255.55,256,1999600,240.13
2016-12-19,254.8,256.55,252.3,253.95,844900,238.21
2016-12-20,254.5,254.5,247.9,251.4,956100,235.82
2016-12-21,252.9,254.45,248.7,252.85,2236000,237.18
2016-12-22,251.6,251.6,241.55,243.3,1833000,228.22
2016-12-23,241,247.2,237.6,243.95,2300700,228.83
2016-12-26,242.5,243.05,233.6,235.6,1044500,221
2016-12-27,235.7,243.35,232.2,242.55,1335200,227.52
2016-12-28,242.4,243.95,237.5,238.45,1358400,223.67
2016-12-29,238.05,243.4,237.15,241.95,4960600,226.96
2016-12-30,242.85,244.6,240.6,242.15,1039400,227.14
2017-01-02,242,248.45,241.1,247,803100,231.69
2017-01-03,248.25,249.75,244.5,246.85,865600,231.55
2017-01-04,249,249.4,242.6,243.4,1579400,228.32
2017-01-05,244.9,254.95,244.45,254.1,1470100,238.35
2017-01-06,254.4,258.6,252.65,255.7,1657600,239.85
2017-01-09,256.1,258.8,255.5,256.6,1749500,240.7
2017-01-10,255.9,260.1,255.05,258.7,967000,242.67
2017-01-11,259,264.3,259,263.65,1093500,247.31
2017-01-12,264.7,267.55,261.15,267.1,1617900,250.55
2017-01-13,268.4,269,262.85,264.1,797400,247.73
2017-01-16,263.8,268.7,262.7,268.25,665900,251.63
2017-01-17,268.75,268.75,260.65,261.95,1025500,245.72
2017-01-18,263.5,271.45,262.65,269.45,2159800,252.75
2017-01-19,268.25,271.8,266.05,270.4,1629500,253.64
2017-01-20,269,269.7,260.4,262.4,1982400,246.14
2017-01-23,262.35,271,262.05,270.4,1438600,253.64
2017-01-24,270.9,276.3,269.15,275.35,1790800,258.29
2017-01-25,278,281.45,276.6,280.6,3395200,263.21
2017-01-26,280.6,280.6,280.6,280.6,0,263.21
2017-01-27,281,282.15,278.1,279.5,961900,262.18
2017-01-30,279.4,284.45,276.55,283.65,1197400,266.07
2017-01-31,283.5,284.5,275.6,276.5,1318600,259.36
2017-02-01,277.55,285,274.65,283.85,1818000,266.26
2017-02-02,283,286.25,278.25,283.9,1502200,266.31
2017-02-03,283,284.85,273.2,276.25,1240800,259.13
2017-02-06,276.8,279.6,272,275.2,1493100,258.14
2017-02-07,274.5,279.85,270.6,272.55,1437200,255.66
2017-02-08,273.1,276.8,272,275.4,1420500,258.33
2017-02-09,276.35,278,271.25,274.35,1783900,257.35
2017-02-10,276.1,277.3,268.8,272.75,2062100,255.85
2017-02-13,275.7,282.65,275,282,2010600,264.52
2017-02-14,282.3,283.25,275.1,278.6,1442200,261.33
2017-02-15,279.4,282.45,271.2,274.8,1800200,257.77
2017-02-16,275,288.8,270.1,287.5,1873600,269.68
2017-02-17,287.1,289.5,283.7,287.8,1807700,269.96
2017-02-20,286.9,295.8,282.15,294.6,1564800,276.34
2017-02-21,295,298.75,292,292.95,1576800,274.79
2017-02-22,294.8,295.95,287.9,289,3028900,271.09
2017-02-23,288.1,292.4,284.2,286.25,2313200,268.51
2017-02-24,286.25,286.25,286.25,286.25,0,268.51
2017-02-27,285.85,287.75,280.4,281.3,951900,263.87
2017-02-28,280.75,285.75,280.75,284.1,1731900,266.49
2017-03-01,285,292.5,282.7,291.55,2684000,273.48
2017-03-02,293.7,300,293.45,295.8,2495600,277.47
2017-03-03,295.45,296.05,290.05,294.2,1839400,275.97
2017-03-06,294.95,295.85,290.6,293.65,799500,275.45
2017-03-07,293.6,293.6,287.4,288.75,1020600,270.85
2017-03-08,289.55,289.85,277,279.4,1547800,262.08
2017-03-09,278.4,285.5,275.7,282.9,3061500,265.37
2017-03-10,282.65,284.15,276.4,277.95,1491300,260.72
2017-03-13,277.95,277.95,277.95,277.95,0,260.72
2017-03-14,281,286.9,279.4,282.5,1992100,264.99
2017-03-15,282.5,287,280.65,285.8,2106200,268.09
2017-03-16,287.5,295.8,287.5,294.3,2913700,276.06
2017-03-17,295.1,298,291.3,294.55,5246000,276.3
2017-03-20,295,296,290.8,293.35,2022100,275.17
2017-03-21,292.45,293.85,286.5,291.35,2521800,273.29
2017-03-22,287,293.75,285.55,291.9,3320600,273.81
2017-03-23,298,305.8,293.85,299.8,12480600,281.22
2017-03-24,301,301.8,295,296,3853900,277.66
2017-03-27,296.35,297,289.05,292.3,5189500,274.18
2017-03-28,293.4,297.55,291.75,293.8,5403800,275.59
2017-03-29,295.4,299.4,293.5,297.65,6130500,279.2
2017-03-30,299.5,302.85,297.3,300,14994500,281.41
2017-03-31,302.5,308.8,300,305.85,4427500,286.9
2017-04-03,305,307.1,303.8,305.05,1880700,286.14
2017-04-04,305.05,305.05,305.05,305.05,0,286.14
2017-04-05,304.9,306.25,301.7,303.1,2945300,284.32
2017-04-06,302,305.4,298.05,300.35,2447800,281.74
2017-04-07,300.1,303.55,298.05,299.05,1776500,280.52
2017-04-10,298.5,303.2,296.9,301.7,2006100,283
2017-04-11,303.75,305.5,301.2,304.25,3787800,285.39
2017-04-12,311.1,313.05,307.05,309.15,10313300,289.99
2017-04-13,308,308.3,294.1,295.4,4001000,277.09
2017-04-14,295.4,295.4,295.4,295.4,0,277.09
2017-04-17,294.1,294.8,286.8,288.25,2538100,270.39
2017-04-18,288.25,297.35,280.85,282.1,4431700,264.62
2017-04-19,281.35,289.9,278.1,286.7,3853400,268.93
2017-04-20,290,291.5,284.7,288.55,6308200,270.67
2017-04-21,288,288.85,284.25,285.6,8918900,267.9
