"Date","VEDL.NS.Open","VEDL.NS.High","VEDL.NS.Low","VEDL.NS.Close","VEDL.NS.Volume","VEDL.NS.Adjusted"
2016-09-06,173.7,175.8,172.85001,174.60001,5841800,161.90991
2016-09-07,178.2,180.8,172.64999,173.60001,15020000,160.98259
2016-09-08,174.8,177.85001,173.7,175.3,8909500,162.55903
2016-09-09,176,176.64999,170.7,171.25,8131300,158.80339
2016-09-12,167.39999,176.3,158.5,161.3,28341200,149.57657
2016-09-13,161.3,161.3,161.3,161.3,0,149.57657
2016-09-14,165.89999,166.8,160.60001,165.85001,17809700,153.79587
2016-09-15,166.2,166.89999,162,165.60001,8663500,153.56404
2016-09-16,166,168.25,159.10001,162.2,11305300,150.41115
2016-09-19,161.8,165.89999,161.10001,164.7,6832800,152.72944
2016-09-20,164.75,165.7,162.8,164.14999,6518700,152.21942
2016-09-21,164,166.89999,163.2,165.25,6661000,153.23947
2016-09-22,167.45,170.35001,165.3,168.64999,8346500,156.39235
2016-09-23,169,172.8,167.25,170.39999,12914400,158.01516
2016-09-26,169.10001,171.2,167,168.60001,8560500,156.346
2016-09-27,169.10001,170,165.55,166.60001,5235700,154.49136
2016-09-28,165.95,175.45,165.7,174.8,10469900,162.09537
2016-09-29,176.5,177.89999,166.5,168.60001,17069500,156.346
2016-09-30,164.5,173.75,164.5,172.05,10684200,159.54525
2016-10-03,173.85001,179.25,173.2,178.75,10155700,165.75828
2016-10-04,179.89999,188.25,178.95,187,18699000,173.40866
2016-10-05,188.3,193,188.10001,191.7,15449200,177.76706
2016-10-06,192,201.39999,190.39999,197.5,25679200,183.14551
2016-10-07,197.05,198.14999,192.75,194.85001,16820200,180.68812
2016-10-10,198,201.7,196.8,199.55,13383500,185.04652
2016-10-11,199.55,199.55,199.55,199.55,0,185.04652
2016-10-12,199.55,199.55,199.55,199.55,0,185.04652
2016-10-13,197.89999,199.35001,192.39999,196,12212400,181.75453
2016-10-14,195.7,197.7,192.8,195.7,8106300,181.47634
2016-10-17,194,198,191.2,193,8720700,178.97258
2016-10-18,195,196.8,192.45,196.39999,10308900,182.12546
2016-10-19,197.5,200.89999,196.25,198.5,10003800,184.07283
2016-10-20,200.10001,208.55,199.5,207.60001,15749400,192.51144
2016-10-21,207.39999,207.39999,202.05,203.10001,9803800,188.3385
2016-10-24,203.5,205.85001,201.60001,202.35001,7033000,187.64302
2016-10-25,202.3,204.7,197.89999,203.95,9453300,189.12672
2016-10-26,202.10001,205.64999,199.2,201.39999,7907400,186.76205
2016-10-27,201,202.5,199,199.64999,11324300,185.13924
2016-10-28,200.64999,204,198.60001,202.60001,14116700,187.87485
2016-10-31,202.60001,202.60001,202.60001,202.60001,0,187.87485
2016-11-01,204.95,223.3,202.55,219.8,32288700,203.82473
2016-11-02,215,222.25,214.60001,218.25,18435200,202.38738
2016-11-03,217,225.89999,216.3,217.8,16636000,201.97009
2016-11-04,219.8,222.2,207.35001,212.75,16862500,197.28713
2016-11-07,217.2,219.85001,213.85001,215.75,10599200,201.72842
2016-11-08,217.45,222.5,215.39999,219.85001,13020700,205.56197
2016-11-09,205.2,218.85001,197.89999,217.64999,18615600,203.50494
2016-11-10,224.05,233.7,223.05,229.3,22574200,214.39781
2016-11-11,226,233.5,224.35001,229.8,17352100,214.86532
2016-11-14,229.8,229.8,229.8,229.8,0,214.86532
2016-11-15,226.25,229.8,207.89999,209.55,19801500,195.93136
2016-11-16,215.55,216,205.05,206.7,13357800,193.26658
2016-11-17,207.10001,218,204.89999,213.89999,18214500,199.99865
2016-11-18,214.2,214.8,201.8,203.35001,13408100,190.1343
2016-11-21,204.10001,207.89999,192.2,196.75,16042500,183.96323
2016-11-22,201,208.14999,200.39999,206.89999,12753900,193.45358
2016-11-23,210.60001,217.89999,208.5,216.8,18128300,202.71019
2016-11-24,217,223.85001,215.25,221.8,21724800,207.38524
2016-11-25,223.7,228.5,219.8,223.25,16972400,208.741
2016-11-28,223.5,229.89999,219.8,228.60001,14342100,213.74331
2016-11-29,229.39999,232.3,227.55,228.55,14745700,213.69656
2016-11-30,226.5,230.95,222.60001,229.85001,13649800,214.91207
2016-12-01,233.05,233.39999,226.25,226.89999,9165000,212.15378
2016-12-02,224,227.45,221.7,223.05,8595500,208.554
2016-12-05,222.10001,227.60001,222,226.60001,8193800,211.87329
2016-12-06,228,230.45,226.05,229.10001,8399400,214.21081
2016-12-07,228.89999,233.5,228,231.45,8896900,216.40808
2016-12-08,234.35001,244.89999,233.8,242.95,17131100,227.1607
2016-12-09,243.10001,246.5,241.85001,245.45,11710900,229.49822
2016-12-12,245.35001,248.64999,243.75,246.8,9602100,230.76049
2016-12-13,245.10001,246.25,238.8,239.95,15817100,224.35566
2016-12-14,238.64999,240.7,235.2,235.89999,11286700,220.56887
2016-12-15,232.75,239.3,231.2,236.10001,9081900,220.75588
2016-12-16,236.2,238.7,229.7,230.3,9753200,215.33282
2016-12-19,227.95,232.05,225.10001,227.25,8533600,212.48104
2016-12-20,226.95,228.2,221.7,224.39999,6958800,209.81626
2016-12-21,225.10001,227.89999,222.5,226.10001,7327900,211.40578
2016-12-22,224.8,224.85001,215.05,216.64999,10456800,202.56993
2016-12-23,215,219.39999,211.3,216.64999,13207300,202.56993
2016-12-26,214.05,214.55,206.8,208.55,10583400,194.99635
2016-12-27,208.14999,215.5,204.8,214.64999,10688700,200.69991
2016-12-28,215.7,217.64999,210.75,211.89999,9487900,198.12863
2016-12-29,212.7,219.10001,211.39999,217,9268600,202.89719
2016-12-30,218.05,219.8,214.85001,216.14999,6694400,202.10242
2017-01-02,216.45,222,214.5,220.95,7344700,206.59047
2017-01-03,222.7,223.89999,219.10001,219.64999,6963200,205.37496
2017-01-04,221.55,222.5,216.35001,216.8,6764500,202.71019
2017-01-05,219,228.7,218.75,227.64999,15074800,212.85504
2017-01-06,228.5,233.7,226.45,230.60001,11996300,215.61333
2017-01-09,230.89999,233.45,230.2,232.55,8181300,217.4366
2017-01-10,232.3,235.35001,229.3,232.60001,10164400,217.48335
2017-01-11,234.75,238.39999,234.10001,237.60001,13171400,222.1584
2017-01-12,238.10001,241.60001,235.2,240.75,6798400,225.10368
2017-01-13,241.75,243.39999,237.14999,238.3,8225900,222.8129
2017-01-16,239,244,236.7,243.35001,7271200,227.53471
2017-01-17,243.95,244.3,235.2,236.10001,7220500,220.75588
2017-01-18,238,246.2,237,244.39999,12128800,228.51646
2017-01-19,243.8,246.39999,241.10001,245.25,8091000,229.31122
2017-01-20,243.60001,245.3,237.3,238.55,8761500,223.04666
2017-01-23,238.89999,245.75,238.25,245.25,7508800,229.31122
2017-01-24,246.3,253.14999,245.14999,252.45,10381600,236.04329
2017-01-25,255,259.39999,252.8,258.60001,15675200,241.79361
2017-01-26,258.60001,258.60001,258.60001,258.60001,0,241.79361
2017-01-27,258,259.39999,256,257.54999,7166500,240.81183
2017-01-30,256.70001,261.79999,253.55,260.70001,10211800,243.75714
2017-01-31,261,261.79999,252.2,253.10001,8807000,236.65106
2017-02-01,254.89999,261.5,250.10001,260.54999,8526200,243.61686
2017-02-02,259,262.20001,253.7,259.85001,8017200,242.96237
2017-02-03,258.89999,260.39999,248.3,250.75,9854500,234.45378
2017-02-06,252.10001,256,248.3,250.75,6348700,234.45378
2017-02-07,251.2,255.7,246.75,248.05,9233100,231.92925
2017-02-08,249,253.25,248.64999,252.35001,6387300,235.9498
2017-02-09,253.60001,254.8,246.75,249.3,7214200,233.09801
2017-02-10,250.75,252.25,245.35001,248,9070800,231.8825
2017-02-13,252.05,258.45001,251.55,256.14999,13320200,239.50283
2017-02-14,257.75,257.85001,249.25,253.60001,14729300,237.11856
2017-02-15,251.55,256.54999,245.10001,247.64999,11609500,231.55524
2017-02-16,249.2,264.45001,242.85001,263.20001,17458400,246.09466
2017-02-17,263.5,266,259.25,263.45001,11546100,246.32842
2017-02-20,263.25,272.35001,260.79999,270.39999,11942100,252.82672
2017-02-21,271,274.60001,267.60001,268.85001,11722200,251.37746
2017-02-22,271,271,262.10001,262.89999,9040900,245.81414
2017-02-23,262.39999,267.20001,259.54999,262.85001,12089100,245.7674
2017-02-24,262.85001,262.85001,262.85001,262.85001,0,245.7674
2017-02-27,260,263.70001,255,255.55,10760200,238.94183
2017-02-28,255.8,260.79999,255.10001,259.10001,8429400,242.26112
2017-03-01,261,266.89999,257.54999,265.5,11659000,248.24518
2017-03-02,269,276,268,270.89999,20340300,253.29422
2017-03-03,269.25,271.64999,264.10001,267.5,10162700,250.1152
2017-03-06,269.25,270,263.10001,266.25,6902200,248.94643
2017-03-07,266,266.95001,259.29999,260.35001,9252800,243.42988
2017-03-08,260.35001,261,250.25,252.2,15429800,235.80954
2017-03-09,253.5,255.64999,249.64999,252.60001,14714000,236.18355
2017-03-10,253.39999,255,247.25,248.5,10464600,232.35
2017-03-13,248.5,248.5,248.5,248.5,0,232.35
2017-03-14,254,257.25,251.7,253.7,10922200,237.21205
2017-03-15,254.10001,257,251.10001,256.10001,9289500,239.45609
2017-03-16,260.5,265.39999,259.04999,264.54999,13837200,247.3569
2017-03-17,267,268.64999,261.10001,264.85001,10817300,247.63742
2017-03-20,265.64999,265.70001,261.20001,263.29999,11405100,246.18814
2017-03-21,263.54999,264.04999,257.64999,261.64999,8771400,244.64538
2017-03-22,258.5,262.35001,255.5,261.10001,12903800,244.13114
2017-03-23,266,270.35001,263.64999,265.70001,13869100,248.43219
2017-03-24,268.35001,269.20001,265.29999,267.04999,11450500,249.69443
2017-03-27,265.25,267.75,260.35001,261.20001,6491000,244.22464
2017-03-28,263.5,267.5,262.25,265.10001,7356500,247.87118
2017-03-29,267,269.79999,265.39999,268.79999,8025800,251.3307
2017-03-30,269.75,276.60001,268.10001,274.5,22199900,256.66027
2017-03-31,274.95001,278.10001,273.54999,274.95001,8135900,257.08103
2017-04-03,276.10001,277.5,271.54999,272.70001,5736700,254.97726
2017-04-04,272.70001,272.70001,272.70001,272.70001,0,254.97726
2017-04-05,273.29999,274.70001,271.64999,272.64999,5644200,254.93049
2017-04-06,271.29999,274.75,267.75,270.35001,8936500,252.77998
2017-04-07,269,272.64999,267.89999,268.79999,8752900,251.3307
2017-04-10,269,273.60001,267.95001,272.35001,6980800,254.65
2017-04-11,256.5,257.35001,252.25,252.75,10950100,252.75
2017-04-12,255.60001,262.5,255.60001,258.25,18068900,258.25
2017-04-13,256.54999,256.54999,242.10001,243.60001,11638500,243.60001
2017-04-14,243.60001,243.60001,243.60001,243.60001,0,243.60001
2017-04-17,243.5,243.5,234.60001,235.8,12039300,235.8
2017-04-18,237.39999,246.89999,229.14999,230.2,21998200,230.2
2017-04-19,231.05,236.89999,226.5,234.14999,18508000,234.14999
2017-04-20,237.05,237.8,231.8,233.55,10863600,233.55
2017-04-21,234.75,236,230.3,231.85001,12483000,231.85001
