"Date","CAPF.NS.Open","CAPF.NS.High","CAPF.NS.Low","CAPF.NS.Close","CAPF.NS.Volume","CAPF.NS.Adjusted"
2016-11-30,569.7,579.85,563,565.95,172800,565.95
2016-12-01,568.9,569.8,550.1,552.3,152100,552.3
2016-12-02,549.2,550,525,528.25,231000,528.25
2016-12-05,532,548,525.55,531.85,168500,531.85
2016-12-06,536.95,549,536.6,540.95,332900,540.95
2016-12-07,544.8,559.75,536.45,543.95,381000,543.95
2016-12-08,551.9,563.5,550.9,556.75,329700,556.75
2016-12-09,562.7,571,557.3,560.35,293900,560.35
2016-12-12,562.05,562.05,542.1,547.2,126100,547.2
2016-12-13,545,549,530.4,536.6,101100,536.6
2016-12-14,537.1,565.5,537.1,549.45,261400,549.45
2016-12-15,546.9,556.4,535.5,544.45,102400,544.45
2016-12-16,548,551.65,540,543.7,66900,543.7
2016-12-19,540.4,546.15,535.65,539.5,60700,539.5
2016-12-20,542.1,545.5,514.3,526.8,113500,526.8
2016-12-21,529.9,533,520.15,522.35,102000,522.35
2016-12-22,523,528.35,511.6,525.7,111100,525.7
2016-12-23,525.9,538.1,516.05,528.1,135500,528.1
2016-12-26,526,526,510,512.6,79300,512.6
2016-12-27,512.6,534.7,512.6,531.95,126700,531.95
2016-12-28,532,547,530,534.05,133600,534.05
2016-12-29,537.95,556.95,534,549.8,172900,549.8
2016-12-30,553,578.7,553,573.65,228000,573.65
2017-01-02,575,584,564.4,571.85,137400,571.85
2017-01-03,570,598,568.2,588.4,195400,588.4
2017-01-04,589.85,614.9,588.65,608.75,366600,608.75
2017-01-05,613,619,601,605.55,129700,605.55
2017-01-06,607.9,616.2,598.4,602.1,138700,602.1
2017-01-09,605.7,612.3,602.1,603.4,74400,603.4
2017-01-10,608.35,608.4,596.5,599.15,66800,599.15
2017-01-11,605.95,617.8,601.1,610.4,145000,610.4
2017-01-12,614.9,632,609.1,622.95,275200,622.95
2017-01-13,625,627.9,609,610.8,88200,610.8
2017-01-16,610.8,621.6,608.5,610.05,78100,610.05
2017-01-17,615,617.5,607.2,611.4,68700,611.4
2017-01-18,620,629,620,623.45,181900,623.45
2017-01-19,627.5,627.5,603.4,608.4,122700,608.4
2017-01-20,610.5,618,595.25,598.2,91600,598.2
2017-01-23,599.5,603.7,582,583.75,126800,583.75
2017-01-24,586.9,595.55,584.4,591.6,64100,591.6
2017-01-25,592.7,631.05,592.7,626.05,316800,626.05
2017-01-26,626.05,626.05,626.05,626.05,0,626.05
2017-01-27,630,649,630,644.85,262700,644.85
2017-01-30,643.5,665,635.05,658.9,228100,658.9
2017-01-31,660.9,676.8,643,648.05,617700,648.05
2017-02-01,650,685,647.05,679.6,378200,679.6
2017-02-02,681.75,699.9,675.15,692.6,277100,692.6
2017-02-03,694.45,708,681.1,686.45,143500,686.45
2017-02-06,691,698.95,687.8,691.2,79900,691.2
2017-02-07,691.3,697,665.05,673.15,125900,673.15
2017-02-08,675.5,680,663,672.7,110800,672.7
2017-02-09,675.9,686.45,675,677.8,77900,677.8
2017-02-10,683,683,668.05,670.55,57400,670.55
2017-02-13,675,675,650.45,653.25,91300,653.25
2017-02-14,655,675,651.05,656.95,112500,656.95
2017-02-15,650.05,661.95,640.7,646.05,65300,646.05
2017-02-16,648,681.25,648,676.95,127900,676.95
2017-02-17,684.4,697,671,687.4,175600,687.4
2017-02-20,688,696.9,682.25,689.45,86600,689.45
2017-02-21,691.9,691.9,685,687.35,36300,687.35
2017-02-22,690,690,670.6,674.1,66200,674.1
2017-02-23,679.9,686,664.65,667.1,113200,667.1
2017-02-24,667.1,667.1,667.1,667.1,0,667.1
2017-02-27,671.95,679.85,660.3,663.15,101100,663.15
2017-02-28,665,670,653.1,666.75,102600,666.75
2017-03-01,672.9,673.95,653,654.15,144600,654.15
2017-03-02,664.15,664.15,646.25,648.35,100400,648.35
2017-03-03,650,652.95,635.1,639.9,131800,639.9
2017-03-06,644.8,646.5,633.05,635.45,86500,635.45
2017-03-07,636.85,639.85,627,633.9,126000,633.9
2017-03-08,630,665.1,630,660.3,356400,660.3
2017-03-09,664,696.6,661.5,682.5,747300,682.5
2017-03-10,688.9,692.3,676.3,682.85,189800,682.85
2017-03-13,682.85,682.85,682.85,682.85,0,682.85
2017-03-14,691,696.9,676.1,686.5,255400,686.5
2017-03-15,684,709.9,676.55,690.45,327900,690.45
2017-03-16,698,704.5,690,694.75,281900,694.75
2017-03-17,697.95,723.75,697.95,712.1,566000,712.1
2017-03-20,710.05,729,710.05,720.05,205300,720.05
2017-03-21,726.4,726.4,706.35,708.1,136900,708.1
2017-03-22,703,713,698,706.85,149500,706.85
2017-03-23,715,729.9,714.1,720.1,309400,720.1
2017-03-24,722,725,712.15,714.6,82300,714.6
2017-03-27,718,718,701,702.45,81900,702.45
2017-03-28,707.95,736.5,705.05,711.25,391100,711.25
2017-03-29,715,736,715,728.9,375900,728.9
2017-03-30,730.5,744.9,730.5,740.85,141700,740.85
2017-03-31,744,799.25,741,782.5,1055200,782.5
2017-04-03,783.4,788.7,767.3,769.1,316400,769.1
2017-04-04,769.1,769.1,769.1,769.1,0,769.1
2017-04-05,771.95,778.85,755.95,766.9,265800,766.9
2017-04-06,769,777.85,757.55,763.55,177400,763.55
2017-04-07,760.5,784.4,750.5,759.1,382200,759.1
2017-04-10,760,781,760,777.05,275100,777.05
2017-04-11,783,785.95,771.1,776.55,222100,776.55
2017-04-12,777,799.45,763.55,793.2,586400,793.2
2017-04-13,794.2,813.45,780.6,785.35,649200,785.35
2017-04-14,785.35,785.35,785.35,785.35,0,785.35
2017-04-17,786,798.35,774.5,778.95,140500,778.95
2017-04-18,765,782.4,751.3,756.5,316600,756.5
2017-04-19,759,760,737.9,754,245700,754
2017-04-20,758,785.35,757,780.25,423100,780.25
2017-04-21,785.9,787,766.1,770.8,198500,770.8
