"Date","IDEA.NS.Open","IDEA.NS.High","IDEA.NS.Low","IDEA.NS.Close","IDEA.NS.Volume","IDEA.NS.Adjusted"
2016-10-06,80.05,80.8,79.55,79.95,4704500,79.95
2016-10-07,80.55,80.55,79.55,80,4357900,80
2016-10-10,80.5,80.75,79.7,79.85,2035100,79.85
2016-10-11,79.85,79.85,79.85,79.85,0,79.85
2016-10-12,79.85,79.85,79.85,79.85,0,79.85
2016-10-13,79.75,80.05,75.7,76.05,11479700,76.05
2016-10-14,76.4,76.8,74.45,74.7,7388900,74.7
2016-10-17,75,75.35,72.05,72.25,7458900,72.25
2016-10-18,72.75,73.8,71.1,72.8,12077200,72.8
2016-10-19,72.65,78.2,72.55,76.3,9686600,76.3
2016-10-20,78.05,79.95,77.55,78.3,11699500,78.3
2016-10-21,78.3,80.6,77.4,80,9529000,80
2016-10-24,78.1,79.4,76.2,76.8,15832800,76.8
2016-10-25,74.05,76.95,74.05,75.3,20412100,75.3
2016-10-26,75.95,79.7,75.15,78.7,18478600,78.7
2016-10-27,78,79,76.2,77.5,19099200,77.5
2016-10-28,78,78.6,76,76.2,6669500,76.2
2016-10-31,76.2,76.2,76.2,76.2,0,76.2
2016-11-01,76.8,77.85,76.35,76.6,4494000,76.6
2016-11-02,76,76.2,74.05,74.3,5945700,74.3
2016-11-03,74,75.95,73.2,73.55,7406900,73.55
2016-11-04,73.8,74.45,71.6,72.15,6357900,72.15
2016-11-07,73.9,74.1,72.5,73.2,4510900,73.2
2016-11-08,72.95,73.7,71.75,73,5116800,73
2016-11-09,69,72.7,65.8,72.3,10839900,72.3
2016-11-10,72.9,74.45,72.6,73.05,4783800,73.05
2016-11-11,72.7,72.8,69.8,69.95,6117600,69.95
2016-11-14,69.95,69.95,69.95,69.95,0,69.95
2016-11-15,70.9,72.2,69.1,71.35,6970000,71.35
2016-11-16,72.8,72.8,69.6,70.55,6466400,70.55
2016-11-17,70,71.45,69.5,69.95,4351200,69.95
2016-11-18,70.6,71.8,69.3,71.1,4389400,71.1
2016-11-21,71.1,72.4,70.75,71.1,9381600,71.1
2016-11-22,71.4,71.95,70.45,70.95,9318200,70.95
2016-11-23,71.5,73.4,71,72.9,4517500,72.9
2016-11-24,71.9,72.95,71.1,71.45,8439100,71.45
2016-11-25,72,74,71.75,73.65,3677000,73.65
2016-11-28,73.5,76.4,73.35,75.8,7104100,75.8
2016-11-29,78.3,79.7,77.5,79.25,18331300,79.25
2016-11-30,79.6,79.9,76.6,77.45,11079100,77.45
2016-12-01,77.1,77.25,72,72.8,15678700,72.8
2016-12-02,71.05,74,71.05,73.45,12503600,73.45
2016-12-05,72.65,74.25,71.7,72.65,7542200,72.65
2016-12-06,72.65,74.65,72.65,74.4,5464100,74.4
2016-12-07,74.7,76.6,73.95,75.45,11419300,75.45
2016-12-08,76.05,77.05,75.8,76.65,4707600,76.65
2016-12-09,76.55,77.4,75.8,76.8,4396900,76.8
2016-12-12,76,76.55,74.5,75.6,6320900,75.6
2016-12-13,75.6,77.35,75.5,77.05,5589300,77.05
2016-12-14,76.95,77.85,75.95,77.15,6911400,77.15
2016-12-15,75.6,77.5,75.6,76.95,4585300,76.95
2016-12-16,77,77.2,75.25,76.2,5184600,76.2
2016-12-19,76,77.15,75.8,76.4,4973800,76.4
2016-12-20,76.65,76.65,73,73.25,8448500,73.25
2016-12-21,73.8,74.65,72,72.75,5324100,72.75
2016-12-22,72.3,72.65,71.1,71.5,4521700,71.5
2016-12-23,72,72,70.5,70.8,3829300,70.8
2016-12-26,71.45,71.45,69.1,69.4,3545500,69.4
2016-12-27,69.45,70.35,68.15,70,4907200,70
2016-12-28,70.05,72,70.05,71.4,7177300,71.4
2016-12-29,71.4,73.1,70.8,72.75,11121300,72.75
2016-12-30,73.1,74.55,72.15,74.15,6154900,74.15
2017-01-02,74.5,75.65,73.4,74.95,3312600,74.95
2017-01-03,74.9,75.45,72.85,73.4,4051100,73.4
2017-01-04,72.85,74.8,72.2,74.15,4840700,74.15
2017-01-05,74,75.2,73.4,74.8,5251100,74.8
2017-01-06,73.8,74.9,72.7,72.9,5192100,72.9
2017-01-09,73.45,74.5,73,74.1,2810400,74.1
2017-01-10,75,75,73.7,74.5,2250000,74.5
2017-01-11,74.7,75.45,74.25,74.6,2825500,74.6
2017-01-12,74.45,74.5,71.35,72.15,15143400,72.15
2017-01-13,72,72,66.3,68.8,26945200,68.8
2017-01-16,69.5,70.35,68.9,69.9,5485500,69.9
2017-01-17,69.95,70.25,68.9,69.25,5404700,69.25
2017-01-18,69.35,69.6,66.85,67.45,9667600,67.45
2017-01-19,67.3,69.85,66.85,69.35,21453800,69.35
2017-01-20,69.5,72.6,69.5,71.5,27427300,71.5
2017-01-23,71.4,73.65,70.4,73.35,16183300,73.35
2017-01-24,73.5,76.25,73.4,75.9,16981200,75.9
2017-01-25,75.45,76.9,73.75,76.15,24904000,76.15
2017-01-26,76.15,76.15,76.15,76.15,0,76.15
2017-01-27,76,78.25,75.65,78,7972300,78
2017-01-30,79.8,100.8,79.5,97.7,154863500,97.7
2017-01-31,101.2,119,97.8,110.1,283053000,110.1
2017-02-01,110.3,112,104.15,107.4,66753300,107.4
2017-02-02,106.95,114.8,105.1,109.8,63493100,109.8
2017-02-03,111.5,113.95,108.9,109.45,26502400,109.45
2017-02-06,111,111.3,106.55,108.4,27298700,108.4
2017-02-07,109,109.4,106.7,107.35,16396200,107.35
2017-02-08,107.5,111,107.1,109.55,30160100,109.55
2017-02-09,110.5,111,108.7,110.6,13644900,110.6
2017-02-10,111.65,111.8,109.7,110.45,11506800,110.45
2017-02-13,105,109,104.3,107.25,19169300,107.25
2017-02-14,107.3,112.2,105.8,109.9,20056200,109.9
2017-02-15,109.5,109.75,106.65,107.3,9781000,107.3
2017-02-16,107.25,109.3,106.15,107.85,7395000,107.85
2017-02-17,105.35,108,101.65,105.9,27497900,105.9
2017-02-20,111.3,111.75,107.45,108.45,23233200,108.45
2017-02-21,109,110.1,106.6,108.35,20247300,108.35
2017-02-22,108,114.35,107.15,112.6,24625300,112.6
2017-02-23,115.1,122.4,115.1,119.6,91523900,119.6
2017-02-24,119.6,119.6,119.6,119.6,0,119.6
2017-02-27,118.5,119,113.05,114.55,20145200,114.55
2017-02-28,110.3,117.15,109.1,115.85,54891900,115.85
2017-03-01,115,115.9,112,113.25,16706200,113.25
2017-03-02,113.45,114.25,108.15,109.6,20901600,109.6
2017-03-03,110,112.8,109.3,110.55,13211800,110.55
2017-03-06,110.85,111.85,107.55,109.75,13579100,109.75
2017-03-07,110,110.65,107.85,108.6,10601000,108.6
2017-03-08,108.35,108.95,105.3,106.2,12028300,106.2
2017-03-09,106.2,106.2,103,103.95,11865000,103.95
2017-03-10,104,106.9,103.5,104.25,13937600,104.25
2017-03-13,104.25,104.25,104.25,104.25,0,104.25
2017-03-14,107.95,107.95,101.7,103.05,23000900,103.05
2017-03-15,103.2,116.45,103.1,113.1,62998400,113.1
2017-03-16,113.35,115.2,111.3,112.95,36790400,112.95
2017-03-17,114,114,107,108.1,28804700,108.1
2017-03-20,109.9,123.5,92.35,97.7,200829600,97.7
2017-03-21,98,98.05,90.1,92.95,88600700,92.95
2017-03-22,90.55,93.75,89.5,91.3,54741700,91.3
2017-03-23,92.4,92.6,91.1,91.6,30108800,91.6
2017-03-24,92.2,92.6,90.4,90.9,28337300,90.9
2017-03-27,90.4,90.9,86.7,87.6,23164400,87.6
2017-03-28,87.8,90,87.65,88.5,17977100,88.5
2017-03-29,89.1,89.7,88.35,88.9,25516900,88.9
2017-03-30,88.9,89.35,86.45,87.05,44253900,87.05
2017-03-31,87,87.05,85.3,85.85,27696200,85.85
2017-04-03,85.7,86.1,84.5,85.1,15792400,85.1
2017-04-04,85.1,85.1,85.1,85.1,0,85.1
2017-04-05,85.1,88.3,85,87.75,19204500,87.75
2017-04-06,88,89,86.25,86.6,12037100,86.6
2017-04-07,87.5,89.5,87.15,87.6,28413600,87.6
2017-04-10,88.15,88.4,87.05,88,10321800,88
2017-04-11,88,89.2,87.75,88.7,7109000,88.7
2017-04-12,88.45,88.6,86.4,86.7,6947200,86.7
2017-04-13,87,87.65,85.85,86.15,5184600,86.15
2017-04-14,86.15,86.15,86.15,86.15,0,86.15
2017-04-17,86.7,86.7,85.1,86.05,7249500,86.05
2017-04-18,86.15,88.2,85.9,86.2,11474100,86.2
2017-04-19,86.85,87,85.55,86.2,5082400,86.2
2017-04-20,86,86.9,84.3,84.65,5672900,84.65
2017-04-21,85.4,86.2,84.9,85.3,5718400,85.3
