"Date","TATACOMM.NS.Open","TATACOMM.NS.High","TATACOMM.NS.Low","TATACOMM.NS.Close","TATACOMM.NS.Volume","TATACOMM.NS.Adjusted"
2016-11-10,610.7,642,610.2,635.6,1153200,635.6
2016-11-11,636,636,613.05,624.35,1098900,624.35
2016-11-14,624.35,624.35,624.35,624.35,0,624.35
2016-11-15,629.8,629.8,595.2,603.8,492900,603.8
2016-11-16,609,625.2,597.2,605.4,438600,605.4
2016-11-17,605.7,620,600.75,604.35,260200,604.35
2016-11-18,605.6,614,598.3,609.65,378300,609.65
2016-11-21,604.05,610.5,593,597.4,646300,597.4
2016-11-22,605,633.5,604,627.7,615700,627.7
2016-11-23,629,644,627.5,635.5,1244400,635.5
2016-11-24,636,643,628.15,633.45,1083900,633.45
2016-11-25,638.1,649.9,631.5,637.95,419600,637.95
2016-11-28,637.95,665,628.6,660.7,739600,660.7
2016-11-29,663.45,667.8,644.5,648.8,547700,648.8
2016-11-30,656.75,663.5,652.4,657.95,420800,657.95
2016-12-01,658,673.95,654.5,665.45,1028600,665.45
2016-12-02,660.05,662.95,624,628.65,781500,628.65
2016-12-05,628,641.5,627.85,637.05,304300,637.05
2016-12-06,641.9,649,629,638.85,277900,638.85
2016-12-07,640,647.45,628.05,635.7,227500,635.7
2016-12-08,644.3,653.7,638,643.35,519200,643.35
2016-12-09,650,651,633.1,640.55,399600,640.55
2016-12-12,643,645.9,620.75,625,349300,625
2016-12-13,628,637.8,626,629.9,522300,629.9
2016-12-14,632,638.3,617.7,620.05,495600,620.05
2016-12-15,620,634.8,616.8,631.55,453300,631.55
2016-12-16,638.75,669.6,637.45,648.65,1523000,648.65
2016-12-19,650.1,653,640.05,644.4,424900,644.4
2016-12-20,641,644,627.6,629.65,301500,629.65
2016-12-21,631.1,639.9,629.2,631.45,278600,631.45
2016-12-22,631.45,636.7,621,628.75,427400,628.75
2016-12-23,632,636.6,615,625.15,515300,625.15
2016-12-26,622.7,631,598,603.4,579100,603.4
2016-12-27,604,621,595.25,619.3,450200,619.3
2016-12-28,619.3,625.9,604.25,605.85,483500,605.85
2016-12-29,601.2,620.9,598.1,616.75,469600,616.75
2016-12-30,619.8,629.85,613,627.6,390700,627.6
2017-01-02,626.85,631.7,620,629.25,290000,629.25
2017-01-03,629.5,633.5,622,625.65,209500,625.65
2017-01-04,626,638.8,623.45,625.7,557200,625.7
2017-01-05,631,639.8,624.1,637.45,481300,637.45
2017-01-06,638,644.4,630.9,633.6,535500,633.6
2017-01-09,633.3,645.5,626.55,630.35,649200,630.35
2017-01-10,635,643.05,626.25,631.2,712000,631.2
2017-01-11,631.95,638.75,628.7,634.1,479100,634.1
2017-01-12,636,675.55,631.75,671.85,2642900,671.85
2017-01-13,680.2,681.15,665.8,672,1461500,672
2017-01-16,666.05,684.5,662.2,675.65,751400,675.65
2017-01-17,673.5,680.7,665.5,671.3,894200,671.3
2017-01-18,671.65,686.5,668.1,674.35,884300,674.35
2017-01-19,680,697.9,680,686.3,1754900,686.3
2017-01-20,686,692.5,668.3,674.15,1018300,674.15
2017-01-23,676.8,682.5,664.25,672.95,909100,672.95
2017-01-24,680,713.8,672,708.9,3203600,708.9
2017-01-25,708.1,719.8,705.2,713.6,1986300,713.6
2017-01-26,713.6,713.6,713.6,713.6,0,713.6
2017-01-27,714.45,732.95,711.35,721.8,967500,721.8
2017-01-30,720,751.3,716.25,729.15,2170800,729.15
2017-01-31,731.85,734.8,703.8,706.6,914700,706.6
2017-02-01,709,724.5,706.7,721.75,941800,721.75
2017-02-02,726.95,775.4,725.4,756.05,3181900,756.05
2017-02-03,760,767.15,747,749.2,1824800,749.2
2017-02-06,754.9,760.95,742.55,755.4,669700,755.4
2017-02-07,758,764.9,743,746.3,586000,746.3
2017-02-08,749.75,765,747.95,761.05,320400,761.05
2017-02-09,765,782.5,765,774.6,1304700,774.6
2017-02-10,776.85,777.4,749,751.75,1152000,751.75
2017-02-13,752,765.1,733.2,741.55,1009100,741.55
2017-02-14,741.5,747.4,728,743.35,769700,743.35
2017-02-15,741,746.5,723.25,730.5,430600,730.5
2017-02-16,733.05,745,728.6,742.1,565400,742.1
2017-02-17,744.75,756,733.5,752.1,771700,752.1
2017-02-20,756.7,761.95,744.35,749.65,950500,749.65
2017-02-21,753,757.8,746.35,750.6,461500,750.6
2017-02-22,752.05,758.9,736,740.8,652900,740.8
2017-02-23,743.6,754,738,741.9,1148300,741.9
2017-02-24,741.9,741.9,741.9,741.9,0,741.9
2017-02-27,742,746.85,726.85,728.9,410600,728.9
2017-02-28,730,755.65,730,737.15,896600,737.15
2017-03-01,737.15,747.45,734.95,743.15,372100,743.15
2017-03-02,746,750.5,729.3,732.85,315500,732.85
2017-03-03,732.6,747,728.55,744.3,212500,744.3
2017-03-06,746,761.2,740.35,759.6,1039800,759.6
2017-03-07,761,766.9,752.15,754.05,578100,754.05
2017-03-08,752.7,757.45,743.6,747.35,416600,747.35
2017-03-09,744.8,755.4,741.6,752.75,496200,752.75
2017-03-10,753.5,762,747.8,751.85,484800,751.85
2017-03-13,751.85,751.85,751.85,751.85,0,751.85
2017-03-14,755.05,761,743.6,747.5,344300,747.5
2017-03-15,747.5,759.95,737.7,752.45,658000,752.45
2017-03-16,751.55,782,750.1,776.45,832700,776.45
2017-03-17,780,783.9,760.6,763.2,770900,763.2
2017-03-20,764.5,768.15,757.05,762.1,289200,762.1
2017-03-21,763.4,767.4,742.8,746.3,455300,746.3
2017-03-22,747,747,726,728,492500,728
2017-03-23,732.3,735.9,725.05,733.55,451700,733.55
2017-03-24,734.5,740,727,729.15,582500,729.15
2017-03-27,727.05,734.95,712.2,717.55,641900,717.55
2017-03-28,723,725.55,714.4,719.35,314900,719.35
2017-03-29,720.45,725,716.55,723.25,262600,723.25
2017-03-30,725,725,711.1,713.8,794700,713.8
2017-03-31,714.3,728.5,706,722.05,612700,722.05
2017-04-03,724,737.4,723.1,732.2,452600,732.2
2017-04-04,732.2,732.2,732.2,732.2,0,732.2
2017-04-05,732.25,738.7,723.05,727.75,685100,727.75
2017-04-06,728,728,714.45,719.3,441300,719.3
2017-04-07,719.5,719.5,709.65,712.15,482500,712.15
2017-04-10,712.5,714.55,701.6,704.85,633100,704.85
2017-04-11,706.95,720.15,705.5,713.75,392500,713.75
2017-04-12,711,723.35,707.6,710.65,467800,710.65
2017-04-13,714.9,717.4,708.8,710.9,237100,710.9
2017-04-14,710.9,710.9,710.9,710.9,0,710.9
2017-04-17,711.3,716.75,704.05,707.8,1076400,707.8
2017-04-18,711.8,729.4,708,712.35,666700,712.35
2017-04-19,711.55,717.55,707.5,710,319200,710
2017-04-20,710,725.5,705.4,713.05,722200,713.05
2017-04-21,717,717,703.35,705.85,511600,705.85
