"Date","SUZLON.NS.Open","SUZLON.NS.High","SUZLON.NS.Low","SUZLON.NS.Close","SUZLON.NS.Volume","SUZLON.NS.Adjusted"
2016-09-14,16.15,16.4,15.65,16.05,45541600,16.05
2016-09-15,16.05,16.2,15.6,15.95,32271100,15.95
2016-09-16,16,16.6,15.75,16.1,37525000,16.1
2016-09-19,16.35,16.5,16,16.05,16460800,16.05
2016-09-20,16.1,16.15,15.9,15.9,9891600,15.9
2016-09-21,15.9,16.05,15.8,15.85,11171300,15.85
2016-09-22,16.05,16.1,15.85,15.9,8710100,15.9
2016-09-23,15.9,16.35,15.8,15.9,17679600,15.9
2016-09-26,16.1,16.1,15.7,15.7,8530200,15.7
2016-09-27,15.8,16.1,15.5,15.6,15667700,15.6
2016-09-28,15.6,15.7,15.4,15.4,22178800,15.4
2016-09-29,15.55,15.6,14.1,14.5,32628800,14.5
2016-09-30,14.6,14.9,14.55,14.85,14037400,14.85
2016-10-03,15,15.25,15,15.15,9023600,15.15
2016-10-04,15.25,15.25,14.9,15,11495600,15
2016-10-05,15.1,15.15,14.85,14.9,12716900,14.9
2016-10-06,15.1,15.15,14.5,14.6,17462900,14.6
2016-10-07,14.65,14.75,14.25,14.4,22007100,14.4
2016-10-10,14.5,15,14.5,14.8,11726200,14.8
2016-10-11,14.8,14.8,14.8,14.8,0,14.8
2016-10-12,14.8,14.8,14.8,14.8,0,14.8
2016-10-13,14.85,15.35,14.6,14.7,18380600,14.7
2016-10-14,14.8,14.85,14.45,14.6,10962400,14.6
2016-10-17,14.5,14.6,14.3,14.35,12503600,14.35
2016-10-18,14.4,14.55,14.3,14.35,15195500,14.35
2016-10-19,14.45,15.3,14.4,14.75,36405600,14.75
2016-10-20,15.2,15.4,15.1,15.15,22887700,15.15
2016-10-21,15.2,15.3,14.75,14.8,13900200,14.8
2016-10-24,14.9,14.95,14.75,14.8,6532400,14.8
2016-10-25,14.85,14.9,14.6,14.65,7259300,14.65
2016-10-26,14.7,15.2,14.6,14.7,14176800,14.7
2016-10-27,14.7,14.85,14.5,14.6,7910000,14.6
2016-10-28,14.7,15.3,14.55,15.15,22626500,15.15
2016-10-31,15.15,15.15,15.15,15.15,0,15.15
2016-11-01,15.55,15.6,15.05,15.1,9483300,15.1
2016-11-02,14.9,14.95,14.65,14.7,10039200,14.7
2016-11-03,14.7,14.85,14.55,14.6,7626500,14.6
2016-11-04,14.7,14.75,14.25,14.35,13273000,14.35
2016-11-07,14.45,15.1,14.4,14.75,20508800,14.75
2016-11-08,14.8,14.85,14.5,14.6,10337500,14.6
2016-11-09,13,14.3,12,14.2,23517900,14.2
2016-11-10,14.55,15.15,14.3,15.05,24653000,15.05
2016-11-11,14.95,15.25,14.5,14.55,22888400,14.55
2016-11-14,14.55,14.55,14.55,14.55,0,14.55
2016-11-15,16,16,15,15.3,68785700,15.3
2016-11-16,15.55,15.75,14.7,14.8,36782900,14.8
2016-11-17,14.95,15.1,14.4,14.45,24483000,14.45
2016-11-18,14.6,14.9,14.4,14.75,23577700,14.75
2016-11-21,14.9,14.9,13.85,13.95,25218800,13.95
2016-11-22,14.15,14.25,13.7,14.05,20901400,14.05
2016-11-23,14.35,14.35,14.05,14.15,11435200,14.15
2016-11-24,14.1,14.7,13.95,14.35,20846800,14.35
2016-11-25,14.55,14.65,14.3,14.55,9256800,14.55
2016-11-28,14.6,15,14.45,14.85,15924400,14.85
2016-11-29,14.95,15.15,14.8,14.8,9547000,14.8
2016-11-30,14.95,14.95,14.65,14.8,11068400,14.8
2016-12-01,14.85,15.05,14.65,14.8,12826900,14.8
2016-12-02,14.75,14.9,14.55,14.65,11207400,14.65
2016-12-05,14.7,14.75,14.6,14.65,5407300,14.65
2016-12-06,14.75,14.85,14.5,14.6,8917300,14.6
2016-12-07,14.7,14.75,14.45,14.5,9984700,14.5
2016-12-08,14.6,15.1,14.6,14.9,13145700,14.9
2016-12-09,15.1,15.15,14.7,14.75,13268900,14.75
2016-12-12,14.85,14.85,14.6,14.65,7922800,14.65
2016-12-13,14.8,14.8,14.5,14.65,6942900,14.65
2016-12-14,14.75,14.75,14.4,14.4,11652400,14.4
2016-12-15,14.25,14.55,14.2,14.4,7897500,14.4
2016-12-16,14.4,14.5,14.25,14.4,8327800,14.4
2016-12-19,14.45,14.45,14.25,14.3,4129900,14.3
2016-12-20,14.35,14.35,14.1,14.15,5781400,14.15
2016-12-21,14.2,14.25,13.95,14,8626100,14
2016-12-22,14,14.2,13.75,14,14240000,14
2016-12-23,14.1,14.2,13.95,13.95,9496900,13.95
2016-12-26,13.95,13.95,13.65,13.65,6409300,13.65
2016-12-27,13.65,13.85,13.65,13.8,6407800,13.8
2016-12-28,13.8,13.9,13.65,13.65,8222700,13.65
2016-12-29,13.6,13.75,13.6,13.65,5597100,13.65
2016-12-30,13.7,14,13.65,13.8,9728900,13.8
2017-01-02,13.8,14.15,13.8,14.05,7628300,14.05
2017-01-03,14.25,14.35,14.1,14.25,7599000,14.25
2017-01-04,14.3,15.1,14.3,14.95,22496600,14.95
2017-01-05,15.15,15.3,14.95,15.15,14706800,15.15
2017-01-06,15.15,15.25,14.6,14.65,19295300,14.65
2017-01-09,14.8,15.15,14.65,14.95,18778700,14.95
2017-01-10,15,15.05,14.85,14.9,8078900,14.9
2017-01-11,15.05,15.7,15,15.3,40332400,15.3
2017-01-12,15.35,15.55,15.05,15.15,14407500,15.15
2017-01-13,15.2,15.25,14.95,15.05,10705200,15.05
2017-01-16,15.05,15.45,14.95,15.2,12998000,15.2
2017-01-17,15.5,15.8,15.45,15.6,22362700,15.6
2017-01-18,15.7,15.95,15.6,15.7,19071600,15.7
2017-01-19,15.7,17.45,15.7,17.15,77731900,17.15
2017-01-20,17.25,18,17,17.35,107569700,17.35
2017-01-23,17.5,18,17.4,17.5,47231000,17.5
2017-01-24,17.5,17.75,16.85,17,33414600,17
2017-01-25,17.15,17.45,16.95,17.2,19422600,17.2
2017-01-26,17.2,17.2,17.2,17.2,0,17.2
2017-01-27,17.4,17.8,17.2,17.4,29428500,17.4
2017-01-30,17.55,17.75,17.3,17.35,18040200,17.35
2017-01-31,17.4,17.55,17.05,17.1,19194300,17.1
2017-02-01,17.15,17.6,16.1,16.3,52944600,16.3
2017-02-02,16.4,16.65,16.05,16.1,19309300,16.1
2017-02-03,16.1,16.35,15.7,15.9,35319200,15.9
2017-02-06,16.1,16.3,15.8,15.95,23645300,15.95
2017-02-07,16.1,16.15,15.7,15.85,16963600,15.85
2017-02-08,15.85,16.75,15.85,16.6,39547600,16.6
2017-02-09,16.8,17.4,16.7,17.1,55045200,17.1
2017-02-10,17.25,17.6,17.05,17.2,36554500,17.2
2017-02-13,19,19.15,17.85,18.05,111309600,18.05
2017-02-14,18,18.15,17.05,17.1,41963000,17.1
2017-02-15,17,17.2,16.45,16.6,45928000,16.6
2017-02-16,16.6,17.2,16.5,17.1,28912400,17.1
2017-02-17,17.25,17.35,16.9,16.95,23749200,16.95
2017-02-20,17.1,17.35,17,17.1,13871200,17.1
2017-02-21,17.2,17.6,17.1,17.35,22795800,17.35
2017-02-22,17.45,17.9,17.4,17.75,33930600,17.75
2017-02-23,17.9,18.4,17.9,18.05,47706900,18.05
2017-02-24,18.05,18.05,18.05,18.05,0,18.05
2017-02-27,18,18.15,17.45,17.5,27885900,17.5
2017-02-28,17.6,18.3,17.45,18.1,27532400,18.1
2017-03-01,18.25,18.3,17.75,17.85,17425000,17.85
2017-03-02,17.95,18.2,17.5,17.55,19992900,17.55
2017-03-03,17.5,18,17.25,17.85,22712900,17.85
2017-03-06,17.9,18.05,17.55,17.6,12017200,17.6
2017-03-07,17.65,17.95,17.55,17.7,17200200,17.7
2017-03-08,17.75,17.8,17.35,17.45,17536000,17.45
2017-03-09,17.35,17.65,17.3,17.45,14554900,17.45
2017-03-10,17.55,17.55,16.95,17.15,18014600,17.15
2017-03-13,17.15,17.15,17.15,17.15,0,17.15
2017-03-14,17.85,17.85,17.1,17.15,26930300,17.15
2017-03-15,17.2,17.3,16.95,17,19951700,17
2017-03-16,17.25,18.6,17.1,18.35,132350800,18.35
2017-03-17,18.55,19.4,18.5,18.9,152475600,18.9
2017-03-20,19,19.8,18.5,18.75,106867800,18.75
2017-03-21,18.9,18.95,18.3,18.55,40342300,18.55
2017-03-22,18.35,18.75,18.15,18.35,44230300,18.35
2017-03-23,19,19.3,18.85,19,93080000,19
2017-03-24,19,19.25,18.85,18.9,39213000,18.9
2017-03-27,19.05,19.05,18.25,18.35,40848900,18.35
2017-03-28,18.5,18.65,18.4,18.45,26673100,18.45
2017-03-29,18.55,18.6,18.15,18.25,35140400,18.25
2017-03-30,18.4,19.55,18.35,19.45,89781800,19.45
2017-03-31,19.65,19.85,18.95,19.1,142064800,19.1
2017-04-03,19.1,19.45,19.05,19.2,44865200,19.2
2017-04-04,19.2,19.2,19.2,19.2,0,19.2
2017-04-05,19.35,19.4,19.2,19.3,28645200,19.3
2017-04-06,19.3,19.35,19.05,19.2,30818800,19.2
2017-04-07,19.1,19.35,18.7,18.9,34676200,18.9
2017-04-10,19,19.6,18.9,19.35,51119100,19.35
2017-04-11,19.5,19.8,19.5,19.7,65534300,19.7
2017-04-12,19.7,20.35,19.55,20.1,147707700,20.1
2017-04-13,20.2,20.3,19.85,19.9,50825400,19.9
2017-04-14,19.9,19.9,19.9,19.9,0,19.9
2017-04-17,19.9,20.05,19.65,19.85,27642700,19.85
2017-04-18,19.95,20.3,19.55,19.65,52397100,19.65
2017-04-19,19.6,19.95,19.45,19.85,31224700,19.85
2017-04-20,20,20.15,19.9,19.95,26123300,19.95
2017-04-21,20.1,20.15,19.75,19.8,20596300,19.8
