"Date","TITAN.NS.Open","TITAN.NS.High","TITAN.NS.Low","TITAN.NS.Close","TITAN.NS.Volume","TITAN.NS.Adjusted"
2016-10-19,391.1,393.35,385.95,388.4,1428500,388.4
2016-10-20,388.9,394,387.65,389.6,1130300,389.6
2016-10-21,390.1,392.9,377.15,379.4,997800,379.4
2016-10-24,381.65,381.65,372.65,377.55,1511400,377.55
2016-10-25,375,375.5,367.5,373.3,1613900,373.3
2016-10-26,372.1,380.45,367.35,375.55,1874900,375.55
2016-10-27,373,375.7,361.1,369.2,1476300,369.2
2016-10-28,370.45,376.7,368.55,373.55,1479000,373.55
2016-10-31,373.55,373.55,373.55,373.55,0,373.55
2016-11-01,379.5,381.1,370.55,372.7,2554000,372.7
2016-11-02,371.5,384.3,369.15,377.6,2464200,377.6
2016-11-03,377.45,383.5,373.8,377.2,1629900,377.2
2016-11-04,377.2,378,360.05,369.05,5181200,369.05
2016-11-07,372.6,383.5,368,370.5,1702100,370.5
2016-11-08,372,374.6,364.8,371.15,725800,371.15
2016-11-09,334.05,356.25,315.5,348.8,6105100,348.8
2016-11-10,355.4,359.8,347.5,349.35,3548000,349.35
2016-11-11,342,343.2,323.85,334.95,2165500,334.95
2016-11-14,334.95,334.95,334.95,334.95,0,334.95
2016-11-15,332,333.65,301.65,329.4,4023800,329.4
2016-11-16,333.5,338.1,313.15,320.3,1715400,320.3
2016-11-17,319.95,322,308.3,315.9,1965700,315.9
2016-11-18,319.3,319.5,299,303.3,5298400,303.3
2016-11-21,304,306.3,296.15,304.1,3322400,304.1
2016-11-22,306,311.7,300.65,306.9,1945500,306.9
2016-11-23,309,314,306.25,312.5,1250700,312.5
2016-11-24,311,314.7,306,307.55,2751700,307.55
2016-11-25,310.9,319.2,306.3,316.15,1285100,316.15
2016-11-28,316.95,318,303.75,306.55,1676900,306.55
2016-11-29,306,316.25,305.25,313.85,1450500,313.85
2016-11-30,314.45,328.55,311.45,323.5,3265100,323.5
2016-12-01,323,333.4,317.25,324.9,2650900,324.9
2016-12-02,320,328.2,307.15,313.2,2033200,313.2
2016-12-05,314.8,328.5,308,325.85,2844500,325.85
2016-12-06,325.8,327.25,321.05,323.5,1159300,323.5
2016-12-07,324.85,327.9,321.65,324.2,903100,324.2
2016-12-08,325.55,335.5,324.35,326.6,1684900,326.6
2016-12-09,326.2,330.7,322.7,326.55,648700,326.55
2016-12-12,325.3,330.85,317.2,321.7,819900,321.7
2016-12-13,322,327.9,318.4,320.05,894200,320.05
2016-12-14,318.9,325.2,318.3,322.15,1104500,322.15
2016-12-15,320.7,323.8,314.1,315.35,1010900,315.35
2016-12-16,316,322.8,315.2,321.7,1225800,321.7
2016-12-19,320.7,321.5,316.1,316.85,563200,316.85
2016-12-20,318,322.45,316.1,317.95,572800,317.95
2016-12-21,319.7,327.9,313,319.7,1494000,319.7
2016-12-22,318.7,322.9,308.4,309.8,2326200,309.8
2016-12-23,310.9,315.5,308.5,314.3,966500,314.3
2016-12-26,313,314.4,307.1,307.85,672600,307.85
2016-12-27,311,317,308.1,316.35,722400,316.35
2016-12-28,312.8,317.95,312.8,314.25,949400,314.25
2016-12-29,314.95,323.4,312.35,320.95,1462200,320.95
2016-12-30,322.6,328,321.7,326.8,498200,326.8
2017-01-02,328.95,336.3,325.5,333.95,656000,333.95
2017-01-03,341,354.6,339.15,348.15,2773100,348.15
2017-01-04,350.4,361.95,349.2,359.65,2371000,359.65
2017-01-05,360.5,361.5,355.45,358.05,1187800,358.05
2017-01-06,359,363,352.6,355.2,1089900,355.2
2017-01-09,355.95,357.35,351.6,354.6,388000,354.6
2017-01-10,355.25,363.45,354,361.45,680200,361.45
2017-01-11,363.5,365.45,359.1,360.75,1059300,360.75
2017-01-12,360.95,365.8,359.5,363.7,1138700,363.7
2017-01-13,363.35,366.45,355,358.35,701400,358.35
2017-01-16,358.4,364.6,357.05,362.85,577600,362.85
2017-01-17,362.85,364.5,358.3,359.95,1393700,359.95
2017-01-18,360.3,370.65,359.05,367,865000,367
2017-01-19,365.1,374.9,365.1,372.7,1091600,372.7
2017-01-20,371,371,358.25,360.7,829700,360.7
2017-01-23,356.9,364.95,356.9,363.95,768600,363.95
2017-01-24,369.5,369.9,361.8,364.35,883200,364.35
2017-01-25,366,378.45,361.75,372.15,2920100,372.15
2017-01-26,372.15,372.15,372.15,372.15,0,372.15
2017-01-27,372,375.65,366.55,372.8,386400,372.8
2017-01-30,370,374,368.1,371.45,361800,371.45
2017-01-31,370.9,370.9,359.35,362.05,788600,362.05
2017-02-01,363.75,372.25,359,369.95,931300,369.95
2017-02-02,370.95,394.4,369,389.3,1863000,389.3
2017-02-03,389,389,377.5,379.75,719000,379.75
2017-02-06,385,397,383.15,391.05,1765700,391.05
2017-02-07,393.95,397,386.65,393.45,2246400,393.45
2017-02-08,410,431.55,406.35,425.6,12272300,425.6
2017-02-09,422.4,429.5,418.65,427,1899800,427
2017-02-10,427,435.4,423.75,432,1554700,432
2017-02-13,432,432,422.6,428.35,725300,428.35
2017-02-14,429.7,431.85,420.6,428.35,860400,428.35
2017-02-15,429.95,431.4,410.5,412.45,1647000,412.45
2017-02-16,408.55,426,408.55,424,1360200,424
2017-02-17,424,433.8,421.4,431.5,1184800,431.5
2017-02-20,431.9,438.4,426.45,434.45,1216900,434.45
2017-02-21,433.95,458.5,430.1,457.3,2381300,457.3
2017-02-22,457.2,458,438.5,440,2543100,440
2017-02-23,440.4,441.6,431,432.95,3737900,432.95
2017-02-24,432.95,432.95,432.95,432.95,0,432.95
2017-02-27,433,438.55,425.75,435.35,891300,435.35
2017-02-28,434.95,439.9,432.65,437.2,995200,437.2
2017-03-01,438.1,442.6,435.65,438.15,602500,438.15
2017-03-02,441,446,428,430.45,1145800,430.45
2017-03-03,430.45,441,428.8,439.85,853900,439.85
2017-03-06,440.7,444,436.2,438.05,767000,438.05
2017-03-07,440,444.85,434.6,439.55,1118300,439.55
2017-03-08,439,443.7,435.25,440.95,727800,440.95
2017-03-09,442,447.5,438.05,442.25,998600,442.25
2017-03-10,441.25,447.25,440.25,445.3,798900,445.3
2017-03-13,445.3,445.3,445.3,445.3,0,445.3
2017-03-14,450.05,463.7,447.4,462.2,1865600,462.2
2017-03-15,465,467,460.5,462.05,1372100,462.05
2017-03-16,463,470.6,462.6,465.8,885700,465.8
2017-03-17,465.95,467.8,459,463.5,1047900,463.5
2017-03-20,465.95,470,461.8,465.55,464400,465.55
2017-03-21,466.9,466.9,459.6,463.7,907000,463.7
2017-03-22,460,460,441.9,445.75,2027800,445.75
2017-03-23,449.6,454,446.15,452,1420100,452
2017-03-24,453.1,457.75,446.95,447.95,854500,447.95
2017-03-27,446,451,440.75,447.95,505700,447.95
2017-03-28,450,456,447.85,453.65,1419900,453.65
2017-03-29,455,456.55,451.1,455,502000,455
2017-03-30,455,462,453.6,457.3,1328900,457.3
2017-03-31,457.3,466.8,452.55,462.75,942300,462.75
2017-04-03,459.5,461.25,455.8,459.35,563900,459.35
2017-04-04,459.35,459.35,459.35,459.35,0,459.35
2017-04-05,478,495.55,471,491.75,4809500,491.75
2017-04-06,490,490.9,483.05,487.4,1996200,487.4
2017-04-07,489,492.35,483.6,485.4,1100600,485.4
2017-04-10,484.75,490,483.05,485.75,1439400,485.75
2017-04-11,487,489.2,482.3,486.75,1020600,486.75
2017-04-12,485,491.15,473.6,479.8,2040700,479.8
2017-04-13,478,485.95,475.05,484.15,410700,484.15
2017-04-14,484.15,484.15,484.15,484.15,0,484.15
2017-04-17,484.4,495.45,476.35,481.25,1888900,481.25
2017-04-18,477.4,484.65,468.05,471.2,921100,471.2
2017-04-19,473.3,474.9,469.05,472.25,737000,472.25
2017-04-20,474.4,482.25,468.4,479.5,1055000,479.5
2017-04-21,481,486.25,476.55,479.4,685300,479.4
