"Date","MRF.NS.Open","MRF.NS.High","MRF.NS.Low","MRF.NS.Close","MRF.NS.Volume","MRF.NS.Adjusted"
2015-05-15,36687,36800,36300,36513.6,5500,36402.92
2015-05-18,36450,37350,36450,37187.2,10900,37074.47
2015-05-19,37100,37277.6,36001.1,36219.7,11900,36109.9
2015-05-20,36351,36534.9,35656,35922,10300,35813.11
2015-05-21,36090,36270,35645,35762.9,6100,35654.49
2015-05-22,35991,36001,35580.1,35675.5,5100,35567.35
2015-05-25,35675,36100,35500,35572.2,6300,35464.37
2015-05-26,35800,35980,35501,35559.1,4500,35451.31
2015-05-27,35590,35946.9,35118.4,35740.9,7300,35632.55
2015-05-28,35750,36000,35280,35381.7,6400,35274.44
2015-05-29,35310,36002,35310,35874.3,7500,35765.55
2015-06-01,36200,36380,35860.5,36029.3,5400,35920.08
2015-06-02,36150,36199,34343,34613.3,9300,34508.37
2015-06-03,34799,34989,33879.9,34748.9,8600,34643.56
2015-06-04,34899,34999.9,34000,34706.8,7300,34601.59
2015-06-05,34500,34785.9,34200,34353.4,3900,34249.26
2015-06-08,34353.4,34399,33761,33832.4,4900,33729.84
2015-06-09,33715,34059,32502,32765.3,10100,32665.98
2015-06-10,33000,33475.1,32900,33285.1,9200,33184.2
2015-06-11,33535,33750,31680,31856.4,14700,31759.83
2015-06-12,31995,32149.9,31360,31878.1,8500,31781.47
2015-06-15,31910.1,32490.3,31502.1,32219.2,7400,32121.53
2015-06-16,32200,32490,31901,32401.2,5500,32302.98
2015-06-17,32446.6,33534.9,32446.6,33032.6,14000,32932.47
2015-06-18,33150,33350,32810,33006.4,4800,32906.34
2015-06-19,33000.1,33673.4,33000.1,33225.4,5900,33124.68
2015-06-22,33300,33950,32900,33811.5,9300,33709
2015-06-23,33850,34440,33814,34227.4,12100,34123.64
2015-06-24,34227,34549,33565.1,33807.5,5700,33705.02
2015-06-25,33600.5,34030,33500,33760.4,9500,33658.06
2015-06-26,33780,33970,33500,33742.6,6200,33640.32
2015-06-29,33300,33500,32600.9,33229.4,7100,33128.67
2015-06-30,33000,34400.1,32920.2,34230.9,8800,34127.13
2015-07-01,34199,35170,34031.1,34756.4,13200,34651.04
2015-07-02,34850,35235,34693.9,34807.9,9700,34702.38
2015-07-03,35000,35198,34660.1,34860.8,5800,34755.12
2015-07-06,34000,34939.9,33787.4,34837.6,6100,34732
2015-07-07,35000,35500.6,34837,35102.2,10000,34995.79
2015-07-08,35100,35350,34699.9,34928.1,7900,34822.22
2015-07-09,34999,35500,34999,35166.3,6600,35059.7
2015-07-10,35299,35600,35080.9,35199.9,4500,35093.19
2015-07-13,35400,35790,34851.3,35714.5,10700,35606.24
2015-07-14,35948.9,35948.9,35350,35486.1,5400,35378.53
2015-07-15,35600,35888,35520,35646.8,6400,35538.74
2015-07-16,35900,36268,35600,36101.3,7700,35991.86
2015-07-17,36199,36399,36110,36217.7,8200,36107.91
2015-07-20,36370,36750,36206.1,36598.5,6400,36487.56
2015-07-21,36580,36845,36011.2,36154.9,8200,36045.3
2015-07-22,36299.9,36546.9,36200,36358.4,6300,36248.18
2015-07-23,36524.9,38299.9,36524.9,38094.2,19800,37978.72
2015-07-24,38155.3,39199.9,38155.3,38531.6,22700,38414.8
